@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.285
@SPECTRUM spectrum_03D4ag_180.dat
@SN-NAME 03D4ag
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -8.640
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.413            0.00000        0.61976
       4152.861            0.00000        0.58460
       4155.310            0.00000        0.66908
       4157.759            0.00000        1.15141
       4160.208            0.00000        0.56222
       4162.658            0.00000        0.54099
       4165.108            0.00000        0.77023
       4167.560            0.00000        0.62463
       4170.010            0.00000        0.61296
       4172.462            0.00000        0.58921
       4174.914           -0.12190        0.47661
       4177.367           -0.36100        0.40635
       4179.819           -0.60140        0.40789
       4182.272            0.05270        0.28304
       4184.727            0.25290        0.25021
       4187.181           -0.06790        0.21906
       4189.635            0.07570        0.18692
       4192.090           -0.15270        0.17226
       4194.545            0.01500        0.14279
       4197.001            0.02640        0.12709
       4199.458            0.04510        0.10497
       4201.914           -0.14200        0.10336
       4204.371            0.12760        0.09479
       4206.829            0.13040        0.08234
       4209.287            0.09290        0.07639
       4211.745            0.06670        0.05951
       4214.204           -0.00430        0.05856
       4216.663            0.01180        0.05398
       4219.123            0.00340        0.04844
       4221.583            0.02870        0.04209
       4224.043            0.04160        0.03870
       4226.504            0.00900        0.03842
       4228.965            0.05040        0.03573
       4231.427            0.05760        0.03117
       4233.889            0.02720        0.03040
       4236.352            0.03430        0.02804
       4238.814            0.09990        0.02709
       4241.278            0.05720        0.02517
       4243.742            0.10270        0.02549
       4246.206            0.05590        0.02280
       4248.670            0.11290        0.02170
       4251.135            0.06600        0.02107
       4253.601            0.08380        0.02064
       4256.066            0.09220        0.02022
       4258.533            0.09660        0.01952
       4261.000            0.11170        0.01819
       4263.466            0.12560        0.01933
       4265.934            0.10430        0.01785
       4268.402            0.09070        0.01718
       4270.870            0.07420        0.01584
       4273.339            0.10900        0.01586
       4275.808            0.15790        0.01615
       4278.277            0.10790        0.01565
       4280.747            0.13400        0.01534
       4283.217            0.10130        0.01495
       4285.688            0.11600        0.01409
       4288.159            0.09960        0.01332
       4290.631            0.12910        0.01401
       4293.103            0.12260        0.01306
       4295.575            0.12930        0.01291
       4298.048            0.10750        0.01211
       4300.521            0.08680        0.01162
       4302.995            0.11260        0.01193
       4305.468            0.09690        0.01149
       4307.943            0.11870        0.01108
       4310.417            0.11970        0.01137
       4312.893            0.13430        0.01152
       4315.368            0.09850        0.01079
       4317.844            0.12310        0.01110
       4320.320            0.08700        0.01039
       4322.797            0.09210        0.01008
       4325.274            0.11200        0.01057
       4327.752            0.11010        0.01016
       4330.230            0.12440        0.01018
       4332.708            0.09340        0.00959
       4335.187            0.12420        0.01014
       4337.666            0.08700        0.00942
       4340.146            0.12270        0.00989
       4342.625            0.09940        0.00897
       4345.105            0.13440        0.01017
       4347.586            0.12220        0.00976
       4350.067            0.10880        0.00936
       4352.549            0.10980        0.00922
       4355.031            0.11930        0.00931
       4357.513            0.11650        0.00937
       4359.996            0.10730        0.00928
       4362.479            0.11150        0.00932
       4364.962            0.12740        0.00986
       4367.446            0.12000        0.00944
       4369.930            0.11060        0.00937
       4372.415            0.12850        0.00955
       4374.900            0.11810        0.00937
       4377.385            0.13300        0.00963
       4379.871            0.13040        0.00941
       4382.357            0.12440        0.00908
       4384.844            0.14820        0.00976
       4387.331            0.11350        0.00863
       4389.818            0.15750        0.00995
       4392.306            0.13720        0.00929
       4394.794            0.14340        0.00933
       4397.283            0.15070        0.00932
       4399.771            0.14400        0.00913
       4402.261            0.16260        0.00929
       4404.750            0.15700        0.00902
       4407.241            0.15870        0.00904
       4409.731            0.14430        0.00869
       4412.222            0.16540        0.00893
       4414.713            0.15400        0.00870
       4417.205            0.15030        0.00858
       4419.696            0.15460        0.00858
       4422.188            0.14000        0.00822
       4424.682            0.14930        0.00843
       4427.174            0.15230        0.00828
       4429.668            0.16340        0.00872
       4432.162            0.15900        0.00853
       4434.656            0.13880        0.00805
       4437.151            0.15710        0.00838
       4439.646            0.15730        0.00842
       4442.141            0.14400        0.00826
       4444.637            0.15060        0.00854
       4447.133            0.14950        0.00850
       4449.629            0.14030        0.00841
       4452.126            0.15120        0.00916
       4454.624            0.14890        0.00913
       4457.121            0.17700        0.01016
       4459.619            0.15880        0.00963
       4462.118            0.14980        0.00936
       4464.616            0.15360        0.00949
       4467.115            0.14560        0.00943
       4469.615            0.14330        0.00915
       4472.115            0.15880        0.00990
       4474.615            0.17730        0.01046
       4477.116            0.15520        0.00965
       4479.617            0.15630        0.00976
       4482.118            0.15410        0.00959
       4484.620            0.15820        0.00967
       4487.122            0.15210        0.00946
       4489.624            0.14880        0.00918
       4492.127            0.16600        0.00976
       4494.630            0.16290        0.00962
       4497.134            0.14910        0.00906
       4499.638            0.15480        0.00931
       4502.142            0.16440        0.00959
       4504.646            0.13900        0.00860
       4507.152            0.14410        0.00881
       4509.657            0.14450        0.00888
       4512.163            0.14710        0.00890
       4514.669            0.15750        0.00923
       4517.175            0.15550        0.00919
       4519.683            0.14210        0.00862
       4522.189            0.16100        0.00931
       4524.697            0.16150        0.00925
       4527.205            0.14790        0.00889
       4529.713            0.14300        0.00860
       4532.222            0.13750        0.00856
       4534.731            0.15140        0.00902
       4537.241            0.14240        0.00857
       4539.750            0.15850        0.00926
       4542.260            0.14780        0.00879
       4544.771            0.16000        0.00922
       4547.282            0.15860        0.00916
       4549.793            0.13800        0.00842
       4552.305            0.15410        0.00880
       4554.816            0.15840        0.00886
       4557.329            0.15700        0.00880
       4559.841            0.16940        0.00906
       4562.354            0.14710        0.00845
       4564.868            0.15740        0.00870
       4567.381            0.13990        0.00810
       4569.896            0.17180        0.00899
       4572.410            0.15780        0.00851
       4574.925            0.16650        0.00883
       4577.440            0.16930        0.00881
       4579.955            0.17380        0.00903
       4582.471            0.15480        0.00837
       4584.987            0.15370        0.00825
       4587.504            0.18050        0.00912
       4590.021            0.15650        0.00826
       4592.538            0.16110        0.00837
       4595.056            0.15670        0.00828
       4597.574            0.15450        0.00821
       4600.092            0.16630        0.00854
       4602.610            0.15420        0.00823
       4605.129            0.15880        0.00821
       4607.649            0.15980        0.00826
       4610.168            0.15370        0.00811
       4612.688            0.14580        0.00780
       4615.209            0.16450        0.00845
       4617.729            0.16130        0.00841
       4620.251            0.15920        0.00834
       4622.772            0.15120        0.00814
       4625.294            0.16560        0.00846
       4627.816            0.17050        0.00863
       4630.338            0.16180        0.00829
       4632.861            0.15630        0.00807
       4635.385            0.15980        0.00818
       4637.908            0.15320        0.00802
       4640.432            0.16000        0.00810
       4642.956            0.15470        0.00801
       4645.480            0.15830        0.00794
       4648.005            0.14430        0.00763
       4650.531            0.15010        0.00771
       4653.056            0.13790        0.00731
       4655.583            0.13390        0.00726
       4658.108            0.14950        0.00783
       4660.635            0.14030        0.00745
       4663.162            0.14560        0.00758
       4665.689            0.14370        0.00760
       4668.217            0.13280        0.00732
       4670.745            0.13110        0.00718
       4673.273            0.11880        0.00676
       4675.802            0.11730        0.00683
       4678.331            0.13500        0.00719
       4680.860            0.11140        0.00668
       4683.390            0.09900        0.00631
       4685.920            0.11290        0.00666
       4688.450            0.10690        0.00642
       4690.981            0.10990        0.00649
       4693.512            0.10600        0.00634
       4696.043            0.10620        0.00647
       4698.575            0.10170        0.00615
       4701.106            0.10580        0.00620
       4703.639            0.10590        0.00609
       4706.172            0.09380        0.00591
       4708.705            0.08920        0.00591
       4711.238            0.10700        0.00626
       4713.771            0.08990        0.00585
       4716.306            0.09420        0.00600
       4718.840            0.09290        0.00593
       4721.375            0.07750        0.00561
       4723.910            0.08660        0.00572
       4726.445            0.08130        0.00551
       4728.980            0.08140        0.00553
       4731.517            0.07550        0.00543
       4734.053            0.07280        0.00526
       4736.589            0.07880        0.00539
       4739.126            0.08950        0.00558
       4741.664            0.08750        0.00548
       4744.202            0.07560        0.00535
       4746.739            0.07650        0.00535
       4749.278            0.08000        0.00543
       4751.816            0.07970        0.00535
       4754.355            0.08560        0.00547
       4756.895            0.08930        0.00528
       4759.434            0.07320        0.00514
       4761.974            0.07450        0.00534
       4764.514            0.07870        0.00502
       4767.055            0.08560        0.00508
       4769.596            0.08770        0.00513
       4772.137            0.09000        0.00529
       4774.678            0.09190        0.00524
       4777.220            0.09090        0.00529
       4779.762            0.10240        0.00532
       4782.305            0.09200        0.00515
       4784.848            0.08360        0.00510
       4787.391            0.08760        0.00507
       4789.934            0.09160        0.00511
       4792.478            0.10790        0.00518
       4795.022            0.10930        0.00524
       4797.566            0.11460        0.00518
       4800.111            0.10500        0.00519
       4802.656            0.10170        0.00509
       4805.202            0.10710        0.00501
       4807.747            0.11520        0.00521
       4810.293            0.11360        0.00515
       4812.839            0.11500        0.00505
       4815.386            0.11970        0.00501
       4817.933            0.12170        0.00515
       4820.480            0.12260        0.00506
       4823.028            0.12060        0.00520
       4825.576            0.11370        0.00502
       4828.124            0.12860        0.00509
       4830.672            0.11400        0.00511
       4833.221            0.12580        0.00514
       4835.771            0.11090        0.00502
       4838.320            0.11250        0.00504
       4840.870            0.11010        0.00498
       4843.420            0.12090        0.00519
       4845.970            0.10430        0.00486
       4848.521            0.09720        0.00494
       4851.072            0.10390        0.00482
       4853.623            0.10570        0.00482
       4856.175            0.09590        0.00468
       4858.727            0.10920        0.00470
