OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      4686.92   1.2014725e-19   7.4615477e-19   2.6162069e-17
      4687.92   2.7281886e-19   7.4434207e-19   2.5954454e-17
      4688.92   4.5535472e-19   7.4232392e-19   2.5900859e-17
      4689.92   4.8393404e-19   7.4320069e-19   2.5821655e-17
      4690.92   8.7466233e-19   7.3754753e-19   2.5365203e-17
      4691.92   6.4662865e-19   7.5155723e-19   2.6283840e-17
      4692.92   6.6249408e-19   7.4231922e-19   2.5732818e-17
      4693.92   1.7261990e-19   7.4113973e-19   2.5736207e-17
      4694.92   3.6534451e-19   7.4086061e-19   2.5552947e-17
      4695.92   2.2088989e-19   7.3968084e-19   2.5436706e-17
      4696.92   2.2907300e-19   7.3517704e-19   2.5147812e-17
      4697.92   5.3968991e-19   7.3419283e-19   2.5061137e-17
      4698.92   3.2753437e-19   7.3138469e-19   2.4826323e-17
      4699.92   6.7277452e-19   7.3263168e-19   2.4842687e-17
      4700.92   4.9063875e-19   7.2517867e-19   2.4374247e-17
      4701.92   4.8881604e-19   7.3061109e-19   2.4691960e-17
      4702.92   3.0940642e-19   7.3464113e-19   2.4932028e-17
      4703.92   6.7834237e-19   7.3772790e-19   2.5162781e-17
      4704.92   8.3021654e-19   7.3187769e-19   2.4873506e-17
      4705.92   7.4697950e-19   7.3633253e-19   2.5177321e-17
      4706.92   6.9167092e-19   7.3639171e-19   2.5107961e-17
      4707.92   5.2933076e-19   7.3679740e-19   2.5351548e-17
      4708.92   5.6823873e-19   7.3984126e-19   2.5578879e-17
      4709.92   4.4818079e-19   7.3652558e-19   2.5360585e-17
      4710.92   3.0640545e-19   7.3908913e-19   2.5545166e-17
      4711.92   9.2549330e-19   7.3745738e-19   2.5502821e-17
      4712.92   6.5584270e-22   7.4072725e-19   2.5724192e-17
      4713.92   5.2916071e-19   7.3985461e-19   2.5537703e-17
      4714.92   5.6856882e-19   7.4044553e-19   2.5523927e-17
      4715.92   2.7017842e-19   7.4286644e-19   2.5827051e-17
      4716.92   5.8325319e-19   7.3708942e-19   2.5485391e-17
      4717.92   7.0062097e-19   7.4488281e-19   2.5813664e-17
      4718.92   4.7339187e-19   7.3514703e-19   2.5231735e-17
      4719.92   5.6858957e-19   7.4045216e-19   2.5658509e-17
      4720.92   5.7822049e-19   7.4109699e-19   2.5726576e-17
      4721.92   3.9577068e-19   7.4008547e-19   2.5661028e-17
      4722.92   4.7770163e-19   7.3752685e-19   2.5533999e-17
      4723.92   3.9816862e-19   7.3732145e-19   2.5427708e-17
      4724.92   7.3343668e-19   7.3451725e-19   2.5115377e-17
      4725.92   6.7529927e-19   7.4556216e-19   2.5784835e-17
      4726.92   1.3539206e-19   7.3253914e-19   2.4902806e-17
      4727.92   5.3298605e-19   7.3012217e-19   2.4716884e-17
      4728.92   3.5359885e-19   7.2861656e-19   2.4423113e-17
      4729.92   2.2821285e-19   7.2797535e-19   2.4355412e-17
      4730.92   5.0235558e-19   7.2538386e-19   2.4279377e-17
      4731.92   4.2355443e-19   7.2615178e-19   2.4339651e-17
      4732.92   4.6987622e-19   7.2513737e-19   2.4268004e-17
      4733.92   5.3282389e-19   7.3202107e-19   2.4751675e-17
      4734.92   5.2909412e-19   7.2330158e-19   2.4266286e-17
      4735.92   2.9493011e-19   7.2972682e-19   2.4649414e-17
      4736.92   2.8767636e-19   7.3422119e-19   2.4918905e-17
      4737.92   3.0014243e-19   7.3726277e-19   2.5100480e-17
      4738.92   3.6895272e-19   7.3068865e-19   2.4697839e-17
      4739.92   4.9370506e-19   7.3188333e-19   2.4792726e-17
      4740.92   3.6196151e-19   7.3526322e-19   2.4916334e-17
      4741.92   6.5293897e-19   7.2905380e-19   2.4606553e-17
      4742.92   4.9158133e-19   7.3221088e-19   2.4798132e-17
      4743.92   2.0582747e-19   7.3320331e-19   2.4942796e-17
      4744.92   7.1428330e-19   7.2908083e-19   2.4555606e-17
      4745.92   3.0614498e-19   7.3425303e-19   2.5068037e-17
      4746.92  -1.1491081e-20   7.3413636e-19   2.5021693e-17
      4747.92   2.2799575e-19   7.3518807e-19   2.4983317e-17
      4748.92   6.0322204e-19   7.3281722e-19   2.4698080e-17
      4749.92   2.2611424e-19   7.3224553e-19   2.4713281e-17
      4750.92   1.8699135e-19   7.2685391e-19   2.4367385e-17
      4751.92   3.5896638e-19   7.3740613e-19   2.4908083e-17
      4752.92   8.1386371e-19   7.2380751e-19   2.4018971e-17
      4753.92   3.4889542e-19   7.2705728e-19   2.4284135e-17
      4754.92   4.8896314e-19   7.2608730e-19   2.4202556e-17
      4755.92   2.5797806e-19   7.2960624e-19   2.4481017e-17
      4756.92   4.5180561e-19   7.2785969e-19   2.4475406e-17
      4757.92  -1.2021381e-20   7.3376670e-19   2.4884314e-17
      4758.92   8.6959840e-19   7.2825874e-19   2.4362043e-17
      4759.92   3.5244326e-19   7.3731563e-19   2.4883897e-17
      4760.92   5.8156490e-19   7.2956289e-19   2.4391580e-17
      4761.92   5.6254377e-19   7.2993432e-19   2.4481889e-17
      4762.92   3.1686066e-19   7.2619544e-19   2.4041643e-17
      4763.92   2.7414500e-19   7.2899715e-19   2.4259092e-17
      4764.92   6.7148129e-19   7.2543433e-19   2.4030440e-17
      4765.92   5.9223374e-19   7.2874560e-19   2.4297667e-17
      4766.92   6.9714631e-19   7.2627051e-19   2.4142210e-17
      4767.92   5.7261031e-19   7.3744289e-19   2.4948382e-17
      4768.92   5.0949739e-19   7.2356182e-19   2.4044560e-17
      4769.92   4.4471751e-19   7.3494776e-19   2.4748374e-17
      4770.92   4.9496806e-19   7.3788942e-19   2.4958961e-17
      4771.92   3.5380317e-19   7.4019288e-19   2.5116305e-17
      4772.92   3.5424809e-19   7.3676271e-19   2.4977716e-17
      4773.92  -1.2836066e-19   7.4152740e-19   2.5295631e-17
      4774.92   1.9785829e-19   7.4031175e-19   2.5175825e-17
      4775.92   3.1986137e-19   7.3528474e-19   2.4937155e-17
      4776.92   4.0725791e-19   7.3833480e-19   2.5163616e-17
      4777.92   2.3800309e-19   7.4039085e-19   2.5326847e-17
      4778.92   2.8703645e-19   7.3910178e-19   2.5201784e-17
      4779.92   5.3298249e-19   7.3562484e-19   2.5011174e-17
      4780.92   3.4184289e-19   7.3584693e-19   2.4931305e-17
      4781.92   3.0609684e-19   7.4024806e-19   2.5121017e-17
      4782.92   6.9117632e-19   7.3920104e-19   2.4944834e-17
      4783.92   2.8066426e-19   7.3584415e-19   2.4859390e-17
      4784.92   5.9785417e-19   7.3564618e-19   2.4820802e-17
      4785.92   3.3807940e-19   7.3978289e-19   2.4918880e-17
      4786.92   3.9457908e-19   7.3306015e-19   2.4632630e-17
      4787.92   3.5894828e-19   7.3626541e-19   2.4864624e-17
      4788.92   6.6296531e-19   7.3859940e-19   2.5074860e-17
      4789.92   4.5474773e-19   7.4209193e-19   2.5331902e-17
      4790.92   3.7773804e-19   7.4226649e-19   2.5485649e-17
      4791.92   3.0858126e-19   7.4403030e-19   2.5562531e-17
      4792.92   2.5674612e-19   7.4713963e-19   2.5782315e-17
      4793.92   2.0685673e-19   7.5262191e-19   2.6105421e-17
      4794.92   5.4278199e-19   7.5002758e-19   2.5983561e-17
      4795.92   3.4538244e-19   7.4817001e-19   2.5889432e-17
      4796.92   4.9198112e-19   7.5402167e-19   2.6085688e-17
      4797.92   3.2530990e-19   7.4830458e-19   2.5827384e-17
      4798.92   4.1978725e-19   7.4449454e-19   2.5522267e-17
      4799.92   2.7762659e-19   7.4632118e-19   2.5702908e-17
      4800.92   6.2665938e-19   7.4558030e-19   2.5577028e-17
      4801.92   5.3240998e-19   7.5400909e-19   2.6320758e-17
      4802.92   5.5858491e-19   7.4677380e-19   2.5769075e-17
      4803.92   6.5742109e-19   7.4846678e-19   2.5822099e-17
      4804.92   6.0724877e-19   7.5827357e-19   2.6415474e-17
      4805.92   1.6776664e-19   7.5084905e-19   2.5950037e-17
      4806.92   3.7465173e-19   7.5033751e-19   2.5903393e-17
      4807.92   4.5291170e-19   7.4950218e-19   2.5672629e-17
      4808.92   3.7734108e-19   7.4800820e-19   2.5631669e-17
      4809.92   5.9096742e-19   7.4673449e-19   2.5579357e-17
      4810.92   4.5614071e-19   7.5313479e-19   2.6094883e-17
      4811.92   4.2453642e-19   7.5401648e-19   2.6219454e-17
      4812.92   4.7448427e-19   7.6109409e-19   2.6877329e-17
      4813.92   6.2530376e-19   7.6181236e-19   2.7079186e-17
      4814.92   4.2929892e-19   7.7235303e-19   2.7844785e-17
      4815.92   7.3427852e-19   7.8173737e-19   2.8560459e-17
      4816.92   6.1987132e-19   7.8268141e-19   2.8724753e-17
      4817.92   5.4252285e-19   7.8567359e-19   2.9154067e-17
      4818.92   5.1067976e-19   7.9142061e-19   2.9586929e-17
      4819.92   7.1677717e-19   7.8976570e-19   2.9398496e-17
      4820.92   1.9091900e-19   7.8895910e-19   2.9512334e-17
      4821.92   4.7351559e-19   7.8913662e-19   2.9420449e-17
      4822.92   6.2834553e-20   7.8595055e-19   2.9165069e-17
      4823.92   6.0680420e-19   7.9034108e-19   2.9431268e-17
      4824.92   5.0306348e-19   7.7943698e-19   2.8626783e-17
      4825.92   5.7431372e-19   7.8521393e-19   2.8978501e-17
      4826.92   6.9169796e-19   7.9476112e-19   2.9631820e-17
      4827.92   2.8684974e-19   7.8717689e-19   2.8984839e-17
      4828.92   4.1719721e-19   7.8491087e-19   2.8858403e-17
      4829.92   7.6026569e-19   7.9340624e-19   2.9500582e-17
      4830.92   5.7547250e-19   7.8998896e-19   2.9220240e-17
      4831.92   7.3619186e-19   7.9187660e-19   2.9506152e-17
      4832.92   5.6091156e-19   7.8672828e-19   2.9052581e-17
      4833.92   4.2340972e-19   7.9248414e-19   2.9541692e-17
      4834.92   4.9475000e-19   7.9717176e-19   2.9906308e-17
      4835.92   4.5836721e-19   7.9387485e-19   2.9738271e-17
      4836.92   4.2748640e-19   7.8946757e-19   2.9308805e-17
      4837.92   6.8726621e-19   7.9421443e-19   2.9466855e-17
      4838.92   2.7977914e-19   7.9508313e-19   2.9477110e-17
      4839.92   3.9030103e-19   7.8910899e-19   2.9098287e-17
      4840.92   2.3126580e-19   7.8893058e-19   2.8940612e-17
      4841.92   6.8951461e-19   7.8289065e-19   2.8263708e-17
      4842.92   4.5594311e-19   7.8446666e-19   2.8547762e-17
      4843.92   2.1873055e-19   7.8345146e-19   2.8508917e-17
      4844.92   4.8248855e-19   7.8172503e-19   2.8323807e-17
      4845.92   4.1348367e-19   7.7999323e-19   2.8054042e-17
      4846.92   4.3688896e-19   7.7574349e-19   2.7721540e-17
      4847.92   3.3645346e-19   7.7479801e-19   2.7609292e-17
      4848.92   3.2753840e-19   7.7668447e-19   2.7657932e-17
      4849.92   4.8011380e-19   7.8071421e-19   2.7769917e-17
      4850.92   2.8261307e-19   7.6892545e-19   2.6935434e-17
      4851.92   4.0893195e-19   7.6698476e-19   2.6728189e-17
      4852.92   5.5902875e-19   7.7206578e-19   2.6795893e-17
      4853.92   2.8608516e-19   7.6646180e-19   2.6632263e-17
      4854.92   4.7471045e-19   7.6160802e-19   2.6118537e-17
      4855.92   4.1420350e-19   7.5852262e-19   2.5799759e-17
      4856.92   3.7859632e-19   7.5008842e-19   2.4997281e-17
      4857.92   3.4096409e-19   7.5145560e-19   2.5125020e-17
      4858.92   7.3249874e-19   7.5202550e-19   2.5203146e-17
      4859.92   4.7618583e-19   7.4817849e-19   2.4774643e-17
      4860.92   7.2295308e-19   7.5254594e-19   2.4948645e-17
      4861.92   4.5851763e-19   7.4819584e-19   2.4733680e-17
      4862.92   4.3701597e-19   7.5055451e-19   2.4971499e-17
      4863.92   4.7001237e-19   7.5743325e-19   2.5318531e-17
      4864.92   3.2573514e-19   7.5057395e-19   2.5027151e-17
      4865.92   8.4139373e-19   7.5571657e-19   2.5432870e-17
      4866.92   1.3668482e-19   7.5942304e-19   2.5815913e-17
      4867.92   6.9583091e-19   7.6055933e-19   2.5813421e-17
      4868.92   1.7878370e-19   7.6126492e-19   2.5985049e-17
      4869.92   6.1921242e-19   7.5601992e-19   2.5567138e-17
      4870.92   6.1099118e-19   7.5813469e-19   2.5567220e-17
      4871.92   1.3848988e-19   7.6449056e-19   2.5973050e-17
      4872.92   3.2339504e-19   7.5783311e-19   2.5448479e-17
      4873.92   3.8103854e-19   7.5604436e-19   2.5348603e-17
      4874.92   6.1535504e-19   7.6302066e-19   2.5724820e-17
      4875.92   5.9046440e-19   7.5986494e-19   2.5793428e-17
      4876.92   2.4022083e-19   7.6744398e-19   2.6465009e-17
      4877.92   3.5962099e-19   7.7110981e-19   2.6829217e-17
      4878.92   2.7850896e-19   7.7738040e-19   2.7388186e-17
      4879.92   5.8925000e-19   7.8228254e-19   2.7852214e-17
      4880.92   3.3120630e-19   7.8084894e-19   2.7798807e-17
      4881.92   5.9652684e-19   7.7929250e-19   2.7563473e-17
      4882.92   3.6907616e-19   7.8705346e-19   2.8121130e-17
      4883.92   5.8845256e-19   7.8436930e-19   2.7822213e-17
      4884.92   5.0649419e-19   7.8093776e-19   2.7645658e-17
      4885.92   1.0490100e-19   7.8410358e-19   2.7684043e-17
      4886.92   5.7335140e-19   7.7104030e-19   2.6790351e-17
      4887.92   4.9361198e-19   7.7586759e-19   2.7138589e-17
      4888.92   1.9946980e-19   7.7288189e-19   2.6995033e-17
      4889.92   4.9306509e-19   7.7244336e-19   2.6857857e-17
      4890.92   5.1652158e-19   7.7770794e-19   2.7322558e-17
      4891.92   5.3236031e-19   7.7612949e-19   2.7202603e-17
      4892.92   1.0702456e-19   7.7183432e-19   2.6864757e-17
      4893.92   3.9948490e-19   7.8389562e-19   2.7711260e-17
      4894.92   4.2092117e-19   7.8081623e-19   2.7433424e-17
      4895.92   4.9783393e-19   7.7708556e-19   2.7222535e-17
      4896.92   6.5432847e-19   7.8036750e-19   2.7287183e-17
      4897.92   3.0597573e-19   7.7414816e-19   2.6946327e-17
      4898.92   1.9772278e-19   7.7536017e-19   2.7042077e-17
      4899.92   5.3646779e-19   7.7086695e-19   2.6676311e-17
      4900.92   2.6950704e-19   7.6749990e-19   2.6391104e-17
      4901.92   3.8306720e-19   7.7755420e-19   2.7208708e-17
      4902.92   5.1773796e-19   7.7186561e-19   2.6862180e-17
      4903.92   1.5820614e-19   7.7225787e-19   2.6838228e-17
      4904.92   3.2047675e-19   7.8032110e-19   2.7299744e-17
      4905.92   2.6185958e-19   7.7334309e-19   2.6721632e-17
      4906.92   2.4570355e-19   7.7155791e-19   2.6659211e-17
      4907.92   5.5219219e-19   7.7205268e-19   2.6536066e-17
      4908.92   3.9454229e-19   7.6935750e-19   2.6328085e-17
      4909.92   4.0331668e-19   7.6294268e-19   2.5863644e-17
      4910.92   4.0730075e-19   7.6677425e-19   2.6152612e-17
      4911.92   4.3962726e-19   7.6525061e-19   2.6091237e-17
      4912.92   6.6915490e-19   7.7569772e-19   2.6859128e-17
      4913.92   7.3547764e-19   7.6361152e-19   2.6027691e-17
      4914.92   5.7813530e-19   7.6612034e-19   2.6134936e-17
      4915.92   5.8927666e-19   7.7254858e-19   2.6458954e-17
      4916.92   5.1405795e-19   7.6195375e-19   2.5528025e-17
      4917.92   5.6514801e-19   7.5712075e-19   2.5166960e-17
      4918.92   2.6064615e-19   7.5988462e-19   2.5270090e-17
      4919.92   2.3407839e-19   7.5445680e-19   2.4873726e-17
      4920.92   4.2888958e-19   7.5519090e-19   2.5022906e-17
      4921.92   4.8956013e-19   7.5943073e-19   2.5370951e-17
      4922.92   3.5040406e-19   7.6027892e-19   2.5436877e-17
      4923.92   4.4649845e-19   7.7442427e-19   2.6578702e-17
      4924.92   4.5051534e-19   7.6517980e-19   2.6008807e-17
      4925.92   6.5589276e-19   7.6784806e-19   2.6195915e-17
      4926.92   3.1257655e-19   7.7684183e-19   2.6805931e-17
      4927.92   3.8691754e-19   7.7672544e-19   2.6673517e-17
      4928.92   6.1541878e-19   7.7454487e-19   2.6604567e-17
      4929.92   1.7923776e-19   7.7825193e-19   2.6797906e-17
      4930.92   1.3393828e-19   7.6858849e-19   2.6041564e-17
      4931.92   6.0936810e-20   7.7288601e-19   2.6447856e-17
      4932.92   2.6542358e-19   7.6953957e-19   2.6174535e-17
      4933.92   6.2461937e-19   7.7555992e-19   2.6617742e-17
      4934.92   4.2724228e-19   7.8027113e-19   2.6971949e-17
      4935.92   6.0136775e-19   7.7162325e-19   2.6284453e-17
      4936.92   4.7398503e-19   7.7080263e-19   2.6242926e-17
      4937.92   6.7702628e-19   7.7719674e-19   2.6618236e-17
      4938.92   2.9728189e-19   7.7959303e-19   2.6697852e-17
      4939.92   7.1666871e-19   7.7517764e-19   2.6460208e-17
      4940.92   6.9806732e-19   7.7802107e-19   2.6544395e-17
      4941.92   1.4213333e-19   7.7246549e-19   2.6095981e-17
      4942.92   1.9335967e-19   7.7188487e-19   2.6171523e-17
      4943.92   2.0876177e-19   7.7373961e-19   2.6328860e-17
      4944.92   4.9783256e-19   7.7786337e-19   2.6626759e-17
      4945.92   1.2451520e-19   7.7829270e-19   2.6640046e-17
      4946.92   6.6994408e-19   7.7776894e-19   2.6559445e-17
      4947.92   2.2154760e-19   7.7774454e-19   2.6618293e-17
      4948.92   2.2962224e-19   7.8374296e-19   2.7007015e-17
      4949.92   3.6939433e-19   7.9010156e-19   2.7391008e-17
      4950.92   5.6565941e-19   7.8636251e-19   2.7251967e-17
      4951.92   5.6007124e-19   7.8800717e-19   2.7264698e-17
      4952.92   4.5340409e-19   7.8892523e-19   2.7224427e-17
      4953.92   5.6747304e-19   7.7587477e-19   2.6294588e-17
      4954.92   4.8548501e-19   7.7829796e-19   2.6392222e-17
      4955.92   2.4517536e-19   7.7443328e-19   2.6087610e-17
      4956.92   2.5169698e-20   7.7578487e-19   2.6098582e-17
      4957.92   4.5746000e-19   7.7213614e-19   2.5769960e-17
      4958.92   6.4452640e-20   7.7414936e-19   2.5993047e-17
      4959.92   5.7220393e-19   7.7829943e-19   2.6217312e-17
      4960.92   1.8310802e-19   7.8947802e-19   2.7041176e-17
      4961.92   2.6601441e-19   7.8631142e-19   2.6963184e-17
      4962.92   1.0768788e-19   7.9682611e-19   2.7777512e-17
      4963.92   3.6885884e-19   8.0044517e-19   2.7971587e-17
      4964.92   3.8625760e-20   7.9331686e-19   2.7655633e-17
      4965.92   2.8331176e-19   8.0125418e-19   2.8193983e-17
      4966.92   3.3680334e-19   7.9538235e-19   2.7764710e-17
      4967.92   8.2866651e-19   8.0171986e-19   2.8161865e-17
      4968.92   3.6650631e-19   8.0120255e-19   2.8247695e-17
      4969.92   1.4710295e-19   8.0086659e-19   2.8165110e-17
      4970.92   5.8373537e-19   8.0024959e-19   2.7996019e-17
      4971.92   2.8202022e-19   8.0355157e-19   2.8084516e-17
      4972.92   6.0076104e-19   7.9442655e-19   2.7460903e-17
      4973.92   5.5820596e-19   8.0171382e-19   2.8018977e-17
      4974.92   1.6975364e-19   8.0102708e-19   2.7803972e-17
      4975.92   7.2797085e-19   7.9409231e-19   2.7439445e-17
      4976.92   6.6521927e-19   7.9640092e-19   2.7454327e-17
      4977.92   5.8290027e-19   7.8917839e-19   2.6977177e-17
      4978.92   5.2171239e-19   7.9016206e-19   2.6873798e-17
      4979.92   6.9753393e-19   7.8650523e-19   2.6549426e-17
      4980.92   4.9551084e-19   7.8218542e-19   2.6151144e-17
      4981.92   5.0373643e-19   7.8158618e-19   2.5982682e-17
      4982.92   8.2475832e-19   7.8848176e-19   2.6305741e-17
      4983.92   5.0734883e-19   7.7928527e-19   2.5761655e-17
      4984.92   6.2700906e-19   7.8562900e-19   2.6236762e-17
      4985.92   2.4722981e-19   7.9441367e-19   2.6852573e-17
      4986.92   2.2607926e-19   7.8851400e-19   2.6655587e-17
      4987.92   3.1875354e-19   8.0083915e-19   2.7623201e-17
      4988.92   9.2967318e-19   7.9476448e-19   2.7209813e-17
      4989.92   5.5615137e-19   8.0378332e-19   2.7914435e-17
      4990.92   7.2824522e-19   8.0344017e-19   2.7906731e-17
      4991.92   5.4061373e-19   7.9932631e-19   2.7598252e-17
      4992.92   4.9454986e-19   8.0528632e-19   2.7974417e-17
      4993.92   2.7621925e-19   8.0737846e-19   2.7983881e-17
      4994.92   2.9782194e-19   7.9838528e-19   2.7383297e-17
      4995.92   4.1607874e-19   8.0166931e-19   2.7578496e-17
      4996.92   3.2167648e-19   8.0055089e-19   2.7267750e-17
      4997.92   3.6435871e-19   7.9479059e-19   2.7043025e-17
      4998.92   4.4418194e-19   7.9599307e-19   2.7030731e-17
      4999.92   6.3689696e-19   7.9459380e-19   2.6949863e-17
      5000.92   2.4013152e-19   7.9520181e-19   2.6954513e-17
      5001.92   6.5904783e-19   7.9633709e-19   2.7006615e-17
      5002.92   4.1912911e-19   7.9220027e-19   2.6765828e-17
      5003.92   3.1462791e-19   7.9967634e-19   2.7219722e-17
      5004.92   2.8246483e-19   8.0366200e-19   2.7426294e-17
      5005.92   4.7696700e-19   7.9628990e-19   2.6962127e-17
      5006.92   4.3990257e-19   8.0052233e-19   2.7270113e-17
      5007.92   6.0717039e-19   8.0270973e-19   2.7237753e-17
      5008.92   6.2104549e-19   7.9750939e-19   2.7039613e-17
      5009.92   3.3677328e-19   7.9607041e-19   2.6835289e-17
      5010.92   2.1309886e-19   7.9495284e-19   2.6766057e-17
      5011.92   7.0697228e-19   7.9307097e-19   2.6511813e-17
      5012.92   1.2308517e-19   7.9594304e-19   2.6798458e-17
      5013.92   5.1441622e-19   7.8732393e-19   2.6099137e-17
      5014.92   6.2564467e-19   7.9363029e-19   2.6399015e-17
      5015.92   5.8639643e-19   7.9600905e-19   2.6459349e-17
      5016.92   4.4662951e-19   7.9059997e-19   2.6230433e-17
      5017.92   7.3352427e-19   7.9417249e-19   2.6474333e-17
      5018.92   6.8480502e-19   7.9566250e-19   2.6432728e-17
      5019.92   4.9492744e-19   7.8726238e-19   2.5986245e-17
      5020.92   2.1966968e-19   7.9128560e-19   2.6286771e-17
      5021.92   6.4293835e-19   7.9195039e-19   2.6358727e-17
      5022.92   1.6491598e-19   7.9373847e-19   2.6507807e-17
      5023.92   4.8461310e-19   7.9418824e-19   2.6473621e-17
      5024.92   4.2715122e-19   7.8866441e-19   2.6119315e-17
      5025.92   2.3948758e-19   7.9595208e-19   2.6546173e-17
      5026.92   1.9311269e-19   7.9688923e-19   2.6492906e-17
      5027.92   5.2242181e-19   7.9321409e-19   2.6289494e-17
      5028.92   4.6892283e-19   7.9681742e-19   2.6554362e-17
      5029.92   3.2074834e-19   8.0039812e-19   2.6700501e-17
      5030.92   6.2274863e-19   7.9635767e-19   2.6607944e-17
      5031.92   3.6678572e-19   7.9534242e-19   2.6479247e-17
      5032.92   1.2857049e-19   7.9583793e-19   2.6523558e-17
      5033.92   6.0197050e-19   7.9761860e-19   2.6604698e-17
      5034.92   3.7749741e-19   7.9955617e-19   2.6751850e-17
      5035.92   6.9337770e-19   7.8865477e-19   2.5917469e-17
      5036.92   3.9411273e-19   7.9424520e-19   2.6164091e-17
      5037.92   3.6723096e-19   7.8962983e-19   2.5602100e-17
      5038.92   8.0323040e-19   7.8492694e-19   2.5320226e-17
      5039.92   2.4369597e-19   7.8963609e-19   2.5692861e-17
      5040.92   1.3052438e-19   7.8817955e-19   2.5438342e-17
      5041.92   2.7055329e-19   7.8382198e-19   2.5286254e-17
      5042.92   2.8882206e-19   7.8809939e-19   2.5659878e-17
      5043.92   3.6407041e-19   7.9299467e-19   2.6046182e-17
      5044.92   3.0472027e-19   7.9797240e-19   2.6465109e-17
      5045.92   3.3626135e-19   7.9813734e-19   2.6451153e-17
      5046.92   4.6149760e-19   7.9133928e-19   2.6008897e-17
      5047.92   3.3128117e-19   7.9821756e-19   2.6342912e-17
      5048.92   3.2088548e-19   7.9612266e-19   2.6026616e-17
      5049.92   3.3522059e-19   7.9036983e-19   2.5676681e-17
      5050.92   4.2370426e-19   7.9442386e-19   2.5915653e-17
      5051.92   2.7978535e-19   7.9543454e-19   2.5928454e-17
      5052.92   3.8006178e-19   7.9437233e-19   2.6050998e-17
      5053.92   2.0506385e-19   7.9482116e-19   2.6093432e-17
      5054.92   3.7821558e-19   7.9864512e-19   2.6380128e-17
      5055.92   1.6763740e-19   8.0508705e-19   2.6899394e-17
      5056.92   3.6414732e-19   8.0223130e-19   2.6651036e-17
      5057.92   6.9923674e-19   7.9898015e-19   2.6459715e-17
      5058.92   7.0628760e-19   8.0672805e-19   2.6912044e-17
      5059.92   2.9951454e-19   8.0811409e-19   2.6887914e-17
      5060.92   5.3466720e-19   8.0128143e-19   2.6439487e-17
      5061.92   7.0672755e-19   8.0316449e-19   2.6446115e-17
      5062.92   5.1349650e-19   8.0334315e-19   2.6374136e-17
      5063.92   5.7296916e-19   7.9734210e-19   2.6021809e-17
      5064.92   4.7952457e-19   7.9571785e-19   2.5894962e-17
      5065.92   5.2617446e-19   7.9558952e-19   2.5868473e-17
      5066.92   6.3888229e-19   8.0408635e-19   2.6485127e-17
      5067.92   4.8093580e-19   8.0144348e-19   2.6367565e-17
      5068.92   8.2141495e-19   7.9913931e-19   2.6162705e-17
      5069.92   4.9209802e-19   8.0346322e-19   2.6414083e-17
      5070.92   4.8712252e-19   8.0494598e-19   2.6347595e-17
      5071.92   3.5583110e-19   7.9907815e-19   2.6024067e-17
      5072.92   3.6696511e-19   8.0349304e-19   2.6252375e-17
      5073.92   3.4910694e-19   8.0155731e-19   2.6067623e-17
      5074.92   5.0554297e-19   7.9879567e-19   2.5967021e-17
      5075.92   6.8655166e-19   7.9678093e-19   2.5778098e-17
      5076.92   3.8277465e-19   7.9663676e-19   2.5781992e-17
      5077.92   6.2964551e-19   8.0209821e-19   2.6116393e-17
      5078.92   4.3942243e-19   7.9458763e-19   2.5566051e-17
      5079.92   1.5450085e-19   7.9653779e-19   2.5742206e-17
      5080.92   4.7951040e-19   7.9788058e-19   2.5707297e-17
      5081.92   5.8947723e-19   8.0104469e-19   2.5753401e-17
      5082.92   5.9199812e-19   7.9924555e-19   2.5822781e-17
      5083.92   6.5897136e-19   8.0749506e-19   2.6347090e-17
      5084.92   7.5030714e-19   8.0560665e-19   2.6249413e-17
      5085.92   5.2031299e-19   8.0561203e-19   2.6397606e-17
      5086.92   3.2072448e-19   8.0761979e-19   2.6585506e-17
      5087.92   4.2861953e-19   8.0675578e-19   2.6534771e-17
      5088.92   3.8616624e-19   8.1525636e-19   2.7149334e-17
      5089.92   3.7655011e-19   8.0841134e-19   2.6660785e-17
      5090.92   2.0655706e-19   8.1361276e-19   2.7047531e-17
      5091.92   7.1739905e-19   8.1269011e-19   2.6885972e-17
      5092.92  -1.0437555e-19   8.1816454e-19   2.7164391e-17
      5093.92   4.8605353e-19   8.0939873e-19   2.6564508e-17
