OBJECT  = 'PS1-10afx' / Name of the object observed                
OBSERVER= 'Quimby,Oguri,Moriya' 
TELESCOP= 'Keck I  '                                                            
SLITNAME= 'long_1.0' / 1.0 arcsec wide slit                                             
DICHNAME= '560     '                                                            
GRISNAME= '400/3400'                                                            
GRANAME = '400/8500'                                                            
GRANGLE =          25.87923241                                                  
WAVELEN =        7848.05908203                                                  
REDFILT = 'Clear   '                                                            
UTC     = '06:01:33.76'                                                         
MJD-OBS = '56542.251085'                                                        
ST      = '18:45:35.99'                                                         
DATE-OBS= '2013-09-07'                                                          
AIRMASS =           1.25 / Median over observation
RA      = '22:11:24.162'                                                         
DEC     = '+00:09:43.49'                                                         
EQUINOX =        2000.00000000                                                  
TOTEXPB = 22022.0 / seconds total exposure (blue channel)
TOTEXPR = 22876.3 / seconds total exposure (red channel)
DATE_BEG= '2013-09-07T06:01:33' / start of the first exposure
DATE_END= '2013-09-07T13:42:21' / end of the last exposure
REDUCEBY= Quimby

#     wav (A)    flux (flam)      eflux           skyflux
      9024.85   8.6671182e-19   3.3004483e-19   2.3506650e-17
      9025.85   1.0667117e-18   3.3223708e-19   2.4000860e-17
      9026.85   1.1628103e-18   3.3875992e-19   2.5296415e-17
      9027.85   9.9705485e-19   3.3737173e-19   2.5437653e-17
      9028.85   8.4795531e-19   3.3996242e-19   2.6139113e-17
      9029.85   8.5904561e-19   3.4342693e-19   2.6796876e-17
      9030.85   9.3731760e-19   3.3723297e-19   2.5880681e-17
      9031.85   9.0656584e-19   3.2065650e-19   2.3318495e-17
      9032.85   9.2856653e-19   3.1543360e-19   2.2506833e-17
      9033.85   1.0250817e-18   3.5179998e-19   2.8873336e-17
      9034.85   9.3684887e-19   4.5796303e-19   5.1078068e-17
      9035.85   7.8790029e-19   5.5397871e-19   7.5811182e-17
      9036.85   1.3337476e-18   5.8040413e-19   8.3130861e-17
      9037.85   1.3636870e-18   5.8246125e-19   8.3811911e-17
      9038.85   6.9322842e-19   5.8030693e-19   8.3062207e-17
      9039.85   6.8735846e-19   5.7648656e-19   8.1393079e-17
      9040.85   8.6430382e-19   5.2297821e-19   6.6394632e-17
      9041.85   9.9435133e-19   4.1779557e-19   4.1360247e-17
      9042.85   8.4797781e-19   3.5141926e-19   2.8430213e-17
      9043.85   1.1871033e-18   3.3695412e-19   2.6057614e-17
      9044.85   8.1928661e-19   3.6793563e-19   3.1809278e-17
      9045.85   1.2292422e-18   4.9655470e-19   6.0296655e-17
      9046.85   1.5406556e-18   6.6231299e-19   1.0942939e-16
      9047.85   4.3586954e-19   7.4354862e-19   1.3841758e-16
      9048.85   7.9901205e-19   7.5582514e-19   1.4262979e-16
      9049.85   1.0399983e-18   7.5538808e-19   1.4206089e-16
      9050.85   1.3821747e-18   7.4059772e-19   1.3645534e-16
      9051.85   6.3601149e-19   7.0536202e-19   1.2280822e-16
      9052.85   7.7468543e-19   5.6566272e-19   7.7954317e-17
      9053.85   1.0661327e-18   4.1159471e-19   4.0217071e-17
      9054.85   7.4652654e-19   3.4726089e-19   2.8081255e-17
      9055.85   9.2045356e-19   3.3055780e-19   2.5391344e-17
      9056.85   9.0250243e-19   3.2391918e-19   2.4317191e-17
      9057.85   7.2729749e-19   3.2357156e-19   2.4130735e-17
      9058.85   6.2840412e-19   3.1914235e-19   2.3323519e-17
      9059.85   7.8960148e-19   3.1556302e-19   2.2550557e-17
      9060.85   6.8714225e-19   3.1951181e-19   2.2978672e-17
      9061.85   7.0503293e-19   3.3239677e-19   2.5014150e-17
      9062.85   6.7910874e-19   3.3951857e-19   2.6295778e-17
      9063.85   5.1078993e-19   3.4368165e-19   2.7196476e-17
      9064.85   6.9446713e-19   3.5019239e-19   2.8476488e-17
      9065.85   6.6964303e-19   3.6609325e-19   3.1320141e-17
      9066.85   6.2675874e-19   3.7511847e-19   3.2730530e-17
      9067.85   8.6536933e-19   3.7776264e-19   3.2772585e-17
      9068.85   1.0381332e-18   3.7185328e-19   3.1274210e-17
      9069.85   7.8597165e-19   3.6893284e-19   3.0372283e-17
      9070.85   7.5428875e-19   3.6355238e-19   2.9238147e-17
      9071.85   9.8545256e-19   3.5306112e-19   2.7399869e-17
      9072.85   7.7339927e-19   3.3585055e-19   2.4862895e-17
      9073.85   6.9720395e-19   3.2080011e-19   2.2761972e-17
      9074.85   6.8982627e-19   3.0608492e-19   2.0688794e-17
      9075.85   6.9448095e-19   2.9742165e-19   1.9731377e-17
      9076.85   4.7031754e-19   2.9653173e-19   1.9690745e-17
      9077.85   5.7661040e-19   3.0147113e-19   2.0137035e-17
      9078.85   8.1269583e-19   3.0570761e-19   2.0338595e-17
      9079.85   6.7943303e-19   3.1141502e-19   2.0842988e-17
      9080.85   8.7357313e-19   3.1562034e-19   2.1428254e-17
      9081.85   6.3396407e-19   3.1623306e-19   2.1974308e-17
      9082.85   6.1211226e-19   3.1656795e-19   2.2451479e-17
      9083.85   8.1340257e-19   3.1933305e-19   2.2909680e-17
      9084.85   9.4064378e-19   3.1984854e-19   2.2835273e-17
      9085.85   8.6745003e-19   3.1991946e-19   2.2492922e-17
      9086.85   7.8187197e-19   3.2167839e-19   2.2433316e-17
      9087.85   8.8737012e-19   3.2852873e-19   2.3688187e-17
      9088.85   1.0144832e-18   3.6968942e-19   3.1147724e-17
      9089.85   7.4887521e-19   4.3828394e-19   4.5398325e-17
      9090.85   8.1114909e-19   4.7559670e-19   5.4293961e-17
      9091.85   1.1604195e-18   4.8630358e-19   5.6821989e-17
      9092.85   8.2416174e-19   4.8623403e-19   5.6551761e-17
      9093.85   1.1395376e-18   4.8753065e-19   5.6991167e-17
      9094.85   9.1522470e-19   4.6750651e-19   5.2527726e-17
      9095.85   1.1734510e-18   4.1236482e-19   4.0313383e-17
      9096.85   7.5470639e-19   3.5074629e-19   2.8302473e-17
      9097.85   1.1607340e-18   3.3727802e-19   2.5679506e-17
      9098.85   6.7402546e-19   3.9209234e-19   3.5313313e-17
      9099.85   8.7148428e-19   4.9462878e-19   5.7635543e-17
      9100.85   1.1696718e-18   5.5692282e-19   7.4083050e-17
      9101.85   1.0235397e-18   5.7298965e-19   7.9306935e-17
      9102.85   4.8780580e-19   5.6775324e-19   7.8413532e-17
      9103.85   1.0217975e-18   5.6368769e-19   7.7133471e-17
      9104.85   8.4503605e-19   5.4194953e-19   7.0418486e-17
      9105.85   6.0885852e-19   4.7400887e-19   5.2880766e-17
      9106.85   1.0766653e-18   3.7387674e-19   3.1821455e-17
      9107.85   8.6207859e-19   3.1743931e-19   2.2290635e-17
      9108.85   9.7891498e-19   2.9893040e-19   1.9801786e-17
      9109.85   8.5961498e-19   2.9366462e-19   1.9325908e-17
      9110.85   9.8185455e-19   2.8983730e-19   1.8975003e-17
      9111.85   1.1097361e-18   2.8527939e-19   1.8459891e-17
      9112.85   9.7728596e-19   2.8638402e-19   1.8609317e-17
      9113.85   1.1443177e-18   2.8732691e-19   1.8594206e-17
      9114.85   1.0083952e-18   2.8865093e-19   1.8588314e-17
      9115.85   1.0541387e-18   2.9087838e-19   1.8584348e-17
      9116.85   9.2857107e-19   2.9290953e-19   1.8491113e-17
      9117.85   8.8302874e-19   2.9479596e-19   1.8554452e-17
      9118.85   9.5880890e-19   2.9443753e-19   1.8529089e-17
      9119.85   1.0087932e-18   2.9314876e-19   1.8571583e-17
      9120.85   8.5086194e-19   2.8929840e-19   1.8428884e-17
      9121.85   6.9634483e-19   2.8719119e-19   1.8429372e-17
      9122.85   1.0051719e-18   2.8431150e-19   1.8162291e-17
      9123.85   9.8636699e-19   2.8362279e-19   1.8176116e-17
      9124.85   9.9036070e-19   2.8397355e-19   1.8178653e-17
      9125.85   1.2012526e-18   2.8255101e-19   1.7765880e-17
      9126.85   1.0117740e-18   2.8441917e-19   1.7905457e-17
      9127.85   8.9111870e-19   2.8730038e-19   1.8060776e-17
      9128.85   9.4311559e-19   2.9317972e-19   1.8421494e-17
      9129.85   8.9044278e-19   2.9720741e-19   1.8805330e-17
      9130.85   8.1221988e-19   3.0036654e-19   1.9390248e-17
      9131.85   1.1130284e-18   3.0283139e-19   1.9850992e-17
      9132.85   1.0367213e-18   3.0773801e-19   2.0605926e-17
      9133.85   9.5854670e-19   3.1348728e-19   2.1396573e-17
      9134.85   9.5602974e-19   3.1914299e-19   2.1868224e-17
      9135.85   9.6499319e-19   3.2375111e-19   2.2345892e-17
      9136.85   7.7920172e-19   3.2351360e-19   2.2472535e-17
      9137.85   1.0783710e-18   3.1685527e-19   2.1861826e-17
      9138.85   1.1291154e-18   3.0842826e-19   2.1142892e-17
      9139.85   9.2849949e-19   3.0055707e-19   2.0387648e-17
      9140.85   8.9456625e-19   2.9494353e-19   1.9790130e-17
      9141.85   8.4761611e-19   2.9415317e-19   1.9720972e-17
      9142.85   9.5757045e-19   2.9521361e-19   1.9820836e-17
      9143.85   5.9119160e-19   2.9391113e-19   1.9629771e-17
      9144.85   8.5813039e-19   2.9566656e-19   1.9912658e-17
      9145.85   8.6384242e-19   2.9670456e-19   2.0081461e-17
      9146.85   7.7151827e-19   2.9944087e-19   2.0447561e-17
      9147.85   7.3757465e-19   3.2017779e-19   2.3755239e-17
      9148.85   8.0103359e-19   3.7262348e-19   3.2870844e-17
      9149.85   8.4677477e-19   4.2083174e-19   4.1932580e-17
      9150.85   6.3367317e-19   4.4681334e-19   4.6807449e-17
      9151.85   9.4473493e-19   4.5997946e-19   4.9019150e-17
      9152.85   3.4025562e-19   4.6930047e-19   5.0166416e-17
      9153.85   8.5830970e-19   4.7610519e-19   5.1339486e-17
      9154.85   7.6108586e-19   4.5250146e-19   4.6094302e-17
      9155.85   7.1436003e-19   4.1068708e-19   3.7738916e-17
      9156.85   6.6297171e-19   3.9718816e-19   3.5860864e-17
      9157.85   9.8677797e-19   4.3165112e-19   4.3870170e-17
      9158.85   6.3007521e-19   4.6584876e-19   5.2149076e-17
      9159.85   7.5312188e-19   4.7922882e-19   5.5844887e-17
      9160.85   1.2061764e-18   4.7457003e-19   5.4997018e-17
      9161.85   1.0852673e-18   4.6804620e-19   5.3404365e-17
      9162.85   9.1290628e-19   4.5328470e-19   4.9988737e-17
      9163.85   5.8657565e-19   4.1395470e-19   4.1493191e-17
      9164.85   6.4298304e-19   3.5232101e-19   2.9354061e-17
      9165.85   7.0546186e-19   3.0924896e-19   2.1953516e-17
      9166.85   8.3949588e-19   2.9768780e-19   2.0063291e-17
      9167.85   6.9644816e-19   2.9558129e-19   1.9620924e-17
      9168.85   8.1585826e-19   2.9688282e-19   1.9781893e-17
      9169.85   5.5836258e-19   2.9776030e-19   1.9968194e-17
      9170.85   6.6862087e-19   2.9640081e-19   1.9620542e-17
      9171.85   9.2738758e-19   2.9909986e-19   1.9674750e-17
      9172.85   8.9023183e-19   3.0668887e-19   2.0305342e-17
      9173.85   6.0690039e-19   3.1113039e-19   2.0617437e-17
      9174.85   8.4391395e-19   3.0996136e-19   2.0445934e-17
      9175.85   1.0407181e-18   3.0832084e-19   2.0411323e-17
      9176.85   8.5104836e-19   3.0556495e-19   2.0336096e-17
      9177.85   7.3330194e-19   3.0081498e-19   2.0126903e-17
      9178.85   1.0902975e-18   2.9776113e-19   1.9945609e-17
      9179.85   1.0003716e-18   2.9787760e-19   2.0045599e-17
      9180.85   9.6870104e-19   2.9682287e-19   1.9971691e-17
      9181.85   1.1201117e-18   2.9717170e-19   1.9927291e-17
      9182.85   1.0057431e-18   2.9837693e-19   1.9801797e-17
      9183.85   1.0366939e-18   2.9628722e-19   1.9394003e-17
      9184.85   9.6993938e-19   2.9656220e-19   1.9437014e-17
      9185.85   7.6535933e-19   2.9475907e-19   1.9239047e-17
      9186.85   7.7289791e-19   2.9053049e-19   1.8894072e-17
      9187.85   1.1027655e-18   2.8761650e-19   1.8657462e-17
      9188.85   9.6886743e-19   2.8571958e-19   1.8411219e-17
      9189.85   1.2644430e-18   2.8081014e-19   1.7755180e-17
      9190.85   8.0559505e-19   2.8137499e-19   1.7811566e-17
      9191.85   9.5462650e-19   2.8166295e-19   1.7747901e-17
      9192.85   1.0449636e-18   2.8525522e-19   1.8016825e-17
      9193.85   1.0440340e-18   2.8633566e-19   1.8024519e-17
      9194.85   1.0781806e-18   2.8822951e-19   1.8232767e-17
      9195.85   1.0752911e-18   2.8653474e-19   1.8031454e-17
      9196.85   8.5926924e-19   2.8897287e-19   1.8509675e-17
      9197.85   1.0158829e-18   2.8940828e-19   1.8682874e-17
      9198.85   9.5563169e-19   2.8954842e-19   1.8951549e-17
      9199.85   1.0614637e-18   2.9107007e-19   1.9265450e-17
      9200.85   8.2281808e-19   2.9244507e-19   1.9503900e-17
      9201.85   1.0674824e-18   2.9004855e-19   1.9286826e-17
      9202.85   1.1550381e-18   2.9110939e-19   1.9427119e-17
      9203.85   1.0895751e-18   2.9363598e-19   1.9643523e-17
      9204.85   9.4841030e-19   2.9373059e-19   1.9560647e-17
      9205.85   1.0734557e-18   2.9718978e-19   1.9935295e-17
      9206.85   1.0935680e-18   2.9562517e-19   1.9645781e-17
      9207.85   1.0909818e-18   2.9479318e-19   1.9556605e-17
      9208.85   9.4786027e-19   2.9587196e-19   1.9720160e-17
      9209.85   1.0547750e-18   2.9619486e-19   1.9771059e-17
      9210.85   1.0064600e-18   2.9728130e-19   1.9988817e-17
      9211.85   1.0172106e-18   3.0670819e-19   2.1363930e-17
      9212.85   9.2384280e-19   3.3406334e-19   2.5699716e-17
      9213.85   1.1102919e-18   3.7702367e-19   3.3379843e-17
      9214.85   1.0599051e-18   4.0164327e-19   3.8099027e-17
      9215.85   1.0655558e-18   4.1183779e-19   3.9858064e-17
      9216.85   1.0874649e-18   4.1230801e-19   3.9970814e-17
      9217.85   1.0600253e-18   4.0942007e-19   3.9720041e-17
      9218.85   1.2088904e-18   3.9305012e-19   3.6630558e-17
      9219.85   1.0261467e-18   3.6347003e-19   3.1153372e-17
      9220.85   8.9061716e-19   3.5475925e-19   2.9723088e-17
      9221.85   1.1665945e-18   3.8975439e-19   3.6269839e-17
      9222.85   1.0805108e-18   4.2067222e-19   4.2550157e-17
      9223.85   7.9743014e-19   4.3641934e-19   4.5904472e-17
      9224.85   1.0645621e-18   4.3572183e-19   4.5520575e-17
      9225.85   1.0891075e-18   4.3747606e-19   4.5947515e-17
      9226.85   1.1229618e-18   4.2158724e-19   4.2755620e-17
      9227.85   1.0725833e-18   3.8742307e-19   3.5722640e-17
      9228.85   8.5421028e-19   3.4453519e-19   2.7632012e-17
      9229.85   9.2763138e-19   3.1671339e-19   2.2855739e-17
      9230.85   1.0104361e-18   3.0668129e-19   2.1212304e-17
      9231.85   1.2420431e-18   3.0144519e-19   2.0456570e-17
      9232.85   1.0725045e-18   2.9712770e-19   1.9866394e-17
      9233.85   9.8062685e-19   2.9659189e-19   1.9701757e-17
      9234.85   8.6629468e-19   2.9732622e-19   1.9725206e-17
      9235.85   9.0367770e-19   2.9648388e-19   1.9565555e-17
      9236.85   1.2211495e-18   2.9312360e-19   1.9019427e-17
      9237.85   1.2410196e-18   2.9055111e-19   1.8673329e-17
      9238.85   1.2591333e-18   2.8892416e-19   1.8514874e-17
      9239.85   1.2936811e-18   2.8960061e-19   1.8638474e-17
      9240.85   1.3739718e-18   2.9067566e-19   1.8812131e-17
      9241.85   1.2129188e-18   2.9094245e-19   1.8886977e-17
      9242.85   1.1023353e-18   2.9166602e-19   1.8918847e-17
      9243.85   1.3239786e-18   2.9852105e-19   1.9811278e-17
      9244.85   1.1002257e-18   3.0999143e-19   2.1574249e-17
      9245.85   8.3774054e-19   3.2662619e-19   2.4239455e-17
      9246.85   9.7840191e-19   3.3908163e-19   2.6351769e-17
      9247.85   1.1290679e-18   3.5195613e-19   2.8740500e-17
      9248.85   1.0327806e-18   3.6319105e-19   3.0894145e-17
      9249.85   9.8180281e-19   3.7151191e-19   3.2354531e-17
      9250.85   1.0126697e-18   3.7065599e-19   3.2118503e-17
      9251.85   9.9493202e-19   3.6942038e-19   3.1815996e-17
      9252.85   9.8744873e-19   3.5872873e-19   2.9969063e-17
      9253.85   9.9143741e-19   3.4116793e-19   2.7079441e-17
      9254.85   9.6838035e-19   3.2489801e-19   2.4320655e-17
      9255.85   7.5545678e-19   3.1285785e-19   2.2435316e-17
      9256.85   1.1246191e-18   3.0355006e-19   2.0989192e-17
      9257.85   1.0255052e-18   2.9816796e-19   2.0074563e-17
      9258.85   8.8020907e-19   3.0764390e-19   2.1359240e-17
      9259.85   9.6223434e-19   3.2253205e-19   2.3645036e-17
      9260.85   9.8198766e-19   3.3248470e-19   2.5391174e-17
      9261.85   9.1620576e-19   3.3553486e-19   2.5950780e-17
      9262.85   1.0977098e-18   3.3879119e-19   2.6619630e-17
      9263.85   9.2712549e-19   3.3838711e-19   2.6682199e-17
      9264.85   1.1076722e-18   3.3553002e-19   2.6238064e-17
      9265.85   9.0596457e-19   3.2239550e-19   2.4110754e-17
      9266.85   9.8620210e-19   3.0995786e-19   2.2060304e-17
      9267.85   1.0621388e-18   3.0313547e-19   2.0944047e-17
      9268.85   8.6911227e-19   2.9591949e-19   1.9904137e-17
      9269.85   9.1427494e-19   2.8934441e-19   1.8858168e-17
      9270.85   1.0716037e-18   2.9167814e-19   1.8994326e-17
      9271.85   7.4545289e-19   2.9197658e-19   1.8978584e-17
      9272.85   9.0993780e-19   2.9197491e-19   1.8915393e-17
      9273.85   6.0834119e-19   2.9056081e-19   1.8774897e-17
      9274.84   1.0458906e-18   2.8770793e-19   1.8377414e-17
      9275.84   8.6242511e-19   2.9225011e-19   1.8835841e-17
      9276.84   7.0741921e-19   2.9443768e-19   1.8878774e-17
      9277.84   7.1110396e-19   2.9616117e-19   1.8885729e-17
      9278.84   4.7164860e-19   3.0035799e-19   1.9219314e-17
      9279.84   8.8081149e-19   2.9889035e-19   1.8974599e-17
      9280.84   7.2535382e-19   2.9693905e-19   1.9001544e-17
      9281.84   9.0887009e-19   3.0669419e-19   2.0632583e-17
      9282.84   9.1623459e-19   3.3509491e-19   2.5265146e-17
      9283.84   1.0608969e-18   3.6920572e-19   3.1144550e-17
      9284.84   9.4780295e-19   3.9501101e-19   3.5582384e-17
      9285.84   8.9402109e-19   4.0975732e-19   3.8349893e-17
      9286.84   1.0223894e-18   4.1670911e-19   3.9947907e-17
      9287.84   8.6586906e-19   4.1716175e-19   4.0190242e-17
      9288.84   1.0055174e-18   4.0603029e-19   3.8033111e-17
      9289.84   9.1229727e-19   3.9721437e-19   3.6483565e-17
      9290.84   8.9984630e-19   4.0489593e-19   3.8010893e-17
      9291.84   7.0385654e-19   4.1976453e-19   4.0713540e-17
      9292.84   3.7888167e-19   4.3090219e-19   4.2677850e-17
      9293.84   4.5645138e-19   4.3230210e-19   4.2751036e-17
      9294.84   7.6623976e-19   4.3353093e-19   4.2387257e-17
      9295.84   8.1680558e-19   4.2668344e-19   4.0665396e-17
      9296.84   9.8291497e-19   3.9266409e-19   3.3971002e-17
      9297.84   9.6076932e-19   3.5435631e-19   2.6914669e-17
      9298.84   8.5014637e-19   3.3359138e-19   2.3380432e-17
      9299.84   6.8355540e-19   3.3108720e-19   2.2821230e-17
      9300.84   9.8220358e-19   3.5066401e-19   2.5789752e-17
      9301.84   7.6934137e-19   4.5107801e-19   4.4555768e-17
      9302.84   1.2609803e-18   6.7869868e-19   1.0514180e-16
      9303.84   1.5908464e-18   9.7979976e-19   2.2434738e-16
      9304.84   2.2542660e-18   1.2428965e-18   3.6317264e-16
      9305.84   1.9065201e-18   1.3819618e-18   4.4338438e-16
      9306.84   1.5144673e-18   1.4632139e-18   4.8400073e-16
      9307.84   2.8428162e-18   1.5896091e-18   5.5119270e-16
      9308.84   2.8341077e-18   1.6265015e-18   5.6377208e-16
      9309.84   1.4861433e-18   1.7160788e-18   6.3446336e-16
      9310.84   2.7860304e-18   1.7940493e-18   7.1735547e-16
      9311.84   1.5697978e-18   1.7269577e-18   6.8455216e-16
      9312.84   1.7166500e-18   1.6436880e-18   6.2085376e-16
      9313.84   2.3938240e-18   1.7154798e-18   6.5096011e-16
      9314.84   2.3076943e-18   1.7741703e-18   6.5025541e-16
      9315.84   1.9632060e-18   1.6939922e-18   5.5457484e-16
      9316.84   8.3029293e-19   1.3139371e-18   3.2503016e-16
      9317.84   2.4840728e-18   9.3308655e-19   1.6669438e-16
      9318.84   1.3968724e-18   8.7769203e-19   1.5559016e-16
      9319.84   1.3490217e-18   1.1169954e-18   2.6681995e-16
      9320.84   7.7813230e-19   1.4048205e-18   4.3111385e-16
      9321.84   1.6010779e-18   1.5945675e-18   5.4189853e-16
      9322.84   3.7497343e-18   1.7496245e-18   6.2044058e-16
      9323.84   3.6139410e-18   1.8424664e-18   6.5360965e-16
      9324.84   2.3272058e-18   1.8127615e-18   6.1570743e-16
      9325.84   1.2981242e-18   1.6771621e-18   5.3426368e-16
      9326.84   8.9734055e-19   1.2387650e-18   3.0515113e-16
      9327.84   1.4483902e-18   7.5790788e-19   1.1871785e-16
      9328.84   7.3829899e-19   5.9073619e-19   7.3541283e-17
      9329.84   1.5924734e-18   5.5862194e-19   6.6094571e-17
      9330.84   1.1326309e-18   5.4455577e-19   6.1732055e-17
      9331.84   1.1191374e-18   5.6784802e-19   6.4284544e-17
      9332.84   9.0607274e-19   5.9757597e-19   6.7255197e-17
      9333.84   9.9035949e-19   6.8428672e-19   8.5479228e-17
      9334.84   1.6161009e-18   8.7848326e-19   1.4214555e-16
      9335.84   1.6071719e-18   1.0105989e-18   1.9123423e-16
      9336.84   1.4843491e-18   1.0007421e-18   1.9039292e-16
      9337.84   9.3296414e-19   1.0141917e-18   1.9755693e-16
      9338.84   9.9565695e-19   1.0137491e-18   1.9660138e-16
      9339.84   1.4955253e-18   9.7686552e-19   1.7818469e-16
      9340.84   1.4029526e-18   8.6813343e-19   1.3302142e-16
      9341.84   1.2529950e-18   6.7166481e-19   7.1528516e-17
      9342.84   1.1557405e-18   5.3474474e-19   3.9405190e-17
      9343.84   7.1317772e-19   5.3123550e-19   3.6645156e-17
      9344.84   1.0863566e-18   5.5284890e-19   4.1942181e-17
      9345.84   8.9577487e-19   5.6376002e-19   5.0097125e-17
      9346.84   1.0086136e-18   5.7028283e-19   5.9228521e-17
      9347.84   1.3886684e-18   5.6250593e-19   6.3806063e-17
      9348.84   1.5700205e-18   5.3997002e-19   6.2110416e-17
      9349.84   1.3251455e-18   5.4568134e-19   6.3854106e-17
      9350.84   1.6472289e-18   5.5401067e-19   6.3152171e-17
      9351.84   7.5513854e-19   5.4613395e-19   5.6835617e-17
      9352.84   1.1553924e-18   5.3264995e-19   4.9422677e-17
      9353.84   1.2473515e-18   5.1033023e-19   4.2054137e-17
      9354.84   9.3110561e-19   4.6511274e-19   3.3388503e-17
      9355.84   1.2358380e-18   4.4062906e-19   2.9472373e-17
      9356.84   6.4128361e-19   4.4368062e-19   2.9939937e-17
      9357.84   5.8422425e-19   4.5977870e-19   3.2923769e-17
      9358.84   8.0206437e-19   4.7907077e-19   3.8127486e-17
      9359.84   1.2230622e-18   4.7739178e-19   4.1243730e-17
      9360.84   1.0576574e-18   4.4496291e-19   3.8885662e-17
      9361.84   1.3359340e-18   4.3362238e-19   3.8814897e-17
      9362.84   1.0451020e-18   4.3597538e-19   3.9271465e-17
      9363.84   7.7288278e-19   4.4696760e-19   3.9867254e-17
      9364.84   1.4870475e-18   4.6880027e-19   4.1926793e-17
      9365.84   1.2489290e-18   4.8342061e-19   4.3090242e-17
      9366.84   8.8329592e-19   4.7482573e-19   4.0754427e-17
      9367.84   6.4975925e-19   4.8877318e-19   4.2631812e-17
      9368.84   1.2612757e-18   5.3188771e-19   4.9269587e-17
      9369.84   1.3879154e-18   6.3329215e-19   6.8938211e-17
      9370.84   1.6399253e-18   8.9968837e-19   1.4201132e-16
      9371.84   1.7464934e-19   1.3995125e-18   3.6055136e-16
      9372.84   1.3723902e-18   1.9668646e-18   7.6348025e-16
      9373.84   5.8043534e-18   2.2780303e-18   1.0918283e-15
      9374.84   3.1086594e-18   2.3937106e-18   1.2323538e-15
      9375.84   2.6646391e-18   2.3581874e-18   1.1784320e-15
      9376.84   1.8491961e-18   2.4550477e-18   1.2293093e-15
      9377.84   3.7074097e-18   2.4348737e-18   1.1563819e-15
      9378.84   3.0937224e-18   2.0885002e-18   8.1743961e-16
      9379.84   2.6590811e-18   1.3501872e-18   3.3267830e-16
      9380.84   1.5945534e-18   8.5054168e-19   1.3125052e-16
      9381.84   1.9708578e-18   6.8242700e-19   8.7058965e-17
      9382.84   1.1240811e-18   6.8511152e-19   9.3036101e-17
      9383.84   7.7236998e-19   7.6238601e-19   1.2037553e-16
      9384.84   1.2365271e-18   8.2796159e-19   1.4313267e-16
      9385.84   1.2404726e-18   8.3357154e-19   1.4184359e-16
      9386.84   1.1990682e-18   7.9926533e-19   1.2791784e-16
      9387.84   6.4567136e-19   7.5108913e-19   1.1526860e-16
      9388.84   7.2314670e-19   6.9126588e-19   1.0158097e-16
      9389.84   9.2885066e-19   5.6538347e-19   7.0326711e-17
      9390.84   8.9071478e-19   4.3415485e-19   4.1483589e-17
      9391.84   1.1174407e-18   3.7005587e-19   2.9654604e-17
      9392.84   1.1094624e-18   3.6429864e-19   2.8828918e-17
      9393.84   1.1600543e-18   3.8569562e-19   3.2628031e-17
      9394.84   1.0917266e-18   4.0455963e-19   3.6367755e-17
      9395.84   1.2578773e-18   4.1338468e-19   3.7819090e-17
      9396.84   1.0372864e-18   4.4372890e-19   4.2974001e-17
      9397.84   8.7080312e-19   5.3057509e-19   6.1104812e-17
      9398.84   6.8056011e-19   7.0739586e-19   1.0876687e-16
      9399.84   8.1837146e-19   8.6353249e-19   1.6151328e-16
      9400.84   1.2878753e-18   9.0237988e-19   1.7659240e-16
      9401.84   1.2249698e-18   8.9901774e-19   1.7784530e-16
      9402.84   1.0808598e-18   8.9136066e-19   1.7722078e-16
      9403.84   7.6888821e-19   8.5107781e-19   1.6296689e-16
      9404.84   9.4352597e-19   7.4516911e-19   1.2519633e-16
      9405.84   9.7402080e-19   5.5108243e-19   6.7155374e-17
      9406.84   7.3556768e-19   4.0959371e-19   3.5389874e-17
      9407.84   8.9395163e-19   3.6115932e-19   2.6228758e-17
      9408.84   9.9575677e-19   3.5903989e-19   2.4849538e-17
      9409.84   1.0620834e-18   3.5975234e-19   2.4324912e-17
      9410.84   9.5820945e-19   3.5337845e-19   2.3524355e-17
      9411.84   8.4837778e-19   3.4777135e-19   2.3304081e-17
      9412.84   8.6307043e-19   3.4473311e-19   2.3683202e-17
      9413.84   1.1113064e-18   3.6026328e-19   2.6685741e-17
      9414.84   1.0988865e-18   4.2466397e-19   3.8267514e-17
      9415.84   1.5851180e-18   6.1750406e-19   8.2586514e-17
      9416.84   2.0151068e-18   9.2301078e-19   1.8376406e-16
      9417.84   1.1127165e-18   1.0912940e-18   2.5523290e-16
      9418.84   1.2046695e-18   1.1303545e-18   2.7547656e-16
      9419.84   1.6592844e-18   1.1643743e-18   2.9405483e-16
      9420.84   1.6803933e-18   1.1647594e-18   2.9724144e-16
      9421.84   1.2427743e-18   1.0775250e-18   2.5675579e-16
      9422.84   1.4176569e-18   9.1586167e-19   1.8499458e-16
      9423.84   1.7665922e-18   6.5998501e-19   9.2416075e-17
      9424.84   9.9209000e-19   5.3480416e-19   5.6159898e-17
      9425.84   1.2111606e-18   5.0084106e-19   4.4828514e-17
      9426.84   8.7865932e-19   4.6612552e-19   3.4981819e-17
      9427.84   1.3148188e-18   4.4138135e-19   2.9309595e-17
      9428.84   1.1095453e-18   4.2274975e-19   2.7328357e-17
      9429.84   1.1567841e-18   3.9342214e-19   2.5348024e-17
      9430.84   1.2392619e-18   3.6793861e-19   2.4101893e-17
      9431.84   9.2644702e-19   3.6289576e-19   2.5483448e-17
