BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 4332  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '                  '  /                                              
FILENAME= 'SN2011IV_ISIS_19DEC2011'  /
FORMAT  = '5G14.7            '  /  Text line format                            
EXTEND  =                    T / File may contain extensions                    
ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator        
DATE    = '2024-04-23T18:17:55' / Date FITS file was generated                  
IRAF-TLM= '2024-04-23T18:17:55' / Time of last modification                     
APNUM1  = '1 1     '                                                            
WCSDIM  =                    1                                                  
CTYPE1  = 'LINEAR  '                                                            
CRVAL1  =             3331.145                                                  
CRPIX1  =                   1.                                                  
CDELT1  =      1.3177095359039                                                  
CD1_1   =      1.3177095359039                                                  
LTM1_1  =                   1.                                                  
WAT0_001= 'system=equispec'                                                     
WAT1_001= 'wtype=linear label=Wavelength units=angstroms units_display=Angstrom'
DC-FLAG =                    0                                                  
WAT1_002= 's       '                                                            
END                                                                             
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
3331.145  1.008681E-14
3332.46270953591  1.150235E-14
3333.78041907181  8.197693E-15
3335.09812860771  6.289322E-15
3336.41583814362  9.078262E-15
3337.73354767952  9.391355E-15
3339.05125721542  1.083813E-14
3340.36896675133  7.299562E-15
3341.68667628723  9.130807E-15
3343.00438582314  9.666717E-15
3344.32209535904  8.760215E-15
3345.63980489494  7.572608E-15
3346.95751443085  9.978660E-15
3348.27522396675  8.531146E-15
3349.59293350266  8.539490E-15
3350.91064303856  8.718147E-15
3352.22835257446  9.246442E-15
3353.54606211037  6.144491E-15
3354.86377164627  7.882855E-15
3356.18148118217  7.187651E-15
3357.49919071808  9.518639E-15
3358.81690025398  9.497519E-15
3360.13460978989  9.476398E-15
3361.45231932579  9.455273E-15
3362.77002886169  9.434151E-15
3364.0877383976  9.413031E-15
3365.4054479335  9.068457E-15
3366.72315746941  7.949783E-15
3368.04086700531  8.136743E-15
3369.35857654121  9.389882E-15
3370.67628607712  7.794479E-15
3371.99399561302  6.975514E-15
3373.31170514893  8.247538E-15
3374.62941468483  9.211240E-15
3375.94712422073  7.816728E-15
3377.26483375664  1.080062E-14
3378.58254329254  1.054536E-14
3379.90025282845  1.029009E-14
3381.21796236435  1.003478E-14
3382.53567190025  9.779518E-15
3383.85338143616  9.524254E-15
3385.17109097206  9.268943E-15
3386.48880050796  9.013679E-15
3387.80651004387  8.758416E-15
3389.12421957977  9.211154E-15
3390.44192911568  9.856019E-15
3391.75963865158  8.383570E-15
3393.07734818748  8.833552E-15
3394.39505772339  8.582446E-15
3395.71276725929  9.042623E-15
3397.0304767952  8.995529E-15
3398.3481863311  9.343885E-15
3399.665895867  9.285588E-15
3400.98360540291  1.026534E-14
3402.30131493881  8.726227E-15
3403.61902447472  8.944394E-15
3404.93673401062  9.323081E-15
3406.25444354652  8.366263E-15
3407.57215308243  8.453256E-15
3408.88986261833  8.540232E-15
3410.20757215423  8.627208E-15
3411.52528169014  8.714200E-15
3412.84299122604  8.801177E-15
3414.16070076195  8.888153E-15
3415.47841029785  8.975146E-15
3416.79611983375  9.070628E-15
3418.11382936966  9.843149E-15
3419.43153890556  9.300903E-15
3420.74924844147  9.512570E-15
3422.06695797737  1.179321E-14
3423.38466751327  8.836463E-15
3424.70237704918  9.717909E-15
3426.02008658508  9.545097E-15
3427.33779612099  9.372254E-15
3428.65550565689  9.199444E-15
3429.97321519279  1.100317E-14
3431.2909247287  1.172219E-14
3432.6086342646  1.005115E-14
3433.92634380051  8.803975E-15
3435.24405333641  9.468993E-15
3436.56176287231  8.041501E-15
3437.87947240822  9.681055E-15
3439.19718194412  9.634736E-15
3440.51489148003  9.533647E-15
3441.83260101593  8.649198E-15
3443.15031055183  1.087106E-14
3444.46802008774  1.034177E-14
3445.78572962364  9.736903E-15
3447.10343915954  9.651857E-15
3448.42114869545  1.052152E-14
3449.73885823135  1.010672E-14
3451.05656776726  1.172200E-14
3452.37427730316  1.164285E-14
3453.69198683906  1.156369E-14
