BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                  750  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = 'SN_MGC+03-44-003  '  /                                              
FILENAME= 'SN90O.BLUE.8068.79'  /  IRAF filename                               
FORMAT  = '5G14.7            '  /  Text line format                            
EXTEND  =                    F / File may contain extensions                    
ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator        
IRAF-TLM= '2024-04-28T19:54:31' / Time of last modification                     
OBJECT  = 'SN_MGC+03-44-003'   /                                                
DATE    = '2024-04-28T19:54:31' /                                               
IRAF-MAX=           0.000000E0  /  DATA MAX                                     
IRAF-MIN=           0.000000E0  /  DATA MIN                                     
FILENAME= '26JUN90.IMH       '  /  IRAF filename                                
FILENAME= 'SN_MCG1           '  /  IRAF filename                                
OBSERVER= 'Pier/Foltz        '  /  observers                                    
DARKTIME=                1141.  /  total elapsed time                           
IMAGETYP= 'object            '  /  object, dark, bias, etc.                     
DATE-OBS= '26/06/90          '  /  date (dd/mm/yy) of obs.                      
EPOCH   = '1950.0            '  /  epoch of ra and dec                          
TELESCOP= 'mmt               '  /  telescope name                               
DETECTOR= 'mmtti             '  /  detector                                     
PREFLASH=                  100  /  preflash time                                
GAIN    =                    1  /  gain                                         
DWELL   =                   15  /  sample integration time                      
DELAY0  =                    0  /  time delay after each pixel                  
DELAY1  =                    0  /  time delay after each row                    
CAMTEMP =                 -137  /  camera temperature                           
DEWTEMP =                 -195  /  dewar temperature                            
DATASEC = '[1:798,1:225]     '  /  image portion of frame                       
BIASSEC = '[799:818,1:225]   '  /  overscan portion of frame                    
TRIMSEC = '[1:798,1:225]     '  /  region to be extracted                       
CCDSEC  = '[1:798,75:299]    '  /  orientation to full frame                    
ORIGSEC = '[1:800,1:400]     '  /  original size  full frame                    
CCDSUM  = '1 2               '  /  on chip summation                            
INSTRUME= 'none              '  /  instrument                                   
FILTERS = 'none              '  /  filter bolt positions                        
APERTURE= '1.5"x180"         '  /  aperture                                     
TVFILT  = 'none              '  /  tv filter                                    
COMPLAMP= 'HeNeAr            '  /  comparison lamp                              
DISPERSE= '150 gpm           '  /  disperser                                    
INSFOCUS= '7.3               '  /  instrument focus                             
DISPAXIS=                    1  /  dispersion along rows                        
                                                                                
ROTANGLE= '0.0               '  /  rotator position angle                       
CRPIX2  =                   1.                                                  
CRVAL2  =                   1.                                                  
CDELT2  =                   1.                                                  
CD2_2   =                   1.                                                  
DC-FLAG =                    0                                                  
APFORMAT= 'onedspec'                                                            
APNUM1  = '1 1 1 1 750'                                                         
BEAM-NUM=                    1                                                  
APCENTER= ' 117.80  375.00'                                                     
APLOW   = '  -4.34 -374.00'                                                     
APHIGH  = '   3.70  375.00'                                                     
OFLAG   =                    1                                                  
NP1     =                    1                                                  
NP2     =                  750                                                  
DF-FLAG =                   -1                                                  
SM-FLAG =                   -1                                                  
QF-FLAG =                   -1                                                  
QD-FLAG =                   -1                                                  
EX-FLAG =                    0                                                  
BS-FLAG =                   -1                                                  
CA-FLAG =                    0                                                  
CO-FLAG =                   -1                                                  
EXPTIME =                1000.                                                  
CRPIX1  =                   1.                                                  
CRVAL1  =      3105.8914858588                                                  
CDELT1  =      6.7384159908776                                                  
CD1_1   =      6.7384159908776                                                  
W0      =     3105.89148585879                                                  
WPC     =     6.73841599087762                                                  
AIRMASS =                1.046                                                  
UT      = ' 6:56:27.00'  /                                                      
ST      = '17:49:28.00'  /                                                      
RA      = '17:13:21.50'  /                                                      
DEC     = '16:22:38.70'  /                                                      
HISTORY   Dec 20 15:45  NEWREDSHIFT: oldz = 0.0303000, newz = 0.0000000         
HISTORY   input file to NEWREDSHIFT: sn90O.blue.8068.79.fits                    
END                                                                             
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
3105.8914858588  1.281317E-15
3112.62990184968  1.281317E-15
3119.36831784056  9.733175E-16
3126.10673383144  1.174717E-15
3132.84514982231  9.809880E-16
3139.58356581319  1.009380E-15
3146.32198180407  1.085315E-15
3153.06039779495  1.123361E-15
3159.79881378582  6.082091E-16
3166.5372297767  5.894153E-16
3173.27564576758  5.784214E-16
3180.01406175846  5.176090E-16
3186.75247774933  5.455116E-16
3193.49089374021  5.023815E-16
3200.22930973109  4.833218E-16
3206.96772572197  5.146392E-16
3213.70614171285  5.284909E-16
3220.44455770372  4.304984E-16
3227.1829736946  4.336431E-16
3233.92138968548  4.471339E-16
3240.65980567636  4.702574E-16
3247.39822166723  5.043758E-16
3254.13663765811  5.509264E-16
3260.87505364899  5.033651E-16
3267.61346963987  5.380036E-16
3274.35188563074  5.582176E-16
3281.09030162162  6.173677E-16
3287.8287176125  6.563979E-16
3294.56713360338  6.574391E-16
3301.30554959425  7.320679E-16
3308.04396558513  8.124263E-16
3314.78238157601  7.770822E-16
3321.52079756689  8.791069E-16
3328.25921355776  9.149561E-16
3334.99762954864  9.227192E-16
3341.73604553952  9.440303E-16
3348.4744615304  9.213952E-16
3355.21287752128  1.036275E-15
3361.95129351215  9.332676E-16
3368.68970950303  9.587892E-16
3375.42812549391  9.632463E-16
3382.16654148479  9.596669E-16
3388.90495747566  1.127569E-15
3395.64337346654  1.029230E-15
3402.38178945742  1.023948E-15
3409.1202054483  1.034992E-15
3415.85862143917  1.087503E-15
3422.59703743005  1.199740E-15
3429.33545342093  1.145330E-15
3436.07386941181  1.241723E-15
3442.81228540268  1.219595E-15
3449.55070139356  1.246280E-15
3456.28911738444  1.265582E-15
3463.02753337532  1.231167E-15
3469.76594936619  1.161800E-15
3476.50436535707  1.133989E-15
3483.24278134795  1.242267E-15
3489.98119733883  1.225582E-15
3496.7196133297  1.178168E-15
3503.45802932058  1.178102E-15
3510.19644531146  1.141442E-15
3516.93486130234  1.166883E-15
3523.67327729321  1.124614E-15
3530.41169328409  1.064456E-15
3537.15010927497  1.045990E-15
3543.88852526585  1.042314E-15
3550.62694125672  1.022598E-15
3557.3653572476  1.001244E-15
3564.10377323848  9.596966E-16
3570.84218922936  8.775262E-16
3577.58060522024  8.172283E-16
3584.31902121111  8.146401E-16
3591.05743720199  7.597299E-16
3597.79585319287  6.685713E-16
3604.53426918375  6.260009E-16
3611.27268517462  5.485785E-16
3618.0111011655  5.528429E-16
3624.74951715638  4.973784E-16
3631.48793314726  4.634990E-16
3638.22634913813  4.324869E-16
3644.96476512901  3.845164E-16
3651.70318111989  3.651031E-16
3658.44159711077  3.409569E-16
3665.18001310164  3.390568E-16
3671.91842909252  3.286587E-16
3678.6568450834  3.526196E-16
3685.39526107428  3.289573E-16
3692.13367706516  3.630890E-16
3698.87209305603  3.608418E-16
3705.61050904691  4.347160E-16
3712.34892503779  4.163908E-16
3719.08734102867  4.499786E-16
3725.82575701954  5.366911E-16
3732.56417301042  5.751085E-16
3739.3025890013  5.510058E-16
3746.04100499218  5.097799E-16
3752.77942098305  6.201102E-16
3759.51783697393  6.381549E-16
3766.25625296481  6.315768E-16
3772.99466895569  6.579954E-16
3779.73308494656  7.298290E-16
3786.47150093744  7.474881E-16
3793.20991692832  7.744552E-16
3799.9483329192  8.251443E-16
3806.68674891007  8.569579E-16
3813.42516490095  9.071576E-16
3820.16358089183  9.580632E-16
3826.90199688271  1.014383E-15
3833.64041287359  1.116563E-15
3840.37882886446  1.119987E-15
3847.11724485534  1.186520E-15
3853.85566084622  1.156959E-15
3860.5940768371  1.239813E-15
3867.33249282797  1.257298E-15
3874.07090881885  1.283392E-15
3880.80932480973  1.328044E-15
3887.54774080061  1.387402E-15
3894.28615679148  1.399024E-15
3901.02457278236  1.412788E-15
3907.76298877324  1.461452E-15
3914.50140476412  1.457687E-15
3921.23982075499  1.455526E-15
3927.97823674587  1.396436E-15
3934.71665273675  1.389351E-15
3941.45506872763  1.345796E-15
3948.1934847185  1.303916E-15
3954.93190070938  1.287115E-15
3961.67031670026  1.250211E-15
3968.40873269114  1.238928E-15
3975.14714868202  1.224847E-15
3981.88556467289  1.259603E-15
3988.62398066377  1.251012E-15
3995.36239665465  1.284511E-15
4002.10081264552  1.278869E-15
4008.8392286364  1.317492E-15
4015.57764462728  1.335353E-15
4022.31606061816  1.373814E-15
4029.05447660904  1.403691E-15
4035.79289259991  1.381347E-15
4042.53130859079  1.414519E-15
4049.26972458167  1.444551E-15
4056.00814057255  1.403245E-15
4062.74655656342  1.420071E-15
4069.4849725543  1.375474E-15
4076.22338854518  1.364932E-15
4082.96180453606  1.313276E-15
4089.70022052693  1.278605E-15
4096.43863651781  1.246922E-15
4103.17705250869  1.243032E-15
4109.91546849957  1.219161E-15
4116.65388449045  1.156209E-15
4123.39230048132  1.163367E-15
4130.1307164722  1.163592E-15
4136.86913246308  1.132191E-15
4143.60754845396  1.123965E-15
4150.34596444483  1.093538E-15
4157.08438043571  1.066727E-15
4163.82279642659  1.035572E-15
4170.56121241747  9.930454E-16
4177.29962840834  9.594679E-16
4184.03804439922  9.681420E-16
4190.7764603901  9.302803E-16
4197.51487638098  8.985618E-16
4204.25329237185  8.570648E-16
4210.99170836273  8.349522E-16
4217.73012435361  8.069298E-16
4224.46854034449  7.808692E-16
4231.20695633537  7.507042E-16
4237.94537232624  7.320761E-16
4244.68378831712  7.311207E-16
4251.422204308  6.848749E-16
4258.16062029887  6.969131E-16
4264.89903628975  6.957233E-16
4271.63745228063  8.743264E-16
4278.37586827151  7.366662E-16
4285.11428426238  7.591976E-16
4291.85270025326  7.952975E-16
4298.59111624414  7.986441E-16
4305.32953223502  8.295315E-16
4312.0679482259  8.438046E-16
4318.80636421677  8.839709E-16
4325.54478020765  8.996726E-16
4332.28319619853  8.995188E-16
4339.02161218941  9.361508E-16
4345.76002818028  9.192438E-16
4352.49844417116  9.232934E-16
4359.23686016204  8.821174E-16
4365.97527615292  8.585431E-16
4372.7136921438  8.306224E-16
4379.45210813467  8.114112E-16
4386.19052412555  8.093597E-16
4392.92894011643  7.922006E-16
4399.6673561073  7.749257E-16
4406.40577209818  8.191592E-16
4413.14418808906  8.213555E-16
4419.88260407994  8.140061E-16
4426.62102007081  8.737482E-16
4433.35943606169  8.800813E-16
4440.09785205257  9.069010E-16
4446.83626804345  9.204750E-16
4453.57468403433  9.277209E-16
4460.3131000252  9.547300E-16
4467.05151601608  9.989032E-16
4473.78993200696  9.623513E-16
4480.52834799783  9.880784E-16
4487.26676398871  9.807902E-16
4494.00517997959  9.923133E-16
4500.74359597047  9.568698E-16
4507.48201196135  9.676572E-16
4514.22042795222  9.583533E-16
4520.9588439431  9.589924E-16
4527.69725993398  9.594359E-16
4534.43567592486  9.454978E-16
4541.17409191573  9.447976E-16
4547.91250790661  9.433453E-16
4554.65092389749  9.518161E-16
4561.38933988837  9.573221E-16
4568.12775587924  9.363591E-16
4574.86617187012  9.383303E-16
4581.604587861  8.998923E-16
4588.34300385188  9.040159E-16
4595.08141984276  8.707359E-16
4601.81983583363  8.312611E-16
4608.55825182451  8.261514E-16
4615.29666781539  7.951594E-16
4622.03508380626  7.747978E-16
4628.77349979714  7.737771E-16
4635.51191578802  7.605109E-16
4642.2503317789  7.422296E-16
4648.98874776978  7.466652E-16
4655.72716376065  7.521133E-16
4662.46557975153  7.467111E-16
4669.20399574241  7.334024E-16
4675.94241173329  7.228198E-16
4682.68082772416  7.151708E-16
4689.41924371504  7.265129E-16
4696.15765970592  6.876818E-16
4702.8960756968  6.885414E-16
4709.63449168767  6.600338E-16
4716.37290767855  6.837966E-16
4723.11132366943  6.814237E-16
4729.84973966031  6.890290E-16
4736.58815565119  7.078507E-16
4743.32657164206  7.163392E-16
4750.06498763294  7.094760E-16
4756.80340362382  7.095061E-16
4763.54181961469  7.109428E-16
4770.28023560557  6.861239E-16
4777.01865159645  6.691670E-16
4783.75706758733  6.406293E-16
4790.49548357821  6.223968E-16
4797.23389956908  6.066574E-16
4803.97231555996  5.774770E-16
4810.71073155084  5.620083E-16
4817.44914754172  5.307232E-16
4824.18756353259  5.385723E-16
4830.92597952347  5.412853E-16
4837.66439551435  5.469832E-16
4844.40281150523  5.561659E-16
4851.1412274961  5.560401E-16
4857.87964348698  5.529269E-16
4864.61805947786  5.419705E-16
