   Wavelength               Flux           Variance
3287.17488789   8.6015986515e-16  1.01463999162e-32
3289.54658695  7.22465304981e-16   9.0923056967e-33
  3291.918286  9.04390237895e-16   9.5353871085e-33
3294.28998505  8.13500016508e-16  9.29207097877e-33
3296.66168411  1.00053433977e-15  9.79888634866e-33
3299.03338316  8.76708607523e-16  9.38033134862e-33
3301.40508221  7.74668244444e-16  8.90643052067e-33
3303.77678127  8.51949681427e-16   8.9030254925e-33
3306.14848032  8.88891878392e-16  9.00672290457e-33
3308.52017937  9.12353448785e-16  9.07487653417e-33
3310.89187843  8.52155742412e-16  8.76966342715e-33
3313.26357748   9.3313238891e-16  9.01821750666e-33
3315.63527653  1.09273049617e-15  9.27631776129e-33
3318.00697559  8.96130335179e-16  8.53236149596e-33
3320.37867464  1.11330917734e-15  9.35975495491e-33
3322.75037369  1.11476246902e-15  9.19478851185e-33
3325.12207275  1.08305859999e-15  9.04863825923e-33
 3327.4937718   1.1642800488e-15  9.23014883492e-33
3329.86547085  1.18817086759e-15  8.94683073625e-33
3332.23716991  1.12475484443e-15  8.63639266201e-33
3334.60886896  1.12540422134e-15  8.31897216611e-33
3336.98056801  1.28501203405e-15   8.7430486823e-33
3339.35226707  1.21540082384e-15  8.28026389515e-33
3341.72396612  1.22433172667e-15  8.12622664571e-33
3344.09566517  1.21085022561e-15  8.05827265639e-33
3346.46736423  1.18024463813e-15  7.67778060201e-33
3348.83906328  1.25789215364e-15  7.79169495543e-33
3351.21076233  1.24503359772e-15  7.85043459862e-33
3353.58246139   1.1991022751e-15  7.80523598737e-33
3355.95416044  1.05948527666e-15  7.39166180289e-33
3358.32585949  1.25522541281e-15  7.98491183868e-33
3360.69755855   1.0892275118e-15  7.46580982275e-33
 3363.0692576  1.28571063238e-15  7.95944449473e-33
3365.44095665  1.31307976995e-15  7.93322494059e-33
3367.81265571  1.17820252319e-15  7.36006962837e-33
3370.18435476  1.10624368082e-15  6.95800722316e-33
3372.55605381  1.06890139047e-15  6.77845164686e-33
3374.92775286  1.08206625323e-15  6.70757059992e-33
3377.29945192  1.18549429417e-15  6.94684312536e-33
3379.67115097  1.16506509858e-15  6.69889072323e-33
3382.04285002  1.07979246702e-15  6.45015257239e-33
3384.41454908  1.09050211531e-15  6.67899737708e-33
3386.78624813  1.10914499439e-15  6.43197230431e-33
3389.15794718  1.14634774229e-15  6.39081539962e-33
3391.52964624  1.10911181204e-15  6.29769887546e-33
3393.90134529  1.20088968916e-15  6.36889629255e-33
3396.27304434  1.16713659887e-15  6.18060623976e-33
 3398.6447434  1.14966413113e-15  6.02422170346e-33
3401.01644245   1.0799190344e-15  5.79482315729e-33
 3403.3881415  1.07653726118e-15  5.66304150469e-33
3405.75984056  1.11859010323e-15   5.7539506637e-33
3408.13153961  1.24175293187e-15  5.88311347254e-33
3410.50323866  1.14193216252e-15  5.64205313903e-33
3412.87493772  1.08623032056e-15   5.4425807541e-33
3415.24663677  1.22228125994e-15  5.79316023911e-33
