# SNID ztf18aawqjjj
# OBSERVER='Rich/Caceres/Wise/Hinds'
# RA 163.21408333333332
# OBS_DATE 2024-04-03 08:51:18.96
# DEC 37.42697222222222
# INSTRUMENT KAST
#wavelength flux flux_err
3585.57621616 0.12111983 0.04240238
3586.60064469 0.07050018 0.03835091
3587.62507323 0.07000203 0.04158652
3588.64950176 0.00775522 0.03847184
3589.67393029 0.05541514 0.04144537
3590.69835882 0.04645444 0.04033144
3591.72278735 0.00038433 0.03857940
3592.74721588 0.05215876 0.04187830
3593.77164441 0.08355644 0.04107329
3594.79607294 0.08913320 0.04213457
3595.82050148 0.05947642 0.04050479
3596.84493001 0.07331829 0.04225761
3597.86935854 0.08277834 0.04311337
3598.89378707 0.06949535 0.04097512
3599.91821560 0.02827661 0.03872061
3600.94264413 0.02700613 0.03845387
3601.96707266 0.04672288 0.03835054
3602.99150119 0.07916161 0.03658033
3604.01592972 0.05556414 0.03647759
3605.04035826 0.02974625 0.03493648
3606.06478679 0.09114840 0.03995652
3607.08921532 0.09622835 0.03994969
3608.11364385 0.05245203 0.03540015
3609.13807238 0.08468494 0.03853766
3610.16250091 0.08271774 0.03949952
3611.18692944 0.06909944 0.03952899
3612.21135797 0.09386844 0.03636756
3613.23578651 0.02542861 0.03819862
3614.26021504 0.03622434 0.04235387
3615.28464357 0.07027747 0.04555332
3616.30907210 0.04748374 0.04510819
3617.33350063 0.09986990 0.04736307
3618.35792916 0.09333477 0.04626211
3619.38235769 0.06621869 0.04423032
3620.40678622 0.05358360 0.04300936
3621.43121476 0.11267520 0.04596834
3622.45564329 0.09963356 0.04483036
3623.48007182 0.03088024 0.03964109
3624.50450035 0.06558544 0.04063522
3625.52892888 0.11369800 0.04358593
3626.55335741 0.06843644 0.04109903
3627.57778594 0.02553042 0.03848779
3628.60221447 0.07878517 0.04344052
3629.62664301 0.04320101 0.04323401
3630.65107154 0.15382920 0.04926759
3631.67550007 0.09198808 0.04665290
3632.69992860 0.01986257 0.04229619
3633.72435713 0.03832417 0.04331261
3634.74878566 0.05705038 0.04367819
3635.77321419 0.04961892 0.04277325
3636.79764272 0.03819205 0.04359529
3637.82207126 0.06013275 0.04475902
3638.84649979 0.03887670 0.04326869
3639.87092832 0.08405571 0.04417202
3640.89535685 0.09730267 0.04626309
3641.91978538 0.06844640 0.04430683
3642.94421391 0.08813722 0.04592873
3643.96864244 0.10786013 0.04650144
3644.99307097 0.05601835 0.04331184
3646.01749951 0.05094058 0.04327184
3647.04192804 0.03959889 0.04541414
3648.06635657 0.12112236 0.05652852
3649.09078510 0.04242946 0.05773924
3650.11521363 0.11464255 0.06013497
3651.13964216 0.06874953 0.05267289
3652.16407069 0.10216967 0.05039393
3653.18849922 0.05487445 0.05002665
3654.21292775 -0.00625576 0.04685728
3655.23735629 0.01425029 0.04404152
3656.26178482 0.04964905 0.04326922
3657.28621335 0.06005654 0.04251764
3658.31064188 0.08934900 0.04436873
3659.33507041 0.03996925 0.04045640
3660.35949894 0.03763701 0.04256846
3661.38392747 0.06805714 0.04686969
3662.40835600 0.09982689 0.05084414
3663.43278454 0.09525153 0.04922805
3664.45721307 0.03736324 0.04109849
3665.48164160 0.04095398 0.04037244
3666.50607013 0.09140098 0.03974585
3667.53049866 0.13428335 0.04133883
3668.55492719 0.09427658 0.04053446
3669.57935572 0.09611445 0.03976239
3670.60378425 0.04049108 0.03627998
