@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.357
@SPECTRUM spectrum_04D2fs_470.dat
@SN-NAME 04D2fs
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 1.730
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.130            0.05097        0.01016
       4274.130            0.06114        0.00882
       4289.130            0.02967        0.00729
       4304.130            0.03308        0.00620
       4319.130            0.03474        0.00574
       4334.130            0.02756        0.00508
       4349.130            0.03203        0.00470
       4364.130            0.03891        0.00450
       4379.130            0.02571        0.00424
       4394.130            0.02349        0.00399
       4409.130            0.02553        0.00400
       4424.130            0.02406        0.00385
       4439.130            0.01854        0.00364
       4454.130            0.02753        0.00352
       4469.130            0.03033        0.00346
       4484.130            0.03893        0.00345
       4499.130            0.03667        0.00336
       4514.130            0.03934        0.00335
       4529.130            0.03319        0.00335
       4544.130            0.03572        0.00337
       4559.130            0.04059        0.00322
       4574.130            0.03279        0.00311
       4589.130            0.03605        0.00312
       4604.130            0.03592        0.00298
       4619.130            0.03576        0.00297
       4634.130            0.03315        0.00291
       4649.130            0.03676        0.00287
       4664.130            0.03652        0.00292
       4679.130            0.04066        0.00292
       4694.130            0.03941        0.00282
       4709.130            0.04083        0.00303
       4724.130            0.05382        0.00279
       4739.130            0.05708        0.00274
       4754.130            0.06140        0.00269
       4769.130            0.06532        0.00265
       4784.130            0.06687        0.00262
       4799.130            0.06504        0.00260
       4814.130            0.06507        0.00263
       4829.130            0.06520        0.00269
       4844.130            0.06834        0.00261
       4859.130            0.06587        0.00275
       4874.130            0.06430        0.00248
       4889.130            0.06854        0.00252
       4904.130            0.06639        0.00250
       4919.130            0.06099        0.00242
       4934.130            0.04774        0.00244
       4949.130            0.05447        0.00245
       4964.130            0.04365        0.00278
       4979.130            0.03272        0.00245
       4994.130            0.03522        0.00243
       5009.130            0.02696        0.00237
       5024.130            0.02886        0.00235
       5039.130            0.02966        0.00233
       5054.130            0.03794        0.00231
       5069.130            0.03491        0.00250
       5084.130            0.02816        0.00227
       5099.130            0.03174        0.00228
       5114.130            0.03315        0.00227
       5129.130            0.04136        0.00229
       5144.130            0.04104        0.00257
       5159.130            0.05097        0.00233
       5174.130            0.05552        0.00224
       5189.130            0.06235        0.00239
       5204.130            0.07035        0.00251
       5219.130            0.08091        0.00260
       5234.130            0.08974        0.00238
       5249.130            0.09985        0.00238
       5264.130            0.10878        0.00232
       5279.130            0.11939        0.00234
       5294.130            0.12118        0.00256
       5309.130            0.11685        0.00234
       5324.130            0.11805        0.00238
       5339.130            0.11221        0.00234
       5354.130            0.10746        0.00251
       5369.130            0.10212        0.00228
       5384.130            0.10111        0.00229
       5399.130            0.09911        0.00225
       5414.130            0.10312        0.00251
       5429.130            0.09867        0.00230
       5444.130            0.10107        0.00230
       5459.130            0.10785        0.00232
       5474.130            0.10996        0.00255
       5489.130            0.11134        0.00235
       5504.130            0.12253        0.00239
       5519.130            0.11190        0.00241
       5534.130            0.12541        0.00267
       5549.130            0.12066        0.00254
       5564.130            0.12366        0.00274
       5579.130            0.12119        0.00863
       5594.130            0.11398        0.00260
       5609.130            0.11074        0.00255
       5624.130            0.09978        0.00257
       5639.130            0.10653        0.00278
       5654.130            0.10681        0.00255
       5669.130            0.10017        0.00260
       5684.130            0.10263        0.00286
       5699.130            0.09630        0.00267
       5714.130            0.09745        0.00268
       5729.130            0.09038        0.00293
       5744.130            0.08909        0.00266
       5759.130            0.07977        0.00263
       5774.130            0.06963        0.00262
       5789.130            0.06867        0.00287
       5804.130            0.06454        0.00267
       5819.130            0.06428        0.00270
       5834.130            0.05698        0.00297
       5849.130            0.05507        0.00270
       5864.130            0.05942        0.00305
       5879.130            0.05008        0.00356
       5894.130            0.06916        0.00567
       5909.130            0.06492        0.00324
       5924.130            0.06146        0.00349
       5939.130            0.07121        0.00313
       5954.130            0.07022        0.00315
       5969.130            0.06874        0.00333
       5984.130            0.07638        0.00300
       5999.130            0.07692        0.00293
       6014.130            0.07411        0.00304
       6029.130            0.07155        0.00276
       6044.130            0.07766        0.00294
       6059.130            0.08781        0.00267
       6074.130            0.09326        0.00265
       6089.130            0.08890        0.00286
       6104.130            0.09926        0.00269
       6119.130            0.09716        0.00260
       6134.130            0.09863        0.00289
       6149.130            0.09788        0.00268
       6164.130            0.08925        0.00265
       6179.130            0.09239        0.00290
       6194.130            0.09189        0.00262
       6209.130            0.08962        0.00293
       6224.130            0.08276        0.00273
       6239.130            0.08030        0.00321
       6254.130            0.08046        0.00326
       6269.130            0.08057        0.00299
       6284.130            0.07296        0.00299
       6299.130            0.07416        0.00660
       6314.130            0.06725        0.00314
       6329.130            0.06571        0.00333
       6344.130            0.05850        0.00271
       6359.130            0.06024        0.00360
       6374.130            0.06448        0.00323
       6389.130            0.05708        0.00266
       6404.130            0.05556        0.00244
       6419.130            0.05173        0.00274
       6434.130            0.04490        0.00236
       6449.130            0.05609        0.00270
       6464.130            0.05273        0.00286
       6479.130            0.05532        0.00256
       6494.130            0.05506        0.00297
       6509.130            0.05054        0.00265
       6524.130            0.05454        0.00288
       6539.130            0.05775        0.00280
       6554.130            0.05308        0.00289
       6569.130            0.04738        0.00296
       6584.130            0.04779        0.00256
       6599.130            0.04624        0.00282
       6614.130            0.04348        0.00239
       6629.130            0.04887        0.00268
       6644.130            0.04663        0.00237
       6659.130            0.04395        0.00235
       6674.130            0.04994        0.00261
       6689.130            0.04792        0.00234
       6704.130            0.04978        0.00265
       6719.130            0.05133        0.00242
       6734.130            0.05127        0.00241
       6749.130            0.05264        0.00264
       6764.130            0.04955        0.00232
       6779.130            0.04867        0.00253
       6794.130            0.06069        0.00246
       6809.130            0.05326        0.00260
       6824.130            0.04726        0.00280
       6839.130            0.05934        0.00321
       6854.130            0.05644        0.00297
       6869.130            0.05931        0.00372
       6884.130            0.06010        0.00335
       6899.130            0.06378        0.00306
       6914.130            0.06878        0.00357
       6929.130            0.06881        0.00317
       6944.130            0.06683        0.00334
       6959.130            0.06929        0.00323
       6974.130            0.06426        0.00316
       6989.130            0.07261        0.00320
       7004.130            0.07012        0.00298
       7019.130            0.06716        0.00350
       7034.130            0.06228        0.00265
       7049.130            0.06764        0.00334
       7064.130            0.06077        0.00275
       7079.130            0.05445        0.00272
       7094.130            0.05990        0.00303
       7109.130            0.05365        0.00261
       7124.130            0.04520        0.00276
       7139.130            0.04840        0.00268
       7154.130            0.04016        0.00283
       7169.130            0.04715        0.00277
       7184.130            0.04397        0.00311
       7199.130            0.04230        0.00269
       7214.130            0.04525        0.00263
       7229.130            0.04104        0.00320
       7244.130            0.03757        0.00535
       7259.130            0.04337        0.00367
       7274.130            0.05529        0.00448
       7289.130            0.04693        0.00434
       7304.130            0.05139        0.00377
       7319.130            0.04976        0.00498
       7334.130            0.04045        0.00412
       7349.130            0.03870        0.00382
       7364.130            0.03705        0.00460
       7379.130            0.04407        0.00332
       7394.130            0.03405        0.00408
       7409.130            0.03763        0.00330
       7424.130            0.03957        0.00327
       7439.130            0.04515        0.00359
       7454.130            0.04855        0.00323
       7469.130            0.04524        0.00370
       7484.130            0.04675        0.00431
       7499.130            0.04955        0.00312
       7514.130            0.05018        0.00351
       7529.130            0.05407        0.00424
       7544.130            0.05593        0.00329
       7559.130            0.04992        0.00376
       7574.130            0.05093        0.00399
       7589.130            0.06266        0.00484
       7604.130            0.04517        0.00782
       7619.130            0.05772        0.00622
       7634.130            0.05918        0.00540
       7649.130            0.05712        0.00468
       7664.130            0.05155        0.00399
       7679.130            0.05888        0.00388
       7694.130            0.05047        0.00363
       7709.130            0.05698        0.00536
       7724.130            0.05230        0.00532
       7739.130            0.05274        0.00429
       7754.130            0.05475        0.00594
       7769.130            0.04527        0.00472
       7784.130            0.05263        0.00533
       7799.130            0.05050        0.00513
       7814.130            0.04443        0.00562
       7829.130            0.05495        0.00482
       7844.130            0.05904        0.00579
       7859.130            0.04260        0.00654
       7874.130            0.04468        0.00610
       7889.130            0.04146        0.00549
       7904.130            0.05123        0.00497
       7919.130            0.05650        0.00692
       7934.130            0.05399        0.00566
       7949.130            0.04707        0.00458
       7964.130            0.04259        0.00642
       7979.130            0.04321        0.00544
       7994.130            0.05973        0.00724
       8009.130            0.05548        0.00473
       8024.130            0.05887        0.00619
       8039.130            0.04308        0.00445
       8054.130            0.04487        0.00485
       8069.130            0.03386        0.00476
       8084.130            0.03593        0.00391
       8099.130            0.03615        0.00492
       8114.130            0.03341        0.00382
       8129.130            0.03359        0.00420
       8144.130            0.02607        0.00418
       8159.130            0.02032        0.00412
       8174.130            0.01214        0.00367
       8189.130            0.01850        0.00427
       8204.130            0.01939        0.00373
       8219.130            0.01375        0.00419
       8234.130            0.02015        0.00392
       8249.130            0.01028        0.00417
       8264.130            0.01100        0.00382
       8279.130            0.03186        0.00742
       8294.130            0.02042        0.00822
       8309.130            0.01423        0.00650
       8324.130            0.01770        0.00422
       8339.130            0.02093        0.00640
       8354.130            0.01763        0.00788
       8369.130            0.02118        0.00523
       8384.130            0.01968        0.00641
       8399.130            0.02498        0.00766
       8414.130            0.01600        0.00680
       8429.130            0.02479        0.00832
       8444.130            0.02431        0.00618
       8459.130            0.02968        0.00735
       8474.130            0.02748        0.00618
       8489.130            0.02969        0.00520
       8504.130            0.03767        0.00807
       8519.130            0.03739        0.00472
