# SNID ztf24aawxtxh
# OBSERVERS = Rich/Huddleston/Wise
# RA 243.64274999999998
# OBS_DATE 2024-08-09 07:03:31.59
# DEC 64.97038888888889
# INSTRUMENT KAST
# wavelength flux flux_err
3471.28299938 0.21980773 0.11119162
3472.29526091 0.37246959 0.11783464
3473.30752244 0.28516518 0.10854484
3474.31978396 0.25423515 0.11643140
3475.33204549 0.41420978 0.13120412
3476.34430701 0.30115298 0.12167756
3477.35656854 0.30129044 0.12400301
3478.36883006 0.22376544 0.12667520
3479.38109159 0.10063515 0.12550196
3480.39335312 0.20543203 0.12583026
3481.40561464 0.16114895 0.12159102
3482.41787617 0.18203431 0.12750273
3483.43013769 0.22496314 0.12711707
3484.44239922 0.19380121 0.11964528
3485.45466075 0.24447323 0.12521212
3486.46692227 0.33616132 0.13407012
3487.47918380 0.44959184 0.12350277
3488.49144532 0.35691557 0.11761580
3489.50370685 0.31974068 0.12380277
3490.51596837 0.56941556 0.14666256
3491.52822990 0.23017943 0.11810098
3492.54049143 0.20772540 0.12038699
3493.55275295 0.18817253 0.12081380
3494.56501448 0.18895797 0.10999223
3495.57727600 0.26247240 0.11652897
3496.58953753 0.31087074 0.11435358
3497.60179906 0.18402404 0.10782195
3498.61406058 0.21374717 0.10890407
3499.62632211 0.26675150 0.11238002
3500.63858363 0.20693969 0.10594942
3501.65084516 0.22660852 0.10733568
3502.66310668 0.37638862 0.11653539
3503.67536821 0.35521766 0.11220226
3504.68762974 0.27304886 0.11162166
3505.69989126 0.30088118 0.10294637
3506.71215279 0.38290051 0.11902360
3507.72441431 0.22173101 0.11862812
3508.73667584 0.29180302 0.12334376
3509.74893737 0.29077599 0.11625097
3510.76119889 0.18196690 0.10398407
3511.77346042 0.34478902 0.12390719
3512.78572194 0.27836582 0.11496851
3513.79798347 0.17370538 0.10564858
3514.81024500 0.38476230 0.11752474
3515.82250652 0.33529665 0.11432115
3516.83476805 0.29118195 0.10503765
3517.84702957 0.21723001 0.10210356
3518.85929110 0.37630571 0.12336250
3519.87155262 0.25904046 0.10145493
3520.88381415 0.38574221 0.09886468
3521.89607568 0.17599278 0.09761659
3522.90833720 0.04583921 0.09957196
3523.92059873 0.38194150 0.10624370
3524.93286025 0.11631055 0.10181266
3525.94512178 0.33483365 0.11412395
3526.95738331 0.31237646 0.10242379
3527.96964483 0.24455831 0.10971052
3528.98190636 0.13720433 0.11300536
3529.99416788 0.20309417 0.10306801
3531.00642941 0.10852648 0.09971769
3532.01869093 0.08182181 0.10169852
3533.03095246 0.23354729 0.10518127
3534.04321399 0.15272344 0.10284832
3535.05547551 0.00391899 0.10036953
3536.06773704 0.12170264 0.10255648
3537.07999856 0.23494567 0.11157465
3538.09226009 0.14987130 0.10712026
3539.10452162 0.15274445 0.11874424
3540.11678314 0.08778135 0.11622412
3541.12904467 0.28120503 0.13101774
