@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.605
@SPECTRUM spectrum_05D4ef_997.dat
@SN-NAME 05D4ef
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.460
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.580           -0.00470        0.00750
       4274.580            0.00570        0.00657
       4289.580           -0.00896        0.00555
       4304.580           -0.00130        0.00473
       4319.580           -0.00018        0.00469
       4334.580           -0.00294        0.00427
       4349.580            0.00302        0.00443
       4364.580            0.00231        0.00395
       4379.580            0.00102        0.00365
       4394.580           -0.00116        0.00349
       4409.580            0.00069        0.00351
       4424.580            0.00185        0.00347
       4439.580           -0.00187        0.00335
       4454.580            0.00627        0.00321
       4469.580           -0.00449        0.00314
       4484.580            0.00452        0.00312
       4499.580           -0.00392        0.00310
       4514.580           -0.00400        0.00307
       4529.580            0.00156        0.00297
       4544.580           -0.00260        0.00296
       4559.580           -0.00137        0.00291
       4574.580           -0.00013        0.00287
       4589.580           -0.00294        0.00308
       4604.580            0.00248        0.00278
       4619.580           -0.00243        0.00278
       4634.580           -0.00097        0.00272
       4649.580           -0.00002        0.00266
       4664.580           -0.00349        0.00265
       4679.580           -0.00249        0.00263
       4694.580           -0.00037        0.00259
       4709.580           -0.00221        0.00255
       4724.580            0.00066        0.00281
       4739.580            0.00323        0.00252
       4754.580           -0.00499        0.00249
       4769.580           -0.00251        0.00246
       4784.580           -0.00136        0.00247
       4799.580            0.00391        0.00245
       4814.580           -0.00227        0.00269
       4829.580            0.00295        0.00246
       4844.580            0.00006        0.00240
       4859.580           -0.00032        0.00225
       4874.580            0.00206        0.00227
       4889.580            0.00149        0.00231
       4904.580           -0.00405        0.00252
       4919.580            0.00348        0.00223
       4934.580            0.00230        0.00224
       4949.580           -0.00165        0.00223
       4964.580            0.00003        0.00223
       4979.580           -0.00232        0.00238
       4994.580           -0.00087        0.00215
       5009.580            0.00320        0.00211
       5024.580           -0.00130        0.00209
       5039.580           -0.00170        0.00207
       5054.580           -0.00114        0.00228
       5069.580            0.00160        0.00206
       5084.580            0.00371        0.00205
       5099.580           -0.00039        0.00204
       5114.580            0.00109        0.00223
       5129.580           -0.00217        0.00201
       5144.580            0.00161        0.00201
       5159.580           -0.00005        0.00197
       5174.580            0.00003        0.00206
       5189.580            0.00103        0.00194
       5204.580           -0.00027        0.00198
       5219.580           -0.00045        0.00196
       5234.580            0.00329        0.00214
       5249.580            0.00502        0.00196
       5264.580            0.00155        0.00188
       5279.580           -0.00058        0.00191
       5294.580           -0.00044        0.00211
       5309.580           -0.00170        0.00194
       5324.580            0.00354        0.00190
       5339.580           -0.00181        0.00208
       5354.580            0.00047        0.00190
       5369.580            0.00297        0.00186
       5384.580            0.00169        0.00186
       5399.580           -0.00082        0.00199
       5414.580            0.00263        0.00182
       5429.580            0.00216        0.00183
       5444.580            0.00215        0.00200
       5459.580            0.00478        0.00182
       5474.580            0.00227        0.00181
       5489.580            0.00377        0.00182
       5504.580           -0.00075        0.00200
       5519.580           -0.00130        0.00182
       5534.580            0.00189        0.00183
       5549.580            0.00372        0.00202
       5564.580           -0.00235        0.00208
       5579.580            0.00577        0.00415
       5594.580            0.00143        0.00198
       5609.580           -0.00006        0.00182
       5624.580            0.00014        0.00180
       5639.580            0.00492        0.00196
       5654.580            0.00239        0.00178
       5669.580           -0.00025        0.00179
       5684.580            0.00027        0.00200
       5699.580            0.00059        0.00181
       5714.580            0.00043        0.00180
       5729.580           -0.00077        0.00197
       5744.580            0.00106        0.00178
       5759.580            0.00382        0.00177
       5774.580            0.00417        0.00193
       5789.580            0.00177        0.00176
       5804.580            0.00226        0.00177
       5819.580            0.00282        0.00195
       5834.580            0.00287        0.00179
       5849.580            0.00143        0.00195
       5864.580            0.00187        0.00187
       5879.580            0.00136        0.00211
       5894.580           -0.00095        0.00312
       5909.580            0.00280        0.00198
       5924.580            0.00321        0.00191
       5939.580            0.00403        0.00206
       5954.580            0.00649        0.00187
       5969.580            0.00452        0.00183
       5984.580            0.00376        0.00196
       5999.580            0.00562        0.00176
       6014.580            0.00459        0.00188
       6029.580            0.00552        0.00171
       6044.580            0.00103        0.00169
       6059.580            0.00128        0.00184
       6074.580            0.00219        0.00166
       6089.580            0.00166        0.00165
       6104.580            0.00477        0.00181
       6119.580            0.00263        0.00163
       6134.580            0.00397        0.00180
       6149.580            0.00403        0.00166
       6164.580            0.00345        0.00164
       6179.580            0.00463        0.00180
       6194.580            0.00274        0.00163
       6209.580            0.00492        0.00179
       6224.580            0.00515        0.00168
       6239.580            0.00490        0.00198
       6254.580            0.00466        0.00194
       6269.580            0.00277        0.00173
       6284.580            0.00689        0.00193
       6299.580            0.00511        0.00286
       6314.580            0.00538        0.00183
       6329.580            0.00528        0.00192
       6344.580            0.00839        0.00165
       6359.580            0.00483        0.00221
       6374.580            0.00519        0.00177
       6389.580            0.00523        0.00160
       6404.580            0.00305        0.00168
       6419.580            0.00378        0.00154
       6434.580            0.00296        0.00166
       6449.580            0.00411        0.00153
       6464.580            0.00371        0.00185
       6479.580            0.00482        0.00158
       6494.580            0.00610        0.00163
       6509.580            0.00392        0.00175
       6524.580            0.00457        0.00158
       6539.580            0.00460        0.00178
       6554.580            0.00592        0.00165
       6569.580            0.00456        0.00157
       6584.580            0.00414        0.00169
       6599.580            0.00416        0.00157
       6614.580            0.00434        0.00162
       6629.580            0.00382        0.00149
       6644.580            0.00425        0.00162
       6659.580            0.00837        0.00146
       6674.580            0.00502        0.00145
       6689.580            0.00768        0.00159
       6704.580            0.00641        0.00146
       6719.580            0.00785        0.00158
       6734.580            0.00332        0.00145
       6749.580            0.00636        0.00158
       6764.580            0.00496        0.00142
       6779.580            0.00634        0.00143
       6794.580            0.00727        0.00156
       6809.580            0.00580        0.00143
       6824.580            0.00576        0.00190
       6839.580            0.00691        0.00176
       6854.580            0.00360        0.00176
       6869.580            0.00742        0.00196
       6884.580            0.00729        0.00186
       6899.580            0.00474        0.00168
       6914.580            0.00561        0.00174
       6929.580            0.00785        0.00182
       6944.580            0.00384        0.00174
       6959.580            0.00350        0.00174
       6974.580            0.00278        0.00164
       6989.580            0.00544        0.00165
       7004.580            0.00468        0.00153
       7019.580            0.00399        0.00160
       7034.580            0.00389        0.00143
       7049.580            0.00366        0.00155
       7064.580            0.00571        0.00162
       7079.580            0.00401        0.00150
       7094.580            0.00508        0.00160
       7109.580            0.00306        0.00142
       7124.580            0.00343        0.00158
       7139.580            0.00285        0.00149
       7154.580            0.00118        0.00164
       7169.580            0.00926        0.00161
       7184.580            0.00940        0.00176
       7199.580            0.00511        0.00181
       7214.580            0.00914        0.00152
       7229.580            0.00485        0.00193
       7244.580            0.00482        0.00283
       7259.580            0.00723        0.00204
       7274.580            0.00623        0.00254
       7289.580            0.00593        0.00241
       7304.580            0.00501        0.00210
       7319.580            0.00946        0.00263
       7334.580            0.00927        0.00223
       7349.580            0.00703        0.00211
       7364.580            0.00947        0.00250
       7379.580            0.00811        0.00188
       7394.580            0.01281        0.00223
       7409.580            0.00683        0.00181
       7424.580            0.00677        0.00184
       7439.580            0.00828        0.00186
       7454.580            0.00385        0.00177
       7469.580            0.00563        0.00195
       7484.580            0.00414        0.00220
       7499.580            0.00560        0.00165
       7514.580            0.00380        0.00183
       7529.580            0.00448        0.00232
       7544.580            0.00076        0.00163
       7559.580            0.00448        0.00194
       7574.580            0.00692        0.00200
       7589.580            0.00637        0.00223
       7604.580            0.00832        0.00422
       7619.580            0.00307        0.00335
       7634.580           -0.00107        0.00270
       7649.580            0.00316        0.00248
       7664.580            0.00725        0.00201
       7679.580            0.00561        0.00190
       7694.580            0.00407        0.00179
       7709.580            0.00659        0.00266
       7724.580            0.00686        0.00274
       7739.580            0.00621        0.00211
       7754.580            0.01091        0.00318
       7769.580            0.00418        0.00229
       7784.580            0.00481        0.00268
       7799.580           -0.00248        0.00253
       7814.580            0.00210        0.00283
       7829.580           -0.00088        0.00240
       7844.580            0.00305        0.00277
       7859.580            0.00821        0.00317
       7874.580            0.00327        0.00301
       7889.580            0.00578        0.00269
       7904.580            0.00404        0.00258
       7919.580            0.00315        0.00335
       7934.580            0.00496        0.00242
       7949.580            0.00212        0.00247
       7964.580            0.00452        0.00296
       7979.580            0.00749        0.00287
       7994.580            0.00198        0.00304
       8009.580            0.00862        0.00246
       8024.580            0.00800        0.00289
       8039.580            0.00675        0.00227
       8054.580            0.00526        0.00231
       8069.580            0.00507        0.00239
       8084.580            0.00695        0.00197
       8099.580            0.00270        0.00239
       8114.580            0.00456        0.00198
