@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.836
@SPECTRUM spectrum_04D2al_390.dat
@SN-NAME 04D2al
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -2.480
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.570            0.01014        0.00513
       4274.570            0.00305        0.00440
       4289.570           -0.00166        0.00365
       4304.570            0.00400        0.00313
       4319.570            0.00146        0.00288
       4334.570           -0.00297        0.00259
       4349.570           -0.00068        0.00242
       4364.570            0.00225        0.00253
       4379.570            0.00223        0.00217
       4394.570           -0.00213        0.00204
       4409.570            0.00023        0.00198
       4424.570            0.00034        0.00192
       4439.570            0.00373        0.00185
       4454.570            0.00188        0.00181
       4469.570           -0.00040        0.00178
       4484.570           -0.00074        0.00176
       4499.570            0.00217        0.00173
       4514.570           -0.00000        0.00171
       4529.570            0.00535        0.00169
       4544.570            0.00250        0.00167
       4559.570            0.00299        0.00164
       4574.570           -0.00235        0.00162
       4589.570            0.00442        0.00159
       4604.570           -0.00344        0.00172
       4619.570            0.00109        0.00155
       4634.570           -0.00073        0.00153
       4649.570            0.00124        0.00151
       4664.570            0.00111        0.00151
       4679.570           -0.00137        0.00149
       4694.570            0.00229        0.00147
       4709.570           -0.00029        0.00145
       4724.570           -0.00007        0.00158
       4739.570           -0.00119        0.00142
       4754.570            0.00002        0.00140
       4769.570           -0.00162        0.00138
       4784.570            0.00024        0.00138
       4799.570            0.00106        0.00137
       4814.570            0.00057        0.00138
       4829.570            0.00018        0.00151
       4844.570            0.00001        0.00136
       4859.570            0.00030        0.00130
       4874.570            0.00106        0.00130
       4889.570           -0.00233        0.00132
       4904.570           -0.00084        0.00130
       4919.570           -0.00003        0.00140
       4934.570           -0.00177        0.00128
       4949.570            0.00083        0.00128
       4964.570            0.00264        0.00129
       4979.570            0.00174        0.00133
       4994.570            0.00133        0.00143
       5009.570           -0.00074        0.00125
       5024.570            0.00149        0.00124
       5039.570           -0.00014        0.00122
       5054.570            0.00090        0.00134
       5069.570           -0.00092        0.00123
       5084.570            0.00169        0.00120
       5099.570            0.00314        0.00120
       5114.570            0.00241        0.00120
       5129.570            0.00164        0.00131
       5144.570            0.00174        0.00121
       5159.570            0.00091        0.00119
       5174.570            0.00221        0.00115
       5189.570            0.00261        0.00131
       5204.570            0.00141        0.00123
       5219.570            0.00010        0.00121
       5234.570            0.00170        0.00119
       5249.570            0.00003        0.00130
       5264.570            0.00190        0.00116
       5279.570            0.00273        0.00116
       5294.570            0.00434        0.00117
       5309.570            0.00231        0.00129
       5324.570            0.00316        0.00117
       5339.570            0.00238        0.00116
       5354.570            0.00130        0.00127
       5369.570            0.00212        0.00114
       5384.570            0.00339        0.00113
       5399.570            0.00247        0.00112
       5414.570            0.00326        0.00123
       5429.570            0.00245        0.00112
       5444.570            0.00300        0.00113
       5459.570            0.00404        0.00123
       5474.570            0.00194        0.00112
       5489.570            0.00424        0.00112
       5504.570            0.00133        0.00123
       5519.570            0.00239        0.00112
       5534.570            0.00410        0.00113
       5549.570            0.00356        0.00115
       5564.570            0.00262        0.00139
       5579.570            0.00460        0.00264
       5594.570            0.00145        0.00117
       5609.570            0.00413        0.00126
       5624.570            0.00461        0.00114
       5639.570            0.00505        0.00112
       5654.570            0.00371        0.00122
       5669.570            0.00585        0.00112
       5684.570            0.00398        0.00113
       5699.570            0.00452        0.00124
       5714.570            0.00432        0.00112
       5729.570            0.00230        0.00112
       5744.570            0.00536        0.00123
       5759.570            0.00298        0.00111
       5774.570            0.00402        0.00111
       5789.570            0.00265        0.00121
       5804.570            0.00592        0.00112
       5819.570            0.00334        0.00123
       5834.570            0.00265        0.00113
       5849.570            0.00180        0.00112
       5864.570            0.00514        0.00133
       5879.570            0.00500        0.00126
       5894.570           -0.00024        0.00149
       5909.570            0.00040        0.00135
       5924.570            0.00086        0.00123
       5939.570            0.00172        0.00120
       5954.570            0.00373        0.00132
       5969.570            0.00230        0.00116
       5984.570            0.00142        0.00125
       5999.570            0.00270        0.00112
       6014.570            0.00151        0.00110
       6029.570            0.00265        0.00120
       6044.570            0.00465        0.00109
       6059.570            0.00298        0.00108
       6074.570            0.00332        0.00117
       6089.570            0.00328        0.00106
       6104.570            0.00549        0.00117
       6119.570            0.00369        0.00106
       6134.570            0.00395        0.00108
       6149.570            0.00407        0.00119
       6164.570            0.00448        0.00109
       6179.570            0.00248        0.00109
       6194.570            0.00361        0.00118
       6209.570            0.00354        0.00109
       6224.570            0.00335        0.00123
       6239.570            0.00358        0.00124
       6254.570            0.00438        0.00121
       6269.570            0.00491        0.00146
       6284.570            0.00449        0.00121
       6299.570            0.00688        0.00214
       6314.570            0.00570        0.00128
       6329.570            0.00690        0.00119
       6344.570            0.00616        0.00120
       6359.570            0.00668        0.00132
       6374.570            0.00799        0.00129
       6389.570            0.00258        0.00108
       6404.570            0.00460        0.00113
       6419.570            0.00705        0.00105
       6434.570            0.00602        0.00103
       6449.570            0.00519        0.00114
       6464.570            0.00337        0.00118
       6479.570            0.00385        0.00121
       6494.570            0.00510        0.00115
       6509.570            0.00797        0.00116
       6524.570            0.00551        0.00124
       6539.570            0.00370        0.00118
       6554.570            0.00780        0.00134
       6569.570            0.00575        0.00117
       6584.570            0.00386        0.00122
       6599.570            0.00634        0.00108
       6614.570            0.00651        0.00104
       6629.570            0.00530        0.00114
       6644.570            0.00663        0.00103
       6659.570            0.00462        0.00112
       6674.570            0.00274        0.00101
       6689.570            0.00489        0.00111
       6704.570            0.00333        0.00103
       6719.570            0.00176        0.00103
       6734.570            0.00280        0.00113
       6749.570            0.00382        0.00102
       6764.570            0.00114        0.00110
       6779.570            0.00204        0.00102
       6794.570            0.00069        0.00110
       6809.570            0.00071        0.00100
       6824.570            0.00301        0.00123
       6839.570            0.00604        0.00141
       6854.570            0.00459        0.00118
       6869.570            0.00416        0.00170
       6884.570            0.00370        0.00123
       6899.570            0.00222        0.00135
       6914.570            0.00618        0.00127
       6929.570            0.00422        0.00134
       6944.570            0.00340        0.00124
       6959.570            0.00561        0.00115
       6974.570            0.00443        0.00131
       6989.570            0.00288        0.00109
       7004.570            0.00229        0.00119
       7019.570            0.00392        0.00105
       7034.570            0.00398        0.00112
       7049.570            0.00372        0.00109
       7064.570            0.00711        0.00117
       7079.570            0.00530        0.00107
       7094.570            0.00618        0.00106
       7109.570            0.00536        0.00113
       7124.570            0.00727        0.00106
       7139.570            0.00569        0.00118
       7154.570            0.00753        0.00109
       7169.570            0.00627        0.00123
       7184.570            0.00847        0.00116
       7199.570            0.00760        0.00124
       7214.570            0.00681        0.00109
       7229.570            0.00664        0.00129
       7244.570            0.00795        0.00219
       7259.570            0.00605        0.00135
       7274.570            0.00392        0.00208
       7289.570            0.00458        0.00158
       7304.570            0.00631        0.00162
       7319.570            0.00716        0.00176
       7334.570            0.00455        0.00181
       7349.570            0.00564        0.00159
       7364.570            0.00346        0.00174
       7379.570            0.00777        0.00139
       7394.570            0.00514        0.00156
       7409.570            0.00677        0.00135
       7424.570            0.00688        0.00124
       7439.570            0.00542        0.00148
       7454.570            0.00577        0.00121
       7469.570            0.00855        0.00161
       7484.570            0.00670        0.00152
       7499.570            0.00641        0.00136
       7514.570            0.00532        0.00136
       7529.570            0.00474        0.00191
       7544.570            0.00746        0.00130
       7559.570            0.00551        0.00151
       7574.570            0.00545        0.00165
       7589.570            0.00618        0.00170
       7604.570            0.01096        0.00468
       7619.570            0.00482        0.00218
       7634.570            0.00196        0.00230
       7649.570            0.00553        0.00166
       7664.570            0.00374        0.00167
       7679.570            0.00388        0.00136
       7694.570            0.00630        0.00153
       7709.570            0.00418        0.00193
       7724.570            0.00304        0.00217
       7739.570            0.00544        0.00162
       7754.570            0.00278        0.00255
       7769.570            0.00075        0.00175
       7784.570            0.00353        0.00202
       7799.570            0.00454        0.00205
       7814.570            0.00245        0.00200
       7829.570            0.00737        0.00209
       7844.570            0.00464        0.00196
       7859.570            0.00186        0.00273
       7874.570            0.00456        0.00219
       7889.570            0.00264        0.00222
       7904.570            0.00321        0.00196
       7919.570            0.00641        0.00305
       7934.570            0.00648        0.00194
       7949.570            0.00323        0.00199
       7964.570            0.00388        0.00240
       7979.570            0.00371        0.00234
       7994.570            0.00528        0.00250
       8009.570            0.00052        0.00201
       8024.570            0.00344        0.00226
       8039.570            0.00489        0.00173
       8054.570            0.00145        0.00204
       8069.570            0.00146        0.00177
       8084.570            0.00336        0.00176
       8099.570            0.00160        0.00173
       8114.570            0.00536        0.00180
       8129.570            0.00119        0.00163
       8144.570            0.00493        0.00193
       8159.570            0.00175        0.00168
