wavelength flux
4020.0 5.817773800415645e-16
4029.2 1.6308550020285644e-16
4038.4 1.5578435148323223e-15
4047.6 2.061657864826233e-15
4056.8 8.411038754421978e-16
4066.0 1.7182340738343708e-15
4075.2 2.2704951085212016e-15
4084.4 2.7354683392022926e-15
4093.6 7.584682410805748e-16
4102.8 1.019402987350248e-15
4112.0 9.053781648479526e-16
4121.2 2.3770283481215062e-15
4130.4 3.597174861718353e-15
4139.6 1.107786110835906e-15
4148.8 1.2441886967717126e-15
4158.0 2.3141564805786085e-15
4167.2 1.5340058901142182e-15
4176.4 1.5582087977908258e-15
4185.6 1.3719383117557246e-15
4194.8 2.9580179875221243e-15
4204.0 1.2214970017521251e-15
4213.2 2.266090748953716e-15
4222.4 2.4793556456222197e-15
4231.6 1.7401478749710236e-15
4240.8 2.345334916334092e-15
4250.0 1.8140606052231443e-15
4259.2 2.400666284822295e-15
4268.4 2.0816442424914086e-15
4277.6 2.360009550387036e-15
4286.8 1.8959617032008203e-15
4296.0 1.4756291205432807e-15
4305.2 2.146629033721232e-15
4314.4 1.7448453079382592e-15
4323.6 1.0654673918790154e-15
4332.8 1.5129468511004634e-15
4342.0 1.148460527083939e-15
4351.2 1.5440554066377984e-15
4360.4 1.935712747657228e-15
4369.6 1.336961568506516e-15
4378.8 1.1955944165877334e-15
4388.0 1.2859102575007888e-15
4397.2 1.765204697737582e-15
4406.4 1.087380875378313e-15
4415.6 9.046385992058812e-16
4424.8 1.0817030017746306e-15
4434.0 1.1007362556159084e-15
4443.2 8.020079050913731e-16
4452.4 1.0562872487966733e-15
4461.6 1.3814463624677725e-15
4470.8 8.680976508008899e-16
4480.0 1.2811198626675921e-15
4489.2 1.3297898464212322e-15
4498.4 8.17290020586176e-16
4507.6 9.036139010979403e-16
4516.8 7.686115135635042e-16
4526.0 1.2004171045520442e-15
4535.2 1.265779354838988e-15
4544.4 1.1389067365927394e-15
4553.6 1.002423576647825e-15
4562.8 1.2581909984227735e-15
4572.0 1.1120732622193152e-15
4581.2 1.0106154440389582e-15
4590.4 9.470390568421818e-16
4599.6 7.911011912251715e-16
4608.8 8.897048789501959e-16
4618.0 1.3949092100105508e-15
4627.2 1.1754131154655709e-15
4636.4 1.0186319756100098e-15
4645.6 1.545115150733932e-15
4654.8 7.741316272807605e-16
4664.0 9.895462406298364e-16
4673.2 1.2687329587260637e-15
4682.4 1.0900732754802792e-15
4691.6 1.3560139864682253e-15
4700.8 1.3071185860714972e-15
4710.0 1.3475509626548524e-15
4719.2 1.223529774946417e-15
4728.4 1.4346062561165708e-15
4737.6 1.2710842163085232e-15
4746.8 1.4957797167211052e-15
4756.0 1.2646210372836177e-15
4765.2 1.3942860055196084e-15
4774.4 9.41582047079496e-16
4783.6 1.1338221036894902e-15
4792.8 1.0673766041421266e-15
4802.0 1.1114968562987086e-15
4811.2 1.0519162411514859e-15
4820.4 1.004471702314286e-15
4829.6 1.1947142434764178e-15
4838.8 1.0246495094255411e-15
4848.0 9.888396033935895e-16
4857.2 9.101123378692753e-16
4866.4 7.823840045880631e-16
4875.6 9.96317104372832e-16
4884.8 8.087889332297358e-16
4894.0 8.025382535954727e-16
4903.2 1.1064710921852936e-15
4912.4 1.0911568423780543e-15
4921.6 9.168364030419352e-16
4930.8 1.111925666728256e-15
4940.0 5.581265790278892e-16
4949.2 9.497885257889692e-16
4958.4 8.887841541365305e-16
4967.6 1.0207605694064598e-15
4976.8 6.416934731754591e-16
4986.0 9.247363617036208e-16
4995.2 9.060909430730671e-16
5004.4 9.766316351621685e-16
5013.6 6.875418313631175e-16
5022.8 8.25566697151153e-16
5032.0 8.818426132546631e-16
5041.2 7.250275391416526e-16
5050.4 7.228903161970524e-16
5059.6 6.978860094732238e-16
5068.8 6.415245430420411e-16
5078.0 6.066610375099685e-16
5087.2 6.917662493688707e-16
5096.4 6.278347965485171e-16
5105.6 7.638184717523473e-16
5114.8 6.352404056063615e-16
5124.0 5.510758238353852e-16
5133.2 5.704381499766712e-16
5142.4 7.475703681207601e-16
5151.6 6.570788208107086e-16
5160.8 8.26093498704786e-16
5170.0 4.980125448821331e-16
5179.2 7.063271163090866e-16
5188.4 7.083863592829802e-16
5197.6 7.956037007354202e-16
5206.8 7.510965662801798e-16
5216.0 7.699901126247198e-16
5225.2 6.618802270722196e-16
5234.4 8.865197703707237e-16
5243.6 8.175601182172317e-16
5252.8 8.339470293730502e-16
5262.0 8.481455250305189e-16
5271.2 7.909963708979488e-16
5280.4 7.23227541189178e-16
5289.6 8.778814107372691e-16
5298.8 9.1735510484301e-16
5308.0 9.96135415805646e-16
5317.2 9.001996171666767e-16
5326.4 1.0186536808292831e-15
5335.6 9.796863536073227e-16
5344.8 1.0077605194902376e-15
5354.0 8.655753984422034e-16
5363.2 8.247580453843212e-16
5372.4 8.57020100977139e-16
5381.6 7.719976336492717e-16
5390.8 8.6202378929436615e-16
5400.0 7.899756432569482e-16
5409.2 7.868143045395583e-16
5418.4 9.542943175518885e-16
5427.6 7.875881750159935e-16
5436.8 6.581437529836441e-16
5446.0 8.410061490159084e-16
5455.2 9.582865955905348e-16
5464.4 8.130068926092662e-16
5473.6 6.61527384910129e-16
5482.8 7.230076302602471e-16
5492.0 4.3486099764796383e-16
5501.2 5.783346675670086e-16
5510.4 5.649166598308756e-16
5519.6 4.907439963430663e-16
5528.8 5.45948256949622e-16
5538.0 5.383596887751708e-16
5547.2 4.506549328011451e-16
5556.4 5.080702670373898e-16
5565.6 5.878550531963509e-16
5574.8 7.079311320133902e-16
5584.0 7.612974370035225e-16
5593.2 4.0530084480798923e-16
5602.4 6.286835765012251e-16
5611.6 6.279129353379013e-16
5620.8 8.398219969556469e-16
5630.0 7.195630649011191e-16
5639.2 6.256067293203239e-16
5648.4 6.131445982651674e-16
5657.6 6.013343649420415e-16
5666.8 5.465968194894228e-16
5676.0 4.755412901870685e-16
5685.2 4.546669043558151e-16
5694.4 4.845469444822762e-16
5703.6 4.711815057284322e-16
5712.8 4.371241108643497e-16
5722.0 5.59540912291567e-16
5731.2 4.927911161579023e-16
5740.4 6.134452949614426e-16
5749.6 4.569710986701428e-16
5758.8 5.890347583336394e-16
5768.0 5.80879789815271e-16
5777.2 7.024506170864181e-16
5786.4 6.46807434594507e-16
5795.6 6.901327463300908e-16
5804.8 7.318799827453807e-16
5814.0 5.584681450638695e-16
5823.2 5.650913603762468e-16
5832.4 6.757411801002074e-16
5841.6 6.607633611917056e-16
5850.8 5.122718680931264e-16
5860.0 6.808950579468946e-16
5869.2 7.571964740498316e-16
5878.4 7.600057646985189e-16
5887.6 5.981293510883088e-16
5896.8 6.686508261174193e-16
5906.0 6.591925385910225e-16
5915.2 6.065549995728841e-16
5924.4 6.082202134076269e-16
5933.6 6.823015561558104e-16
5942.8 7.961719010243502e-16
5952.0 6.751057995106483e-16
5961.2 7.65516455174237e-16
5970.4 6.158363101528639e-16
5979.6 5.982938342987537e-16
5988.8 6.070004859635807e-16
5998.0 5.253912967153522e-16
6007.2 5.136802191866143e-16
6016.4 5.796775324257619e-16
6025.6 5.362363359950818e-16
6034.8 5.898352044687947e-16
6044.0 5.466165659450057e-16
6053.2 5.432010114643211e-16
6062.4 6.505620140123301e-16
6071.6 6.044418111881623e-16
6080.799999999999 6.092368647025689e-16
6090.0 6.877511014406485e-16
6099.2 6.215025370535216e-16
6108.4 6.047428255217928e-16
6117.6 6.788929367573815e-16
6126.799999999999 4.967212960936031e-16
6136.0 5.370895099312037e-16
6145.2 6.571248782272156e-16
6154.4 5.784918451182835e-16
6163.6 5.949349251464168e-16
6172.799999999999 6.260406748871141e-16
6182.0 4.772810429211696e-16
6191.2 6.243336917401599e-16
6200.4 6.759202746289925e-16
6209.6 5.753975278828451e-16
6218.799999999999 6.062919429032025e-16
6228.0 6.193811430371232e-16
6237.2 6.331301288973958e-16
6246.4 5.362680467910447e-16
6255.6 6.446600472545397e-16
6264.799999999999 5.871406867844603e-16
6274.0 5.094520424721576e-16
6283.2 5.917736393685862e-16
6292.4 6.584839425910851e-16
6301.6 4.976949604664719e-16
6310.799999999999 6.014424675219348e-16
6320.0 4.4201654669791094e-16
6329.2 4.663627882310617e-16
6338.4 4.054268674286729e-16
6347.6 3.3557031326315705e-16
6356.799999999999 4.3190191451651053e-16
6366.0 3.597247547733139e-16
6375.2 2.0933203005017335e-16
6384.4 3.2740261278080024e-16
6393.6 2.1819953856563981e-16
6402.799999999999 3.207960469597923e-16
6412.0 1.7442638462897487e-16
6421.2 2.992957831898568e-16
6430.4 1.833961988426019e-16
6439.6 4.098941456622717e-16
6448.799999999999 3.080011643052629e-16
6458.0 4.143304542537365e-16
6467.2 3.3603348146662754e-16
6476.4 4.2159135302649836e-16
6485.6 3.244944575053006e-16
6494.799999999999 3.66830328879373e-16
6504.0 4.57716858240641e-16
6513.2 4.459242008511707e-16
6522.4 4.763849350025338e-16
6531.6 5.580228174918505e-16
6540.799999999999 4.898713935887168e-16
6550.0 5.32342313778317e-16
6559.2 5.326754094848248e-16
6568.4 4.742147307125499e-16
6577.6 4.8292117061914e-16
6586.799999999999 4.966105465357496e-16
6596.0 5.104023604994177e-16
6605.2 6.088729052330455e-16
6614.4 4.954457703541565e-16
6623.6 5.174419454449298e-16
6632.799999999999 4.282171623772767e-16
6642.0 4.698579638087882e-16
6651.2 3.953995061106193e-16
6660.4 4.774340911868266e-16
6669.6 4.75589835762858e-16
6678.799999999999 4.904843278051736e-16
6688.0 4.925762344870958e-16
6697.2 4.184023798592043e-16
6706.4 4.357636436021613e-16
6715.6 4.482887462629902e-16
6724.799999999999 5.242161973197145e-16
6734.0 4.4289650805098976e-16
6743.2 4.2712763977909127e-16
6752.4 3.7888098721062114e-16
6761.6 4.64031277104185e-16
6770.799999999999 4.329136424324466e-16
6780.0 4.686014433710956e-16
6789.2 4.2255096194639867e-16
6798.4 3.7022065766009716e-16
6807.6 3.5799558995105345e-16
6816.799999999999 2.685283172324692e-16
6826.0 3.677206928558353e-16
6835.2 3.776685389559654e-16
6844.4 3.5715017166035486e-16
6853.6 3.2132515138425064e-16
6862.799999999999 3.3048695090932877e-16
6872.0 2.7707247092032135e-16
6881.2 3.7255738333355536e-16
6890.4 3.1758912728192834e-16
6899.6 2.688820328972867e-16
6908.799999999999 4.453268838046788e-16
6918.0 3.243615792117001e-16
6927.2 3.7125975532814137e-16
