@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.790
@SPECTRUM spectrum_05D4cs_946.dat
@SN-NAME 05D4cs
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.700
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.415            0.00000        0.87613
       4152.864            0.00000        0.78898
       4155.314            0.00000        0.70096
       4157.764            0.00000        0.70323
       4160.215            0.00000        0.72291
       4162.666            0.00000        0.66164
       4165.118            0.00000        0.73652
       4167.570            0.00000        0.69434
       4170.022            0.00000        0.66623
       4172.475            0.00000        1.13285
       4174.928            0.00000        0.64756
       4177.382            0.00000        0.92546
       4179.836            0.00000        0.67927
       4182.290            0.00000        0.66163
       4184.745            0.75860        0.81732
       4187.200            0.36340        0.48948
       4189.656            0.15630        0.35835
       4192.112           -0.09790        0.29855
       4194.569           -0.32840        0.28284
       4197.026           -0.04220        0.21444
       4199.483           -0.09400        0.18440
       4201.941           -0.08720        0.15480
       4204.399           -0.07500        0.13448
       4206.858           -0.02230        0.11418
       4209.317           -0.08540        0.10521
       4211.777           -0.09560        0.09173
       4214.237           -0.03290        0.07798
       4216.697           -0.12080        0.07529
       4219.158           -0.00570        0.06049
       4221.619            0.05360        0.05751
       4224.081            0.05920        0.05028
       4226.542            0.00050        0.04380
       4229.005            0.06450        0.04276
       4231.468           -0.02430        0.03905
       4233.931           -0.00410        0.03568
       4236.395           -0.03520        0.03268
       4238.858           -0.01130        0.03084
       4241.323            0.00020        0.02862
       4243.788           -0.01970        0.02678
       4246.253           -0.00400        0.02579
       4248.719            0.01980        0.02462
       4251.185            0.00960        0.02394
       4253.652            0.03950        0.02196
       4256.119           -0.00370        0.02049
       4258.586           -0.01970        0.02042
       4261.054            0.00620        0.01941
       4263.522           -0.04080        0.01812
       4265.990            0.00480        0.01748
       4268.459           -0.00890        0.01684
       4270.929           -0.00180        0.01613
       4273.398            0.00700        0.01566
       4275.869           -0.03190        0.01535
       4278.339           -0.00850        0.01457
       4280.810           -0.02750        0.01427
       4283.281            0.00440        0.01309
       4285.753           -0.02810        0.01354
       4288.226           -0.00910        0.01292
       4290.698            0.00750        0.01262
       4293.171           -0.02310        0.01221
       4295.645            0.01800        0.01177
       4298.118           -0.01070        0.01184
       4300.592           -0.00680        0.01110
       4303.067           -0.01590        0.01094
       4305.542           -0.01980        0.01075
       4308.018           -0.00270        0.01040
       4310.493           -0.00260        0.01028
       4312.969           -0.00250        0.01022
       4315.446           -0.00030        0.01025
       4317.923           -0.00080        0.01019
       4320.400            0.02510        0.00999
       4322.878           -0.01170        0.00976
       4325.356           -0.00380        0.00962
       4327.835           -0.00750        0.00917
       4330.314            0.00190        0.00909
       4332.793            0.00990        0.00937
       4335.273           -0.00680        0.00906
       4337.753           -0.00070        0.00876
       4340.233           -0.00250        0.00862
       4342.714           -0.01230        0.00844
       4345.196           -0.00480        0.00835
       4347.678           -0.01130        0.00832
       4350.160           -0.00500        0.00833
       4352.642            0.00990        0.00818
       4355.125           -0.00150        0.00828
       4357.608           -0.00910        0.00810
       4360.092           -0.00380        0.00791
       4362.576            0.00810        0.00794
       4365.061            0.00630        0.00784
       4367.545            0.00450        0.00785
       4370.030           -0.00480        0.00766
       4372.516           -0.00450        0.00764
       4375.002            0.00310        0.00736
       4377.488           -0.00710        0.00738
       4379.975           -0.00480        0.00722
       4382.462            0.01090        0.00715
       4384.950            0.00520        0.00715
       4387.438           -0.00180        0.00695
       4389.926           -0.00050        0.00693
       4392.415            0.00930        0.00699
       4394.904           -0.00520        0.00691
       4397.393            0.00130        0.00687
       4399.883           -0.00520        0.00692
       4402.374            0.00140        0.00684
       4404.864           -0.00570        0.00690
       4407.355           -0.00350        0.00683
       4409.846            0.00340        0.00684
       4412.338            0.01340        0.00686
       4414.830           -0.00030        0.00699
       4417.323            0.00080        0.00686
       4419.815           -0.00290        0.00666
       4422.309            0.01420        0.00676
       4424.802            0.00570        0.00681
       4427.296           -0.00150        0.00666
       4429.791           -0.00070        0.00649
       4432.286           -0.00060        0.00651
       4434.781           -0.00480        0.00646
       4437.276            0.00180        0.00655
       4439.772            0.00380        0.00637
       4442.269            0.00100        0.00637
       4444.765           -0.00160        0.00634
       4447.262           -0.00340        0.00637
       4449.760            0.00040        0.00630
       4452.257           -0.01440        0.00620
       4454.755           -0.00220        0.00616
       4457.254           -0.00760        0.00615
       4459.753           -0.00910        0.00603
       4462.252           -0.00250        0.00604
       4464.751           -0.00170        0.00589
       4467.251            0.00700        0.00599
       4469.752            0.00020        0.00602
       4472.253           -0.00020        0.00607
       4474.754            0.00130        0.00607
       4477.255            0.00040        0.00590
       4479.757           -0.00890        0.00598
       4482.259            0.01320        0.00601
       4484.762            0.00920        0.00593
       4487.265           -0.00520        0.00586
       4489.769            0.00600        0.00596
       4492.272           -0.00500        0.00589
       4494.776           -0.00630        0.00589
       4497.280            0.00380        0.00607
       4499.785           -0.00260        0.00589
       4502.291            0.00190        0.00590
       4504.796            0.00290        0.00586
       4507.302            0.00190        0.00587
       4509.808            0.00920        0.00578
       4512.314            0.00610        0.00575
       4514.821           -0.00690        0.00578
       4517.329            0.00880        0.00607
       4519.836            0.00730        0.00624
       4522.345            0.00110        0.00630
       4524.853           -0.00270        0.00614
       4527.362            0.01510        0.00590
       4529.871            0.00520        0.00592
       4532.380           -0.00420        0.00560
       4534.890            0.00420        0.00564
       4537.400           -0.00420        0.00563
       4539.911            0.00990        0.00564
       4542.422            0.01220        0.00565
       4544.933            0.00090        0.00566
       4547.445            0.00300        0.00552
       4549.957            0.00400        0.00565
       4552.469            0.00580        0.00556
       4554.982            0.00300        0.00545
       4557.495           -0.00060        0.00554
       4560.008            0.00270        0.00554
       4562.522           -0.00330        0.00554
       4565.036           -0.00220        0.00554
       4567.551           -0.00100        0.00547
       4570.066            0.00620        0.00548
       4572.581           -0.00020        0.00557
       4575.097           -0.00600        0.00544
       4577.612            0.00180        0.00543
       4580.128            0.00740        0.00534
       4582.645           -0.00830        0.00538
       4585.162            0.01010        0.00541
       4587.679            0.00090        0.00528
       4590.197           -0.00130        0.00532
       4592.715            0.00080        0.00531
       4595.233            0.00740        0.00530
       4597.752           -0.00820        0.00530
       4600.271            0.00290        0.00519
       4602.791           -0.00270        0.00526
       4605.310           -0.00790        0.00529
       4607.831            0.00690        0.00530
       4610.351            0.00280        0.00521
       4612.872           -0.00310        0.00532
       4615.393           -0.00450        0.00528
       4617.914            0.00100        0.00530
       4620.436            0.00110        0.00528
       4622.958           -0.00340        0.00528
       4625.481           -0.00320        0.00530
       4628.003            0.00260        0.00522
       4630.527            0.01140        0.00519
       4633.050           -0.00050        0.00515
       4635.574            0.00140        0.00526
       4638.099            0.00090        0.00513
       4640.623           -0.00560        0.00512
       4643.148            0.00520        0.00516
       4645.673           -0.00530        0.00515
       4648.199            0.00910        0.00511
       4650.725            0.00520        0.00506
       4653.251           -0.00640        0.00509
       4655.778            0.01060        0.00515
       4658.305           -0.00680        0.00515
       4660.832            0.00110        0.00509
       4663.359           -0.00330        0.00516
       4665.887            0.00230        0.00507
       4668.416           -0.00120        0.00506
       4670.944           -0.00460        0.00507
       4673.473            0.00650        0.00498
       4676.002            0.00140        0.00505
       4678.532           -0.00050        0.00508
       4681.062            0.00000        0.00502
       4683.592           -0.00270        0.00499
       4686.123           -0.00650        0.00502
       4688.654           -0.00120        0.00502
       4691.186           -0.00290        0.00501
       4693.717            0.00510        0.00506
       4696.249            0.00200        0.00496
       4698.782            0.00850        0.00490
       4701.314            0.00500        0.00490
       4703.847            0.00150        0.00492
       4706.380           -0.00400        0.00489
       4708.914           -0.00360        0.00489
       4711.448            0.00430        0.00489
       4713.982           -0.00570        0.00492
       4716.517            0.00350        0.00499
       4719.052            0.00530        0.00493
       4721.587            0.00510        0.00491
       4724.123            0.00810        0.00494
       4726.659            0.00420        0.00495
       4729.195            0.00170        0.00487
       4731.732            0.00170        0.00481
       4734.269            0.00560        0.00488
       4736.806            0.00820        0.00480
       4739.344           -0.00620        0.00489
       4741.881            0.00240        0.00489
       4744.419            0.00430        0.00504
       4746.958           -0.00100        0.00485
       4749.497            0.00010        0.00483
       4752.036            0.00270        0.00483
       4754.576            0.00480        0.00484
       4757.116           -0.00230        0.00481
       4759.656            0.00980        0.00483
       4762.196            0.01120        0.00482
       4764.737            0.00630        0.00482
       4767.278           -0.00470        0.00479
       4769.820            0.00450        0.00481
       4772.362            0.00150        0.00482
       4774.904           -0.00430        0.00483
       4777.446           -0.00420        0.00476
       4779.989           -0.00370        0.00485
       4782.532            0.00580        0.00476
       4785.075            0.00300        0.00482
       4787.619           -0.00220        0.00474
       4790.163           -0.00320        0.00474
       4792.708            0.00570        0.00483
       4795.252            0.00070        0.00476
       4797.797            0.00220        0.00475
       4800.342           -0.00200        0.00474
       4802.888            0.00460        0.00486
       4805.434            0.00390        0.00478
       4807.980            0.00280        0.00475
       4810.527            0.00770        0.00479
       4813.074            0.00440        0.00477
       4815.621            0.00130        0.00478
       4818.168           -0.00370        0.00477
       4820.716            0.00480        0.00484
       4823.264            0.00180        0.00480
       4825.812            0.00840        0.00482
       4828.361            0.00220        0.00485
       4830.910            0.00660        0.00470
       4833.460            0.00330        0.00474
       4836.009           -0.00090        0.00474
       4838.560           -0.00110        0.00481
