@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.375
@SPECTRUM spectrum_04D4gz_598.dat
@SN-NAME 04D4gz
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -5.820
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.920            0.01800        0.01316
       4273.920           -0.00861        0.01099
       4288.920            0.00686        0.00908
       4303.920            0.01083        0.00779
       4318.920           -0.00261        0.00713
       4333.920            0.00539        0.00641
       4348.920            0.01453        0.00651
       4363.920            0.00167        0.00560
       4378.920            0.00558        0.00523
       4393.920            0.01058        0.00500
       4408.920            0.00660        0.00493
       4423.920            0.01486        0.00482
       4438.920            0.00467        0.00461
       4453.920            0.01251        0.00441
       4468.920            0.00473        0.00431
       4483.920            0.00866        0.00425
       4498.920            0.00340        0.00417
       4513.920           -0.00485        0.00415
       4528.920            0.01176        0.00408
       4543.920            0.01476        0.00406
       4558.920            0.01022        0.00396
       4573.920            0.01292        0.00389
       4588.920            0.01887        0.00382
       4603.920            0.00633        0.00414
       4618.920            0.00291        0.00375
       4633.920            0.01146        0.00369
       4648.920            0.00813        0.00362
       4663.920            0.00831        0.00365
       4678.920            0.01591        0.00361
       4693.920            0.01179        0.00354
       4708.920            0.01281        0.00349
       4723.920            0.01559        0.00382
       4738.920            0.01581        0.00345
       4753.920            0.00740        0.00342
       4768.920            0.01471        0.00338
       4783.920            0.01012        0.00339
       4798.920            0.01167        0.00339
       4813.920            0.01571        0.00340
       4828.920            0.01308        0.00374
       4843.920            0.01726        0.00336
       4858.920            0.00655        0.00320
       4873.920            0.02054        0.00321
       4888.920            0.01350        0.00324
       4903.920            0.01627        0.00353
       4918.920            0.01626        0.00316
       4933.920            0.01405        0.00316
       4948.920            0.00953        0.00319
       4963.920            0.01568        0.00317
       4978.920            0.01198        0.00338
       4993.920            0.01317        0.00307
       5008.920            0.01226        0.00303
       5023.920            0.01012        0.00299
       5038.920            0.01592        0.00298
       5053.920            0.01401        0.00326
       5068.920            0.01873        0.00295
       5083.920            0.00863        0.00296
       5098.920            0.00621        0.00295
       5113.920            0.00366        0.00320
       5128.920            0.01337        0.00293
       5143.920            0.01189        0.00294
       5158.920            0.01074        0.00291
       5173.920            0.01096        0.00311
       5188.920            0.00584        0.00292
       5203.920            0.00601        0.00306
       5218.920            0.00571        0.00291
       5233.920            0.00433        0.00319
       5248.920            0.00669        0.00291
       5263.920            0.00983        0.00284
       5278.920            0.00840        0.00286
       5293.920            0.01104        0.00316
       5308.920            0.00565        0.00289
       5323.920            0.01065        0.00288
       5338.920            0.01443        0.00286
       5353.920            0.01017        0.00313
       5368.920            0.01536        0.00283
       5383.920            0.01217        0.00282
       5398.920            0.01504        0.00304
       5413.920            0.01664        0.00279
       5428.920            0.02108        0.00279
       5443.920            0.02120        0.00282
       5458.920            0.01861        0.00309
       5473.920            0.01043        0.00281
       5488.920            0.01472        0.00282
       5503.920            0.01409        0.00309
       5518.920            0.01654        0.00283
       5533.920            0.01191        0.00285
       5548.920            0.00694        0.00318
       5563.920            0.01394        0.00315
       5578.920            0.02184        0.00674
       5593.920            0.01884        0.00322
       5608.920            0.01558        0.00290
       5623.920            0.01745        0.00288
       5638.920            0.00929        0.00314
       5653.920            0.01551        0.00285
       5668.920            0.01060        0.00288
       5683.920            0.00756        0.00318
       5698.920            0.01694        0.00292
       5713.920            0.01288        0.00292
       5728.920            0.01073        0.00322
       5743.920            0.01194        0.00289
       5758.920            0.01121        0.00288
       5773.920            0.00916        0.00317
       5788.920            0.00731        0.00288
       5803.920            0.00821        0.00291
       5818.920            0.01181        0.00320
       5833.920            0.00321        0.00292
       5848.920            0.01200        0.00291
       5863.920            0.00449        0.00345
       5878.920            0.00773        0.00346
       5893.920            0.01052        0.00483
       5908.920            0.00600        0.00360
       5923.920            0.00716        0.00324
       5938.920            0.00308        0.00347
       5953.920            0.01137        0.00316
       5968.920            0.00009        0.00313
       5983.920            0.00535        0.00332
       5998.920            0.00787        0.00298
       6013.920            0.00460        0.00289
       6028.920            0.00741        0.00319
       6043.920            0.00331        0.00284
       6058.920            0.00785        0.00307
       6073.920            0.00681        0.00279
       6088.920            0.00968        0.00277
       6103.920            0.00485        0.00306
       6118.920            0.00776        0.00275
       6133.920            0.00796        0.00305
       6148.920            0.01180        0.00279
       6163.920            0.00924        0.00276
       6178.920            0.00289        0.00306
       6193.920            0.00451        0.00274
       6208.920            0.00853        0.00279
       6223.920            0.01428        0.00314
       6238.920            0.00502        0.00353
       6253.920            0.00684        0.00334
       6268.920            0.00339        0.00302
       6283.920            0.00808        0.00312
       6298.920            0.01558        0.00632
       6313.920            0.01096        0.00330
       6328.920           -0.00103        0.00334
       6343.920            0.00678        0.00285
       6358.920            0.00781        0.00393
       6373.920            0.00609        0.00317
       6388.920            0.00467        0.00275
       6403.920            0.00350        0.00286
       6418.920            0.00615        0.00265
       6433.920            0.00312        0.00285
       6448.920            0.00847        0.00262
       6463.920            0.01001        0.00292
       6478.920            0.00466        0.00298
       6493.920            0.00242        0.00281
       6508.920            0.00131        0.00307
       6523.920            0.00471        0.00274
       6538.920           -0.00150        0.00311
       6553.920            0.00076        0.00292
       6568.920           -0.00192        0.00279
       6583.920            0.00105        0.00297
       6598.920            0.00377        0.00266
       6613.920            0.00643        0.00282
       6628.920            0.00410        0.00258
       6643.920            0.00162        0.00253
       6658.920            0.00469        0.00277
       6673.920            0.00034        0.00252
       6688.920            0.00061        0.00275
       6703.920            0.00624        0.00252
       6718.920            0.00433        0.00275
       6733.920            0.00054        0.00251
       6748.920            0.00589        0.00281
       6763.920            0.01073        0.00251
       6778.920            0.00145        0.00249
       6793.920            0.00803        0.00272
       6808.920            0.00375        0.00249
       6823.920            0.00825        0.00327
       6838.920            0.00379        0.00317
       6853.920            0.00777        0.00308
       6868.920            0.00493        0.00357
       6883.920            0.01034        0.00306
       6898.920            0.00488        0.00333
       6913.920            0.00126        0.00312
       6928.920            0.01037        0.00328
       6943.920            0.00447        0.00306
       6958.920            0.00005        0.00311
       6973.920            0.00333        0.00289
       6988.920            0.00587        0.00295
       7003.920            0.00991        0.00269
       7018.920            0.00763        0.00258
       7033.920            0.00352        0.00278
       7048.920            0.00349        0.00275
       7063.920            0.00423        0.00293
       7078.920            0.00020        0.00266
       7093.920            0.00474        0.00286
       7108.920            0.00907        0.00254
       7123.920            0.01239        0.00282
       7138.920            0.01401        0.00266
       7153.920            0.00546        0.00269
       7168.920           -0.00393        0.00309
       7183.920            0.00812        0.00294
       7198.920            0.01014        0.00315
       7213.920            0.00047        0.00271
       7228.920            0.00026        0.00332
       7243.920           -0.00128        0.00495
       7258.920            0.00781        0.00366
       7273.920            0.00822        0.00436
       7288.920            0.00498        0.00445
       7303.920            0.00794        0.00369
       7318.920            0.00860        0.00423
       7333.920            0.00421        0.00444
       7348.920            0.00624        0.00384
       7363.920            0.01361        0.00439
       7378.920            0.00089        0.00340
       7393.920            0.01035        0.00393
       7408.920            0.00807        0.00333
       7423.920            0.00372        0.00332
       7438.920            0.00326        0.00338
       7453.920            0.00511        0.00319
       7468.920            0.00270        0.00344
       7483.920            0.00004        0.00400
       7498.920           -0.00033        0.00300
       7513.920            0.00704        0.00328
       7528.920            0.00160        0.00423
       7543.920            0.00333        0.00302
       7558.920            0.00832        0.00350
       7573.920            0.00614        0.00367
       7588.920           -0.00237        0.00398
       7603.920            0.00201        0.00706
       7618.920            0.00054        0.00622
       7633.920            0.00030        0.00526
       7648.920            0.00993        0.00465
       7663.920            0.00181        0.00377
       7678.920            0.00012        0.00360
       7693.920            0.00391        0.00343
       7708.920           -0.00232        0.00478
       7723.920           -0.00068        0.00518
       7738.920            0.00587        0.00394
       7753.920           -0.00487        0.00599
       7768.920            0.00289        0.00404
       7783.920            0.01056        0.00476
       7798.920            0.00038        0.00473
       7813.920            0.00812        0.00522
       7828.920           -0.00067        0.00452
       7843.920            0.01164        0.00502
       7858.920            0.00913        0.00576
       7873.920            0.00478        0.00550
       7888.920            0.00310        0.00493
       7903.920           -0.00074        0.00481
       7918.920           -0.00072        0.00608
       7933.920           -0.00243        0.00451
       7948.920            0.00158        0.00458
       7963.920            0.00286        0.00529
       7978.920           -0.00156        0.00529
       7993.920            0.00250        0.00556
       8008.920            0.00227        0.00460
       8023.920           -0.00603        0.00521
       8038.920            0.00106        0.00436
       8053.920            0.00045        0.00427
       8068.920            0.00081        0.00456
       8083.920            0.00703        0.00376
       8098.920            0.00321        0.00448
       8113.920           -0.00001        0.00382
       8128.920           -0.00522        0.00426
