# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.10 '           / Python version                                 
# VERSNPY = '2.1.3   '           / Numpy version                                  
# VERSSCI = '1.14.1  '           / Scipy version                                  
# VERSAST = '7.0.0   '           / Astropy version                                
# VERSSKL = '1.5.2   '           / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-01'         / UTC date created                               
# RA      =   223.80666666666664                                                  
# DEC     =   3.6119250000000003                                                  
# TARGET  = 'GOTO25qk'                                                            
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60707.243704                                                  
# DATETIME= '2025-02-01T05:50:56.026' / Date and time of the observation in ISOT f
# AIRMASS =             1.193951                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250131_90_1_0_9.fits.gz'                                       
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-01T05:50:56.000'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250131/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0127-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4003.346  7.517e-15  3.689e-16
  4007.621  6.891e-15  3.398e-16
  4011.900  6.444e-15  3.269e-16
  4016.180  6.177e-15  3.143e-16
  4020.461  6.281e-15  3.158e-16
  4024.743  6.345e-15  3.201e-16
  4029.035  6.501e-15  3.214e-16
  4033.321  6.999e-15  3.348e-16
  4037.608  6.875e-15  3.422e-16
  4041.897  8.041e-15  3.642e-16
  4046.179  6.674e-15  3.562e-16
  4050.472  6.937e-15  3.588e-16
  4054.765  7.227e-15  3.640e-16
  4059.060  7.069e-15  3.549e-16
  4063.357  7.296e-15  3.492e-16
  4067.655  6.973e-15  3.330e-16
  4071.955  7.945e-15  3.337e-16
  4076.256  7.222e-15  3.133e-16
  4080.556  6.471e-15  2.888e-16
  4084.863  6.119e-15  2.779e-16
  4089.169  7.388e-15  2.862e-16
  4093.477  7.128e-15  2.771e-16
  4097.786  7.299e-15  2.758e-16
  4102.096  6.785e-15  2.614e-16
  4106.409  6.829e-15  2.587e-16
  4110.722  6.412e-15  2.513e-16
  4115.037  6.904e-15  2.561e-16
  4119.354  7.569e-15  2.616e-16
  4123.672  7.546e-15  2.563e-16
  4127.992  7.809e-15  2.556e-16
  4132.313  7.562e-15  2.500e-16
  4136.636  8.215e-15  2.508e-16
  4140.961  7.790e-15  2.433e-16
  4145.287  7.455e-15  2.350e-16
  4149.614  7.369e-15  2.305e-16
  4153.943  7.288e-15  2.282e-16
  4158.273  7.766e-15  2.288e-16
  4162.605  7.650e-15  2.252e-16
  4166.939  7.298e-15  2.171e-16
  4171.274  7.474e-15  2.151e-16
  4175.610  7.317e-15  2.104e-16
  4179.948  6.871e-15  2.024e-16
  4184.288  6.793e-15  1.992e-16
  4188.629  7.135e-15  2.013e-16
  4192.971  6.663e-15  1.943e-16
  4197.315  6.841e-15  1.929e-16
  4201.661  6.762e-15  1.926e-16
  4206.008  6.036e-15  1.797e-16
  4210.356  6.817e-15  1.876e-16
  4214.706  6.676e-15  1.838e-16
  4219.058  6.725e-15  1.823e-16
  4223.411  6.663e-15  1.796e-16
  4227.765  6.282e-15  1.746e-16
  4232.121  6.605e-15  1.765e-16
  4236.478  6.343e-15  1.727e-16
  4240.837  6.280e-15  1.706e-16
  4245.197  6.099e-15  1.679e-16
  4249.559  6.415e-15  1.708e-16
  4253.922  6.332e-15  1.694e-16
  4258.287  6.081e-15  1.647e-16
  4262.653  6.610e-15  1.692e-16
  4267.021  6.111e-15  1.628e-16
  4271.390  5.814e-15  1.595e-16
  4275.760  5.658e-15  1.562e-16
  4280.133  5.719e-15  1.561e-16
