@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.950
@SPECTRUM spectrum_04D1pd_682.dat
@SN-NAME 04D1pd
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.469
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.582            0.00000        0.55135
       4153.031            0.00000        0.67787
       4155.480            0.00000        0.58036
       4157.930            0.00000        0.64808
       4160.380            0.00000        0.56744
       4162.830            0.00000        0.58333
       4165.281            0.00000        0.91364
       4167.732            0.00000        0.54831
       4170.185            0.00000        0.68147
       4172.637            0.00000        0.75927
       4175.089            0.00000        0.62614
       4177.542            0.00000        0.60907
       4179.996            0.00000        0.83098
       4182.450            0.85420        1.00414
       4184.904           -0.23650        0.48621
       4187.359           -0.46290        0.47680
       4189.814            0.15760        0.31054
       4192.270           -0.18940        0.26433
       4194.726            0.03070        0.20790
       4197.183           -0.03070        0.17247
       4199.640           -0.08290        0.14328
       4202.097           -0.13280        0.14030
       4204.555            0.01100        0.11172
       4207.013           -0.02330        0.10017
       4209.471            0.01290        0.08616
       4211.930           -0.05580        0.07517
       4214.390           -0.00850        0.06654
       4216.850            0.11520        0.06507
       4219.310           -0.02560        0.05332
       4221.771           -0.06190        0.04856
       4224.231            0.00390        0.04094
       4226.693            0.02860        0.03949
       4229.155           -0.05290        0.03777
       4231.617            0.01580        0.03262
       4234.080            0.02560        0.03139
       4236.543            0.01210        0.02875
       4239.006           -0.02250        0.02654
       4241.470            0.05510        0.02563
       4243.935           -0.01120        0.02349
       4246.399            0.02650        0.02238
       4248.865            0.00230        0.02126
       4251.331           -0.00820        0.02026
       4253.796           -0.00590        0.01923
       4256.263           -0.00280        0.01804
       4258.729           -0.00860        0.01788
       4261.197           -0.00970        0.01698
       4263.665            0.02210        0.01610
       4266.132            0.00780        0.01566
       4268.601           -0.02140        0.01515
       4271.070           -0.00580        0.01431
       4273.539           -0.00330        0.01404
       4276.009            0.01860        0.01343
       4278.479            0.02560        0.01320
       4280.949           -0.00820        0.01277
       4283.420           -0.01730        0.01233
       4285.892           -0.01220        0.01190
       4288.363           -0.00090        0.01160
       4290.835            0.01100        0.01112
       4293.308            0.00610        0.01085
       4295.781            0.00670        0.01072
       4298.254           -0.01530        0.01032
       4300.728           -0.00420        0.01024
       4303.202            0.00750        0.00983
       4305.676           -0.01450        0.00982
       4308.151            0.00030        0.00958
       4310.626           -0.00290        0.00946
       4313.103           -0.00490        0.00949
       4315.579            0.00720        0.00934
       4318.055           -0.00900        0.00940
       4320.532            0.01130        0.00921
       4323.009           -0.00550        0.00883
       4325.487            0.00360        0.00848
       4327.965           -0.00630        0.00840
       4330.443            0.00450        0.00824
       4332.922           -0.00780        0.00808
       4335.402           -0.00010        0.00807
       4337.881            0.00280        0.00798
       4340.361           -0.00680        0.00780
       4342.842           -0.00180        0.00755
       4345.323           -0.00130        0.00755
       4347.804            0.00090        0.00743
       4350.286           -0.00570        0.00750
       4352.768           -0.00340        0.00740
       4355.250            0.00420        0.00732
       4357.733            0.00400        0.00730
       4360.216           -0.00320        0.00719
       4362.700           -0.00430        0.00708
       4365.184           -0.00610        0.00711
       4367.668            0.00000        0.00700
       4370.153           -0.00600        0.00699
       4372.638            0.00190        0.00690
       4375.124            0.00460        0.00682
       4377.609            0.00440        0.00669
       4380.096            0.00280        0.00667
       4382.583           -0.00280        0.00658
       4385.069            0.00090        0.00637
       4387.557            0.01060        0.00642
       4390.045           -0.00370        0.00639
       4392.533           -0.00170        0.00632
       4395.021            0.00210        0.00627
       4397.511            0.00230        0.00636
       4400.000           -0.00200        0.00636
       4402.490            0.01300        0.00634
       4404.980            0.00960        0.00649
       4407.471            0.00090        0.00656
       4409.961            0.00390        0.00658
       4412.453            0.00690        0.00655
       4414.944           -0.00260        0.00650
       4417.437            0.00410        0.00655
       4419.929            0.00750        0.00639
       4422.422            0.00060        0.00636
       4424.915           -0.00190        0.00635
       4427.409            0.00650        0.00626
       4429.902            0.00890        0.00617
       4432.397           -0.00060        0.00604
       4434.892            0.00810        0.00610
       4437.387           -0.00470        0.00591
       4439.882            0.00110        0.00592
       4442.378           -0.00270        0.00592
       4444.874           -0.00150        0.00591
       4447.371            0.00760        0.00576
       4449.868            0.00110        0.00564
       4452.365            0.00620        0.00568
       4454.863            0.00010        0.00561
       4457.361            0.00100        0.00547
       4459.859            0.00760        0.00544
       4462.358           -0.01790        0.00538
       4464.857            0.00800        0.00543
       4467.357            0.00270        0.00541
       4469.857            0.00130        0.00541
       4472.357           -0.00330        0.00538
       4474.858           -0.00630        0.00532
       4477.359            0.00360        0.00531
       4479.860            0.00120        0.00531
       4482.362            0.00450        0.00531
       4484.864            0.00540        0.00531
       4487.367            0.00470        0.00538
       4489.870            0.00050        0.00535
       4492.373           -0.00210        0.00523
       4494.876            0.00390        0.00530
       4497.381           -0.00300        0.00524
       4499.885           -0.00860        0.00530
       4502.390           -0.00070        0.00528
       4504.895            0.00810        0.00523
       4507.400            0.00040        0.00531
       4509.906            0.00240        0.00519
       4512.413            0.00870        0.00520
       4514.919            0.00580        0.00528
       4517.426           -0.00470        0.00528
       4519.933           -0.00230        0.00519
       4522.441            0.00300        0.00521
       4524.949            0.00420        0.00524
       4527.457           -0.00350        0.00526
       4529.966           -0.01120        0.00527
       4532.475            0.00640        0.00528
       4534.984            0.00300        0.00528
       4537.494           -0.00030        0.00533
       4540.004           -0.00500        0.00534
       4542.515           -0.00550        0.00526
       4545.026            0.00180        0.00524
       4547.537           -0.00070        0.00521
       4550.049           -0.00390        0.00521
       4552.561            0.00790        0.00514
       4555.073            0.00120        0.00510
       4557.585           -0.00550        0.00515
       4560.099           -0.00250        0.00511
       4562.612            0.00260        0.00507
       4565.126            0.00770        0.00500
       4567.640           -0.00110        0.00506
       4570.154           -0.00410        0.00498
       4572.669            0.00070        0.00495
       4575.185            0.00320        0.00500
       4577.700            0.00410        0.00496
       4580.216            0.00460        0.00501
       4582.732           -0.00600        0.00506
       4585.249           -0.00230        0.00507
       4587.766           -0.00100        0.00497
       4590.283            0.00210        0.00491
       4592.800            0.00710        0.00495
       4595.318           -0.00420        0.00484
       4597.837           -0.00450        0.00482
       4600.355            0.00790        0.00478
       4602.875           -0.00080        0.00477
       4605.394            0.00520        0.00480
       4607.914           -0.00380        0.00478
       4610.434            0.00510        0.00477
       4612.954           -0.00630        0.00479
       4615.475            0.01080        0.00475
       4617.996            0.00220        0.00469
       4620.517            0.00490        0.00474
       4623.039            0.00520        0.00467
       4625.561           -0.00080        0.00469
       4628.083            0.00160        0.00467
       4630.606            0.00370        0.00468
       4633.130           -0.00120        0.00460
       4635.653            0.00410        0.00463
       4638.177           -0.00430        0.00465
       4640.701            0.00080        0.00459
       4643.226           -0.00310        0.00457
       4645.751            0.00100        0.00455
       4648.276           -0.00510        0.00459
       4650.802            0.00510        0.00457
       4653.328            0.00460        0.00459
       4655.854            0.00020        0.00466
       4658.380           -0.00320        0.00466
       4660.907            0.00790        0.00474
       4663.435            0.00520        0.00471
       4665.962            0.00710        0.00469
       4668.490           -0.01140        0.00469
       4671.019           -0.00340        0.00463
       4673.547            0.00490        0.00463
       4676.076            0.00260        0.00465
       4678.605            0.00690        0.00465
       4681.135           -0.00190        0.00466
       4683.665            0.00290        0.00460
       4686.195           -0.00090        0.00462
       4688.726            0.00160        0.00459
       4691.257            0.00860        0.00456
       4693.788            0.00160        0.00457
       4696.320            0.00840        0.00455
       4698.852           -0.00080        0.00448
       4701.384           -0.00020        0.00448
       4703.917           -0.00250        0.00446
       4706.450            0.00150        0.00442
       4708.983            0.00120        0.00449
       4711.517           -0.00300        0.00445
       4714.051           -0.00440        0.00448
       4716.585            0.00370        0.00449
       4719.120            0.00200        0.00452
       4721.655           -0.00360        0.00444
       4724.190            0.00040        0.00445
       4726.726            0.00490        0.00439
       4729.261            0.00120        0.00442
       4731.798           -0.00100        0.00432
       4734.334           -0.00470        0.00433
       4736.871           -0.00050        0.00436
       4739.409            0.01060        0.00433
       4741.946           -0.00100        0.00433
       4744.484            0.00370        0.00438
       4747.022            0.00550        0.00435
       4749.561            0.00010        0.00433
       4752.100           -0.00560        0.00432
       4754.639            0.00810        0.00429
       4757.178            0.00620        0.00452
       4759.718            0.00230        0.00451
       4762.258            0.00230        0.00435
       4764.799            0.00120        0.00430
       4767.340            0.00440        0.00428
       4769.881            0.00310        0.00430
       4772.422            0.00410        0.00427
       4774.964           -0.00380        0.00429
       4777.506           -0.00210        0.00428
       4780.049           -0.00050        0.00431
       4782.591            0.00490        0.00432
       4785.135           -0.00350        0.00434
       4787.678            0.00110        0.00428
       4790.222            0.00030        0.00429
       4792.766            0.00240        0.00433
       4795.310            0.00730        0.00428
       4797.855            0.00410        0.00434
       4800.400            0.00530        0.00428
       4802.945            0.00460        0.00426
       4805.491           -0.00470        0.00427
       4808.037            0.00230        0.00428
       4810.583            0.00690        0.00428
       4813.129           -0.00280        0.00433
       4815.676            0.00090        0.00438
       4818.224            0.00500        0.00449
       4820.771            0.00240        0.00448
       4823.319           -0.00430        0.00446
       4825.867           -0.00130        0.00449
       4828.416           -0.00220        0.00450
       4830.964           -0.00560        0.00441
       4833.513           -0.00130        0.00447
       4836.062            0.00050        0.00448
       4838.612            0.00550        0.00444
       4841.163           -0.00300        0.00444
