# Wavelength(angstroms) flux flux_err
3465.58251953125 9.096352465617344e-16 1.2758671996034314e-16 
3467.052785754204 -1.6504483299364345e-16 1.3358141035607824e-16 
3468.5230519771576 -4.634496831067765e-16 1.3606448744095422e-16 
3469.9933182001114 -1.4116328167629029e-16 1.406469886251592e-16 
3471.463584423065 6.423544235721135e-16 1.4631306994202902e-16 
3472.933850646019 -1.7877223274865087e-16 4.933258057058566e-16 
3474.404116868973 7.330499470037757e-16 1.559435698545144e-16 
3475.8743830919266 3.6267194635628114e-17 1.6246621323929514e-16 
3477.3446493148804 1.4363502969549674e-16 1.6758548184915312e-16 
3478.814915537834 6.267814581390472e-16 1.7388666582289627e-16 
3480.285181760788 6.220656551447681e-16 1.8052803940408043e-16 
3481.7554479837418 -5.06815228907355e-16 4.92108301723297e-16 
3483.2257142066956 2.1367458268228894e-16 1.9663638259937068e-16 
3484.6959804296494 -2.426496078092782e-16 2.0262965686189708e-16 
3486.166246652603 -5.888297763604038e-16 2.1488864559350036e-16 
3487.636512875557 -1.694475117301243e-16 2.227856264049808e-16 
3489.1067790985107 4.712379922381022e-16 2.3215778126855363e-16 
3490.5770453214645 1.0112112258382332e-15 2.374328377662574e-16 
3492.0473115444183 -2.2522439307880355e-16 2.4908658175237808e-16 
3493.517577767372 -5.0122433499944375e-16 2.5698561397177765e-16 
3494.987843990326 1.0880690764130673e-16 2.6719389623340887e-16 
3496.4581102132797 3.648257460003569e-16 2.776126397126532e-16 
3497.9283764362335 4.693629259906772e-16 2.9371476250973703e-16 
3499.3986426591873 3.2217581069131037e-16 2.987450264856843e-16 
3500.868908882141 6.608096303664494e-16 3.0925024673488736e-16 
3502.339175105095 -4.604752210333747e-16 3.3646875052239784e-16 
3503.8094413280487 -1.1415085835786881e-16 3.2950089867960636e-16 
3505.2797075510025 -1.06993030259898e-15 3.389464807117943e-16 
3506.7499737739563 -1.577123731717284e-16 4.06373929673042e-16 
3508.22023999691 -1.3932031797756622e-15 3.557205653338468e-16 
3509.690506219864 2.12527541253029e-16 3.627773026965408e-16 
3511.1607724428177 -6.205266492191662e-16 4.075090332317016e-16 
3512.6310386657715 -7.042109633090493e-16 4.482474534068116e-16 
3514.1013048887253 3.2123338065837156e-16 3.775001382181394e-16 
3515.571571111679 6.63491971952167e-16 4.1990194581319965e-16 
3517.041837334633 1.3825074829924454e-15 3.8173874402575914e-16 
3518.5121035575867 1.234846241000853e-15 4.0110326715875214e-16 
3519.9823697805405 1.41999387898525e-15 3.819671252841626e-16 
3521.4526360034943 5.263661786980827e-16 3.9690426014141655e-16 
3522.922902226448 -9.49407149204468e-16 3.79034379583413e-16 
3524.393168449402 -5.497519775132757e-17 3.766889188826862e-16 
3525.8634346723557 -8.163861834918965e-16 4.513118597913e-16 
3527.3337008953094 5.378212934580723e-16 3.880615538094369e-16 
3528.8039671182632 -3.8265623952631316e-16 4.2475811804870657e-16 
3530.274233341217 2.284078764138082e-15 4.1342992588190716e-16 
3531.744499564171 8.71789496841057e-16 4.202350415197074e-16 
3533.2147657871246 -1.1458063493437177e-16 3.5910308552958845e-16 
3534.6850320100784 1.737328764034104e-16 3.901038031848262e-16 
3536.155298233032 1.0994482361404898e-15 3.5329212187406873e-16 
3537.625564455986 2.879760190008826e-15 3.715486465027143e-16 
3539.09583067894 -8.472832984297732e-16 3.8584463035845596e-16 
3540.5660969018936 2.959975692421466e-16 3.4470540478061707e-16 
3542.0363631248474 -1.5065428585027472e-16 3.8654216199051987e-16 
3543.506629347801 -3.0725357831997216e-16 3.390688240331133e-16 
3544.976895570755 2.3674198181260903e-15 3.787630908122752e-16 
3546.447161793709 2.3150573001180135e-15 3.3350000592138993e-16 
3547.9174280166626 9.20314214444243e-16 3.600025021706745e-16 
3549.3876942396164 -6.535407112504682e-17 3.2800342383819956e-16 
3550.85796046257 -1.9381270562546986e-16 3.4763290946500554e-16 
3552.328226685524 -7.039444655680194e-16 3.606246743402124e-16 
3553.798492908478 -3.5203827488411595e-16 3.1989038345072026e-16 
3555.2687591314316 2.292016098128565e-15 3.58022933233382e-16 
3556.7390253543854 1.393541119451837e-16 3.145451290975128e-16 
3558.209291577339 3.227256144834172e-16 3.1166622292847304e-16 
3559.679557800293 6.462337285914198e-17 3.0850149607929416e-16 
3561.1498240232468 -3.2347359751540197e-16 3.7083674178032665e-16 
3562.6200902462006 2.0122679824767655e-16 3.011062896448333e-16 
3564.090356469155 -9.307992779562793e-17 3.108870320263379e-16 
3565.5606226921086 8.919686803808514e-16 2.920080705303584e-16 
3567.0308889150624 1.579354869439911e-15 3.089916369881788e-16 
3568.501155138016 2.844280785644981e-16 2.80997806886355e-16 
3569.97142136097 1.1255176867954906e-15 2.747675619219444e-16 
3571.441687583924 -2.9123652939452816e-16 2.8011114867903695e-16 
3572.9119538068776 9.291551208312097e-16 2.7062877365320267e-16 
3574.3822200298314 3.661594787851476e-16 2.79725166352885e-16 
3575.852486252785 1.7390766959301022e-16 2.4569355305413456e-16 
3577.322752475739 -5.248584600519701e-16 2.376562691758753e-16 
3578.793018698693 -4.3969392941698045e-16 2.3734964324896926e-16 
3580.2632849216466 1.785715388797108e-16 2.211239859904843e-16 
3581.7335511446004 1.0705903530231278e-15 2.2305929745628276e-16 
3583.203817367554 5.647976517017864e-16 2.044519423687963e-16 
3584.674083590508 3.3284654647236284e-16 1.9622133645521607e-16 
3586.1443498134618 -4.687705852627505e-16 1.9157825918039262e-16 
3587.6146160364156 -6.306636748341097e-17 1.8383669567984353e-16 
3589.0848822593694 -4.783142527176137e-18 1.725348144739682e-16 
3590.555148482323 -2.5024915101609685e-17 1.6509143304063224e-16 
3592.025414705277 2.4766160763730033e-16 1.6048844424701556e-16 
3593.4956809282307 3.3488728707031486e-16 1.510173453472916e-16 
3594.9659471511845 6.138868638247582e-17 1.4440678258956382e-16 
3596.4362133741383 7.088935202601487e-16 1.3808798297749574e-16 
