# SNID ztf24aagxdol
# OBSERVER='Rich/Caceres/Wise/Hinds'
# RA 119.95666666666665
# OBS_DATE 2024-04-03 06:16:11.62
# DEC 8.448555555555556
# INSTRUMENT KAST
#wavelength flux flux_err
3585.97305585 0.17722188 0.04666592
3586.99745143 0.17009720 0.04900673
3588.02184700 0.04986389 0.04563230
3589.04624257 0.03516287 0.04423315
3590.07063814 0.16232067 0.05390609
3591.09503372 0.17687610 0.05342787
3592.11942929 0.11437555 0.04963849
3593.14382486 0.09937108 0.04984463
3594.16822043 0.18025689 0.05640124
3595.19261601 0.14617433 0.05243869
3596.21701158 0.19703653 0.04813901
3597.24140715 0.14705947 0.04549844
3598.26580272 0.18126862 0.05405545
3599.29019830 0.15846121 0.05071333
3600.31459387 0.23863028 0.05561716
3601.33898944 0.28027585 0.05831394
3602.36338501 0.16016708 0.05367161
3603.38778059 0.15861613 0.05166954
3604.41217616 0.09205844 0.04702695
3605.43657173 0.03588349 0.04301393
3606.46096730 0.05878838 0.04371301
3607.48536288 0.09008144 0.04371234
3608.50975845 0.17614874 0.04739076
3609.53415402 0.07552442 0.04456173
3610.55854959 0.17050822 0.04943271
3611.58294517 0.10294230 0.04876605
3612.60734074 0.21975093 0.05595750
3613.63173631 0.10238872 0.05267562
3614.65613188 0.08666308 0.05249253
3615.68052746 0.14744481 0.05722885
3616.70492303 0.07916562 0.05573501
3617.72931860 0.20883630 0.05787510
3618.75371417 0.08553775 0.05220279
3619.77810975 0.15239254 0.05729987
3620.80250532 0.19216953 0.05828889
3621.82690089 0.18045126 0.05717423
3622.85129646 0.13577399 0.05685953
3623.87569204 -0.01515662 0.05430676
3624.90008761 -0.06393860 0.06225648
3625.92448318 0.21295767 0.05628607
3626.94887875 0.09673163 0.05000860
3627.97327433 0.08104754 0.05209833
3628.99766990 0.08665927 0.05343227
3630.02206547 0.20065972 0.06170628
3631.04646104 0.30796614 0.06759031
3632.07085662 0.14216812 0.05970920
3633.09525219 0.07766013 0.05649552
3634.11964776 0.16813709 0.06008551
3635.14404333 0.25881365 0.06392870
3636.16843891 0.12993771 0.05760463
3637.19283448 0.13788423 0.05716729
3638.21723005 0.13995226 0.05584791
3639.24162562 0.21653438 0.06013699
3640.26602120 0.12897468 0.06373724
3641.29041677 0.21084251 0.06298644
3642.31481234 0.24931203 0.06291495
3643.33920791 0.23516205 0.06069571
3644.36360349 0.14823103 0.05777841
3645.38799906 0.21568903 0.06101637
3646.41239463 0.29920909 0.06571882
3647.43679020 0.26635996 0.07130478
3648.46118578 0.17212558 0.08057697
3649.48558135 0.17467391 0.08653246
3650.50997692 0.24221498 0.08495392
3651.53437249 0.16351351 0.07091682
3652.55876807 0.09638501 0.06552817
3653.58316364 0.17088360 0.07009631
3654.60755921 0.15705170 0.06773777
3655.63195478 0.09810705 0.06012016
3656.65635036 0.10956023 0.05511249
3657.68074593 0.18831621 0.05826849
3658.70514150 0.15499212 0.05672078
3659.72953707 0.01088874 0.05159393
3660.75393265 0.12848316 0.06085897
3661.77832822 0.11101111 0.06321929
3662.80272379 -0.01554932 0.06087999
3663.82711936 0.13305573 0.06027676
3664.85151494 0.25235662 0.05795583
3665.87591051 0.18208890 0.05135831
3666.90030608 0.18545341 0.04953392
3667.92470165 0.15646741 0.04928505
3668.94909723 0.15663384 0.04886281
3669.97349280 0.10011467 0.04619053
3670.99788837 0.18958534 0.05059505
3672.02228394 0.23101918 0.05202438
3673.04667951 0.14116006 0.04748677
3674.07107509 0.12765275 0.04407184
3675.09547066 0.10964148 0.04420084
3676.11986623 0.13954967 0.04432881
3677.14426180 0.11955659 0.05238356
3678.16865738 0.20985024 0.05357671
3679.19305295 0.18737091 0.04836239
3680.21744852 0.11992218 0.04188864
3681.24184409 0.24075255 0.04673406
3682.26623967 0.17414796 0.04428523
3683.29063524 0.16295296 0.04467243
3684.31503081 0.19380555 0.04667713
3685.33942638 0.19950867 0.04694939
3686.36382196 0.14130859 0.04053570
3687.38821753 0.19448338 0.04256067
3688.41261310 0.15336868 0.04212431
3689.43700867 0.16623114 0.04468859
3690.46140425 0.11182208 0.04294525
3691.48579982 0.23568755 0.04718811
3692.51019539 0.27898312 0.04851381
3693.53459096 0.18736532 0.04454409
3694.55898654 0.12114781 0.03877729
3695.58338211 0.12880038 0.03942162
3696.60777768 0.21119335 0.04830507
3697.63217325 0.15362820 0.04709430
3698.65656883 0.12897018 0.04650123
3699.68096440 0.15806893 0.04759073
3700.70535997 0.17967962 0.04864640
3701.72975554 0.16312669 0.04662721
3702.75415112 0.16895983 0.04577750
3703.77854669 0.12549534 0.04408203
3704.80294226 0.09962688 0.04292765
3705.82733783 0.08142639 0.03961920
3706.85173341 0.14580430 0.04216649
3707.87612898 0.21515150 0.04487959
3708.90052455 0.22647043 0.04428167
3709.92492012 0.19647348 0.04391223
3710.94931570 0.21307555 0.04465291
3711.97371127 0.26289487 0.04623714
3712.99810684 0.20151328 0.04332978
3714.02250241 0.17241295 0.04120479
3715.04689799 0.17047785 0.04077521
3716.07129356 0.16118203 0.03655795
3717.09568913 0.15439877 0.03880843
3718.12008470 0.20167172 0.04038050
3719.14448028 0.19374706 0.03926992
3720.16887585 0.13184489 0.03487088
3721.19327142 0.08647709 0.03273293
3722.21766699 0.17853595 0.03647818
3723.24206257 0.13854168 0.03394354
3724.26645814 0.18436670 0.03788723
3725.29085371 0.13262600 0.03659822
3726.31524928 0.09882310 0.03467329
3727.33964486 0.19303958 0.03877306
3728.36404043 0.17660522 0.03832629
3729.38843600 0.13690221 0.03594159
3730.41283157 0.18754390 0.04083718
3731.43722715 0.19358429 0.04226152
3732.46162272 0.18281905 0.04227944
3733.48601829 0.13893071 0.03876402
3734.51041386 0.17111094 0.03989417
3735.53480944 0.21148522 0.04188887
3736.55920501 0.31383815 0.04731812
3737.58360058 0.21828999 0.04402780
3738.60799615 0.16761532 0.04144360
3739.63239173 0.16690187 0.04313589
3740.65678730 0.22361764 0.04472052
3741.68118287 0.16089295 0.04075690
3742.70557844 0.21342354 0.04073253
3743.72997402 0.27747259 0.04321595
3744.75436959 0.18721040 0.03966461
3745.77876516 0.23253576 0.04122721
3746.80316073 0.24211878 0.04110449
3747.82755631 0.21933104 0.03975642
3748.85195188 0.24591994 0.04026549
3749.87634745 0.22317147 0.04039704
3750.90074302 0.24888724 0.04068322
3751.92513860 0.25278100 0.04033821
3752.94953417 0.20154318 0.03915215
3753.97392974 0.21190086 0.03906789
3754.99832531 0.22037201 0.04011747
3756.02272089 0.23816247 0.03937868
3757.04711646 0.25569761 0.03994545
3758.07151203 0.25953385 0.04068790
3759.09590760 0.20131887 0.03661319
3760.12030318 0.14951666 0.03381322
3761.14469875 0.19451740 0.03588501
3762.16909432 0.22839665 0.03751237
3763.19348989 0.20329757 0.03668134
3764.21788546 0.31237409 0.04044993
3765.24228104 0.28241247 0.03964021
3766.26667661 0.22114061 0.03613174
3767.29107218 0.23311272 0.03637278
3768.31546775 0.27832434 0.03820407
3769.33986333 0.28688911 0.03982108
3770.36425890 0.18313549 0.03625008
3771.38865447 0.21729881 0.03841933
3772.41305004 0.29706672 0.04142503
3773.43744562 0.26162574 0.03953538
3774.46184119 0.25818858 0.03883545
3775.48623676 0.26200399 0.04030484
3776.51063233 0.26765558 0.03911547
3777.53502791 0.36441579 0.04229207
3778.55942348 0.29363239 0.03955388
3779.58381905 0.23442803 0.03742195
3780.60821462 0.24542576 0.03793345
3781.63261020 0.23604147 0.03726156
3782.65700577 0.27316928 0.03834463
3783.68140134 0.24071911 0.03868847
3784.70579691 0.25345153 0.03884235
3785.73019249 0.25840774 0.03843312
3786.75458806 0.30614039 0.03971520
3787.77898363 0.27531689 0.03836738
3788.80337920 0.34298435 0.04149949
3789.82777478 0.30024195 0.04073366
3790.85217035 0.34018779 0.04269269
3791.87656592 0.28696117 0.04012094
3792.90096149 0.28579843 0.03927026
