@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.550
@SPECTRUM spectrum_04D4bq_558.dat
@SN-NAME 04D4bq
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.550
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.847            0.00000        1.59251
       4153.322            0.00000        1.22488
       4155.798            0.00000        1.33657
       4158.274            0.00000        1.09761
       4160.751            0.00000        2.17507
       4163.228            0.00000        1.22456
       4165.706            0.00000        2.50286
       4168.184            0.00000        1.36537
       4170.662            0.00000        1.13775
       4173.141            0.00000        1.85620
       4175.620            0.00000        1.26058
       4178.100            0.00000        1.07697
       4180.580            0.00000        1.31899
       4183.060            0.02180        1.02856
       4185.541           -0.10610        0.84365
       4188.022           -0.36570        0.72530
       4190.504            0.92090        0.75911
       4192.986            0.56980        0.54903
       4195.468            0.37780        0.42734
       4197.952           -0.10660        0.34909
       4200.435            0.10270        0.30133
       4202.918           -0.02090        0.25539
       4205.403            0.13510        0.22694
       4207.887            0.12680        0.20423
       4210.372            0.08200        0.17006
       4212.858           -0.09100        0.14681
       4215.344            0.15850        0.13521
       4217.830            0.10250        0.12113
       4220.316           -0.00630        0.10571
       4222.804            0.11940        0.09816
       4225.291           -0.04450        0.08631
       4227.779            0.05170        0.07764
       4230.267           -0.00090        0.06821
       4232.756           -0.00260        0.06853
       4235.245            0.01440        0.06107
       4237.735            0.06320        0.05886
       4240.225            0.00430        0.05233
       4242.715           -0.02470        0.05142
       4245.206            0.06030        0.04851
       4247.697           -0.05770        0.04533
       4250.188            0.06700        0.04234
       4252.680           -0.00960        0.03949
       4255.173            0.00770        0.03909
       4257.666            0.00340        0.03699
       4260.159            0.01290        0.03539
       4262.652            0.00820        0.03410
       4265.146            0.01380        0.03229
       4267.641           -0.00320        0.03143
       4270.135            0.04560        0.03041
       4272.630           -0.01490        0.02937
       4275.126           -0.00660        0.02763
       4277.622            0.04520        0.02699
       4280.119            0.02820        0.02682
       4282.615            0.05680        0.02582
       4285.112            0.04860        0.02499
       4287.610           -0.00440        0.02386
       4290.108           -0.05460        0.02365
       4292.606           -0.01060        0.02214
       4295.105            0.01300        0.02174
       4297.604           -0.00020        0.02128
       4300.104            0.01290        0.02073
       4302.604           -0.00270        0.02020
       4305.104            0.04530        0.02008
       4307.605           -0.00730        0.01919
       4310.106            0.01490        0.01976
       4312.607           -0.00310        0.01928
       4315.109           -0.01710        0.01898
       4317.612           -0.01060        0.01911
       4320.115           -0.00500        0.01863
       4322.618            0.02170        0.01853
       4325.121           -0.01230        0.01769
       4327.625            0.01340        0.01759
       4330.129            0.01960        0.01745
       4332.634           -0.00560        0.01707
       4335.139           -0.03540        0.01663
       4337.645            0.01470        0.01643
       4340.150            0.00830        0.01629
       4342.656            0.00630        0.01580
       4345.163            0.01490        0.01600
       4347.670            0.00190        0.01610
       4350.177           -0.01960        0.01550
       4352.685            0.01670        0.01545
       4355.193           -0.03700        0.01519
       4357.702            0.00830        0.01501
       4360.210            0.00480        0.01453
       4362.720           -0.01050        0.01462
       4365.229            0.00760        0.01452
       4367.739            0.00620        0.01443
       4370.250           -0.00790        0.01438
       4372.761            0.01140        0.01414
       4375.272           -0.00790        0.01388
       4377.784           -0.00150        0.01356
       4380.295           -0.00920        0.01337
       4382.808            0.01040        0.01324
       4385.320            0.02700        0.01347
       4387.833            0.01750        0.01288
       4390.347            0.00600        0.01329
       4392.861            0.00410        0.01302
       4395.375            0.00390        0.01302
       4397.890            0.03050        0.01318
       4400.404            0.00690        0.01300
       4402.920            0.00440        0.01282
       4405.436            0.00990        0.01312
       4407.952           -0.01070        0.01298
       4410.468           -0.00540        0.01299
       4412.985           -0.01610        0.01299
       4415.502           -0.00310        0.01298
       4418.020           -0.01530        0.01303
       4420.538            0.01990        0.01300
       4423.056            0.02820        0.01291
       4425.575           -0.01850        0.01255
       4428.094            0.01190        0.01255
       4430.613            0.00250        0.01253
       4433.133            0.00310        0.01235
       4435.653           -0.00460        0.01219
       4438.174           -0.00860        0.01206
       4440.694           -0.00970        0.01212
       4443.216            0.02610        0.01207
       4445.737            0.02890        0.01196
       4448.259           -0.01980        0.01184
       4450.782            0.00160        0.01176
       4453.305            0.03760        0.01167
       4455.828            0.00390        0.01171
       4458.351            0.00330        0.01131
       4460.875           -0.00300        0.01145
       4463.399            0.01400        0.01147
       4465.924            0.00410        0.01147
       4468.449           -0.00850        0.01143
       4470.974           -0.01040        0.01150
       4473.500            0.00020        0.01134
       4476.025           -0.00270        0.01140
       4478.552            0.01700        0.01133
       4481.079           -0.00070        0.01122
       4483.606           -0.00180        0.01126
       4486.133            0.00070        0.01123
       4488.661            0.00990        0.01099
       4491.189           -0.00590        0.01120
       4493.718            0.01230        0.01110
       4496.247            0.00110        0.01117
       4498.776           -0.00060        0.01106
       4501.305            0.01380        0.01107
       4503.835           -0.01470        0.01123
       4506.366            0.00090        0.01112
       4508.896            0.00590        0.01106
       4511.427           -0.01390        0.01113
       4513.958            0.00090        0.01094
       4516.490            0.00590        0.01091
       4519.022            0.00880        0.01080
       4521.555            0.01000        0.01093
       4524.087           -0.01220        0.01084
       4526.621            0.03220        0.01089
       4529.154            0.00600        0.01072
       4531.688           -0.00180        0.01081
       4534.222            0.00700        0.01079
       4536.757            0.00980        0.01102
       4539.292           -0.01460        0.01089
       4541.827            0.02020        0.01098
       4544.362           -0.00210        0.01081
       4546.898            0.00230        0.01088
       4549.435           -0.00280        0.01065
       4551.971            0.00700        0.01078
       4554.508            0.00310        0.01060
       4557.045           -0.00030        0.01056
       4559.583            0.01180        0.01059
       4562.121            0.02290        0.01051
       4564.659           -0.01050        0.01050
       4567.198            0.00900        0.01045
       4569.737           -0.00370        0.01054
       4572.276            0.00550        0.01038
       4574.816           -0.01200        0.01039
       4577.356            0.01990        0.01024
       4579.896            0.00420        0.01025
       4582.438           -0.00320        0.01025
       4584.979            0.00660        0.01027
       4587.520           -0.00390        0.01022
       4590.062           -0.00190        0.01016
       4592.604           -0.00960        0.01014
       4595.146           -0.01790        0.01013
       4597.689            0.00790        0.01008
       4600.232           -0.01450        0.01010
       4602.775            0.00470        0.00990
       4605.319            0.00790        0.01016
       4607.863            0.00430        0.00985
       4610.408            0.01380        0.00986
       4612.953            0.01840        0.01001
       4615.498            0.00130        0.00996
       4618.043            0.00090        0.00998
       4620.589            0.00030        0.01000
       4623.135            0.00120        0.00994
       4625.682            0.01280        0.00996
       4628.229           -0.00730        0.01001
       4630.776           -0.00500        0.00996
       4633.323            0.00200        0.00990
       4635.871           -0.00990        0.00979
       4638.419            0.01160        0.00973
       4640.968            0.01930        0.00962
       4643.517            0.01250        0.00975
       4646.065           -0.00540        0.00951
       4648.615            0.00090        0.00952
       4651.165            0.00990        0.00956
       4653.715            0.01620        0.00965
       4656.266            0.01850        0.00968
       4658.816            0.01760        0.00995
       4661.367           -0.00340        0.00967
       4663.919            0.00290        0.00972
       4666.471            0.01830        0.00969
       4669.022           -0.01390        0.00968
       4671.575            0.00610        0.00954
       4674.128            0.00220        0.00962
       4676.681            0.00040        0.00958
       4679.234            0.01470        0.00959
       4681.788            0.01130        0.00964
       4684.342            0.00300        0.00954
       4686.896            0.01910        0.00948
       4689.451            0.00060        0.00954
       4692.006           -0.00150        0.00945
       4694.561           -0.00150        0.00959
       4697.117            0.00750        0.00929
       4699.673           -0.01610        0.00934
       4702.229            0.02530        0.00921
       4704.786            0.01000        0.00926
       4707.343           -0.00360        0.00919
       4709.900            0.00730        0.00928
       4712.458            0.01210        0.00932
       4715.015            0.02790        0.00921
       4717.573            0.00380        0.00923
       4720.132            0.00090        0.00941
       4722.691            0.00810        0.00921
       4725.250            0.02440        0.00923
       4727.809            0.00080        0.00930
       4730.369            0.01380        0.00921
       4732.929           -0.00930        0.00934
       4735.490           -0.00720        0.00931
       4738.050           -0.00360        0.00923
       4740.611            0.00400        0.00924
       4743.173            0.00200        0.00911
       4745.734            0.00360        0.00918
       4748.296           -0.00540        0.00908
       4750.858           -0.00170        0.00906
       4753.421            0.00820        0.00902
       4755.984            0.00050        0.00929
       4758.547            0.02230        0.00906
       4761.111            0.00360        0.00886
       4763.675           -0.00990        0.00898
       4766.239            0.01230        0.00884
       4768.803            0.00330        0.00901
       4771.368            0.00600        0.00895
       4773.933            0.00650        0.00893
       4776.499           -0.00120        0.00901
       4779.064            0.01130        0.00908
       4781.630           -0.00940        0.00900
       4784.196           -0.00760        0.00906
       4786.763           -0.01330        0.00892
       4789.330           -0.00980        0.00902
       4791.897            0.00840        0.00896
       4794.464            0.00460        0.00910
       4797.032           -0.00310        0.00904
       4799.601           -0.00540        0.00902
       4802.169           -0.00600        0.00895
       4804.737            0.01010        0.00902
       4807.307            0.02210        0.00895
       4809.876           -0.00410        0.00901
       4812.445           -0.00930        0.00908
       4815.016            0.01530        0.00907
       4817.585           -0.00660        0.00909
       4820.156            0.00850        0.00910
       4822.727            0.00820        0.00914
       4825.298            0.00950        0.00919
       4827.870            0.00460        0.00919
       4830.441            0.01330        0.00904
       4833.013            0.00890        0.00902
       4835.585            0.00850        0.00895
       4838.158            0.01740        0.00912
       4840.731           -0.00990        0.00907
       4843.304            0.00690        0.00895
       4845.878           -0.01340        0.00897
       4848.452            0.00390        0.00892
       4851.026           -0.00350        0.00880
