@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.348
@SPECTRUM spectrum_05D2ie_829.dat
@SN-NAME 05D2ie
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -8.900
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.687            0.00000        1.27697
       4153.162            0.00000        1.05447
       4155.638            0.00000        1.67940
       4158.114            0.00000        0.94631
       4160.590            0.00000        0.91602
       4163.067            0.00000        0.87515
       4165.545            0.00000        1.23396
       4168.023            0.00000        0.77833
       4170.501            0.00000        1.08794
       4172.980            0.00000        0.79180
       4175.459            0.00000        0.86331
       4177.939            0.00000        0.75284
       4180.419            0.00000        1.09798
       4182.900           -0.40510        0.82513
       4185.381           -0.05750        0.62466
       4187.862           -0.07130        0.51236
       4190.344            0.24920        0.44409
       4192.826           -0.25720        0.36435
       4195.308           -0.08820        0.30208
       4197.792           -0.18550        0.24673
       4200.275            0.15370        0.22742
       4202.759           -0.04700        0.18301
       4205.243            0.14090        0.17058
       4207.728           -0.03680        0.13773
       4210.212            0.09760        0.12498
       4212.698            0.03090        0.10553
       4215.184           -0.10420        0.09833
       4217.670            0.02140        0.08470
       4220.157            0.09390        0.07819
       4222.644           -0.08540        0.06821
       4225.131           -0.11910        0.06589
       4227.619           -0.10720        0.05867
       4230.108            0.01630        0.05010
       4232.597           -0.05120        0.04634
       4235.085           -0.00920        0.04289
       4237.575            0.02770        0.03902
       4240.065           -0.01060        0.03749
       4242.556            0.02220        0.03547
       4245.046            0.06900        0.03377
       4247.538            0.03790        0.03141
       4250.029           -0.00910        0.02899
       4252.521            0.02840        0.02883
       4255.014           -0.00130        0.02804
       4257.506            0.01630        0.02628
       4260.000            0.01960        0.02468
       4262.493            0.02470        0.02449
       4264.987            0.01030        0.02287
       4267.482           -0.02130        0.02290
       4269.977            0.04500        0.02210
       4272.472            0.00970        0.02092
       4274.967            0.01550        0.01974
       4277.463            0.05840        0.01966
       4279.960            0.00380        0.01804
       4282.457           -0.03060        0.01813
       4284.954            0.02150        0.01740
       4287.452            0.01950        0.01744
       4289.950            0.03820        0.01657
       4292.448            0.02450        0.01596
       4294.947            0.03130        0.01581
       4297.446            0.02810        0.01518
       4299.946            0.03550        0.01467
       4302.446            0.00300        0.01437
       4304.946            0.02480        0.01395
       4307.447            0.02160        0.01361
       4309.948            0.00940        0.01332
       4312.450            0.01150        0.01348
       4314.952            0.02200        0.01337
       4317.454            0.00990        0.01315
       4319.957            0.01670        0.01283
       4322.460            0.00900        0.01264
       4324.963            0.01790        0.01241
       4327.467            0.03630        0.01218
       4329.972           -0.00710        0.01201
       4332.477            0.01370        0.01173
       4334.981            0.02730        0.01170
       4337.487            0.01830        0.01152
       4339.993            0.05420        0.01144
       4342.499            0.03840        0.01128
       4345.006            0.01580        0.01092
       4347.513            0.02340        0.01077
       4350.021            0.01150        0.01082
       4352.528            0.00180        0.01087
       4355.036            0.01670        0.01072
       4357.545            0.02690        0.01047
       4360.054            0.03250        0.01030
       4362.563            0.01110        0.01024
       4365.073            0.01320        0.01025
       4367.583            0.02030        0.01002
       4370.093            0.01710        0.01006
       4372.604            0.00810        0.01003
       4375.116            0.03000        0.00978
       4377.627            0.02530        0.00960
       4380.139            0.02380        0.00949
       4382.651            0.01270        0.00923
       4385.165            0.01140        0.00895
       4387.677            0.02080        0.00933
       4390.191            0.01240        0.00905
       4392.705            0.01830        0.00914
       4395.219            0.01130        0.00905
       4397.734            0.03130        0.00922
       4400.249            0.00390        0.00899
       4402.764            0.01880        0.00915
       4405.280            0.00940        0.00916
       4407.796            0.00460        0.00924
       4410.312            0.01950        0.00922
       4412.830            0.02450        0.00919
       4415.347            0.01550        0.00917
       4417.865            0.02720        0.00920
       4420.382            0.00980        0.00910
       4422.901            0.02790        0.00896
       4425.419            0.01760        0.00902
       4427.939            0.02070        0.00893
       4430.458            0.02770        0.00882
       4432.978            0.01920        0.00861
       4435.499            0.00930        0.00851
       4438.019            0.03220        0.00857
       4440.540            0.00910        0.00842
       4443.062            0.03050        0.00849
       4445.583            0.01690        0.00845
       4448.105            0.01210        0.00836
       4450.627            0.02970        0.00818
       4453.150            0.03190        0.00817
       4455.673            0.02190        0.00797
       4458.197            0.01650        0.00802
       4460.721            0.01580        0.00791
       4463.245            0.00930        0.00786
       4465.770            0.01600        0.00777
       4468.295            0.02270        0.00789
       4470.820            0.01860        0.00788
       4473.346            0.02960        0.00790
       4475.872            0.02040        0.00772
       4478.398            0.02310        0.00781
       4480.925            0.01920        0.00786
       4483.453            0.03570        0.00787
       4485.980            0.02640        0.00784
       4488.508            0.02410        0.00771
       4491.036            0.02300        0.00777
       4493.564            0.01870        0.00767
       4496.094            0.02330        0.00773
       4498.623            0.03050        0.00768
       4501.152            0.02860        0.00764
       4503.683            0.01710        0.00763
       4506.213            0.02050        0.00776
       4508.744            0.02900        0.00772
       4511.275            0.01570        0.00754
       4513.806            0.02150        0.00761
       4516.338            0.01330        0.00756
       4518.870            0.01620        0.00761
       4521.403            0.02570        0.00755
       4523.936            0.03300        0.00754
       4526.469            0.02270        0.00764
       4529.002            0.03670        0.00762
       4531.536            0.01420        0.00762
       4534.070            0.02140        0.00763
       4536.605            0.02290        0.00757
       4539.140            0.01410        0.00759
       4541.675            0.02580        0.00770
       4544.211            0.00910        0.00754
       4546.747            0.03160        0.00758
       4549.283            0.02510        0.00748
       4551.820            0.03510        0.00743
       4554.357            0.01790        0.00733
       4556.895            0.01320        0.00728
       4559.432            0.02100        0.00728
       4561.970            0.01400        0.00726
       4564.509            0.02160        0.00728
       4567.047            0.03110        0.00729
       4569.586            0.01860        0.00715
       4572.126            0.02300        0.00715
       4574.666            0.02100        0.00715
       4577.206            0.01910        0.00729
       4579.747            0.02000        0.00722
       4582.287            0.01850        0.00717
       4584.828            0.04030        0.00716
       4587.370            0.01420        0.00705
       4589.912            0.01760        0.00703
       4592.454            0.00950        0.00700
       4594.997            0.03400        0.00697
       4597.539            0.02020        0.00693
       4600.083            0.03410        0.00700
       4602.626            0.01720        0.00687
       4605.170            0.02260        0.00693
       4607.714            0.00570        0.00688
       4610.259            0.02710        0.00690
       4612.804            0.02960        0.00696
       4615.349            0.02660        0.00694
       4617.895            0.01930        0.00692
       4620.440            0.01160        0.00682
       4622.986            0.02930        0.00683
       4625.533            0.01880        0.00692
       4628.080            0.02840        0.00681
       4630.627            0.01040        0.00684
       4633.175            0.03410        0.00676
       4635.723            0.02370        0.00667
       4638.271            0.01820        0.00669
       4640.819            0.02450        0.00663
       4643.368            0.01870        0.00661
       4645.917            0.02280        0.00663
       4648.467            0.02140        0.00659
       4651.017            0.03050        0.00660
       4653.567            0.02960        0.00666
       4656.118            0.01830        0.00671
       4658.668            0.02770        0.00672
       4661.220            0.03450        0.00672
       4663.771            0.01660        0.00666
       4666.323            0.01170        0.00670
       4668.875            0.03090        0.00666
       4671.428            0.01230        0.00672
       4673.980            0.00930        0.00668
       4676.534            0.03070        0.00691
       4679.087            0.02150        0.00690
       4681.641            0.02690        0.00655
       4684.195            0.01850        0.00664
       4686.750            0.02260        0.00655
       4689.304            0.02340        0.00657
       4691.859            0.02770        0.00664
       4694.415            0.02880        0.00649
       4696.970            0.02550        0.00649
       4699.526            0.01930        0.00649
       4702.083            0.01960        0.00647
       4704.639            0.02580        0.00646
       4707.196            0.00930        0.00648
       4709.754            0.02190        0.00641
       4712.312            0.02580        0.00640
       4714.869            0.02370        0.00648
       4717.428            0.03580        0.00644
       4719.986            0.02310        0.00651
       4722.545            0.03150        0.00644
       4725.104            0.02140        0.00644
       4727.664            0.02330        0.00636
       4730.224            0.02500        0.00635
       4732.784            0.03260        0.00636
       4735.344            0.01720        0.00630
       4737.905            0.02000        0.00624
       4740.466            0.02410        0.00634
       4743.027            0.02380        0.00630
       4745.589            0.01670        0.00625
       4748.151            0.03070        0.00637
       4750.714            0.03010        0.00621
       4753.276            0.02470        0.00625
       4755.839            0.03510        0.00631
       4758.402            0.03330        0.00614
       4760.966            0.03310        0.00617
       4763.530            0.03050        0.00626
       4766.094            0.02410        0.00622
       4768.659            0.02810        0.00632
       4771.224            0.03260        0.00625
       4773.789            0.03110        0.00624
       4776.354            0.02720        0.00628
       4778.920            0.01540        0.00621
       4781.486            0.01930        0.00626
       4784.052            0.02940        0.00624
       4786.619            0.01140        0.00618
       4789.186            0.02610        0.00624
       4791.753            0.02570        0.00626
       4794.321            0.03230        0.00619
       4796.889            0.02680        0.00628
       4799.457            0.01350        0.00619
       4802.025            0.02560        0.00623
       4804.594            0.03220        0.00625
       4807.164            0.03430        0.00615
       4809.733            0.02320        0.00621
       4812.303            0.01810        0.00622
       4814.873            0.02550        0.00630
       4817.443            0.02420        0.00631
       4820.013            0.02250        0.00640
       4822.584            0.03820        0.00639
       4825.155            0.02690        0.00640
       4827.727            0.02960        0.00635
       4830.299            0.02560        0.00633
       4832.871            0.01210        0.00637
       4835.443            0.02990        0.00634
       4838.016            0.02850        0.00624
       4840.589            0.01980        0.00624
       4843.162            0.03020        0.00624
       4845.736            0.02000        0.00615
       4848.310            0.03040        0.00617
       4850.884            0.03720        0.00611
       4853.458            0.03100        0.00602
       4856.033            0.01560        0.00604
       4858.608            0.02540        0.00594
       4861.184            0.02560        0.00584
       4863.759            0.02820        0.00583
