# wave-obs	 flux	 eflux
7496.66 20.1028 0.655889 
7499.5 18.6978 0.64449 
7502.35 18.6556 0.634679 
7505.19 19.25 0.637265 
7508.04 18.3119 0.624366 
7510.89 18.808 0.635984 
7513.73 18.4432 0.630321 
7516.58 18.1556 0.629581 
7519.43 18.6218 0.63673 
7522.27 17.6286 0.641937 
7525.12 18.7787 0.659995 
7527.97 19.2288 0.672538 
7530.81 17.7943 0.670223 
7533.66 17.0358 0.665763 
7536.51 17.7484 0.671732 
7539.36 17.5044 0.657417 
7542.2 19.1547 0.659725 
7545.05 17.8249 0.646651 
7547.9 17.514 0.642459 
7550.75 17.5533 0.641211 
7553.6 17.2888 0.63265 
7556.44 17.3423 0.638918 
7559.29 17.525 0.64562 
7562.14 17.4866 0.644277 
7564.99 17.6938 0.652447 
7567.84 19.2522 0.660505 
7570.69 16.7802 0.654114 
7573.54 17.2032 0.666399 
7576.39 16.3578 0.660118 
7579.24 17.3806 0.671992 
7582.09 17.9849 0.672099 
7584.94 19.1776 0.682332 
7587.79 16.9951 0.659491 
7590.64 15.0689 0.638407 
7593.49 17.2945 0.648132 
7596.34 15.0125 0.62959 
7599.19 11.8373 0.608866 
7602.04 11.2152 0.595092 
7604.89 8.20881 0.565339 
7607.74 7.76069 0.556242 
7610.59 6.06458 0.540292 
7613.44 8.20426 0.55557 
7616.29 10.4457 0.574551 
7619.15 10.5765 0.580301 
7622 11.6408 0.594507 
7624.85 12.0336 0.603501 
7627.7 11.3731 0.601795 
7630.55 10.7996 0.603585 
7633.4 10.6517 0.595639 
7636.26 11.7169 0.607138 
7639.11 10.8431 0.598642 
7641.96 11.5572 0.603841 
7644.81 10.8149 0.59388 
7647.67 14.3429 0.616319 
7650.52 12.1795 0.600895 
7653.37 13.1133 0.617281 
7656.23 13.5511 0.625458 
7659.08 14.2537 0.625835 
7661.93 13.1688 0.627412 
7664.79 15.5561 0.643818 
7667.64 17.2499 0.661175 
7670.5 16.1854 0.651642 
7673.35 16.8346 0.66207 
7676.2 15.8009 0.651768 
7679.06 16.8153 0.653005 
7681.91 16.5297 0.651762 
7684.77 17.0679 0.653494 
7687.62 15.4793 0.653668 
7690.48 16.232 0.663249 
7693.33 18.7191 0.674167 
7696.19 15.5825 0.656212 
7699.04 18.561 0.686074 
7701.9 17.132 0.670542 
7704.76 17.1159 0.677946 
7707.61 16.5777 0.671876 
7710.47 17.7236 0.691536 
7713.32 17.3556 0.720382 
7716.18 16.4057 0.751476 
7719.04 17.4717 0.778769 
7721.89 18.6036 0.794788 
7724.75 18.7535 0.811499 
7727.61 16.162 0.784442 
7730.46 16.8131 0.759427 
7733.32 18.2089 0.738306 
7736.18 18.1799 0.716821 
7739.03 18.3402 0.70883 
7741.89 17.4906 0.689171 
7744.75 16.8123 0.679149 
7747.61 17.1309 0.696111 
7750.47 17.5661 0.732056 
7753.32 18.1153 0.749472 
7756.18 17.7313 0.759152 
7759.04 17.039 0.769418 
7761.9 18.0894 0.781637 
7764.76 18.9321 0.77124 
7767.62 18.2893 0.741062 
7770.48 16.9938 0.717397 
7773.34 18.1419 0.715236 
7776.19 18.3792 0.707956 
7779.05 18.2063 0.69761 
7781.91 17.1264 0.706014 
7784.77 17.6968 0.707995 
7787.63 15.7211 0.693785 
7790.49 18.1676 0.715921 
7793.35 16.1266 0.716526 
7796.21 17.4529 0.735569 
7799.08 18.8688 0.744742 
7801.94 18.5433 0.74547 
7804.8 16.8053 0.740712 
7807.66 17.1598 0.740971 
7810.52 16.4807 0.724293 
7813.38 17.9539 0.721679 
7816.24 17.5467 0.717064 
7819.1 18.3007 0.73695 
7821.96 16.5098 0.753254 
7824.83 17.3059 0.758021 
7827.69 17.385 0.761016 
7830.55 16.4448 0.755207 
7833.41 17.0399 0.762768 
7836.28 18.6445 0.745679 
7839.14 18.3031 0.7217 
7842 17.1559 0.71107 
7844.86 19.3366 0.723868 
7847.73 16.4764 0.712018 
7850.59 17.5084 0.739079 
7853.45 16.9746 0.768874 
7856.32 18.8681 0.796372 
7859.18 17.8021 0.80087 
7862.04 19.0282 0.810049 
7864.91 18.0181 0.820246 
7867.77 16.5808 0.801734 
7870.64 16.1891 0.778741 
7873.5 17.842 0.77747 
7876.37 18.8454 0.772889 
7879.23 17.8197 0.76657 
7882.1 18.5657 0.766081 
7884.96 18.738 0.771087 
7887.83 17.1699 0.756109 
7890.69 18.2447 0.78113 
7893.56 16.8019 0.765891 
7896.42 18.3312 0.772645 
7899.29 19.2174 0.770955 
7902.16 19.1387 0.765303 
7905.02 17.9393 0.740535 
7907.89 19.1955 0.737714 
7910.75 18.678 0.741368 
7913.62 17.9162 0.769154 
7916.49 18.7451 0.80233 
7919.35 17.5414 0.80811 
7922.22 17.9992 0.837137 
7925.09 17.1603 0.841796 
7927.96 19.9324 0.843381 
7930.82 18.0488 0.816271 
7933.69 19.2196 0.808283 
7936.56 17.3303 0.777179 
7939.43 17.5347 0.75653 
7942.3 18.5071 0.761149 
7945.16 17.8679 0.744166 
7948.03 18.8969 0.745115 
7950.9 19.0377 0.739524 
7953.77 20.9844 0.749838 
7956.64 18.1754 0.730881 
7959.51 19.1038 0.747469 
7962.38 17.4116 0.755496 
7965.25 17.7072 0.758053 
7968.12 17.4653 0.779048 
7970.99 19.1363 0.785412 
7973.86 16.7479 0.777167 
7976.73 17.62 0.798872 
7979.6 16.9982 0.795414 
7982.47 19.5324 0.79686 
7985.34 19.1698 0.784332 
7988.21 16.1536 0.767374 
7991.08 16.9573 0.788791 
7993.95 17.5367 0.813871 
7996.82 18.5802 0.828297 
7999.69 16.752 0.822418 
8002.56 17.8731 0.834135 
8005.44 16.817 0.821256 
8008.31 18.6302 0.811267 
8011.18 17.5878 0.776985 
8014.05 17.842 0.788489 
8016.92 16.4479 0.76635 
8019.8 16.8663 0.770972 
8022.67 17.1305 0.778489 
8025.54 15.2913 0.784657 
8028.41 16.5886 0.800573 
8031.29 16.1323 0.800716 
8034.16 14.532 0.79022 
8037.03 13.3889 0.770981 
8039.91 15.6224 0.78124 
8042.78 14.6072 0.742673 
8045.66 15.5266 0.723664 
8048.53 13.5444 0.704112 
8051.4 12.6088 0.695567 
8054.28 14.5249 0.715742 
8057.15 14.5677 0.720964 
8060.03 14.3115 0.718866 
8062.9 14.4989 0.738086 
8065.78 13.2371 0.724086 
8068.65 12.2736 0.725958 
8071.53 13.7204 0.72799 
8074.4 14.6974 0.742054 
8077.28 11.4814 0.704763 
8080.16 13.7273 0.712314 
8083.03 12.6283 0.691703 
8085.91 13.5585 0.704671 
8088.79 13.0713 0.707749 
8091.66 11.8129 0.705848 
8094.54 11.9992 0.721264 
8097.42 11.8438 0.724129 
8100.29 14.4449 0.753425 
8103.17 13.0806 0.773337 
8106.05 12.6457 0.763303 
8108.93 12.2012 0.773075 
8111.8 13.7086 0.793737 
8114.68 13.4314 0.809337 
8117.56 13.9668 0.812489 
8120.44 15.8522 0.836898 
8123.32 15.4088 0.84941 
8126.19 14.1041 0.864712 
8129.07 13.1806 0.881578 
8131.95 16.1586 0.931109 
8134.83 15.6007 0.941762 
8137.71 19.8805 0.999764 
8140.59 16.6713 1.0164 
8143.47 19.1624 1.08049 
8146.35 16.1432 1.09353 
8149.23 0.749165 0.832524 
8152.11 -1.14529 1.2467 
8154.99 -2.29156 0.82014 
8157.87 -1.05917 1.27733 
8160.75 -1.07947 1.37339 
8163.63 -1.46803 0.541725 
8166.51 -0.374622 0.392403 
8169.4 -0.239671 0.801 
8172.28 0.783494 1.45772 
8175.16 -0.628525 0.395603 
8178.04 2.73258 1.62413 
8180.92 5.43615 1.73277 
8183.8 2.19615 1.48463 
8186.69 0.144744 0.406411 
8189.57 0.35581 1.21929 
8192.45 -0.237613 0.435118 
8195.33 -0.0536915 0.354794 
8198.21 0.802263 0.371017 
8201.1 1.76089 0.6212 
8203.98 0.382561 0.506596 
8206.87 0.110259 0.27089 
8209.75 -0.416257 0.465954 
8212.63 -0.29121 0.384727 
8215.52 -1.50131 0.303205 
8218.4 0.324173 0.323017 
8221.28 0.232738 0.402239 
8224.17 2.39248 0.567134 
8227.05 -0.325965 0.28562 
8229.94 -0.851624 0.34064 
8232.82 -0.976508 0.313921 
8235.71 -0.646048 0.315963 
8238.6 -0.660623 0.299547 
8241.48 -0.362197 0.447119 
8244.37 0.0478717 0.381519 
8247.25 0.082234 0.483818 
8250.14 -0.140353 9.15337 
8253.03 -1.29815 0.511499 
8255.91 0.415322 0.494426 
8258.8 -0.387565 0.532119 
8261.68 40.2745 56.5725 
8264.57 -48.8683 48.6634 
8267.46 -1.45845 0.709681 
8270.35 25.1422 29.8952 
8273.24 -2.75972 0.913743 
8276.12 -1.15293 0.370121 
8279.01 -0.337368 0.703377 
8281.9 -182.064 191.411 
8284.79 -1.24255 1.08694 
8287.67 0.357519 0.449139 
8290.56 1279.62 382.025 
