# wave-obs	 flux	 eflux
5040.91 42.8947 0.782937 
5043.63 43.0404 0.780128 
5046.34 43.0189 0.784117 
5049.06 43.2824 0.785207 
5051.78 43.4922 0.78299 
5054.5 43.5386 0.784574 
5057.22 42.2717 0.777713 
5059.93 43.9363 0.785775 
5062.65 43.0783 0.783386 
5065.37 45.8489 0.796541 
5068.09 44.1641 0.791993 
5070.81 45.513 0.798648 
5073.53 44.4511 0.795762 
5076.25 44.9739 0.793469 
5078.97 47.0258 0.804008 
5081.69 46.3092 0.804577 
5084.41 49.1545 0.814267 
5087.13 47.1533 0.808153 
5089.85 49.9917 0.819496 
5092.57 48.6201 0.819336 
5095.3 49.1022 0.821714 
5098.02 48.6055 0.820104 
5100.74 51.8701 0.830325 
5103.46 49.7727 0.821016 
5106.18 50.1935 0.825102 
5108.91 51.8427 0.834055 
5111.63 51.5544 0.831145 
5114.35 50.618 0.824171 
5117.07 52.5414 0.839241 
5119.8 54.3169 0.848298 
5122.52 53.2442 0.843571 
5125.24 55.1209 0.852315 
5127.97 53.8087 0.845754 
5130.69 55.9142 0.854253 
5133.42 56.9504 0.862892 
5136.14 55.1127 0.853539 
5138.87 56.8397 0.863467 
5141.59 58.3466 0.864647 
5144.32 57.2904 0.860804 
5147.04 57.0239 0.863342 
5149.77 58.7725 0.873411 
5152.49 58.8404 0.872896 
5155.22 59.4213 0.869381 
5157.94 59.8116 0.879618 
5160.67 59.1545 0.875579 
5163.4 60.7751 0.881219 
5166.12 61.4172 0.882689 
5168.85 59.8742 0.876284 
5171.58 60.158 0.883962 
5174.31 63.0836 0.897333 
5177.03 61.7194 0.88715 
5179.76 63.2198 0.89855 
5182.49 63.217 0.895743 
5185.22 61.1819 0.889787 
5187.95 60.5907 0.884786 
5190.67 63.5161 0.896535 
5193.4 62.2927 0.892112 
5196.13 60.0968 0.881412 
5198.86 62.0829 0.888236 
5201.59 61.8008 0.892458 
5204.32 62.4079 0.89204 
5207.05 62.1001 0.897737 
5209.78 61.2667 0.885637 
5212.51 60.999 0.884705 
5215.24 60.5884 0.876392 
5217.97 60.0259 0.881051 
5220.7 61.3803 0.885235 
5223.43 61.3924 0.885649 
5226.16 61.6128 0.889005 
5228.9 60.4387 0.881158 
5231.63 62.4752 0.894127 
5234.36 61.8962 0.887982 
5237.09 62.867 0.899786 
5239.82 62.7663 0.894633 
5242.55 62.6299 0.893771 
5245.29 62.1985 0.889627 
5248.02 62.8969 0.891428 
5250.75 63.1957 0.89778 
5253.49 62.9565 0.893588 
5256.22 62.2507 0.895464 
5258.95 64.1107 0.900268 
5261.69 63.4188 0.897878 
5264.42 63.0772 0.89239 
5267.15 62.7857 0.890346 
5269.89 62.7332 0.891335 
5272.62 62.3791 0.889733 
5275.36 62.659 0.885897 
5278.09 60.5334 0.878529 
5280.83 63.2386 0.895084 
5283.56 61.0384 0.877183 
5286.3 61.3511 0.880495 
5289.03 59.5623 0.873281 
5291.77 58.3 0.864162 
5294.51 58.0361 0.864055 
5297.24 57.6067 0.857466 
5299.98 56.5825 0.855437 
5302.72 57.2566 0.855196 
5305.45 56.0191 0.857831 
5308.19 55.0072 0.844772 
5310.93 54.6788 0.84666 
5313.66 52.0183 0.831151 
5316.4 53.33 0.840742 
5319.14 52.6235 0.835914 
5321.88 51.6195 0.832137 
5324.62 49.4683 0.821505 
5327.35 49.7959 0.821571 
5330.09 48.4108 0.81414 
5332.83 48.7035 0.814691 
5335.57 49.3489 0.814118 
5338.31 45.4812 0.795731 
5341.05 47.6448 0.80267 
5343.79 47.5974 0.808112 
5346.53 47.9846 0.813605 
5349.27 47.5829 0.806265 
5352.01 46.2016 0.798035 
5354.75 44.7234 0.785831 
5357.49 46.8399 0.804341 
5360.23 46.9023 0.80035 
5362.97 43.9814 0.781874 
5365.71 44.6885 0.784753 
5368.45 44.5373 0.790006 
5371.19 46.6293 0.798778 
5373.93 45.9009 0.796217 
5376.68 44.9672 0.785696 
5379.42 45.2736 0.790574 
5382.16 45.0163 0.785372 
5384.9 44.4591 0.783434 
5387.64 43.5268 0.775897 
5390.39 43.8234 0.778812 
5393.13 46.6614 0.791239 
5395.87 44.509 0.786443 
5398.62 46.1028 0.788709 
5401.36 46.711 0.796297 
5404.1 46.0245 0.788194 
5406.85 44.6304 0.785579 
5409.59 47.3552 0.798532 
5412.33 48.0994 0.797432 
5415.08 46.8135 0.797005 
5417.82 46.3689 0.792028 
5420.57 46.3836 0.794294 
5423.31 47.3746 0.792773 
5426.06 46.1464 0.79616 
5428.8 47.284 0.799216 
5431.55 48.54 0.806249 
5434.29 47.3243 0.799542 
5437.04 46.0644 0.793482 
5439.78 46.8692 0.79958 
5442.53 49.0318 0.809884 
5445.28 47.2597 0.802854 
5448.02 48.7051 0.808859 
5450.77 48.3212 0.806653 
5453.52 48.3471 0.805659 
5456.26 46.9697 0.798673 
5459.01 46.6939 0.794239 
5461.76 48.892 0.803765 
5464.5 49.6344 0.809761 
5467.25 47.6042 0.797687 
5470 47.8811 0.805141 
5472.75 48.208 0.802992 
5475.5 46.6039 0.794235 
5478.24 47.2534 0.79786 
5480.99 46.6587 0.79322 
5483.74 45.6776 0.788351 
5486.49 47.6321 0.798873 
5489.24 43.0668 0.773898 
5491.99 43.8138 0.778434 
5494.74 44.6195 0.779895 
5497.49 45.2186 0.777791 
5500.24 45.0388 0.783253 
5502.99 43.0933 0.768931 
5505.74 44.4126 0.775311 
5508.49 42.5342 0.768706 
5511.24 41.8372 0.766217 
5513.99 41.9976 0.765416 
5516.74 43.1631 0.769011 
5519.49 41.0454 0.762978 
5522.24 42.3553 0.766864 
5524.99 41.385 0.758721 
5527.74 42.377 0.767413 
5530.49 40.3909 0.754403 
5533.25 41.9592 0.759436 
5536 42.803 0.769464 
5538.75 43.3127 0.766395 
5541.5 42.5438 0.767023 
5544.26 41.9091 0.766455 
5547.01 43.8447 0.774826 
5549.76 43.1629 0.774555 
5552.51 45.6106 0.78756 
5555.27 44.7742 0.782418 
5558.02 44.72 0.778834 
5560.77 44.6068 0.781835 
5563.53 45.3287 0.782574 
5566.28 44.9466 0.781037 
5569.03 45.8508 0.790751 
5571.79 46.6465 0.831233 
5574.54 44.6073 0.945103 
5577.3 47.7199 1.07583 
5580.05 45.5526 1.12466 
5582.81 47.8083 1.14541 
5585.56 49.806 1.15324 
5588.32 48.2376 1.11864 
5591.07 47.8508 1.01505 
5593.83 49.438 0.889832 
5596.58 50.8278 0.833112 
5599.34 51.6185 0.815592 
5602.1 50.2035 0.813605 
5604.85 51.9538 0.818408 
5607.61 50.3625 0.812518 
5610.36 51.8216 0.820975 
5613.12 50.6639 0.813781 
5615.88 51.557 0.817824 
5618.63 51.7412 0.819315 
5621.39 52.1588 0.820483 
5624.15 51.9529 0.820841 
5626.91 51.3127 0.817102 
5629.66 50.712 0.811061 
5632.42 50.7379 0.813758 
5635.18 50.5342 0.811389 
5637.94 49.65 0.80009 
5640.7 50.2779 0.809181 
5643.45 51.19 0.810003 
5646.21 49.8889 0.806242 
5648.97 50.6271 0.809248 
5651.73 48.9381 0.798286 
5654.49 49.4741 0.804133 
5657.25 49.4974 0.799986 
5660.01 51.4361 0.812754 
5662.77 52.4928 0.814924 
5665.53 51.2916 0.812059 
5668.29 50.8339 0.813967 
5671.05 51.6072 0.814623 
5673.81 51.7127 0.81331 
5676.57 51.5083 0.817257 
5679.33 49.6188 0.806388 
5682.09 53.4506 0.827116 
5684.85 51.5094 0.819023 
5687.61 54.1885 0.829694 
5690.37 51.3158 0.815116 
5693.13 51.0958 0.818925 
5695.9 51.6742 0.816715 
5698.66 52.4172 0.818637 
5701.42 53.1688 0.826692 
5704.18 51.5719 0.820851 
5706.94 52.4401 0.82258 
5709.71 52.0298 0.821435 
5712.47 54.067 0.827765 
5715.23 52.6065 0.822421 
5717.99 53.0109 0.824367 
5720.76 51.6147 0.815434 
5723.52 52.596 0.820368 
5726.28 52.7386 0.823323 
5729.05 51.9138 0.814091 
5731.81 52.4255 0.82245 
5734.57 51.4456 0.815246 
5737.34 51.6438 0.816141 
5740.1 52.8883 0.826598 
5742.87 51.5637 0.817459 
5745.63 52.9402 0.822139 
5748.39 51.9757 0.812079 
5751.16 52.9914 0.821057 
5753.92 52.6378 0.814347 
5756.69 53.3095 0.823821 
5759.45 53.094 0.822173 
5762.22 52.6726 0.822242 
5764.98 53.2046 0.821278 
5767.75 54.5589 0.832392 
5770.52 52.0959 0.81749 
5773.28 53.5685 0.828861 
5776.05 53.2816 0.82549 
5778.81 52.9631 0.826393 
5781.58 53.2884 0.824126 
5784.35 53.2242 0.818274 
5787.11 52.5605 0.82394 
5789.88 51.0848 0.815321 
5792.65 52.8224 0.81779 
5795.41 50.6732 0.808729 
5798.18 49.9914 0.804735 
5800.95 50.2526 0.807076 
5803.72 50.4579 0.805518 
5806.48 50.1521 0.806656 
5809.25 50.3725 0.803983 
5812.02 50.5092 0.806305 
5814.79 49.1407 0.800203 
5817.56 48.0721 0.789255 
5820.32 50.5773 0.802258 
5823.09 49.5063 0.796979 
5825.86 48.17 0.787809 
5828.63 49.7402 0.795859 
5831.4 50.669 0.798968 
5834.17 49.2243 0.788609 
5836.94 47.2892 0.783828 
5839.71 49.8496 0.78218 
5842.48 47.9502 0.786061 
5845.25 48.1055 0.782572 
5848.02 47.1231 0.776753 
5850.79 47.919 0.776722 
5853.56 47.2027 0.780155 
5856.33 48.0173 0.782321 
5859.1 46.1263 0.764272 
5861.87 47.026 0.782256 
5864.64 47.4662 0.780372 
5867.41 47.6484 0.785722 
5870.18 48.7803 0.793867 
5872.95 47.432 0.78683 
5875.73 49.0051 0.797099 
5878.5 48.2237 0.793791 
5881.27 46.3255 0.782128 
5884.04 47.7463 0.79448 
5886.81 48.5586 0.814514 
5889.59 46.9718 0.82861 
5892.36 46.8704 0.842612 
5895.13 46.6429 0.863045 
5897.9 46.4867 0.872302 
5900.68 46.4578 0.862009 
5903.45 46.9032 0.855882 
5906.22 45.964 0.829824 
5908.99 47.274 0.819732 
5911.77 47.0797 0.797557 
5914.54 45.8066 0.780799 
5917.32 46.8752 0.780774 
5920.09 45.6625 0.77631 
5922.86 46.017 0.774061 
5925.64 45.7634 0.77952 
5928.41 47.718 0.786044 
5931.19 46.586 0.779419 
5933.96 45.8401 0.771393 
5936.73 45.9298 0.775677 
5939.51 47.2417 0.783987 
5942.28 46.6947 0.781307 
5945.06 47.4664 0.779954 
5947.84 48.6299 0.789414 
5950.61 47.5267 0.779629 
5953.39 47.2241 0.779474 
5956.16 47.6612 0.783954 
5958.94 48.1281 0.787909 
5961.71 49.0844 0.792618 
5964.49 47.845 0.784463 
5967.27 47.9279 0.784508 
5970.04 49.6632 0.794133 
5972.82 48.8056 0.786918 
5975.6 47.6159 0.777793 
5978.37 47.4038 0.783887 
5981.15 49.4388 0.792626 
5983.93 48.2486 0.788101 
5986.7 48.2889 0.798109 
5989.48 49.9299 0.79285 
5992.26 49.3473 0.792345 
5995.04 50.214 0.785474 
5997.81 48.8632 0.78423 
6000.59 48.8835 0.787073 
6003.37 49.9204 0.790277 
6006.15 50.4383 0.796446 
6008.93 49.4241 0.79 
6011.71 48.1481 0.781722 
6014.48 48.0989 0.780294 
6017.26 49.8943 0.787865 
6020.04 47.5009 0.775643 
6022.82 42.54 0.754258 
6025.6 43.4292 0.749393 
6028.38 39.2999 0.724366 
6031.16 40.1858 0.728491 
6033.94 43.1026 0.747488 
6036.72 43.949 0.749811 
6039.5 45.3278 0.756651 
6042.28 45.3135 0.758169 
6045.06 46.4059 0.764792 
6047.84 46.8184 0.765584 
6050.62 46.7219 0.766744 
6053.4 44.9672 0.755435 
6056.18 44.8332 0.756812 
6058.96 44.6245 0.754794 
6061.74 45.4674 0.757341 
6064.52 46.6531 0.768385 
6067.31 42.9576 0.75286 
6070.09 46.276 0.760777 
6072.87 42.5782 0.744381 
6075.65 43.5189 0.746287 
6078.43 43.7454 0.7509 
6081.21 43.6602 0.748572 
6084 43.8899 0.752094 
6086.78 43.8702 0.744647 
6089.56 41.9563 0.739061 
6092.34 42.9957 0.740946 
6095.13 43.8646 0.744379 
6097.91 42.1679 0.736245 
6100.69 42.2569 0.738944 
6103.48 40.5869 0.729475 
6106.26 40.7376 0.727454 
6109.04 39.3753 0.719094 
6111.83 40.5 0.724092 
6114.61 38.0513 0.7163 
6117.39 39.441 0.713124 
6120.18 38.3907 0.713204 
6122.96 37.0703 0.703685 
6125.75 37.8901 0.708053 
6128.53 38.4383 0.711142 
6131.31 38.1298 0.708973 
6134.1 36.7113 0.701587 
6136.88 36.6628 0.698763 
6139.67 35.3267 0.697439 
6142.45 36.3414 0.702004 
6145.24 34.2367 0.686493 
6148.02 35.7556 0.69453 
6150.81 33.9896 0.687502 
6153.59 32.6269 0.678636 
6156.38 32.9532 0.677635 
6159.17 31.8249 0.671182 
6161.95 30.8449 0.663574 
6164.74 30.931 0.670231 
6167.52 31.5327 0.671063 
6170.31 29.2036 0.657671 
6173.1 30.551 0.655291 
6175.88 29.7285 0.66479 
6178.67 28.0263 0.649921 
6181.46 28.5246 0.654049 
6184.24 27.0787 0.646392 
6187.03 27.9094 0.64845 
6189.82 25.8967 0.634935 
6192.61 26.8302 0.639281 
6195.39 24.4711 0.62616 
6198.18 25.1029 0.627065 
6200.97 25.0753 0.62922 
6203.76 23.559 0.62041 
6206.55 23.5473 0.623853 
6209.33 23.6737 0.621456 
6212.12 23.8065 0.619189 
6214.91 24.193 0.622225 
6217.7 23.223 0.619117 
6220.49 22.5359 0.613961 
6223.28 22.8258 0.611943 
6226.07 22.9546 0.616246 
6228.86 23.6548 0.613935 
6231.64 24.9273 0.629448 
6234.43 24.3137 0.626355 
6237.22 23.9866 0.63144 
6240.01 24.0097 0.631319 
6242.8 24.5809 0.638732 
6245.59 24.8132 0.642231 
6248.38 24.6616 0.639348 
6251.17 24.0368 0.635776 
6253.96 24.3115 0.62809 
6256.75 24.9009 0.636626 
6259.55 26.295 0.646191 
6262.34 26.1536 0.646103 
6265.13 26.9115 0.651538 
6267.92 27.9161 0.658305 
6270.71 27.3398 0.662108 
6273.5 28.1417 0.647738 
6276.29 28.299 0.656985 
6279.08 28.3198 0.655834 
6281.87 28.5743 0.654704 
6284.67 29.746 0.661571 
6287.46 29.3472 0.665897 
6290.25 30.4353 0.674761 
6293.04 31.0677 0.678902 
6295.83 30.2011 0.677018 
6298.63 32.0998 0.700084 
6301.42 33.2188 0.721855 
6304.21 33.1811 0.720453 
6307.01 32.7077 0.724142 
6309.8 35.5491 0.738105 
6312.59 33.174 0.723171 
6315.38 34.8688 0.714364 
6318.18 34.2551 0.701424 
6320.97 35.4487 0.702522 
6323.76 37.073 0.707117 
6326.56 35.0165 0.692578 
6329.35 35.4667 0.692522 
6332.15 36.8584 0.704191 
6334.94 35.7788 0.702128 
6337.73 37.8571 0.713193 
6340.53 38.4751 0.710472 
6343.32 37.831 0.710611 
6346.12 37.5544 0.701731 
6348.91 38.5556 0.709736 
6351.71 38.6434 0.702374 
6354.5 38.6124 0.712128 
6357.3 38.6918 0.709784 
6360.09 39.5108 0.716669 
6362.89 39.7962 0.723412 
6365.68 40.3876 0.72621 
6368.48 40.145 0.729465 
6371.28 40.9212 0.723485 
6374.07 39.4174 0.717494 
6376.87 40.6699 0.718855 
6379.66 40.845 0.716563 
6382.46 40.4495 0.708198 
6385.26 41.3459 0.715671 
6388.05 40.4282 0.712797 
6390.85 40.8311 0.718042 
6393.65 41.6154 0.719249 
6396.44 41.1366 0.712595 
6399.24 40.6041 0.716656 
6402.04 42.3863 0.717149 
6404.83 42.465 0.71936 
6407.63 41.6772 0.714676 
6410.43 41.2702 0.708155 
6413.23 42.0367 0.716626 
6416.02 41.59 0.712129 
6418.82 43.7969 0.724727 
6421.62 42.1575 0.718731 
6424.42 41.4392 0.715959 
6427.22 41.7576 0.714004 
6430.02 42.4737 0.723211 
6432.81 41.8669 0.714609 
6435.61 40.9075 0.71135 
6438.41 42.8894 0.723117 
6441.21 43.4049 0.72164 
6444.01 44.7304 0.731247 
6446.81 43.2711 0.718758 
6449.61 42.2552 0.719202 
6452.41 43.393 0.724419 
6455.21 43.3668 0.725592 
6458.01 42.5566 0.721272 
6460.81 42.052 0.720114 
6463.61 41.7978 0.720254 
6466.41 40.9872 0.717454 
6469.21 43.0545 0.730295 
6472.01 41.0614 0.722748 
6474.81 41.4261 0.723676 
6477.61 41.3945 0.722564 
6480.41 40.8994 0.714871 
6483.21 40.7376 0.716772 
6486.01 39.1641 0.702216 
6488.81 40.8854 0.700756 
6491.61 40.7954 0.701211 
6494.41 39.7956 0.701187 
6497.22 40.3975 0.701014 
6500.02 41.2609 0.707593 
6502.82 40.2851 0.707229 
6505.62 40.0746 0.705837 
6508.42 39.3392 0.698472 
6511.22 38.9061 0.700899 
6514.03 38.9311 0.684776 
6516.83 39.2796 0.688665 
6519.63 38.1529 0.680861 
6522.43 39.9408 0.686012 
6525.24 37.6539 0.676859 
6528.04 37.4724 0.671715 
6530.84 37.3174 0.679879 
6533.65 38.1485 0.68085 
6536.45 36.671 0.676256 
6539.25 36.3332 0.67548 
6542.06 36.5559 0.673068 
6544.86 38.3097 0.683583 
6547.66 37.7444 0.683001 
6550.47 37.3696 0.680491 
6553.27 40.4617 0.714091 
6556.07 36.8521 0.698308 
6558.88 39.4738 0.709875 
6561.68 36.5971 0.697899 
6564.49 39.0618 0.702723 
6567.29 39.2223 0.706661 
6570.1 37.0101 0.696316 
6572.9 35.3742 0.675111 
6575.71 34.9699 0.671081 
6578.51 36.1204 0.677619 
6581.32 35.9695 0.680952 
6584.12 37.2703 0.680022 
6586.93 35.0976 0.672789 
6589.73 34.9369 0.673349 
6592.54 35.3287 0.675883 
6595.34 35.7782 0.669092 
6598.15 34.7078 0.666246 
6600.96 34.772 0.671 
6603.76 34.4828 0.67083 
6606.57 33.791 0.666999 
6609.37 34.5035 0.672215 
6612.18 33.9105 0.667532 
6614.99 33.682 0.666337 
6617.79 35.265 0.678886 
6620.6 33.6355 0.662735 
6623.41 34.2421 0.667939 
6626.22 32.5626 0.657136 
6629.02 33.5053 0.663773 
6631.83 34.514 0.669756 
6634.64 33.5625 0.666664 
6637.45 32.1951 0.659663 
6640.25 34.6556 0.668527 
6643.06 34.283 0.671866 
6645.87 33.6604 0.66457 
6648.68 33.3377 0.664392 
6651.48 33.1918 0.657856 
6654.29 34.3327 0.66632 
6657.1 33.5274 0.658262 
6659.91 33.4914 0.661425 
6662.72 33.5954 0.663289 
6665.53 31.0276 0.647953 
6668.34 33.1642 0.663196 
6671.15 31.2662 0.647595 
6673.96 30.4435 0.646982 
6676.76 31.6965 0.655532 
6679.57 31.2311 0.655752 
6682.38 31.372 0.651883 
6685.19 31.431 0.653396 
6688 31.6495 0.653041 
6690.81 30.8843 0.649897 
6693.62 32.1388 0.660525 
6696.43 31.6385 0.655617 
6699.24 31.328 0.654727 
6702.05 31.3051 0.656212 
6704.86 31.4035 0.650016 
6707.67 31.3185 0.659343 
6710.49 31.5621 0.663417 
6713.3 33.3344 0.674781 
6716.11 36.16 0.688835 
6718.92 35.3538 0.692569 
6721.73 35.0879 0.682291 
6724.54 33.5915 0.683953 
6727.35 32.0024 0.666413 
6730.16 29.2165 0.649093 
6732.98 31.1194 0.657391 
6735.79 30.8314 0.659171 
6738.6 31.2096 0.660619 
6741.41 31.1258 0.660409 
6744.22 32.0436 0.66683 
6747.04 31.6333 0.661858 
6749.85 29.018 0.647281 
6752.66 30.0096 0.651495 
6755.47 30.2397 0.646998 
6758.29 30.107 0.643317 
6761.1 28.0765 0.638682 
6763.91 29.399 0.642597 
6766.73 29.3093 0.641116 
6769.54 29.4832 0.644202 
6772.35 29.8381 0.646037 
6775.17 28.4622 0.636914 
6777.98 29.7161 0.642455 
6780.79 29.9008 0.647557 
6783.61 28.9419 0.637919 
6786.42 28.7469 0.640155 
6789.24 29.4994 0.640191 
6792.05 30.0392 0.648888 
6794.87 29.2665 0.642764 
6797.68 26.1719 0.622211 
6800.49 28.6253 0.635682 
6803.31 28.5878 0.639028 
6806.12 28.0272 0.634258 
6808.94 29.4356 0.640657 
6811.75 26.9943 0.640345 
6814.57 27.6593 0.631843 
6817.39 27.7202 0.624481 
6820.2 28.9518 0.640071 
6823.02 28.5959 0.643175 
6825.83 28.8996 0.645136 
6828.65 27.0468 0.644958 
6831.46 27.9416 0.658042 
6834.28 27.2094 0.660205 
6837.1 26.7643 0.663356 
6839.91 26.6328 0.668001 
6842.73 26.5392 0.664118 
6845.55 28.0186 0.666055 
6848.36 27.1451 0.656914 
6851.18 26.8736 0.645098 
6854 27.0294 0.640674 
6856.81 28.3711 0.642552 
6859.63 27.0862 0.640839 
6862.45 26.214 0.64716 
6865.27 26.3926 0.651932 
6868.08 23.2964 0.641129 
6870.9 23.5396 0.643845 
6873.72 21.8551 0.62892 
6876.54 21.6321 0.627481 
6879.36 23.5656 0.628057 
6882.17 25.7529 0.643443 
6884.99 26.4106 0.647049 
6887.81 25.0366 0.633229 
6890.63 23.3742 0.621262 
6893.45 24.3456 0.631156 
6896.27 22.7759 0.61761 
6899.08 22.4687 0.61755 
6901.9 23.5628 0.624078 
6904.72 22.3548 0.617912 
6907.54 24.6398 0.626129 
6910.36 23.8565 0.626232 
6913.18 24.2941 0.628543 
6916 25.4447 0.634858 
6918.82 24.2984 0.629226 
6921.64 24.8758 0.6385 
6924.46 24.8564 0.649152 
6927.28 25.6981 0.65106 
6930.1 24.7113 0.645526 
6932.92 24.5919 0.642172 
6935.74 25.5303 0.650058 
6938.56 25.2081 0.641966 
6941.38 26.7952 0.647896 
6944.2 25.0547 0.641744 
6947.03 25.1634 0.643944 
6949.85 26.5005 0.654158 
6952.67 25.4539 0.655209 
6955.49 25.2386 0.653942 
6958.31 24.2226 0.641708 
6961.13 24.885 0.648247 
6963.95 26.2287 0.651991 
6966.78 25.6096 0.6425 
6969.6 24.682 0.633497 
6972.42 24.4967 0.634481 
6975.24 23.81 0.630432 
6978.06 24.2397 0.636136 
6980.89 24.2347 0.639675 
6983.71 24.3864 0.642328 
6986.53 23.5108 0.639026 
6989.35 23.7689 0.635131 
6992.18 24.0302 0.635527 
6995 23.8615 0.630186 
6997.82 24.3379 0.627898 
7000.65 22.9842 0.620475 
7003.47 24.267 0.626502 
7006.29 24.1858 0.628113 
7009.12 23.7329 0.626783 
7011.94 24.6906 0.636487 
7014.77 23.5317 0.623805 
7017.59 24.5947 0.636693 
7020.41 24.1912 0.633564 
7023.24 24.2 0.63204 
7026.06 23.654 0.625814 
7028.89 24.7966 0.624642 
7031.71 22.4296 0.616244 
7034.54 25.4209 0.6317 
7037.36 23.7058 0.622506 
7040.19 24.2842 0.628009 
7043.01 25.1386 0.63486 
7045.84 23.8916 0.626035 
7048.66 23.454 0.630719 
7051.49 24.6287 0.63911 
7054.31 23.5871 0.631977 
7057.14 24.3209 0.64217 
7059.97 23.7667 0.630476 
7062.79 23.2534 0.634798 
7065.62 22.6355 0.624885 
7068.44 23.0777 0.627639 
7071.27 23.6648 0.629552 
7074.1 22.7428 0.626663 
7076.92 23.271 0.622288 
7079.75 22.7583 0.624002 
7082.58 23.9391 0.633315 
7085.4 22.9054 0.625076 
7088.23 21.7724 0.618906 
7091.06 23.0849 0.629572 
7093.89 22.7754 0.627428 
7096.71 22.7424 0.62246 
7099.54 23.5318 0.63193 
7102.37 23.9015 0.631225 
7105.2 22.6807 0.624594 
7108.02 23.3825 0.626443 
7110.85 22.9572 0.619723 
7113.68 23.7528 0.626973 
7116.51 22.5129 0.618709 
7119.34 23.223 0.624973 
7122.17 23.0602 0.621925 
7124.99 23.4478 0.624071 
7127.82 22.7495 0.621419 
7130.65 22.4578 0.623034 
7133.48 21.8051 0.61483 
7136.31 22.5798 0.619881 
7139.14 23.24 0.625594 
7141.97 22.2008 0.621793 
7144.8 23.5463 0.621514 
7147.63 21.4557 0.615262 
7150.46 22.6839 0.626562 
7153.29 24.4101 0.6349 
7156.12 23.8793 0.633094 
7158.95 22.8579 0.624581 
7161.78 22.5965 0.622522 
7164.61 22.3804 0.61836 
7167.44 20.9631 0.609248 
7170.27 22.169 0.621366 
7173.1 20.9982 0.609834 
7175.93 21.562 0.613466 
7178.76 22.0846 0.619047 
7181.6 21.3331 0.615643 
7184.43 21.721 0.612831 
7187.26 21.3419 0.618367 
7190.09 21.6801 0.613496 
7192.92 22.2615 0.620372 
7195.75 20.4388 0.606529 
7198.59 22.0618 0.617199 
7201.42 22.2159 0.61926 
7204.25 21.5418 0.61432 
7207.08 23.0228 0.621309 
7209.91 23.2089 0.618592 
7212.75 21.9838 0.620552 
7215.58 21.264 0.609259 
7218.41 21.8555 0.617474 
7221.25 21.1056 0.61516 
7224.08 20.7227 0.609184 
7226.91 22.334 0.622547 
7229.75 20.8953 0.614579 
7232.58 22.0219 0.62304 
7235.41 20.4554 0.614863 
7238.25 21.0381 0.637842 
7241.08 20.623 0.650787 
7243.91 19.1002 0.671874 
7246.75 22.1099 0.705175 
7249.58 22.7144 0.71687 
7252.42 21.8742 0.713246 
7255.25 21.3548 0.699154 
7258.09 23.0331 0.689189 
7260.92 22.2598 0.656607 
7263.76 21.5175 0.64679 
7266.59 20.1454 0.628924 
7269.43 22.3679 0.632864 
7272.26 20.5581 0.633451 
7275.1 21.4517 0.655106 
7277.93 20.7269 0.668262 
7280.77 22.2647 0.686151 
7283.6 21.8144 0.699268 
7286.44 19.9822 0.694335 
7289.28 20.2981 0.694886 
7292.11 20.6713 0.667958 
7294.95 21.5514 0.667979 
7297.78 21.4158 0.653195 
7300.62 22.9058 0.659921 
7303.46 20.6603 0.645017 
7306.29 21.0677 0.641414 
7309.13 21.0383 0.647183 
7311.97 19.3198 0.636606 
7314.81 19.536 0.654566 
7317.64 21.3319 0.670476 
7320.48 20.966 0.671789 
7323.32 21.5654 0.677363 
7326.16 19.4977 0.663447 
7328.99 21.4671 0.681957 
7331.83 22.101 0.678851 
7334.67 21.6391 0.665724 
7337.51 20.8204 0.661414 
7340.35 20.1649 0.679309 
7343.18 20.4366 0.688383 
7346.02 21.6841 0.699307 
7348.86 22.1593 0.697612 
7351.7 20.58 0.687838 
7354.54 21.4822 0.685799 
7357.38 20.3958 0.667456 
7360.22 21.1087 0.665502 
7363.06 18.8046 0.648313 
7365.9 21.3681 0.667783 
7368.74 21.0437 0.680836 
7371.58 20.192 0.692757 
7374.42 23.0204 0.700554 
7377.26 21.2338 0.685551 
7380.1 19.8646 0.681523 
7382.94 20.9629 0.679459 
7385.78 19.4296 0.649083 
7388.62 20.5932 0.647033 
7391.46 21.041 0.651644 
7394.3 19.9201 0.645134 
7397.14 19.9618 0.650424 
7399.98 20.1861 0.657834 
7402.82 20.6186 0.670643 
7405.66 20.6755 0.674557 
7408.51 19.9627 0.671357 
7411.35 19.994 0.663522 
7414.19 19.0421 0.65815 
7417.03 20.2527 0.655549 
7419.87 20.6399 0.649722 
7422.71 17.9468 0.626864 
7425.56 19.4827 0.632149 
7428.4 19.0691 0.634504 
7431.24 19.4764 0.637555 
7434.08 18.8638 0.640154 
7436.93 20.0366 0.650356 
7439.77 19.5917 0.653303 
7442.61 19.2167 0.655575 
7445.46 18.2816 0.650891 
7448.3 18.5148 0.648365 
7451.14 18.8183 0.650216 
7453.99 18.3698 0.63374 
7456.83 19.1381 0.638264 
7459.67 17.5011 0.625042 
7462.52 20.3546 0.643583 
7465.36 19.1843 0.642962 
7468.21 19.4787 0.643706 
7471.05 19.6273 0.652205 
7473.9 19.0716 0.654556 
7476.74 18.8161 0.65931 
7479.58 19.2646 0.66175 
7482.43 18.9984 0.667755 
7485.27 18.5022 0.662369 
7488.12 18.6151 0.658991 
7490.97 18.6083 0.653186 
7493.81 19.4055 0.658656 
