@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.891
@SPECTRUM spectrum_05D2by_775.dat
@SN-NAME 05D2by
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 0.910
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.095            0.00000        1.22636
       4151.543            0.00000        0.97219
       4153.992            0.00000        0.94971
       4156.442            0.00000        1.11291
       4158.892            0.00000        1.87884
       4161.342            0.00000        0.95049
       4163.792            0.00000        1.27128
       4166.244            0.00000        1.39073
       4168.695            0.00000        1.09125
       4171.147            0.00000        1.19309
       4173.600            0.00000        1.03539
       4176.052            0.00000        1.24302
       4178.505            0.00000        1.17077
       4180.959            0.00000        0.93604
       4183.413           -0.10980        0.85624
       4185.868            0.64180        0.83461
       4188.322           -0.38600        0.62383
       4190.778            0.46730        0.54663
       4193.233           -0.54540        0.46700
       4195.690           -0.26840        0.34440
       4198.146           -0.10510        0.28459
       4200.603           -0.39520        0.27615
       4203.061            0.10630        0.20756
       4205.519            0.13130        0.18573
       4207.977            0.04770        0.16248
       4210.436            0.05810        0.14172
       4212.895            0.06200        0.11993
       4215.354           -0.00230        0.10937
       4217.814            0.00340        0.09730
       4220.274           -0.09450        0.08850
       4222.735            0.10420        0.08010
       4225.196            0.04510        0.07294
       4227.658            0.00110        0.06115
       4230.120           -0.02080        0.06035
       4232.583            0.06000        0.05498
       4235.045            0.04240        0.05075
       4237.508           -0.02630        0.04613
       4239.972           -0.04110        0.04378
       4242.436            0.07800        0.04209
       4244.900            0.04170        0.03864
       4247.365            0.02790        0.03549
       4249.831            0.03400        0.03454
       4252.296            0.01130        0.03385
       4254.763           -0.08200        0.03258
       4257.229            0.01550        0.03001
       4259.696            0.00320        0.02821
       4262.163           -0.01990        0.02751
       4264.631           -0.00520        0.02632
       4267.099            0.01280        0.02534
       4269.568           -0.01660        0.02409
       4272.037            0.01910        0.02383
       4274.506            0.03450        0.02306
       4276.976            0.00460        0.02159
       4279.446            0.00170        0.02145
       4281.917            0.01720        0.02089
       4284.388            0.00790        0.02005
       4286.859           -0.01580        0.01910
       4289.331            0.01610        0.01847
       4291.803           -0.00150        0.01856
       4294.276           -0.00090        0.01778
       4296.749            0.03630        0.01727
       4299.222            0.03190        0.01684
       4301.696            0.02100        0.01663
       4304.170            0.01580        0.01541
       4306.645           -0.00020        0.01551
       4309.120            0.00590        0.01555
       4311.595           -0.00080        0.01556
       4314.071            0.00350        0.01530
       4316.547            0.01900        0.01505
       4319.024            0.03800        0.01518
       4321.500           -0.01880        0.01471
       4323.978            0.01060        0.01416
       4326.456           -0.00330        0.01353
       4328.934            0.01460        0.01387
       4331.413            0.00210        0.01359
       4333.892            0.02260        0.01331
       4336.371            0.01290        0.01291
       4338.851            0.01090        0.01267
       4341.331            0.00920        0.01261
       4343.812           -0.00780        0.01237
       4346.292            0.01170        0.01230
       4348.773            0.04270        0.01243
       4351.255            0.00820        0.01194
       4353.737            0.00290        0.01189
       4356.220            0.03310        0.01189
       4358.703           -0.00700        0.01189
       4361.186           -0.00230        0.01159
       4363.670            0.00610        0.01170
       4366.154            0.00090        0.01155
       4368.638            0.01220        0.01130
       4371.123            0.00010        0.01107
       4373.608            0.01220        0.01123
       4376.094            0.02630        0.01104
       4378.580           -0.00180        0.01081
       4381.066            0.01490        0.01061
       4383.553           -0.02250        0.01056
       4386.041           -0.01820        0.01040
       4388.528            0.01210        0.01013
       4391.016            0.01520        0.01023
       4393.504            0.00950        0.01025
       4395.993            0.03850        0.01032
       4398.482            0.00800        0.01019
       4400.972            0.01170        0.01026
       4403.461            0.01800        0.01027
       4405.952            0.01360        0.01024
       4408.442            0.00350        0.01023
       4410.933            0.00720        0.01035
       4413.425            0.00210        0.01032
       4415.917           -0.00460        0.01012
       4418.409           -0.00620        0.01009
       4420.901            0.00360        0.01013
       4423.394            0.00620        0.01002
       4425.887            0.00840        0.00995
       4428.381           -0.01130        0.00975
       4430.875            0.00320        0.00961
       4433.369            0.02370        0.00962
       4435.864            0.01140        0.00963
       4438.359            0.00190        0.00952
       4440.855            0.01190        0.00941
       4443.351            0.01030        0.00941
       4445.847            0.02630        0.00938
       4448.344           -0.00080        0.00920
       4450.841            0.01110        0.00916
       4453.338            0.01060        0.00896
       4455.836            0.02050        0.00879
       4458.334            0.01430        0.00877
       4460.833            0.01150        0.00886
       4463.332            0.00530        0.00880
       4465.831            0.01070        0.00874
       4468.331            0.01540        0.00879
       4470.831            0.01550        0.00876
       4473.331            0.01020        0.00880
       4475.832            0.00340        0.00877
       4478.333            0.00880        0.00870
       4480.834            0.00470        0.00864
       4483.336           -0.00470        0.00865
       4485.838            0.01070        0.00853
       4488.341            0.00020        0.00854
       4490.844           -0.00530        0.00862
       4493.347            0.00300        0.00852
       4495.851            0.01200        0.00857
       4498.355            0.01010        0.00849
       4500.859           -0.00780        0.00848
       4503.364            0.01070        0.00845
       4505.870            0.00900        0.00858
       4508.375            0.01770        0.00854
       4510.881           -0.00530        0.00843
       4513.387            0.00690        0.00836
       4515.894            0.00720        0.00832
       4518.401            0.00600        0.00830
       4520.908           -0.00880        0.00836
       4523.416            0.01480        0.00841
       4525.924            0.01660        0.00837
       4528.432            0.00440        0.00837
       4530.941            0.00560        0.00830
       4533.450            0.01060        0.00832
       4535.960            0.01120        0.00830
       4538.470            0.00520        0.00831
       4540.980            0.01440        0.00827
       4543.491            0.00620        0.00828
       4546.001            0.00780        0.00815
       4548.513            0.00750        0.00816
       4551.024            0.01110        0.00804
       4553.537            0.00860        0.00797
       4556.049            0.00210        0.00803
       4558.562            0.00800        0.00801
       4561.075           -0.00560        0.00793
       4563.588            0.00930        0.00798
       4566.102           -0.00300        0.00794
       4568.616            0.01710        0.00800
       4571.130            0.01100        0.00792
       4573.646            0.00050        0.00795
       4576.161            0.01040        0.00779
       4578.676            0.01930        0.00779
       4581.192            0.00570        0.00798
       4583.708            0.00310        0.00785
       4586.225            0.00860        0.00779
       4588.742           -0.00130        0.00778
       4591.259            0.00310        0.00775
       4593.777            0.01290        0.00770
       4596.295            0.01160        0.00759
       4598.813            0.01090        0.00757
       4601.332            0.00860        0.00755
       4603.852            0.01250        0.00765
       4606.371            0.01300        0.00760
       4608.891            0.01490        0.00757
       4611.411            0.00700        0.00761
       4613.931            0.00500        0.00761
       4616.452            0.00990        0.00759
       4618.973            0.01270        0.00752
       4621.495           -0.00190        0.00760
       4624.017            0.02420        0.00750
       4626.539           -0.00170        0.00748
       4629.061            0.00760        0.00762
       4631.584            0.02150        0.00751
       4634.107            0.00680        0.00746
       4636.631            0.00790        0.00746
       4639.155            0.00710        0.00733
       4641.679            0.00080        0.00728
       4644.204            0.00660        0.00726
       4646.729            0.01020        0.00729
       4649.254            0.00610        0.00734
       4651.779            0.00830        0.00726
       4654.306            0.00310        0.00723
       4656.832            0.01100        0.00734
       4659.358            0.00600        0.00738
       4661.885            0.00830        0.00741
       4664.413           -0.00610        0.00730
       4666.940            0.01820        0.00732
       4669.468            0.00730        0.00738
       4671.997           -0.00400        0.00728
       4674.525           -0.00580        0.00729
       4677.054            0.01340        0.00727
       4679.583            0.00040        0.00727
       4682.113            0.00960        0.00732
       4684.644            0.00550        0.00721
       4687.174            0.00700        0.00725
       4689.705            0.00190        0.00731
       4692.235           -0.00140        0.00713
       4694.767            0.01210        0.00711
       4697.298            0.00600        0.00710
       4699.831            0.01530        0.00705
       4702.363            0.00840        0.00712
       4704.896            0.00620        0.00705
       4707.429            0.00680        0.00693
       4709.962           -0.00190        0.00709
       4712.496            0.01100        0.00702
       4715.030           -0.00070        0.00707
       4717.564            0.01200        0.00711
       4720.099            0.01460        0.00710
       4722.634            0.01070        0.00693
       4725.169            0.00280        0.00704
       4727.705            0.00890        0.00700
       4730.241            0.00820        0.00689
       4732.777            0.00580        0.00677
       4735.313            0.01130        0.00686
       4737.851            0.01510        0.00687
       4740.388            0.01090        0.00687
       4742.925            0.00460        0.00686
       4745.463            0.01440        0.00693
       4748.002            0.00190        0.00688
       4750.541            0.01390        0.00687
       4753.079            0.01340        0.00677
       4755.619            0.01360        0.00678
       4758.158            0.00290        0.00685
       4760.698            0.01070        0.00682
       4763.238            0.01340        0.00671
       4765.779            0.00830        0.00668
       4768.319            0.01180        0.00677
       4770.861            0.00870        0.00685
       4773.402           -0.00100        0.00680
       4775.944            0.00890        0.00685
       4778.486            0.00110        0.00675
       4781.029            0.00790        0.00679
       4783.571            0.00140        0.00680
       4786.115            0.00680        0.00667
       4788.658            0.01610        0.00676
       4791.202            0.01230        0.00680
       4793.746            0.00450        0.00678
       4796.290            0.01130        0.00681
       4798.835           -0.00090        0.00680
       4801.380            0.00020        0.00678
       4803.925            0.00650        0.00672
       4806.471            0.00980        0.00669
       4809.017           -0.00060        0.00674
       4811.563            0.01770        0.00668
       4814.110            0.02350        0.00674
       4816.657           -0.00050        0.00682
       4819.204           -0.00270        0.00691
       4821.751            0.00590        0.00683
       4824.299            0.01270        0.00681
       4826.847            0.01370        0.00692
       4829.396            0.00980        0.00681
       4831.945            0.01320        0.00677
       4834.494            0.00960        0.00687
       4837.043            0.00740        0.00681
       4839.593            0.01220        0.00674
       4842.143            0.00620        0.00667
       4844.693            0.01490        0.00662
       4847.244            0.01130        0.00660
       4849.795            0.00270        0.00661
