@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.612
@SPECTRUM spectrum_03D1dt_333.dat
@SN-NAME 03D1dt
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 5.070
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.440           -0.01237        0.01787
       4273.440           -0.00386        0.01560
       4288.440            0.00546        0.01335
       4303.440           -0.00457        0.01116
       4318.440            0.01408        0.01085
       4333.440           -0.00720        0.00971
       4348.440            0.01012        0.00917
       4363.440            0.00777        0.00886
       4378.440            0.00887        0.00831
       4393.440            0.00814        0.00777
       4408.440           -0.00104        0.00763
       4423.440            0.01843        0.00755
       4438.440            0.00033        0.00721
       4453.440            0.00137        0.00701
       4468.440            0.00246        0.00694
       4483.440            0.00541        0.00690
       4498.440            0.00552        0.00683
       4513.440           -0.00091        0.00675
       4528.440            0.00975        0.00656
       4543.440            0.02084        0.00656
       4558.440            0.01070        0.00642
       4573.440           -0.00039        0.00630
       4588.440           -0.00214        0.00616
       4603.440            0.00109        0.00605
       4618.440            0.01070        0.00605
       4633.440            0.00078        0.00594
       4648.440            0.01016        0.00583
       4663.440            0.01371        0.00583
       4678.440            0.01660        0.00577
       4693.440            0.00997        0.00565
       4708.440           -0.00473        0.00602
       4723.440            0.01111        0.00556
       4738.440            0.00620        0.00541
       4753.440            0.01883        0.00537
       4768.440            0.00395        0.00528
       4783.440            0.01263        0.00526
       4798.440            0.00560        0.00523
       4813.440            0.00235        0.00523
       4828.440            0.00306        0.00523
       4843.440            0.00138        0.00512
       4858.440            0.00239        0.00530
       4873.440            0.01163        0.00486
       4888.440            0.00837        0.00492
       4903.440            0.01797        0.00492
       4918.440            0.01431        0.00478
       4933.440            0.00879        0.00479
       4948.440            0.01040        0.00480
       4963.440            0.00745        0.00483
       4978.440            0.01584        0.00523
       4993.440            0.00673        0.00472
       5008.440            0.01955        0.00464
       5023.440            0.00284        0.00456
       5038.440            0.01378        0.00452
       5053.440            0.01273        0.00453
       5068.440            0.00917        0.00492
       5083.440            0.01682        0.00442
       5098.440            0.00691        0.00442
       5113.440            0.00961        0.00441
       5128.440            0.01446        0.00437
       5143.440            0.00743        0.00479
       5158.440            0.00738        0.00433
       5173.440            0.00704        0.00412
       5188.440            0.01124        0.00423
       5203.440            0.00266        0.00431
       5218.440            0.00704        0.00480
       5233.440            0.00148        0.00425
       5248.440            0.00899        0.00426
       5263.440            0.01361        0.00411
       5278.440            0.00875        0.00412
       5293.440            0.00596        0.00455
       5308.440            0.00759        0.00416
       5323.440            0.01313        0.00414
       5338.440            0.01131        0.00409
       5353.440            0.00323        0.00447
       5368.440            0.00566        0.00402
       5383.440            0.01377        0.00401
       5398.440            0.00506        0.00392
       5413.440            0.01103        0.00429
       5428.440            0.01279        0.00395
       5443.440            0.01426        0.00393
       5458.440            0.00878        0.00390
       5473.440            0.01193        0.00424
       5488.440            0.01335        0.00388
       5503.440            0.01706        0.00389
       5518.440            0.01626        0.00388
       5533.440            0.01458        0.00425
       5548.440            0.00860        0.00396
       5563.440            0.00921        0.00413
       5578.440            0.00472        0.01122
       5593.440            0.01048        0.00401
       5608.440            0.02366        0.00389
       5623.440            0.01169        0.00384
       5638.440            0.01450        0.00416
       5653.440            0.02405        0.00374
       5668.440            0.02132        0.00376
       5683.440            0.02587        0.00411
       5698.440            0.02068        0.00377
       5713.440            0.02261        0.00373
       5728.440            0.02265        0.00411
       5743.440            0.01784        0.00371
       5758.440            0.02414        0.00368
       5773.440            0.02147        0.00368
       5788.440            0.02461        0.00400
       5803.440            0.01618        0.00369
       5818.440            0.02641        0.00370
       5833.440            0.02508        0.00408
       5848.440            0.02678        0.00371
       5863.440            0.03169        0.00402
       5878.440            0.03702        0.00449
       5893.440            0.03330        0.00546
       5908.440            0.01717        0.00406
       5923.440            0.02582        0.00443
       5938.440            0.01419        0.00396
       5953.440            0.02036        0.00397
       5968.440            0.01250        0.00416
       5983.440            0.01140        0.00376
       5998.440            0.06696        0.00377
       6013.440            0.05784        0.00399
       6028.440            0.01928        0.00358
       6043.440            0.01479        0.00353
       6058.440            0.01589        0.00384
       6073.440            0.01040        0.00348
       6088.440            0.01001        0.00376
       6103.440            0.01231        0.00344
       6118.440            0.01171        0.00342
       6133.440            0.01387        0.00384
       6148.440            0.01783        0.00358
       6163.440            0.00584        0.00352
       6178.440            0.00936        0.00384
       6193.440            0.02023        0.00346
       6208.440            0.01912        0.00351
       6223.440            0.01631        0.00393
       6238.440            0.02973        0.00413
       6253.440            0.01841        0.00417
       6268.440            0.02637        0.00386
       6283.440            0.03669        0.00385
       6298.440            0.04010        0.00493
       6313.440            0.03044        0.00389
       6328.440            0.02917        0.00389
       6343.440            0.03260        0.00386
       6358.440            0.02489        0.00383
       6373.440            0.02412        0.00384
       6388.440            0.02528        0.00355
       6403.440            0.03082        0.00335
       6418.440            0.02999        0.00377
       6433.440            0.02532        0.00335
       6448.440            0.01842        0.00370
       6463.440            0.02087        0.00383
       6478.440            0.02264        0.00360
       6493.440            0.01959        0.00401
       6508.440            0.03083        0.00376
       6523.440            0.02494        0.00399
       6538.440            0.02022        0.00381
       6553.440            0.03150        0.00398
       6568.440            0.02541        0.00409
       6583.440            0.02942        0.00365
       6598.440            0.01598        0.00385
       6613.440            0.02678        0.00342
       6628.440            0.02690        0.00344
       6643.440            0.02440        0.00366
       6658.440            0.01700        0.00333
       6673.440            0.01858        0.00364
       6688.440            0.02410        0.00333
       6703.440            0.02232        0.00372
       6718.440            0.02173        0.00336
       6733.440            0.02851        0.00341
       6748.440            0.02137        0.00367
       6763.440            0.02413        0.00329
       6778.440            0.02564        0.00360
       6793.440            0.02394        0.00328
       6808.440            0.01858        0.00324
       6823.440            0.01035        0.00418
       6838.440            0.01565        0.00419
       6853.440            0.01588        0.00385
       6868.440            0.01014        0.00471
       6883.440            0.01867        0.00428
       6898.440            0.01586        0.00387
       6913.440            0.01563        0.00402
       6928.440            0.01410        0.00421
       6943.440            0.01575        0.00409
       6958.440            0.01676        0.00399
       6973.440            0.01165        0.00380
       6988.440            0.02326        0.00389
       7003.440            0.01930        0.00354
       7018.440            0.02100        0.00424
       7033.440            0.01236        0.00322
       7048.440            0.01394        0.00359
       7063.440            0.01919        0.00381
       7078.440            0.01080        0.00341
       7093.440            0.01148        0.00370
       7108.440            0.01502        0.00331
       7123.440            0.01223        0.00363
       7138.440            0.01914        0.00350
       7153.440            0.01811        0.00382
       7168.440            0.01530        0.00359
       7183.440            0.02220        0.00382
       7198.440            0.02459        0.00408
       7213.440            0.01899        0.00351
       7228.440            0.02721        0.00429
       7243.440            0.00924        0.00665
       7258.440            0.01821        0.00482
       7273.440            0.02434        0.00540
       7288.440            0.01862        0.00564
       7303.440            0.01647        0.00459
       7318.440            0.02728        0.00558
       7333.440            0.02864        0.00586
       7348.440            0.02812        0.00501
       7363.440            0.02555        0.00582
       7378.440            0.01934        0.00431
       7393.440            0.01805        0.00510
       7408.440            0.01920        0.00436
       7423.440            0.01530        0.00417
       7438.440            0.02468        0.00453
       7453.440            0.02064        0.00411
       7468.440            0.01990        0.00458
       7483.440            0.01474        0.00479
       7498.440            0.02369        0.00430
       7513.440            0.01713        0.00412
       7528.440            0.00458        0.00571
       7543.440            0.01629        0.00396
       7558.440            0.02904        0.00479
       7573.440            0.00830        0.00491
       7588.440            0.01239        0.00539
       7603.440            0.00380        0.00968
       7618.440            0.01920        0.00739
       7633.440            0.01138        0.00651
       7648.440           -0.00086        0.00541
       7663.440            0.00581        0.00478
       7678.440            0.01325        0.00446
       7693.440            0.01294        0.00431
       7708.440            0.01509        0.00581
       7723.440            0.02214        0.00688
       7738.440            0.01364        0.00482
       7753.440            0.01309        0.00795
       7768.440           -0.00377        0.00561
       7783.440            0.01240        0.00634
       7798.440            0.01166        0.00618
       7813.440            0.01307        0.00665
       7828.440            0.04486        0.00623
       7843.440            0.01965        0.00655
       7858.440            0.00938        0.00787
       7873.440            0.02182        0.00754
       7888.440            0.00612        0.00655
       7903.440            0.00752        0.00573
       7918.440           -0.00272        0.00832
       7933.440            0.01779        0.00597
       7948.440            0.02014        0.00623
       7963.440           -0.00029        0.00696
       7978.440            0.02317        0.00729
       7993.440            0.01867        0.00767
       8008.440            0.01489        0.00597
       8023.440           -0.00068        0.00716
       8038.440            0.00801        0.00547
       8053.440            0.01275        0.00576
       8068.440            0.04075        0.00651
       8083.440            0.00506        0.00483
       8098.440            0.01770        0.00606
       8113.440            0.00790        0.00486
       8128.440            0.01225        0.00536
       8143.440            0.02014        0.00553
       8158.440            0.01456        0.00561
       8173.440            0.01614        0.00509
       8188.440            0.01297        0.00578
       8203.440            0.01962        0.00514
       8218.440            0.01061        0.00556
       8233.440            0.01264        0.00535
       8248.440            0.01023        0.00511
       8263.440            0.00989        0.00556
       8278.440            0.00333        0.00811
       8293.440            0.01081        0.01105
       8308.440            0.02020        0.00755
       8323.440            0.01228        0.00609
       8338.440            0.03440        0.00792
       8353.440            0.00329        0.01068
       8368.440            0.01280        0.00662
       8383.440            0.00728        0.00798
       8398.440            0.01440        0.00942
       8413.440            0.02652        0.00871
       8428.440            0.00109        0.01007
       8443.440            0.01423        0.00795
       8458.440            0.00650        0.00888
       8473.440            0.00404        0.00812
       8488.440            0.01303        0.00646
       8503.440            0.00714        0.00940
