@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.915
@SPECTRUM spectrum_04D1ow_683.dat
@SN-NAME 04D1ow
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.369
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4150.735            0.00000        0.39730
       4153.184            0.00000        0.35466
       4155.633            0.00000        0.52659
       4158.083            0.00000        0.42969
       4160.533            0.00000        0.44668
       4162.983            0.00000        0.37839
       4165.435            0.00000        0.42989
       4167.886            0.00000        0.37423
       4170.338            0.00000        0.39191
       4172.790            0.00000        0.55279
       4175.243            0.00000        0.37146
       4177.696            0.00000        0.34811
       4180.149            0.00000        0.38746
       4182.603            0.26480        0.41457
       4185.058           -0.33020        0.38194
       4187.512            0.10380        0.23491
       4189.967           -0.17300        0.21200
       4192.423            0.03650        0.15660
       4194.879           -0.12860        0.13741
       4197.335            0.06330        0.11342
       4199.792            0.16270        0.10530
       4202.250            0.00660        0.08221
       4204.707           -0.01430        0.07213
       4207.166            0.08230        0.06730
       4209.624           -0.01750        0.05509
       4212.083            0.06460        0.04983
       4214.542            0.00790        0.04244
       4217.002           -0.01440        0.03642
       4219.462           -0.02960        0.03376
       4221.923            0.03000        0.03063
       4224.384            0.00830        0.02613
       4226.845            0.02060        0.02546
       4229.307            0.00430        0.02321
       4231.770           -0.00110        0.02064
       4234.232            0.00080        0.01963
       4236.695           -0.02550        0.01836
       4239.159           -0.01550        0.01699
       4241.623            0.00230        0.01556
       4244.087            0.00330        0.01476
       4246.552            0.00280        0.01383
       4249.017           -0.00480        0.01357
       4251.482           -0.00250        0.01256
       4253.948           -0.01210        0.01198
       4256.415           -0.00140        0.01143
       4258.882           -0.00230        0.01114
       4261.349            0.01630        0.01070
       4263.816            0.02520        0.01021
       4266.285           -0.00890        0.00972
       4268.753           -0.00040        0.00946
       4271.222            0.00510        0.00897
       4273.691            0.00370        0.00881
       4276.161           -0.01000        0.00824
       4278.631           -0.00100        0.00808
       4281.101           -0.01080        0.00799
       4283.572           -0.00080        0.00779
       4286.043           -0.00110        0.00761
       4288.515           -0.00290        0.00720
       4290.987            0.00560        0.00702
       4293.459           -0.01140        0.00682
       4295.933           -0.00220        0.00682
       4298.406           -0.00750        0.00637
       4300.879            0.00010        0.00643
       4303.354            0.00170        0.00613
       4305.828           -0.00730        0.00608
       4308.303           -0.00260        0.00605
       4310.778           -0.00170        0.00592
       4313.254           -0.00190        0.00609
       4315.730            0.00780        0.00582
       4318.207           -0.00290        0.00580
       4320.683           -0.00150        0.00557
       4323.161           -0.00680        0.00557
       4325.638            0.00530        0.00537
       4328.116           -0.00290        0.00532
       4330.595           -0.00130        0.00519
       4333.074            0.00120        0.00511
       4335.553           -0.00370        0.00509
       4338.032           -0.00190        0.00493
       4340.512            0.00780        0.00484
       4342.993           -0.00490        0.00483
       4345.474            0.00330        0.00470
       4347.955           -0.00030        0.00463
       4350.437            0.00830        0.00468
       4352.918            0.00310        0.00470
       4355.401           -0.00290        0.00460
       4357.884           -0.00170        0.00458
       4360.367           -0.00360        0.00449
       4362.851            0.00010        0.00445
       4365.334           -0.00500        0.00447
       4367.819            0.00150        0.00442
       4370.303            0.00400        0.00441
       4372.789            0.00110        0.00429
       4375.274           -0.00650        0.00424
       4377.760            0.00110        0.00420
       4380.246            0.00350        0.00416
       4382.733           -0.00090        0.00412
       4385.220            0.00330        0.00401
       4387.708           -0.00400        0.00401
       4390.195           -0.00000        0.00398
       4392.684            0.00210        0.00393
       4395.172           -0.00150        0.00398
       4397.661           -0.00230        0.00401
       4400.150           -0.00310        0.00397
       4402.640           -0.00220        0.00401
       4405.130           -0.00050        0.00400
       4407.621           -0.00770        0.00411
       4410.111            0.00220        0.00404
       4412.603           -0.00000        0.00407
       4415.094            0.00580        0.00407
       4417.586           -0.00040        0.00404
       4420.079           -0.00070        0.00394
       4422.572            0.00250        0.00393
       4425.065           -0.00410        0.00396
       4427.559           -0.00860        0.00388
       4430.052            0.00160        0.00387
       4432.547            0.00080        0.00376
       4435.042            0.00980        0.00383
       4437.537           -0.00150        0.00364
       4440.032           -0.00120        0.00369
       4442.527            0.00280        0.00368
       4445.024           -0.00400        0.00369
       4447.521            0.00310        0.00367
       4450.017           -0.00290        0.00354
       4452.515           -0.00680        0.00355
       4455.012            0.00510        0.00352
       4457.510            0.00460        0.00343
       4460.009           -0.00220        0.00345
       4462.508           -0.00510        0.00340
       4465.007           -0.00010        0.00342
       4467.506            0.00270        0.00339
       4470.006           -0.00640        0.00340
       4472.506            0.00030        0.00338
       4475.007            0.00130        0.00332
       4477.508           -0.00160        0.00334
       4480.010           -0.00670        0.00333
       4482.511            0.00070        0.00338
       4485.014           -0.00030        0.00334
       4487.516           -0.00150        0.00337
       4490.019           -0.00270        0.00337
       4492.522           -0.00380        0.00328
       4495.026           -0.00050        0.00336
       4497.530           -0.00130        0.00327
       4500.034            0.00160        0.00327
       4502.539           -0.00200        0.00336
       4505.044            0.00310        0.00330
       4507.549            0.00310        0.00335
       4510.055           -0.00030        0.00331
       4512.561            0.00160        0.00327
       4515.068            0.00160        0.00329
       4517.575           -0.00290        0.00331
       4520.082            0.00270        0.00330
       4522.589           -0.00120        0.00327
       4525.098           -0.00220        0.00331
       4527.606            0.00180        0.00328
       4530.115           -0.00660        0.00328
       4532.624           -0.00120        0.00333
       4535.133           -0.00050        0.00332
       4537.643            0.00170        0.00330
       4540.153            0.00430        0.00332
       4542.664            0.00000        0.00328
       4545.174            0.00540        0.00326
       4547.686           -0.00100        0.00325
       4550.197           -0.00020        0.00325
       4552.709           -0.00680        0.00318
       4555.221           -0.00320        0.00316
       4557.734           -0.00260        0.00323
       4560.247            0.00080        0.00319
       4562.760           -0.00270        0.00319
       4565.274            0.00280        0.00314
       4567.788            0.00230        0.00321
       4570.303           -0.00090        0.00315
       4572.817            0.00180        0.00310
       4575.333           -0.00040        0.00314
       4577.848            0.00370        0.00311
       4580.364           -0.00400        0.00311
       4582.880           -0.00320        0.00317
       4585.396            0.00640        0.00316
       4587.914           -0.00520        0.00312
       4590.431            0.00260        0.00309
       4592.948            0.00910        0.00309
       4595.466           -0.00140        0.00304
       4597.984           -0.00040        0.00302
       4600.503           -0.00350        0.00300
       4603.022           -0.00240        0.00299
       4605.542            0.00140        0.00301
       4608.061            0.00030        0.00301
       4610.581            0.00390        0.00301
       4613.102           -0.00310        0.00299
       4615.622           -0.00050        0.00299
       4618.144            0.00360        0.00295
       4620.665           -0.00090        0.00301
       4623.187            0.00100        0.00298
       4625.708           -0.00430        0.00298
       4628.231           -0.00520        0.00294
       4630.754            0.00540        0.00295
       4633.277           -0.00010        0.00290
       4635.801           -0.00430        0.00292
       4638.325           -0.00370        0.00296
       4640.849           -0.00020        0.00290
       4643.373            0.00280        0.00286
       4645.898            0.00240        0.00288
       4648.423           -0.00230        0.00291
       4650.949            0.00380        0.00292
       4653.475            0.00210        0.00290
       4656.001            0.00140        0.00294
       4658.527           -0.00060        0.00294
       4661.054            0.00050        0.00300
       4663.582           -0.00060        0.00295
       4666.109            0.00230        0.00294
       4668.637            0.00060        0.00292
       4671.166            0.00010        0.00291
       4673.694            0.00090        0.00288
       4676.223           -0.00040        0.00293
       4678.752            0.00050        0.00291
       4681.282           -0.00090        0.00292
       4683.812           -0.00170        0.00288
       4686.342            0.00010        0.00291
       4688.873           -0.00020        0.00290
       4691.403           -0.00100        0.00285
       4693.935            0.00020        0.00287
       4696.466            0.00340        0.00285
       4698.999           -0.00090        0.00281
       4701.531            0.00260        0.00285
       4704.063           -0.00050        0.00290
       4706.596           -0.00010        0.00285
       4709.129           -0.00080        0.00284
       4711.663            0.00420        0.00280
       4714.197           -0.00170        0.00280
       4716.731            0.00020        0.00281
       4719.266           -0.00530        0.00285
       4721.801           -0.00360        0.00281
       4724.336           -0.00010        0.00282
       4726.872           -0.00620        0.00278
       4729.408            0.00550        0.00278
       4731.944            0.00280        0.00273
       4734.480            0.00040        0.00271
       4737.017           -0.00070        0.00273
       4739.555            0.00190        0.00274
       4742.092           -0.00180        0.00275
       4744.630           -0.00360        0.00275
       4747.168           -0.00230        0.00277
       4749.707           -0.00060        0.00273
       4752.246           -0.00460        0.00272
       4754.785           -0.00260        0.00272
       4757.324           -0.00210        0.00273
       4759.864            0.00250        0.00272
       4762.404           -0.00430        0.00276
       4764.945            0.00070        0.00275
       4767.485           -0.00140        0.00272
       4770.027            0.00370        0.00274
       4772.568           -0.00110        0.00275
       4775.110           -0.00580        0.00275
       4777.652           -0.00220        0.00272
       4780.194           -0.00230        0.00272
       4782.737            0.00020        0.00274
       4785.280           -0.00120        0.00272
       4787.824            0.00150        0.00269
       4790.367           -0.00140        0.00268
       4792.911           -0.00380        0.00275
       4795.456            0.00240        0.00269
       4798.000           -0.00120        0.00277
       4800.545            0.00650        0.00269
       4803.090            0.00140        0.00270
       4805.636            0.00160        0.00267
       4808.182            0.00250        0.00271
       4810.728            0.00480        0.00270
       4813.275           -0.00260        0.00273
       4815.821            0.00290        0.00277
       4818.369           -0.00030        0.00285
       4820.916            0.00180        0.00281
       4823.464            0.00010        0.00281
       4826.012           -0.00010        0.00281
       4828.561            0.00040        0.00282
       4831.109           -0.00250        0.00279
       4833.658            0.00060        0.00281
       4836.208           -0.00600        0.00281
