#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457063.9968 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3959.8 5.7258096e-15 
3961.2 5.7511797e-15 
3962.6 5.7609358e-15 
3964.0 5.6503101e-15 
3965.4 5.4317868e-15 
3966.8 4.8534294e-15 
3968.2 5.2536393e-15 
3969.6 5.409467e-15 
3970.9 5.9990049e-15 
3972.3 5.5225937e-15 
3973.7 5.7475349e-15 
3975.1 5.672229e-15 
3976.5 5.4860718e-15 
3977.9 5.7599379e-15 
3979.3 6.0003447e-15 
3980.7 5.8428295e-15 
3982.1 5.6160383e-15 
3983.5 5.5487444e-15 
3984.9 6.2833019e-15 
3986.3 6.0097425e-15 
3987.7 5.6508087e-15 
3989.1 5.3173228e-15 
3990.4 5.6898437e-15 
3991.8 5.4030466e-15 
3993.2 5.154818e-15 
3994.6 5.4267251e-15 
3996.0 5.4364943e-15 
3997.4 5.3682763e-15 
3998.8 5.7070501e-15 
4000.2 3.9651826e-15 
4001.6 5.7243959e-15 
4003.0 5.2895764e-15 
4004.4 5.3396804e-15 
4005.8 5.2419103e-15 
4007.2 5.3430447e-15 
4008.6 4.9719063e-15 
4009.9 4.7700557e-15 
4011.3 4.4651207e-15 
4012.7 4.8711704e-15 
4014.1 4.8470344e-15 
4015.5 4.4355162e-15 
4016.9 4.4136531e-15 
4018.3 4.7009455e-15 
4019.7 4.0899308e-15 
4021.1 4.5498875e-15 
4022.5 4.2265907e-15 
4023.9 4.1042968e-15 
4025.3 4.2362509e-15 
4026.7 4.0472895e-15 
4028.1 4.4203056e-15 
4029.4 3.869638e-15 
4030.8 3.9067026e-15 
4032.2 3.8849593e-15 
4033.6 3.9634762e-15 
4035.0 3.9533946e-15 
4036.4 4.1239016e-15 
4037.8 4.0829257e-15 
4039.2 3.9553412e-15 
4040.6 3.9419723e-15 
4042.0 4.011741e-15 
4043.4 3.8713542e-15 
4044.8 4.0950605e-15 
4046.2 3.9934456e-15 
4047.6 3.8567168e-15 
4048.9 4.062095e-15 
4050.3 3.9983278e-15 
4051.7 3.7972323e-15 
4053.1 4.2203351e-15 
4054.5 4.0716567e-15 
4055.9 4.0337795e-15 
4057.3 3.8408723e-15 
4058.7 4.1241222e-15 
4060.1 3.852607e-15 
4061.5 3.9167342e-15 
4062.9 4.0214823e-15 
4064.3 3.9630072e-15 
4065.7 3.9062934e-15 
4067.1 3.721354e-15 
4068.4 3.8115425e-15 
4069.8 3.7111838e-15 
4071.2 3.4847387e-15 
4072.6 3.4713911e-15 
4074.0 3.821775e-15 
4075.4 3.4570677e-15 
4076.8 3.7091142e-15 
4078.2 3.7627268e-15 
4079.6 3.5755373e-15 
4081.0 3.5618994e-15 
4082.4 3.9762621e-15 
4083.8 3.9157699e-15 
4085.2 3.6889985e-15 
4086.6 3.596687e-15 
4087.9 3.6100674e-15 
4089.3 3.571512e-15 
4090.7 3.7097144e-15 
4092.1 3.5940918e-15 
4093.5 3.7883724e-15 
4094.9 3.6332515e-15 
4096.3 3.5573928e-15 
4097.7 3.7903059e-15 
4099.1 3.5991035e-15 
4100.5 3.9134026e-15 
4101.9 3.6740199e-15 
4103.3 3.5463026e-15 
4104.7 3.6343707e-15 
4106.1 3.8709483e-15 
4107.4 3.9072126e-15 
4108.8 3.9279286e-15 
4110.2 4.0038921e-15 
4111.6 3.6314811e-15 
4113.0 3.8041841e-15 
4114.4 3.7637829e-15 
4115.8 3.831919e-15 
4117.2 3.8195193e-15 
4118.6 3.78489e-15 
4120.0 3.8202999e-15 
4121.4 3.66583e-15 
4122.8 3.8376605e-15 
4124.2 3.7111986e-15 
4125.6 3.9554929e-15 
4126.9 3.6823919e-15 
4128.3 3.8724497e-15 
