#PI: Shappee 
#OBJECT: ASASSN-14lp 
#JD: 2457077.75168 
# 
#Angstrom    Flux(erg/s/cm**2/Angstrom) 
3503.2 -6.9610859e-16 
3505.1 4.54838e-15 
3507.0 -6.3756241e-16 
3508.9 3.6366168e-15 
3510.8 8.9824196e-16 
3512.8 1.3815831e-15 
3514.7 3.7138015e-15 
3516.6 2.8550968e-15 
3518.5 7.1123256e-15 
3520.4 1.7019123e-15 
3522.4 1.6781864e-15 
3524.3 1.5358347e-15 
3526.2 1.4573505e-15 
3528.1 1.9744076e-15 
3530.0 8.2123782e-16 
3531.9 1.2929358e-15 
3533.9 2.2030762e-15 
3535.8 2.8314591e-15 
3537.7 1.8222365e-15 
3539.6 2.6742129e-15 
3541.5 2.3333479e-15 
3543.5 1.5987419e-15 
3545.4 4.1965145e-15 
3547.3 3.191781e-15 
3549.2 1.935234e-16 
3551.1 1.5665432e-15 
3553.0 2.9163454e-15 
3555.0 7.9949217e-16 
3556.9 1.0472636e-15 
3558.8 2.1754866e-15 
3560.7 1.8420921e-15 
3562.6 1.6547835e-15 
3564.6 2.8809655e-15 
3566.5 1.7510056e-15 
3568.4 1.1431408e-15 
3570.3 1.1183533e-15 
3572.2 7.1068039e-16 
3574.2 2.9843661e-15 
3576.1 1.6722171e-15 
3578.0 1.7470891e-15 
3579.9 1.4740701e-15 
3581.8 2.6521815e-15 
3583.7 2.3687743e-15 
3585.7 2.0958512e-15 
3587.6 1.6107162e-15 
3589.5 3.251482e-15 
3591.4 3.759947e-15 
3593.3 2.6295114e-15 
3595.3 2.4693181e-15 
3597.2 2.2181768e-15 
3599.1 2.2919681e-15 
3601.0 2.9418153e-15 
3602.9 2.0093945e-15 
3604.8 2.8566638e-15 
3606.8 2.8692064e-15 
3608.7 1.7448814e-15 
3610.6 2.3287993e-15 
3612.5 2.1270082e-15 
3614.4 2.130622e-15 
3616.4 2.5479565e-15 
3618.3 2.2802707e-15 
3620.2 1.9718466e-15 
3622.1 2.4059431e-15 
3624.0 1.8819104e-15 
3625.9 2.0785376e-15 
3627.9 1.4842743e-15 
3629.8 1.8205278e-15 
3631.7 1.3579562e-15 
3633.6 2.349599e-15 
3635.5 1.9330673e-15 
3637.5 2.3685527e-15 
3639.4 1.976745e-15 
3641.3 1.8733683e-15 
3643.2 1.6931028e-15 
3645.1 1.9183737e-15 
3647.0 2.2012844e-15 
3649.0 2.477722e-15 
3650.9 2.1560543e-15 
3652.8 1.7875216e-15 
3654.7 2.1819545e-15 
3656.6 2.6049303e-15 
3658.6 2.6758819e-15 
3660.5 2.6579126e-15 
3662.4 2.8752891e-15 
3664.3 2.5211591e-15 
3666.2 2.6130468e-15 
3668.1 2.7688743e-15 
3670.1 3.1118761e-15 
3672.0 2.6736499e-15 
3673.9 3.0371082e-15 
3675.8 2.8947483e-15 
3677.7 2.9113548e-15 
3679.7 2.9848893e-15 
3681.6 3.0379574e-15 
3683.5 2.706573e-15 
3685.4 3.0263817e-15 
3687.3 2.8607756e-15 
3689.3 3.3026117e-15 
3691.2 3.1501545e-15 
3693.1 3.2203227e-15 
3695.0 3.1268514e-15 
3696.9 3.154246e-15 
3698.8 3.2752471e-15 
3700.8 3.1861202e-15 
3702.7 3.3546699e-15 
3704.6 3.1862643e-15 
3706.5 3.1259072e-15 
3708.4 3.1982223e-15 
3710.4 3.5962486e-15 
3712.3 3.1330921e-15 
3714.2 3.2398575e-15 
3716.1 3.184974e-15 
3718.0 2.9942919e-15 
3719.9 3.0703562e-15 
3721.9 3.0231085e-15 
3723.8 3.0757181e-15 
3725.7 2.9698698e-15 
3727.6 3.1956854e-15 
3729.5 3.1301934e-15 
3731.5 3.1831216e-15 
3733.4 2.9766792e-15 
3735.3 2.8607262e-15 
3737.2 2.8931182e-15 
3739.1 2.8229635e-15 
3741.0 2.9513132e-15 
3743.0 2.7172427e-15 
3744.9 2.9041975e-15 
3746.8 2.7554764e-15 
3748.7 2.727604e-15 
3750.6 2.6761255e-15 
3752.6 2.7153537e-15 
3754.5 2.4781839e-15 
3756.4 2.2851229e-15 
3758.3 2.3529259e-15 
3760.2 2.253169e-15 
3762.1 2.1582895e-15 
3764.1 2.2634127e-15 
3766.0 2.0908899e-15 
3767.9 2.0144865e-15 
3769.8 1.8573434e-15 
3771.7 1.8275208e-15 
3773.7 1.6898528e-15 
3775.6 1.5126878e-15 
3777.5 1.5949713e-15 
3779.4 1.5413611e-15 
3781.3 1.3213684e-15 
3783.2 1.5685422e-15 
3785.2 1.4727826e-15 
3787.1 1.3471494e-15 
3789.0 1.2580726e-15 
3790.9 1.321603e-15 
3792.8 1.3148455e-15 
3794.8 1.1980526e-15 
3796.7 1.120069e-15 
3798.6 1.0921881e-15 
3800.5 1.1565739e-15 
3802.4 1.0597578e-15 
3804.4 1.0469016e-15 
3806.3 1.246852e-15 
3808.2 1.096462e-15 
3810.1 1.0497423e-15 
3812.0 1.1316302e-15 
3813.9 1.2864347e-15 
3815.9 1.2168262e-15 
3817.8 1.2211801e-15 
3819.7 1.2175976e-15 
3821.6 1.3928442e-15 
3823.5 1.2456626e-15 
3825.5 1.3735661e-15 
3827.4 1.3584983e-15 
3829.3 1.4589795e-15 
3831.2 1.3864216e-15 
3833.1 1.4465387e-15 
3835.0 1.5831018e-15 
3837.0 1.6502623e-15 
3838.9 1.691597e-15 
3840.8 1.834542e-15 
3842.7 1.8355046e-15 
3844.6 1.9866131e-15 
3846.6 2.2497622e-15 
3848.5 2.1531513e-15 
3850.4 2.383866e-15 
3852.3 2.4594989e-15 
3854.2 2.5880229e-15 
3856.1 2.6403838e-15 
3858.1 2.6362686e-15 
3860.0 2.7686883e-15 
3861.9 2.8035841e-15 
3863.8 2.7310059e-15 
3865.7 2.8207804e-15 
3867.7 3.0331942e-15 
3869.6 3.13804e-15 
3871.5 3.0509267e-15 
3873.4 3.1900118e-15 
3875.3 3.2574969e-15 
3877.2 3.2954028e-15 
3879.2 3.391757e-15 
3881.1 3.6132536e-15 
3883.0 3.6171114e-15 
3884.9 3.6864328e-15 
3886.8 3.7681369e-15 
3888.8 3.9552552e-15 
3890.7 3.9876824e-15 
3892.6 3.9633614e-15 
3894.5 3.9371741e-15 
3896.4 3.8583275e-15 
3898.3 4.0448151e-15 
3900.3 4.08602e-15 
3902.2 4.0840434e-15 
3904.1 4.2353442e-15 
3906.0 4.2517898e-15 
3907.9 4.2732841e-15 
3909.9 4.2577926e-15 
3911.8 4.3096864e-15 
3913.7 4.335841e-15 
3915.6 4.4173629e-15 
3917.5 4.8736337e-15 
3919.4 4.7189497e-15 
3921.4 4.7285023e-15 
3923.3 4.6565381e-15 
3925.2 4.8764419e-15 
3927.1 4.8811932e-15 
3929.0 4.5457887e-15 
3931.0 4.2868278e-15 
3932.9 4.4734574e-15 
3934.8 4.7821162e-15 
3936.7 4.9203496e-15 
3938.6 5.0407409e-15 
3940.6 5.3953823e-15 
3942.5 5.2271921e-15 
3944.4 5.0539708e-15 
3946.3 5.2278272e-15 
3948.2 5.1540345e-15 
3950.1 5.1148173e-15 
3952.1 5.038859e-15 
3954.0 5.1280562e-15 
3955.9 5.0563524e-15 
3957.8 5.0383764e-15 
3959.7 5.0906108e-15 
3961.7 5.0984405e-15 
3963.6 4.9086815e-15 
3965.5 4.6681554e-15 
3967.4 4.6202932e-15 
3969.3 4.9354523e-15 
3971.2 5.0126043e-15 
3973.2 5.1773822e-15 
3975.1 5.1266967e-15 
3977.0 5.0312105e-15 
3978.9 5.0018817e-15 
3980.8 4.9107769e-15 
3982.8 4.9568645e-15 
3984.7 5.0647584e-15 
3986.6 4.9626752e-15 
3988.5 4.8745637e-15 
3990.4 4.975703e-15 
3992.3 4.8640131e-15 
3994.3 4.8657667e-15 
3996.2 4.9053862e-15 
3998.1 4.6891961e-15 
4000.0 4.8033762e-15 
4001.9 4.7381912e-15 
4003.9 4.5712896e-15 
4005.8 4.619703e-15 
4007.7 4.4830836e-15 
4009.6 4.3662822e-15 
4011.5 4.4147706e-15 
4013.4 4.3524524e-15 
4015.4 4.2327498e-15 
4017.3 4.136387e-15 
4019.2 4.1433478e-15 
4021.1 3.9771327e-15 
4023.0 3.8543312e-15 
4025.0 3.6576491e-15 
4026.9 3.7134045e-15 
4028.8 3.5453562e-15 
4030.7 3.4911738e-15 
4032.6 3.4802362e-15 
4034.5 3.4680859e-15 
4036.5 3.460853e-15 
4038.4 3.5187866e-15 
4040.3 3.5148157e-15 
4042.2 3.4444668e-15 
4044.1 3.4163889e-15 
4046.1 3.2582508e-15 
4048.0 3.2434307e-15 
4049.9 3.2347423e-15 
4051.8 3.2538576e-15 
4053.7 3.2018303e-15 
4055.7 3.2780196e-15 
4057.6 3.2317074e-15 
4059.5 3.1088002e-15 
4061.4 3.1478495e-15 
4063.3 3.0945647e-15 
4065.2 3.0558104e-15 
4067.2 3.1031083e-15 
4069.1 3.1794392e-15 
4071.0 3.1526122e-15 
4072.9 3.0430231e-15 
4074.8 3.032273e-15 
4076.8 3.0333224e-15 
4078.7 2.8574503e-15 
4080.6 2.8103616e-15 
4082.5 2.8355215e-15 
4084.4 2.9497662e-15 
4086.3 3.0270561e-15 
4088.3 3.0392805e-15 
4090.2 2.9434893e-15 
4092.1 2.8853958e-15 
4094.0 2.8894753e-15 
4095.9 2.9451895e-15 
4097.9 3.002705e-15 
4099.8 3.0827325e-15 
4101.7 2.9387469e-15 
4103.6 2.9871168e-15 
4105.5 2.9165333e-15 
4107.4 2.8972477e-15 
4109.4 2.9705588e-15 
