@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.840
@SPECTRUM spectrum_06D2ga_1241.dat
@SN-NAME 06D2ga
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 5.430
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4257.990            0.00259        0.00418
       4272.990            0.00163        0.00364
       4287.990           -0.00376        0.00317
       4302.990           -0.00016        0.00260
       4317.990            0.00160        0.00247
       4332.990           -0.00281        0.00231
       4347.990            0.00279        0.00216
       4362.990           -0.00232        0.00202
       4377.990           -0.00027        0.00188
       4392.990            0.00057        0.00180
       4407.990           -0.00031        0.00180
       4422.990           -0.00048        0.00177
       4437.990            0.00087        0.00172
       4452.990            0.00111        0.00164
       4467.990            0.00203        0.00158
       4482.990            0.00286        0.00158
       4497.990           -0.00032        0.00156
       4512.990            0.00141        0.00154
       4527.990            0.00115        0.00147
       4542.990            0.00173        0.00152
       4557.990            0.00146        0.00146
       4572.990            0.00104        0.00145
       4587.990           -0.00048        0.00143
       4602.990            0.00264        0.00143
       4617.990           -0.00026        0.00141
       4632.990            0.00081        0.00141
       4647.990            0.00008        0.00138
       4662.990            0.00039        0.00138
       4677.990           -0.00022        0.00136
       4692.990           -0.00092        0.00146
       4707.990           -0.00022        0.00133
       4722.990            0.00084        0.00132
       4737.990            0.00375        0.00129
       4752.990            0.00086        0.00128
       4767.990            0.00110        0.00127
       4782.990            0.00099        0.00128
       4797.990            0.00177        0.00128
       4812.990            0.00149        0.00128
       4827.990            0.00016        0.00128
       4842.990            0.00037        0.00127
       4857.990            0.00005        0.00133
       4872.990            0.00083        0.00123
       4887.990           -0.00020        0.00122
       4902.990            0.00013        0.00121
       4917.990            0.00105        0.00120
       4932.990           -0.00037        0.00120
       4947.990           -0.00218        0.00120
       4962.990            0.00196        0.00130
       4977.990           -0.00039        0.00120
       4992.990            0.00159        0.00119
       5007.990            0.00134        0.00115
       5022.990            0.00266        0.00117
       5037.990            0.00081        0.00114
       5052.990            0.00129        0.00124
       5067.990           -0.00062        0.00114
       5082.990            0.00100        0.00112
       5097.990            0.00227        0.00112
       5112.990            0.00183        0.00113
       5127.990           -0.00083        0.00124
       5142.990            0.00119        0.00112
       5157.990            0.00063        0.00112
       5172.990            0.00292        0.00107
       5187.990            0.00269        0.00115
       5202.990            0.00089        0.00147
       5217.990            0.00197        0.00113
       5232.990           -0.00052        0.00114
       5247.990            0.00043        0.00116
       5262.990            0.00252        0.00112
       5277.990            0.00164        0.00121
       5292.990            0.00137        0.00114
       5307.990            0.00122        0.00114
       5322.990            0.00208        0.00113
       5337.990            0.00068        0.00123
       5352.990            0.00216        0.00112
       5367.990            0.00400        0.00111
       5382.990            0.00219        0.00112
       5397.990            0.00223        0.00124
       5412.990            0.00125        0.00110
       5427.990            0.00359        0.00111
       5442.990            0.00257        0.00112
       5457.990            0.00245        0.00122
       5472.990            0.00365        0.00112
       5487.990            0.00069        0.00114
       5502.990           -0.00110        0.00114
       5517.990           -0.00002        0.00126
       5532.990            0.00188        0.00114
       5547.990            0.00022        0.00120
       5562.990            0.00378        0.00126
       5577.990           -0.00138        0.00368
       5592.990            0.00083        0.00123
       5607.990            0.00149        0.00118
       5622.990            0.00147        0.00130
       5637.990           -0.00031        0.00117
       5652.990            0.00110        0.00118
       5667.990            0.00132        0.00119
       5682.990            0.00212        0.00130
       5697.990            0.00278        0.00121
       5712.990            0.00310        0.00121
       5727.990            0.00318        0.00133
       5742.990            0.00151        0.00120
       5757.990            0.00185        0.00120
       5772.990            0.00386        0.00130
       5787.990            0.00345        0.00121
       5802.990            0.00438        0.00121
       5817.990            0.00300        0.00135
       5832.990            0.00287        0.00122
       5847.990            0.00121        0.00123
       5862.990            0.00027        0.00145
       5877.990            0.00162        0.00139
       5892.990            0.00326        0.00205
       5907.990           -0.00138        0.00154
       5922.990            0.00145        0.00141
       5937.990            0.00346        0.00139
       5952.990            0.00176        0.00152
       5967.990            0.00127        0.00132
       5982.990            0.00424        0.00131
       5997.990            0.00313        0.00140
       6012.990            0.00319        0.00122
       6027.990            0.00132        0.00121
       6042.990            0.00147        0.00131
       6057.990            0.00210        0.00118
       6072.990            0.00031        0.00117
       6087.990           -0.00048        0.00127
       6102.990            0.00009        0.00117
       6117.990            0.00188        0.00115
       6132.990            0.00102        0.00127
       6147.990            0.00093        0.00118
       6162.990            0.00024        0.00126
       6177.990            0.00014        0.00120
       6192.990            0.00063        0.00117
       6207.990            0.00222        0.00131
       6222.990            0.00299        0.00123
       6237.990            0.00295        0.00140
       6252.990            0.00008        0.00146
       6267.990            0.00124        0.00132
       6282.990            0.00293        0.00145
       6297.990            0.00356        0.00262
       6312.990            0.00120        0.00149
       6327.990            0.00214        0.00146
       6342.990            0.00217        0.00122
       6357.990            0.00478        0.00176
       6372.990            0.00225        0.00155
       6387.990            0.00360        0.00122
       6402.990            0.00238        0.00121
       6417.990            0.00540        0.00112
       6432.990            0.00339        0.00110
       6447.990            0.00456        0.00125
       6462.990            0.00418        0.00125
       6477.990            0.00421        0.00131
       6492.990            0.00533        0.00119
       6507.990            0.00492        0.00122
       6522.990            0.00461        0.00129
       6537.990            0.00482        0.00125
       6552.990            0.00534        0.00147
       6567.990            0.00268        0.00129
       6582.990            0.00600        0.00117
       6597.990            0.00596        0.00125
       6612.990            0.00584        0.00111
       6627.990            0.00587        0.00120
       6642.990            0.00595        0.00109
       6657.990            0.00403        0.00117
       6672.990            0.00402        0.00107
       6687.990            0.00479        0.00104
       6702.990            0.00373        0.00118
       6717.990            0.00690        0.00106
       6732.990            0.00670        0.00115
       6747.990            0.00388        0.00106
       6762.990            0.00378        0.00104
       6777.990            0.00362        0.00116
       6792.990            0.00588        0.00104
       6807.990            0.00396        0.00114
       6822.990            0.00228        0.00122
       6837.990            0.00283        0.00162
       6852.990            0.00280        0.00116
       6867.990           -0.00037        0.00161
       6882.990           -0.00217        0.00148
       6897.990            0.00482        0.00130
       6912.990            0.00258        0.00149
       6927.990            0.00485        0.00133
       6942.990            0.00260        0.00149
       6957.990            0.00592        0.00123
       6972.990            0.00045        0.00128
       6987.990            0.00173        0.00142
       7002.990            0.00227        0.00114
       7017.990            0.00232        0.00121
       7032.990            0.00261        0.00106
       7047.990            0.00535        0.00128
       7062.990            0.00032        0.00110
       7077.990            0.00572        0.00124
       7092.990            0.00453        0.00109
       7107.990            0.00564        0.00107
       7122.990            0.00388        0.00118
       7137.990            0.00776        0.00114
       7152.990            0.00494        0.00125
       7167.990            0.00624        0.00117
       7182.990            0.00589        0.00131
       7197.990            0.00761        0.00115
       7212.990            0.00883        0.00124
       7227.990            0.00685        0.00120
       7242.990            0.01071        0.00227
       7257.990            0.00767        0.00152
       7272.990            0.00430        0.00179
       7287.990            0.00722        0.00193
       7302.990            0.00900        0.00157
       7317.990            0.00138        0.00223
       7332.990            0.00551        0.00180
       7347.990            0.00352        0.00185
       7362.990            0.00825        0.00173
       7377.990            0.00394        0.00160
       7392.990            0.00878        0.00148
       7407.990            0.00961        0.00144
       7422.990            0.00334        0.00140
       7437.990            0.00523        0.00149
       7452.990            0.00709        0.00134
       7467.990            0.00598        0.00156
       7482.990            0.00630        0.00188
       7497.990            0.00492        0.00132
       7512.990            0.00580        0.00146
       7527.990            0.00465        0.00194
       7542.990            0.00573        0.00152
       7557.990            0.00409        0.00145
       7572.990            0.00616        0.00180
       7587.990            0.00540        0.00181
       7602.990            0.00147        0.00321
       7617.990            0.00887        0.00262
       7632.990            0.00681        0.00224
       7647.990            0.00553        0.00193
       7662.990            0.00732        0.00167
       7677.990            0.00811        0.00157
       7692.990            0.00335        0.00166
       7707.990            0.00345        0.00218
       7722.990            0.00605        0.00233
       7737.990            0.00330        0.00179
       7752.990            0.00168        0.00269
       7767.990            0.00512        0.00204
       7782.990            0.00480        0.00200
       7797.990            0.00667        0.00227
       7812.990           -0.00062        0.00238
       7827.990            0.00544        0.00205
       7842.990            0.00385        0.00231
       7857.990            0.00748        0.00287
       7872.990            0.00275        0.00277
       7887.990            0.00659        0.00230
       7902.990            0.00691        0.00203
       7917.990            0.00051        0.00318
       7932.990            0.00385        0.00236
       7947.990            0.00414        0.00198
       7962.990            0.00142        0.00291
       7977.990            0.00245        0.00236
       7992.990            0.00694        0.00325
       8007.990            0.00225        0.00198
       8022.990            0.00623        0.00284
       8037.990            0.00400        0.00180
       8052.990            0.00289        0.00221
       8067.990            0.00108        0.00199
       8082.990            0.00571        0.00166
       8097.990            0.00676        0.00209
       8112.990            0.00641        0.00172
       8127.990            0.00484        0.00185
       8142.990            0.00729        0.00189
       8157.990            0.00463        0.00197
       8172.990            0.00266        0.00179
       8187.990            0.00699        0.00204
       8202.990            0.00429        0.00180
       8217.990            0.00548        0.00197
       8232.990            0.00544        0.00194
       8247.990            0.00197        0.00202
       8262.990            0.00670        0.00184
       8277.990            0.00400        0.00321
       8292.990            0.00234        0.00388
       8307.990            0.00434        0.00325
       8322.990            0.00345        0.00205
       8337.990            0.00889        0.00294
       8352.990            0.00110        0.00394
       8367.990            0.00769        0.00269
       8382.990            0.00520        0.00271
       8397.990            0.00633        0.00411
       8412.990            0.00537        0.00302
       8427.990            0.00547        0.00388
       8442.990            0.00481        0.00274
       8457.990            0.00126        0.00324
       8472.990            0.00485        0.00301
       8487.990            0.00811        0.00225
