# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22B16
# OBJECT = 2022ruh
# RA = 2:57:22.21
# DEC = 10:19:30.40
# DATE-OBS = 2022-08-26T02:24:26.654
# MJD-OBS = 59817.100308
# EXPTIME-OBS = 1500.0s
# AIRMASS-OBS = 1.619773
# SEEING-OBS = 3.041493
# wl fl
# [A] [Normalised]
4038.571963 0.888809
4057.143925 0.52132
4075.715888 0.585757
4094.287850 0.618163
4112.859813 0.717567
4131.431776 0.649528
4150.003738 0.817524
4168.575701 0.68134
4187.147664 0.714427
4205.719626 0.725487
4224.291589 0.752344
4242.863551 0.508647
4261.435514 0.810961
4280.007477 0.734614
4298.579439 0.648127
4317.151402 0.575067
4335.723364 0.574921
4354.295327 0.620772
4372.867290 0.659452
4391.439252 0.684715
4410.011215 0.508518
4428.583178 0.649284
4447.155140 0.588414
4465.727103 0.685546
4484.299065 0.685304
4502.871028 0.742818
4521.442991 0.78977
4540.014953 0.807257
4558.586916 0.867865
4577.158879 0.866222
4595.730841 0.949882
4614.302804 0.967591
4632.874766 0.901352
4651.446729 0.864867
4670.018692 0.930462
4688.590654 0.883049
4707.162617 0.919394
4725.734579 0.886029
4744.306542 0.951271
4762.878505 0.824587
4781.450467 0.795257
4800.022430 0.887527
4818.594393 0.8382625
4837.166355 0.788998
4855.738318 0.855362
4874.310280 0.853723
4892.882243 0.881573
4911.454206 0.85543
4930.026168 0.846226
4948.598131 0.784453
4967.170093 0.729506
4985.742056 0.680426
5004.314019 0.762407
5022.885981 0.845983
5041.457944 0.798516
5060.029907 0.86552
5078.601869 0.896559
5097.173832 0.88172
5115.745794 0.822122
5134.317757 0.839622
5152.889720 0.905845
5171.461682 0.849437
5190.033645 0.99254
5208.605607 0.97742
5227.177570 0.981136
5245.749533 0.966108
5264.321495 0.952693
5282.893458 0.993242
5301.465421 0.962393
5320.037383 0.968568
5338.609346 0.944391
5357.181308 0.903119
5375.753271 0.959539
5394.325234 0.879836
5412.897196 0.934364
5431.469159 1.00363
5450.041121 0.993983
5468.613084 0.99389
5487.185047 1.03474
5505.757009 1.07098
5524.328972 1.00028
5542.900935 0.950987
5561.472897 0.952723
5580.044860 0.965549
5598.616822 1.02114
5617.188785 1.02177
5635.760748 1.11306
5654.332710 1.07994
5672.904673 1.08764
5691.476636 1.13552
5710.048598 1.17088
5728.620561 1.11564
5747.192523 1.15581
5765.764486 1.15233
5784.336449 1.14564
5802.908411 1.13705
5821.480374 1.10181
5840.052336 1.08957
5858.624299 1.11443
5877.196262 1.07811
5895.768224 0.986735
5914.340187 1.06912
5932.912150 1.02057
5951.484112 1.0226
5970.056075 1.11995
5988.628037 1.20456
6007.200000 1.23858
6025.771963 1.20582
6044.343925 1.15377
6062.915888 1.23835
6081.487850 1.27086
6100.059813 1.2874
6118.631776 1.27754
6137.203738 1.27919
6155.775701 1.23997
6174.347664 1.2044
6192.919626 1.12212
6211.491589 1.07767
6230.063551 1.04296
6248.635514 0.984841
6267.207477 0.968544
6285.779439 0.966187
6304.351402 1.00935
6322.923364 1.04095
6341.495327 1.14138
6360.067290 1.12035
6378.639252 1.1666
6397.211215 1.23655
6415.783178 1.31365
6434.355140 1.32873
6452.927103 1.29013
6471.499065 1.29217
6490.071028 1.34623
6508.642991 1.34364
6527.214953 1.33486
6545.786916 1.36621
6564.358879 1.37794
6582.930841 1.37274
6601.502804 1.38144
6620.074766 1.30172
6638.646729 1.34537
6657.218692 1.39242
6675.790654 1.50664
6694.362617 1.30921
6712.934579 1.26837
6731.506542 1.31177
6750.078505 1.29407
6768.650467 1.26826
6787.222430 1.32937
6805.794393 1.32712
6824.366355 1.27858
6842.938318 1.37764
6861.510280 1.18493
6880.082243 1.06551
6898.654206 1.15495
6917.226168 1.23203
6935.798131 1.23998
6954.370093 1.28037
6972.942056 1.25511
6991.514019 1.28557
7010.085981 1.3168
7028.657944 1.2906
7047.229907 1.30369
7065.801869 1.30501
7084.373832 1.21463
7102.945794 1.20912
7121.517757 1.31532
7140.089720 1.32573
7158.661682 1.24726
7177.233645 1.21486
7195.805607 1.14901
7214.377570 1.31417
7232.949533 1.19401
7251.521495 1.34908
7270.093458 1.23034
7288.665421 1.21993
7307.237383 1.24833
7325.809346 1.19509
7344.381308 1.25802
7362.953271 1.19866
7381.525234 1.32196
7400.097196 1.33546
7418.669159 1.37544
7437.241121 1.36466
7455.813084 1.39525
7474.385047 1.3803
7492.957009 1.30088
7511.528972 1.41162
7530.100935 1.26712
7548.672897 1.38823
7567.244860 1.26149
7585.816822 1.20797
7604.388785 0.331538
7622.960748 0.711753
7641.532710 0.866581
7660.104673 1.05428
7678.676636 1.28821
7697.248598 1.43502
7715.820561 1.50778
7734.392523 1.48348
7752.964486 1.69532
7771.536449 1.32272
7790.108411 1.52438
7808.680374 1.39235
7827.252336 1.4163
7845.824299 1.3184
7864.396262 1.39598
7882.968224 1.64677
7901.540187 1.53742
7920.112150 1.30749
7938.684112 1.31584
7957.256075 1.88384
7975.828037 1.20852
