3394.72852	2.74822063E-16
3397.59448	2.68844763E-16
3400.46045	2.63074404E-16
3403.32642	2.57490763E-16
3406.19238	2.52040953E-16
3409.05835	1.99146406E-16
3411.92432	9.51905089E-17
3414.79028	2.0944143E-16
3417.65601	2.05527436E-16
3420.52197	5.07435522E-16
3423.38794	1.19492685E-16
3426.25391	2.70677346E-16
3429.11987	2.05594272E-16
3431.98584	2.08802859E-16
3434.85181	3.30042656E-16
3437.71777	3.02479436E-16
3440.58374	4.18417732E-16
3443.44971	2.62077155E-16
3446.31567	3.14226354E-16
3449.18164	2.00434108E-16
3452.04761	2.00597373E-16
3454.91357	4.92642144E-16
3457.7793	1.78605605E-16
3460.64526	1.6896154E-16
3463.51123	1.91135724E-16
3466.3772	2.86348885E-16
3469.24316	4.1018039E-16
3472.10913	2.65743829E-16
3474.9751	1.92083461E-16
3477.84106	3.27075817E-16
3480.70703	6.36060651E-16
3483.573	3.08316843E-16
3486.43896	1.94763659E-16
3489.30493	3.47383802E-16
3492.1709	5.05721286E-16
3495.03687	4.36307412E-16
3497.90283	4.42208691E-16
3500.76855	3.15862954E-16
3503.63452	4.79868252E-16
3506.50049	2.09353087E-16
3509.36646	7.2331468E-16
3512.23242	4.63189803E-16
3515.09839	2.73243803E-16
3517.96436	2.73446323E-16
3520.83032	4.54465893E-16
3523.69629	4.11226052E-16
3526.56226	2.97580012E-16
3529.42822	3.39044392E-16
3532.29419	3.39292335E-16
3535.16016	3.93993961E-16
3538.02612	6.42784346E-16
3540.89209	4.89990455E-16
3543.75781	4.84473147E-16
3546.62378	4.83439661E-16
3549.48975	4.39630614E-16
3552.35571	3.02877833E-16
3555.22168	3.96514466E-16
3558.08765	4.33428877E-16
3560.95361	4.31246549E-16
3563.81958	2.85899957E-16
3566.68555	3.97449749E-16
3569.55151	4.76956947E-16
3572.41748	5.76433873E-16
3575.28345	4.02371884E-16
3578.14941	4.88238208E-16
3581.01538	5.9369201E-16
3583.8811	4.23557211E-16
3586.74707	4.36017251E-16
3589.61304	5.24317841E-16
3592.479	5.40674206E-16
3595.34497	3.2605313E-16
3598.21094	3.17228556E-16
3601.0769	5.30565133E-16
3603.94287	3.32829526E-16
3606.80884	6.6724724E-16
3609.6748	3.39285082E-16
3612.54077	5.23908883E-16
3615.40674	2.28523692E-16
3618.27271	4.71098126E-16
3621.13867	5.97462101E-16
3624.00464	1.87726999E-16
3626.87036	6.17300724E-16
3629.73633	4.74358515E-16
3632.60229	4.65558054E-16
3635.46826	4.26259193E-16
3638.33423	3.32619118E-16
3641.2002	1.72321349E-16
3644.06616	4.3404422E-16
3646.93213	3.79100554E-16
3649.7981	1.58928885E-16
3652.66406	3.14174843E-16
3655.53003	4.95709833E-16
3658.396	2.89273769E-16
3661.26196	4.73249272E-16
3664.12793	1.30078095E-16
3666.9939	2.34513539E-16
3669.85962	1.36797211E-16
3672.72559	4.23594507E-16
3675.59155	4.57054214E-16
3678.45752	3.60497566E-16
3681.32349	3.42055939E-16
3684.18945	4.57432414E-16
3687.05542	3.77677327E-16
3689.92139	3.09482016E-16
3692.78735	3.56535596E-16
3695.65332	2.89532299E-16
3698.51929	6.40612818E-16
3701.38525	3.80528387E-16
3704.25122	4.48317492E-16
3707.11719	4.8860455E-16
3709.98291	4.16553942E-16
3712.84888	3.36346063E-16
3715.71484	3.31652971E-16
3718.58081	4.67281978E-16
3721.44678	3.63510595E-16
3724.31274	4.81172365E-16
3727.17871	1.99830041E-16
3730.04468	3.21813386E-16
3732.91064	4.72184234E-16
3735.77661	5.71027844E-16
3738.64258	4.63521099E-16
3741.50854	4.30822345E-16
3744.37451	6.16103126E-16
3747.24048	5.09185704E-16
3750.10645	6.26749112E-16
3752.97217	5.98376949E-16
3755.83813	4.98271737E-16
3758.7041	6.19554361E-16
3761.57007	6.08694499E-16
3764.43604	6.10329008E-16
3767.302	5.81834396E-16
3770.16797	3.6731372E-16
3773.03394	2.78491225E-16
3775.8999	4.07872357E-16
3778.76587	4.47092789E-16
3781.63184	2.61363424E-16
3784.4978	1.70629745E-16
3787.36377	1.8434117E-16
3790.22974	2.34331294E-16
3793.09546	2.64852485E-16
3795.96143	1.68697438E-16
3798.82739	1.47267014E-16
3801.69336	1.63600946E-16
3804.55933	1.50814574E-16
3807.42529	1.56313803E-16
3810.29126	1.30039952E-16
3813.15723	1.65946619E-16
3816.02319	1.51301353E-16
3818.88916	1.4602852E-16
3821.75513	1.27247298E-16
3824.62109	6.0227927E-17
