# SNID ztf24abipyia
# OBSERVER='Rich/Wise/Hinds'
# RA 353.2385
# OBS_DATE 2024-10-08 07:04:41.29
# MJD 60591.29492234
# DEC 25.734694444444447
# INSTRUMENT KAST
#wavelength flux flux_err
3472.74260339 0.08838385 0.04307274
3473.75495140 0.14121856 0.04739955
3474.76729942 0.11933605 0.04626939
3475.77964743 0.07977881 0.04285316
3476.79199544 0.12623389 0.04851443
3477.80434345 0.16399115 0.05292998
3478.81669147 0.07033949 0.05289644
3479.82903948 0.16026439 0.05511903
3480.84138749 0.13623098 0.05785945
3481.85373551 0.17756872 0.05887547
3482.86608352 0.08179421 0.05301892
3483.87843153 0.15456639 0.05627481
3484.89077954 0.24739474 0.06056910
3485.90312756 0.20484538 0.05428697
3486.91547557 0.04990134 0.04786221
3487.92782358 0.12672487 0.05077844
3488.94017160 0.11869714 0.05062112
3489.95251961 0.14213336 0.05154513
3490.96486762 0.20046803 0.05518861
3491.97721563 0.23918450 0.05532402
3492.98956365 0.14894402 0.04905781
3494.00191166 0.10710397 0.04959474
3495.01425967 0.16537760 0.05074344
3496.02660769 0.14440209 0.04654907
3497.03895570 0.17275171 0.04729215
3498.05130371 0.16486345 0.04907964
3499.06365172 0.10803501 0.04768543
3500.07599974 0.08566794 0.04524544
3501.08834775 0.01873739 0.04038829
3502.10069576 0.09375502 0.04443966
3503.11304378 0.10280532 0.04245488
3504.12539179 0.17176944 0.04671771
3505.13773980 0.11398975 0.04477324
3506.15008781 0.12756094 0.04441657
3507.16243583 0.09041600 0.04279017
3508.17478384 0.12188915 0.04460538
3509.18713185 0.10665441 0.04642351
3510.19947987 0.11093415 0.04585081
3511.21182788 0.07864976 0.04216845
3512.22417589 0.10935893 0.04116373
3513.23652390 0.11340158 0.04549372
3514.24887192 0.11896231 0.04690288
3515.26121993 0.10814998 0.04477937
3516.27356794 0.17694828 0.04890630
3517.28591596 0.16831376 0.04747330
3518.29826397 0.13686314 0.04574658
3519.31061198 0.08931421 0.04516952
3520.32295999 0.07808398 0.03917566
3521.33530801 0.19948931 0.04749881
3522.34765602 0.16291586 0.04569485
3523.36000403 0.17583239 0.04614779
3524.37235205 0.16084106 0.04624300
3525.38470006 0.10361248 0.04393785
3526.39704807 0.22032034 0.05152069
3527.40939608 0.15808101 0.04627892
3528.42174410 0.13178547 0.04387760
3529.43409211 0.04867373 0.04010532
3530.44644012 0.16407847 0.04793203
3531.45878814 0.12269984 0.04406385
3532.47113615 0.08949735 0.04294722
3533.48348416 0.16207540 0.04862676
3534.49583217 0.11124171 0.04478892
3535.50818019 0.11199307 0.04215315
3536.52052820 0.14251034 0.04506628
3537.53287621 0.09878436 0.04407180
3538.54522423 0.06135261 0.04413845
3539.55757224 0.05458704 0.04540751
3540.56992025 0.06132630 0.04910424
3541.58226826 0.02580116 0.05150682
3542.59461628 0.10581270 0.05410483
3543.60696429 0.07843722 0.05230726
3544.61931230 0.12143820 0.05494463
3545.63166032 0.08739410 0.05337831
3546.64400833 0.04197672 0.05057245
3547.65635634 0.03451261 0.04905473
3548.66870435 0.08089811 0.04871203
3549.68105237 0.16845502 0.05436663
3550.69340038 0.15050730 0.05328295
3551.70574839 0.08645435 0.04999047
3552.71809641 0.04613901 0.05062182
3553.73044442 0.05506467 0.04947886
3554.74279243 0.10162178 0.05263785
3555.75514045 0.12650615 0.05133821
