@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.220
@SPECTRUM spectrum_04D2bt_444.dat
@SN-NAME 04D2bt
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.560
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4151.291            0.00000        0.60046
       4153.738            0.00000        0.65993
       4156.186            0.00000        1.24749
       4158.634            0.00000        0.66100
       4161.083            0.00000        1.02583
       4163.532            0.00000        0.99375
       4165.981            0.00000        1.26521
       4168.431            0.00000        0.69307
       4170.881            0.00000        0.59390
       4173.332            0.21510        0.59095
       4175.783           -0.40180        0.50028
       4178.234           -0.51470        0.45288
       4180.687           -0.01830        0.32900
       4183.139           -0.37990        0.31760
       4185.592            0.07270        0.24871
       4188.045            0.02150        0.22565
       4190.499           -0.30830        0.20634
       4192.953           -0.03340        0.16924
       4195.407           -0.04330        0.15639
       4197.862            0.15190        0.14032
       4200.318            0.05400        0.11224
       4202.773           -0.00400        0.10807
       4205.230            0.17600        0.09411
       4207.687            0.01400        0.08082
       4210.144            0.01900        0.07222
       4212.601            0.03810        0.06725
       4215.059           -0.03950        0.05943
       4217.517            0.14640        0.05576
       4219.976            0.09380        0.04968
       4222.435            0.11550        0.04806
       4224.895            0.02330        0.04177
       4227.354            0.02630        0.03879
       4229.815            0.02370        0.03509
       4232.276            0.04550        0.03184
       4234.737            0.03360        0.03127
       4237.199            0.03700        0.03050
       4239.661            0.05690        0.02882
       4242.124            0.04790        0.02608
       4244.586            0.01670        0.02489
       4247.050            0.05450        0.02439
       4249.514            0.00590        0.02286
       4251.978           -0.01680        0.02218
       4254.442            0.03640        0.02070
       4256.907            0.02390        0.01996
       4259.373           -0.02230        0.01869
       4261.838            0.05160        0.01867
       4264.305            0.04330        0.01781
       4266.771            0.03990        0.01730
       4269.238            0.02630        0.01650
       4271.706            0.03830        0.01698
       4274.173            0.01280        0.01496
       4276.642            0.05170        0.01518
       4279.110            0.05400        0.01482
       4281.580            0.03500        0.01406
       4284.049            0.04330        0.01363
       4286.519            0.03260        0.01369
       4288.989            0.04290        0.01324
       4291.460            0.05540        0.01275
       4293.931            0.05450        0.01219
       4296.402            0.04130        0.01208
       4298.875            0.01190        0.01168
       4301.347            0.01160        0.01129
       4303.819            0.03290        0.01076
       4306.292            0.03640        0.01083
       4308.766            0.06570        0.01090
       4311.240            0.06910        0.01098
       4313.714            0.04160        0.01063
       4316.189            0.03230        0.01024
       4318.664            0.04510        0.01037
       4321.140            0.03890        0.00998
       4323.615            0.04460        0.00973
       4326.092            0.01260        0.00939
       4328.568            0.03390        0.00922
       4331.045            0.04590        0.00929
       4333.523            0.03680        0.00908
       4336.001            0.04170        0.00873
       4338.479            0.04590        0.00875
       4340.958            0.03440        0.00858
       4343.437            0.04100        0.00844
       4345.917            0.03960        0.00847
       4348.396            0.04170        0.00822
       4350.877            0.03260        0.00828
       4353.357            0.03880        0.00818
       4355.838            0.05360        0.00823
       4358.320            0.05000        0.00817
       4360.802            0.03860        0.00791
       4363.284            0.04300        0.00807
       4365.767            0.04810        0.00815
       4368.250            0.04360        0.00797
       4370.733            0.04540        0.00831
       4373.217            0.02590        0.00766
       4375.701            0.04000        0.00772
       4378.186            0.05280        0.00773
       4380.671            0.03940        0.00738
       4383.156            0.03910        0.00755
       4385.642            0.02840        0.00700
       4388.128            0.04090        0.00729
       4390.615            0.03420        0.00700
       4393.102            0.03650        0.00696
       4395.589            0.03990        0.00693
       4398.077            0.03630        0.00695
       4400.565            0.02670        0.00697
       4403.053            0.04440        0.00700
       4405.542            0.03020        0.00688
       4408.031            0.02150        0.00679
       4410.521            0.04000        0.00695
       4413.011            0.03840        0.00693
       4415.501            0.03000        0.00681
       4417.992            0.03180        0.00676
       4420.483            0.04320        0.00684
       4422.975            0.04040        0.00663
       4425.467            0.03610        0.00668
       4427.959            0.04210        0.00651
       4430.452            0.04330        0.00644
       4432.945            0.03410        0.00633
       4435.438            0.03920        0.00637
       4437.932            0.03380        0.00625
       4440.426            0.05590        0.00638
       4442.921            0.04280        0.00633
       4445.416            0.03940        0.00634
       4447.911            0.04350        0.00637
       4450.407            0.04770        0.00636
       4452.903            0.04130        0.00633
       4455.399            0.03890        0.00620
       4457.896            0.03770        0.00621
       4460.394            0.03560        0.00605
       4462.891            0.04410        0.00634
       4465.389            0.04500        0.00627
       4467.888            0.04110        0.00627
       4470.386            0.03680        0.00623
       4472.885            0.02970        0.00600
       4475.385            0.03560        0.00612
       4477.885            0.03800        0.00612
       4480.385            0.02880        0.00600
       4482.886            0.03810        0.00606
       4485.387            0.02170        0.00592
       4487.888            0.02210        0.00594
       4490.390            0.03500        0.00599
       4492.892            0.02660        0.00583
       4495.394            0.03410        0.00591
       4497.897            0.02630        0.00581
       4500.400            0.02740        0.00577
       4502.903            0.03780        0.00601
       4505.407            0.03370        0.00590
       4507.912            0.02950        0.00579
       4510.417            0.03390        0.00584
       4512.921            0.03190        0.00586
       4515.427            0.02810        0.00576
       4517.933            0.03760        0.00590
       4520.438            0.01750        0.00577
       4522.945            0.01610        0.00557
       4525.452            0.02570        0.00573
       4527.959            0.02540        0.00571
       4530.467            0.01220        0.00561
       4532.975            0.03020        0.00574
       4535.483            0.02640        0.00581
       4537.992            0.02490        0.00573
       4540.500            0.02860        0.00586
       4543.010            0.02840        0.00576
       4545.520            0.03060        0.00582
       4548.030            0.02700        0.00576
       4550.540            0.01980        0.00560
       4553.051            0.02060        0.00562
       4555.562            0.02210        0.00549
       4558.074            0.02330        0.00548
       4560.585            0.02780        0.00554
       4563.098            0.02510        0.00550
       4565.610            0.02530        0.00539
       4568.124            0.02080        0.00534
       4570.637            0.03160        0.00555
       4573.150            0.02250        0.00538
       4575.665            0.02460        0.00547
       4578.179            0.02370        0.00550
       4580.693            0.01490        0.00530
       4583.208            0.02100        0.00551
       4585.724            0.02370        0.00549
       4588.240            0.01210        0.00530
       4590.756            0.01740        0.00533
       4593.272            0.02490        0.00540
       4595.790            0.02610        0.00532
       4598.307            0.03700        0.00532
       4600.824            0.02850        0.00523
       4603.342            0.02540        0.00521
       4605.860            0.02180        0.00523
       4608.379            0.02620        0.00532
       4610.898            0.02590        0.00521
       4613.417            0.01750        0.00519
       4615.937            0.01720        0.00515
       4618.457            0.03440        0.00529
       4620.978            0.03320        0.00515
       4623.498            0.03050        0.00523
       4626.019            0.02850        0.00516
       4628.541            0.02980        0.00522
       4631.062            0.03030        0.00514
       4633.584            0.03130        0.00518
       4636.107            0.02970        0.00512
       4638.630            0.02760        0.00508
       4641.153            0.03700        0.00512
       4643.676            0.04450        0.00518
       4646.200            0.03540        0.00511
       4648.724            0.03900        0.00507
       4651.249            0.03840        0.00510
       4653.773            0.04720        0.00532
       4656.299            0.02880        0.00505
       4658.824            0.04180        0.00519
       4661.350            0.03870        0.00517
       4663.876            0.04180        0.00519
       4666.403            0.03610        0.00516
       4668.930            0.03750        0.00513
       4671.457            0.03970        0.00512
       4673.985            0.03430        0.00510
       4676.513            0.05160        0.00529
       4679.041            0.05180        0.00523
       4681.569            0.04310        0.00520
       4684.099            0.04630        0.00521
       4686.628            0.04620        0.00520
       4689.157            0.05250        0.00512
       4691.688            0.04980        0.00522
       4694.218            0.04890        0.00517
       4696.748            0.05020        0.00510
       4699.279            0.05490        0.00511
       4701.811            0.06030        0.00522
       4704.342            0.07240        0.00534
       4706.874            0.05570        0.00509
       4709.406            0.05330        0.00503
       4711.939            0.06310        0.00520
       4714.472            0.06970        0.00520
       4717.005            0.06940        0.00525
       4719.539            0.06820        0.00522
       4722.073            0.07480        0.00530
       4724.607            0.06230        0.00510
       4727.142            0.06770        0.00514
       4729.677            0.06750        0.00511
       4732.212            0.08110        0.00531
       4734.748            0.06470        0.00506
       4737.283            0.06970        0.00515
       4739.820            0.06980        0.00509
       4742.356            0.07890        0.00524
       4744.893            0.07800        0.00510
       4747.431            0.06310        0.00493
       4749.968            0.07840        0.00506
       4752.506            0.06070        0.00481
       4755.044            0.06680        0.00486
       4757.583            0.07300        0.00491
       4760.122            0.07490        0.00495
       4762.661            0.07660        0.00494
       4765.200            0.06680        0.00480
       4767.740            0.08110        0.00492
       4770.280            0.07700        0.00488
       4772.821            0.07820        0.00483
       4775.362            0.08150        0.00491
       4777.903            0.07710        0.00481
       4780.444            0.07550        0.00474
       4782.986            0.07740        0.00476
       4785.528            0.07890        0.00474
       4788.071            0.06880        0.00464
       4790.613            0.06530        0.00464
       4793.157            0.06130        0.00457
       4795.700            0.06160        0.00456
       4798.244            0.05170        0.00457
       4800.788            0.06360        0.00456
       4803.332            0.05110        0.00452
       4805.876            0.07260        0.00466
       4808.422            0.07350        0.00462
       4810.967            0.06620        0.00458
       4813.513            0.06560        0.00456
       4816.059            0.06670        0.00451
       4818.605            0.06570        0.00459
       4821.151            0.06800        0.00459
       4823.698            0.06510        0.00473
       4826.246            0.07700        0.00468
       4828.793            0.05570        0.00456
       4831.341            0.06900        0.00465
       4833.889            0.06820        0.00459
       4836.438            0.06360        0.00448
       4838.986            0.05110        0.00457
       4841.535            0.06130        0.00454
       4844.085            0.04830        0.00465
       4846.634            0.04930        0.00459
       4849.185            0.04860        0.00444
       4851.735            0.05330        0.00439
       4854.286            0.05790        0.00437
       4856.836            0.06120        0.00434
       4859.388            0.05930        0.00429
