@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.415
@SPECTRUM spectrum_04D2fp_470.dat
@SN-NAME 04D2fp
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 1.810
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.132            0.00000        0.66397
       4151.580            0.00000        1.89799
       4154.028            0.00000        1.43278
       4156.476            0.00000        0.68483
       4158.925            0.00000        0.70717
       4161.374            0.00000        0.87320
       4163.824            0.00000        0.67222
       4166.273            0.00000        1.01129
       4168.724            0.00000        0.80024
       4171.175            0.00000        0.67282
       4173.626            0.08630        0.59293
       4176.078            0.36420        0.51553
       4178.530            0.33470        0.43055
       4180.983           -0.00230        0.34237
       4183.436           -0.19460        0.31004
       4185.890            0.03970        0.27025
       4188.343            0.00120        0.23272
       4190.798           -0.01550        0.20180
       4193.252            0.14180        0.19123
       4195.708           -0.25300        0.16472
       4198.163            0.07880        0.13553
       4200.619            0.11390        0.12731
       4203.076            0.10890        0.10734
       4205.532            0.13390        0.09721
       4207.990           -0.08700        0.08755
       4210.447            0.08790        0.08111
       4212.905            0.06830        0.07077
       4215.364            0.07970        0.06212
       4217.823           -0.01910        0.05910
       4220.282            0.02580        0.05362
       4222.742           -0.00520        0.04751
       4225.202            0.04960        0.04399
       4227.663            0.03420        0.03994
       4230.124            0.03540        0.03717
       4232.585            0.02360        0.03445
       4235.047            0.05090        0.03477
       4237.509            0.00190        0.03235
       4239.972            0.05360        0.02940
       4242.435            0.04310        0.02880
       4244.899            0.00830        0.02750
       4247.363            0.05210        0.02588
       4249.827            0.01080        0.02471
       4252.292            0.06150        0.02364
       4254.757            0.03460        0.02264
       4257.223           -0.00650        0.02150
       4259.688            0.05020        0.02145
       4262.155            0.01910        0.02032
       4264.622            0.03200        0.01934
       4267.089            0.03240        0.01832
       4269.557           -0.00700        0.01854
       4272.024            0.02820        0.01688
       4274.493            0.04420        0.01689
       4276.962            0.00620        0.01649
       4279.431            0.00180        0.01610
       4281.901            0.02450        0.01535
       4284.371            0.01770        0.01499
       4286.841           -0.00280        0.01472
       4289.312           -0.00620        0.01395
       4291.783            0.02220        0.01367
       4294.255            0.00500        0.01380
       4296.727            0.02220        0.01306
       4299.199            0.02560        0.01260
       4301.672            0.03120        0.01202
       4304.146           -0.00070        0.01201
       4306.619            0.02690        0.01162
       4309.093            0.02630        0.01153
       4311.568            0.00880        0.01191
       4314.042            0.02750        0.01140
       4316.518            0.02090        0.01142
       4318.994            0.03160        0.01107
       4321.470            0.00400        0.01067
       4323.946            0.01790        0.01063
       4326.423            0.01730        0.01019
       4328.900            0.01490        0.01020
       4331.378            0.02530        0.00987
       4333.856            0.01440        0.00977
       4336.334            0.00280        0.00950
       4338.813            0.02140        0.00947
       4341.293            0.01400        0.00924
       4343.772            0.00240        0.00930
       4346.252            0.01120        0.00904
       4348.733            0.00750        0.00905
       4351.214            0.03170        0.00902
       4353.695            0.01940        0.00887
       4356.177            0.01030        0.00869
       4358.659            0.02270        0.00849
       4361.141            0.00500        0.00867
       4363.624            0.02050        0.00879
       4366.107            0.02240        0.00862
       4368.591            0.00960        0.00850
       4371.075            0.02620        0.00829
       4373.559            0.01520        0.00838
       4376.043            0.02430        0.00836
       4378.529            0.00630        0.00810
       4381.014            0.01780        0.00826
       4383.500            0.02310        0.00785
       4385.986            0.02250        0.00795
       4388.473            0.00660        0.00759
       4390.960            0.02350        0.00763
       4393.448            0.02580        0.00761
       4395.936            0.02190        0.00758
       4398.424            0.01270        0.00762
       4400.913            0.01040        0.00757
       4403.401            0.01410        0.00760
       4405.891            0.01690        0.00772
       4408.380            0.02510        0.00775
       4410.871            0.02040        0.00782
       4413.361            0.02020        0.00764
       4415.852            0.02100        0.00766
       4418.343            0.00850        0.00759
       4420.835            0.04580        0.00759
       4423.327            0.03210        0.00752
       4425.820            0.01490        0.00734
       4428.312            0.00630        0.00730
       4430.806            0.02600        0.00717
       4433.299            0.02700        0.00713
       4435.793            0.02450        0.00706
       4438.288            0.01550        0.00694
       4440.782            0.02970        0.00705
       4443.277            0.02460        0.00692
       4445.773            0.03750        0.00714
       4448.269            0.01400        0.00685
       4450.765            0.03220        0.00700
       4453.261            0.02790        0.00682
       4455.758            0.02790        0.00691
       4458.256            0.00910        0.00652
       4460.753            0.02020        0.00672
       4463.251            0.02160        0.00667
       4465.750            0.03040        0.00678
       4468.249            0.02190        0.00669
       4470.748            0.03260        0.00667
       4473.248            0.02120        0.00654
       4475.748            0.02630        0.00658
       4478.248            0.02310        0.00658
       4480.749            0.02240        0.00654
       4483.250            0.02550        0.00672
       4485.751            0.01660        0.00650
       4488.253            0.03160        0.00663
       4490.755            0.03350        0.00663
       4493.257            0.02400        0.00647
       4495.761            0.02870        0.00641
       4498.264            0.02250        0.00634
       4500.768            0.01800        0.00643
       4503.271            0.01870        0.00640
       4505.776            0.01600        0.00634
       4508.281            0.01160        0.00629
       4510.786            0.02900        0.00646
       4513.291            0.03580        0.00647
       4515.797            0.01000        0.00630
       4518.303            0.02340        0.00641
       4520.810            0.02350        0.00623
       4523.317            0.02710        0.00637
       4525.824            0.01980        0.00635
       4528.332            0.02970        0.00646
       4530.840            0.02790        0.00642
       4533.348            0.02200        0.00649
       4535.857            0.02200        0.00638
       4538.366            0.02460        0.00657
       4540.875            0.02750        0.00647
       4543.385            0.02460        0.00646
       4545.896            0.02470        0.00643
       4548.406            0.02030        0.00632
       4550.917            0.01280        0.00622
       4553.428            0.02880        0.00615
       4555.940            0.00960        0.00608
       4558.452            0.02450        0.00615
       4560.964            0.02910        0.00617
       4563.477            0.01110        0.00597
       4565.990            0.02600        0.00600
       4568.503            0.02730        0.00601
       4571.017            0.01700        0.00585
       4573.531            0.01800        0.00602
       4576.046            0.01420        0.00594
       4578.561            0.02120        0.00587
       4581.076            0.01060        0.00602
       4583.591            0.01250        0.00609
       4586.107            0.02070        0.00598
       4588.624            0.01980        0.00603
       4591.140            0.00910        0.00582
       4593.657            0.02010        0.00585
       4596.174            0.00960        0.00568
       4598.692            0.01040        0.00563
       4601.210            0.02080        0.00566
       4603.728            0.01030        0.00566
       4606.247            0.02950        0.00581
       4608.766            0.02030        0.00565
       4611.285            0.02310        0.00570
       4613.805            0.01670        0.00562
       4616.325            0.02180        0.00570
       4618.846            0.01910        0.00558
       4621.367           -0.00330        0.00572
       4623.888            0.01500        0.00564
       4626.409            0.02180        0.00566
       4628.931            0.01510        0.00557
       4631.453            0.01480        0.00559
       4633.976            0.02210        0.00556
       4636.499            0.02600        0.00560
       4639.021            0.01860        0.00546
       4641.545            0.02340        0.00551
       4644.069            0.01550        0.00544
       4646.593            0.01880        0.00532
       4649.118            0.01850        0.00541
       4651.643            0.02050        0.00553
       4654.168            0.01360        0.00538
       4656.694            0.01150        0.00548
       4659.220            0.01740        0.00556
       4661.746            0.01760        0.00562
       4664.272            0.01520        0.00560
       4666.800            0.01120        0.00551
       4669.327            0.02050        0.00551
       4671.854            0.01360        0.00562
       4674.383            0.02420        0.00553
       4676.911            0.01770        0.00552
       4679.439            0.03440        0.00568
       4681.969            0.01730        0.00561
       4684.498            0.02330        0.00551
       4687.028            0.01730        0.00534
       4689.558            0.02340        0.00547
       4692.088            0.02700        0.00551
       4694.619            0.03180        0.00536
       4697.150            0.02390        0.00540
       4699.681            0.01090        0.00536
       4702.213            0.01630        0.00527
       4704.745            0.02600        0.00532
       4707.277            0.03620        0.00533
       4709.810            0.01490        0.00526
       4712.343            0.01240        0.00523
       4714.876            0.03060        0.00534
       4717.410            0.02810        0.00529
       4719.944            0.02640        0.00531
       4722.478            0.01850        0.00528
       4725.013            0.02910        0.00529
       4727.548            0.02640        0.00523
       4730.083            0.02330        0.00516
       4732.619            0.02600        0.00514
       4735.155            0.02070        0.00517
       4737.691            0.01740        0.00503
       4740.228            0.01440        0.00518
       4742.765            0.02300        0.00508
       4745.302            0.02270        0.00515
       4747.840            0.01790        0.00502
       4750.378            0.02890        0.00503
       4752.916            0.02470        0.00504
       4755.455            0.02280        0.00500
       4757.994            0.02790        0.00501
       4760.533            0.02560        0.00504
       4763.073            0.01790        0.00495
       4765.612            0.02600        0.00497
       4768.153            0.01840        0.00504
       4770.693            0.01520        0.00488
       4773.234            0.02290        0.00502
       4775.775            0.02710        0.00495
       4778.317            0.02360        0.00494
       4780.858            0.02400        0.00498
       4783.401            0.02180        0.00492
       4785.943            0.03610        0.00492
       4788.486            0.02100        0.00496
       4791.029            0.02400        0.00488
       4793.573            0.02890        0.00491
       4796.116            0.03640        0.00492
       4798.661            0.02310        0.00490
       4801.205            0.02420        0.00499
       4803.750            0.02160        0.00501
       4806.295            0.02430        0.00491
       4808.840            0.02470        0.00491
       4811.386            0.02080        0.00497
       4813.932            0.03240        0.00493
       4816.478            0.01720        0.00502
       4819.025            0.02720        0.00501
       4821.572            0.02850        0.00517
       4824.119            0.02760        0.00514
       4826.667            0.02960        0.00511
       4829.214            0.02780        0.00515
       4831.763            0.03310        0.00510
       4834.311            0.02140        0.00507
       4836.860            0.02870        0.00513
       4839.409            0.02310        0.00510
       4841.958            0.02840        0.00501
       4844.508            0.02700        0.00495
       4847.058            0.03120        0.00497
       4849.609            0.03890        0.00493
       4852.159            0.03200        0.00490
       4854.710            0.03220        0.00482
       4857.262            0.03360        0.00478
