wavelength spec_sum
5031.46 181.03
5035.23 175.889
5039.01 163.978
5042.79 175.677
5046.56 167.351
5050.34 170.996
5054.12 169.718
5057.91 170.256
5061.69 183.229
5065.47 172.09
5069.25 167.587
5073.04 172.119
5076.82 182.918
5080.61 193.823
5084.4 181.014
5088.18 188.519
5091.97 191.254
5095.76 200.508
5099.55 201.179
5103.34 200.775
5107.13 196.086
5110.92 216.592
5114.72 201.035
5118.51 202.25
5122.3 209.142
5126.1 212.34
5129.9 214.229
5133.69 220.215
5137.49 194.736
5141.29 209.367
5145.09 195.548
5148.89 193.238
5152.69 182.747
5156.49 184.158
5160.29 195.475
5164.09 181.8
5167.9 195.931
5171.7 189.597
5175.5 174.276
5179.31 181.603
5183.12 190.533
5186.92 188.466
5190.73 185.195
5194.54 182.334
5198.35 206.662
5202.16 195.126
5205.97 191.307
5209.78 191.798
5213.59 196.38
5217.4 198.597
5221.22 191.998
5225.03 192.935
5228.85 204.733
5232.66 201.382
5236.48 203.281
5240.29 201.212
5244.11 197.475
5247.93 181.792
5251.75 186.544
5255.57 180.08
5259.39 178.228
5263.21 175.951
5267.03 173.249
5270.85 174.693
5274.67 161.763
5278.5 149.398
5282.32 149.55
5286.15 156.318
5289.97 147.359
5293.8 149.058
5297.62 140.937
5301.45 139.337
5305.28 132.495
5309.11 139.186
5312.94 134.886
5316.77 148.406
5320.6 134.545
5324.43 147.893
5328.26 134.483
5332.09 152.159
5335.92 152.726
5339.76 140.437
5343.59 139.491
5347.43 135.925
5351.26 148.232
5355.1 137.875
5358.93 146.478
5362.77 151.575
5366.61 160.313
5370.45 152.676
5374.28 141.94
5378.12 145.329
5381.96 162.301
5385.8 141.467
5389.65 143.356
5393.49 152.173
5397.33 153.697
5401.17 141.245
5405.02 150.958
5408.86 154.721
5412.7 147.832
5416.55 148.122
5420.39 135.157
5424.24 142.273
5428.09 140.238
5431.93 140.411
5435.78 139.717
5439.63 130.252
5443.48 134.739
5447.33 138.037
5451.18 117.98
5455.03 129.333
5458.88 123.459
5462.73 129.83
5466.58 116.302
5470.44 124.664
5474.29 115.103
5478.14 100.359
5482 99.7899
5485.85 95.7756
5489.71 96.3019
5493.56 96.7756
5497.42 109.453
5501.28 101.604
5505.13 96.1624
5508.99 102.356
5512.85 119.201
5516.71 117.669
5520.57 122.796
5524.43 113.22
5528.29 120.421
5532.15 129.413
5536.01 119.865
5539.87 119.022
5543.73 125.563
5547.59 131.437
5551.46 134.156
5555.32 134.783
5559.19 136.466
5563.05 130.937
5566.91 121.421
5570.78 128.665
5574.65 134.262
5578.51 129.883
5582.38 132.992
5586.25 132.243
5590.11 137.705
5593.98 131.334
5597.85 140.893
5601.72 134.725
5605.59 136.981
5609.46 134.948
5613.33 140.392
5617.2 142.927
5621.07 138.853
5624.94 136.202
5628.82 142.598
5632.69 136.363
5636.56 137.004
5640.44 132.667
5644.31 144.926
5648.18 140.559
5652.06 140.934
5655.93 139.542
5659.81 130.043
5663.69 144.282
5667.56 136.984
5671.44 137.939
5675.32 144.298
5679.19 132.304
5683.07 121.654
5686.95 140.207
5690.83 137.924
5694.71 140.628
5698.59 141.97
5702.47 137.863
5706.35 137.182
5710.23 140.756
5714.11 141.12
5717.99 142.638
5721.88 136.328
5725.76 137.151
5729.64 134.042
5733.53 128.554
5737.41 126.885
5741.29 127.961
5745.18 117.475
5749.06 120.614
5752.95 108.306
5756.83 110.448
5760.72 105.485
5764.6 105.283
5768.49 109.542
5772.38 113.576
5776.27 94.1071
5780.15 99.4341
5784.04 94.5269
5787.93 89.3218
5791.82 95.135
5795.71 96.5143
5799.6 103.066
5803.49 104.615
5807.38 92.3385
5811.27 98.6758
5815.16 103.329
5819.05 104.704
5822.94 110.667
5826.83 98.9798
5830.73 97.5513
5834.62 105.229
5838.51 114.7
5842.41 110.256
5846.3 105.404
5850.19 119.302
5854.09 108.158
5857.98 115.276
5861.88 110.528
5865.77 124.833
5869.67 123.251
5873.56 123.486
5877.46 130.306
5881.36 126.712
5885.25 126.406
5889.15 120.663
5893.05 114.011
5896.95 115.611
5900.84 120.367
5904.74 126.525
5908.64 126.597
5912.54 125.481
5916.44 127.84
5920.34 129.332
5924.24 128.433
5928.14 139.297
5932.04 136.799
5935.94 125.787
5939.84 131.603
5943.74 138.863
5947.64 123.089
5951.55 130.341
5955.45 131.525
5959.35 136.251
5963.25 130.796
5967.16 133.334
5971.06 120.981
5974.97 133.192
5978.87 139.055
5982.77 137.59
5986.68 136.68
5990.58 136.235
5994.49 129.862
5998.39 132.306
6002.3 129.858
6006.2 132.215
6010.11 125.4
6014.02 131.537
6017.92 130.328
6021.83 127.652
6025.74 126.999
6029.65 123.178
6033.55 124.326
6037.46 122.913
6041.37 122.263
6045.28 119.019
6049.19 118.022
6053.1 122.978
6057.01 115.194
6060.92 106.453
6064.83 113.002
6068.74 104.877
6072.65 105.946
6076.56 99.4849
6080.47 98.0756
6084.38 95.1013
6088.29 86.7281
6092.2 90.6901
6096.11 84.7174
6100.02 87.5552
6103.94 77.4586
6107.85 73.9899
6111.76 68.0337
6115.67 64.71
6119.59 59.2632
6123.5 58.9024
6127.41 54.9641
6131.33 60.127
6135.24 52.8844
6139.16 51.3701
6143.07 49.5021
6146.99 48.7275
6150.9 56.8777
6154.82 54.1762
6158.73 51.669
6162.65 54.5768
6166.56 49.3133
6170.48 55.1211
6174.4 62.341
6178.31 57.8089
6182.23 52.1006
6186.15 60.6719
6190.06 53.7085
6193.98 50.981
6197.9 61.5072
6201.82 60.0606
6205.73 60.0595
6209.65 64.3027
6213.57 64.26
6217.49 75.8305
6221.41 76.0716
6225.33 73.5499
6229.25 73.1751
6233.17 83.2859
6237.09 79.4464
6241.01 84.5573
6244.93 87.6781
6248.85 90.2743
6252.77 94.7245
6256.69 89.3161
6260.61 93.3196
6264.53 94.0279
6268.45 97.6196
6272.37 98.4373
6276.29 96.1172
6280.21 91.7513
6284.14 96.5311
6288.06 105.591
6291.98 108.051
6295.9 104.173
6299.83 112.277
6303.75 104.145
6307.67 105.111
6311.6 110.394
6315.52 115.058
6319.44 116.242
6323.37 102.529
6327.29 112.164
6331.21 121.183
6335.14 105.77
6339.06 118.081
6342.99 112.191
6346.91 115.659
6350.84 105.388
6354.76 113.446
6358.69 118.61
6362.61 107.8
6366.54 118.489
6370.46 107.789
6374.39 123.897
6378.32 110.739
6382.24 110.404
6386.17 112.799
6390.1 110.555
6394.02 105.195
6397.95 114.647
6401.88 112.978
6405.81 106.842
6409.73 118.472
6413.66 127.364
6417.59 115.544
6421.52 112.454
6425.44 120.782
6429.37 116.083
6433.3 121.299
6437.23 118.914
6441.16 117.686
6445.09 111.579
6449.02 113.701
6452.95 116.267
6456.88 120.588
6460.8 112.136
6464.73 110.667
6468.66 109.178
6472.59 112.221
6476.52 110.548
6480.45 104.252
6484.39 110.493
6488.32 116.043
6492.25 111.396
6496.18 107.991
6500.11 108.716
6504.04 106.72
6507.97 112.838
6511.9 107.345
6515.83 101.356
6519.77 105.78
6523.7 102.277
6527.63 107.165
6531.56 102.389
6535.49 113.294
6539.43 109.579
6543.36 108.754
6547.29 105.253
6551.23 106.131
6555.16 101.069
6559.09 100.356
6563.03 94.6537
6566.96 102.823
6570.89 99.0778
6574.83 104.143
6578.76 99.5445
6582.69 97.7574
6586.63 106.393
6590.56 91.7473
6594.5 98.8964
6598.43 104.42
6602.37 101.044
6606.3 91.9509
6610.24 106.975
6614.17 91.9891
6618.11 98.8409
6622.04 89.8857
6625.98 90.4663
6629.91 102.685
6633.85 91.8117
6637.78 98.1002
6641.72 92.7595
6645.66 102.155
6649.59 96.8499
6653.53 90.5379
6657.47 97.2151
6661.4 90.9455
6665.34 96.9318
6669.28 90.6522
6673.21 90.0709
6677.15 99.9203
6681.09 92.1632
6685.03 92.1077
6688.96 90.0645
6692.9 88.3213
6696.84 90.9462
6700.78 91.0403
6704.72 90.1046
6708.65 92.0676
6712.59 88.4337
6716.53 85.2721
6720.47 86.1385
6724.41 88.167
6728.35 90.6692
6732.29 86.5192
6736.22 87.8955
6740.16 100.484
6744.1 86.492
6748.04 85.3504
6751.98 84.1521
6755.92 92.5322
6759.86 87.2115
6763.8 90.174
6767.74 74.1109
6771.68 77.2022
6775.62 73.0797
6779.56 80.4416
6783.5 79.3501
6787.45 80.1369
6791.39 91.1886
6795.33 79.3578
6799.27 79.591
6803.21 78.1051
6807.15 78.6356
6811.09 82.5689
6815.03 77.4379
6818.98 79.3743
6822.92 76.7462
6826.86 76.4003
6830.8 77.6748
6834.74 78.3561
6838.69 75.1292
6842.63 73.4391
6846.57 74.0884
6850.51 76.7678
6854.46 71.6392
6858.4 69.1216
6862.34 78.2786
6866.29 60.8498
6870.23 63.5395
6874.17 59.4154
6878.12 55.8257
6882.06 55.6012
6886.01 60.8242
6889.95 68.7823
6893.89 58.113
6897.84 71.4953
6901.78 71.1357
6905.73 69.5243
6909.67 75.9863
6913.62 68.3975
6917.56 65.4104
6921.51 68.8493
6925.45 87.1922
6929.4 67.9004
6933.34 75.1203
6937.29 64.9233
6941.23 77.1155
6945.18 67.3736
6949.12 69.5755
6953.07 70.3966
6957.02 76.5507
6960.96 69.3008
6964.91 73.9507
6968.86 67.4518
6972.8 88.7282
6976.75 86.2498
6980.7 84.598
6984.64 85.7749
6988.59 87.7267
6992.54 80.3779
6996.49 85.5455
7000.43 83.2738
7004.38 77.0655
7008.33 85.507
7012.28 78.0879
7016.23 80.6598
7020.17 79.0476
7024.12 80.2264
7028.07 80.3105
7032.02 80.4466
7035.97 76.8099
7039.92 79.8639
7043.87 74.1447
7047.82 73.1432
7051.76 81.0304
7055.71 78.5575
7059.66 82.9925
7063.61 79.0888
7067.56 78.8011
7071.51 76.5243
7075.46 81.1246
7079.41 79.9072
7083.36 80.4375
7087.32 78.0025
7091.27 80.24
7095.22 74.4858
7099.17 71.1053
7103.12 79.0864
7107.07 86.5859
7111.02 77.202
7114.97 73.9588
7118.93 83.0803
7122.88 73.7217
7126.83 77.4893
7130.78 73.971
7134.73 80.3482
7138.69 82.0721
7142.64 78.0798
7146.59 78.5956
7150.54 80.1845
7154.5 81.4681
7158.45 85.9422
7162.4 82.0147
7166.36 77.49
7170.31 75.6839
7174.26 71.5804
7178.22 77.4709
7182.17 74.4661
7186.13 71.3773
7190.08 77.2477
7194.04 84.3181
7197.99 68.1473
7201.95 68.0767
7205.9 72.4389
7209.86 82.6553
7213.81 81.7638
7217.77 81.5224
7221.72 87.7573
7225.68 80.3889
7229.63 72.4871
7233.59 77.3408
7237.55 71.0567
7241.5 58.7138
7245.46 62.0495
7249.42 63.7404
7253.37 77.6797
7257.33 71.5118
7261.29 64.0863
7265.24 74.0142
7269.2 70.8815
7273.16 56.1516
7277.12 76.4911
7281.08 65.7907
7285.03 82.3264
7288.99 70.1438
7292.95 70.2608
7296.91 75.3256
7300.87 61.025
7304.83 68.7578
7308.79 64.701
7312.75 73.9647
7316.71 60.1425
7320.67 62.1521
7324.63 67.0615
7328.59 65.0691
7332.55 69.8734
7336.51 68.2468
7340.47 65.7786
7344.43 62.1986
7348.39 60.3781
7352.35 59.8542
7356.31 63.7762
7360.27 60.8252
7364.24 64.0104
7368.2 53.9936
7372.16 61.8306
7376.12 67.382
7380.09 55.0941
7384.05 64.4475
7388.01 56.8907
7391.98 58.4653
7395.94 64.5824
7399.9 55.1402
7403.87 55.7239
7407.83 59.916
7411.79 62.0966
7415.76 52.0311
7419.72 55.165
7423.69 56.7203
7427.65 62.1959
7431.62 55.8107
7435.58 55.24
7439.55 52.3593
7443.51 58.3256
7447.48 59.4685
7451.45 61.3827
7455.41 57.5342
7459.38 52.9847
7463.35 60.8008
7467.31 53.1043
7471.28 54.2231
7475.25 48.8902
7479.22 59.6014
7483.18 48.9942
7487.15 39.685
7491.12 49.4746
7495.09 52.1698
7499.06 47.397
7503.03 35.04
7507 34.4758
7510.97 39.8643
7514.94 39.7918
7518.91 35.7243
7522.88 44.8252
7526.85 44.2562
7530.82 37.9616
7534.79 41.3896
7538.76 39.7943
7542.73 34.5096
7546.7 44.508
7550.67 49.8725
7554.64 39.2834
7558.62 37.4578
7562.59 36.783
7566.56 31.8763
7570.54 43.6609
7574.51 34.586
7578.48 42.686
7582.46 38.8587
7586.43 37.6463
7590.4 37.1351
7594.38 34.166
7598.35 19.0952
7602.33 19.7736
7606.3 12.3166
7610.28 1.47061
7614.25 16.9625
7618.23 18.8509
7622.21 25.4334
7626.18 31.0841
7630.16 21.3432
7634.14 19.3215
7638.11 20.7191
7642.09 31.8211
7646.07 12.4064
7650.05 26.6515
7654.03 29.2887
7658.01 35.1092
7661.98 40.0383
7665.96 28.6983
7669.94 34.4485
7673.92 45.8128
7677.9 50.027
7681.88 42.7307
7685.86 49.2537
7689.84 51.9152
7693.83 51.2845
7697.81 43.2203
7701.79 51.3154
7705.77 44.8817
7709.75 68.3222
7713.74 58.5452
7717.72 56.3149
7721.7 66.055
7725.69 49.9796
7729.67 51.6383
7733.65 65.001
7737.64 55.2076
7741.62 38.9366
7745.61 57.8321
7749.59 53.335
7753.58 60.4825
7757.56 53.8051
7761.55 47.5698
7765.54 55.287
7769.52 56.6408
7773.51 57.2721
7777.5 62.2573
7781.49 57.437
7785.48 58.7656
7789.46 53.7982
7793.45 53.7342
7797.44 57.4645
7801.43 65.3129
7805.42 51.3762
7809.41 61.5217
7813.4 60.9007
7817.39 61.8794
7821.38 62.6554
7825.37 52.799
7829.37 60.314
7833.36 57.4113
7837.35 54.3703
7841.34 62.1085
7845.34 49.5057
7849.33 66.7667
7853.32 70.9552
7857.32 57.6833
7861.31 55.1173
7865.31 60.2762
7869.3 68.0328
7873.3 65.0435
7877.3 55.4593
7881.29 57.4292
7885.29 58.2973
7889.29 62.839
7893.28 59.221
7897.28 54.3468
7901.28 52.2163
7905.28 43.3035
7909.28 47.8096
7913.28 53.6961
7917.28 51.285
7921.28 50.8381
7925.28 64.5141
7929.28 63.2264
7933.28 53.9196
7937.28 60.6312
7941.28 50.0014
7945.28 47.0556
7949.29 52.5443
7953.29 47.4863
7957.29 72.7477
7961.3 66.4857
