# SNID ztf24aahgcwg
# OBSERVER='Rich/Caceres/Wise/Hinds'
# RA 94.89337499999999
# OBS_DATE 2024-04-03 05:15:02.07
# DEC 55.196638888888884
# INSTRUMENT KAST
#wavelength flux flux_err
3586.41844208 0.03283935 0.03533059
3587.44284783 0.05176179 0.03638256
3588.46725358 0.02055838 0.03625369
3589.49165933 0.10013947 0.03842682
3590.51606508 0.12199311 0.03835627
3591.54047083 0.14619544 0.04155855
3592.56487657 0.05449684 0.03770651
3593.58928232 0.03548459 0.03588699
3594.61368807 0.09426118 0.04081265
3595.63809382 0.07925627 0.03843217
3596.66249957 0.16100505 0.04342468
3597.68690532 0.08182745 0.03607579
3598.71131107 0.04792435 0.03706212
3599.73571682 0.09654816 0.04034131
3600.76012257 0.09289499 0.04050986
3601.78452832 0.09553794 0.04029104
3602.80893407 0.11783406 0.03981997
3603.83333981 0.12620100 0.03794751
3604.85774556 0.11761607 0.03820612
3605.88215131 0.08362151 0.03514237
3606.90655706 0.05595025 0.03286457
3607.93096281 0.16109633 0.04013719
3608.95536856 0.13227144 0.04070136
3609.97977431 0.12665127 0.04184275
3611.00418006 0.05192934 0.03767683
3612.02858581 0.13768612 0.04367782
3613.05299156 0.19087821 0.04450137
3614.07739730 0.18016054 0.04360168
3615.10180305 0.18289454 0.04798808
3616.12620880 0.16020542 0.04856725
3617.15061455 0.12941849 0.04549241
3618.17502030 0.12612811 0.04438916
3619.19942605 0.12161188 0.04286689
3620.22383180 0.10646502 0.04258619
3621.24823755 0.18255678 0.04702706
3622.27264330 0.12921800 0.04110505
3623.29704905 0.10094237 0.04126932
3624.32145480 0.03684532 0.04004032
3625.34586054 0.04972003 0.04348376
3626.37026629 0.17611875 0.04275290
3627.39467204 0.15225977 0.04462932
3628.41907779 0.15099391 0.04478460
3629.44348354 0.22342320 0.05025585
3630.46788929 0.14692284 0.04776061
3631.49229504 0.12622865 0.04609964
3632.51670079 0.05797907 0.04070702
3633.54110654 0.09033639 0.04258665
3634.56551229 0.16086420 0.04799512
3635.58991804 0.07847227 0.04413816
3636.61432378 0.13362916 0.04576125
3637.63872953 0.18025008 0.04815173
3638.66313528 0.15078476 0.04809318
3639.68754103 0.09664741 0.04384298
3640.71194678 0.12183397 0.04554222
3641.73635253 0.13443843 0.04457996
3642.76075828 0.12545039 0.04425894
3643.78516403 0.11168876 0.04489057
3644.80956978 0.14574745 0.04650911
3645.83397553 0.17040496 0.04764973
3646.85838127 0.15577966 0.04910364
3647.88278702 0.14334302 0.05536389
3648.90719277 0.03643049 0.05753168
3649.93159852 0.03474822 0.05755419
3650.95600427 0.11345717 0.05440266
3651.98041002 0.11227605 0.05116212
3653.00481577 0.24163598 0.05661782
3654.02922152 0.18721151 0.05269826
3655.05362727 0.10050093 0.04810767
3656.07803302 0.08617309 0.04317784
3657.10243877 0.09985243 0.04333199
3658.12684451 0.16082941 0.04559075
3659.15125026 0.19040932 0.04614534
3660.17565601 0.11926468 0.04509531
3661.20006176 0.12206426 0.04763487
3662.22446751 0.11567082 0.04852259
3663.24887326 0.14758034 0.04956179
3664.27327901 0.18660642 0.04897423
3665.29768476 0.08790439 0.04179942
3666.32209051 0.15379256 0.04410226
3667.34649626 0.16807081 0.04174428
3668.37090201 0.17159116 0.05294625
3669.39530775 0.15690903 0.04660688
3670.41971350 0.14940739 0.03807141
3671.44411925 0.20201720 0.04354466
3672.46852500 0.17153509 0.04165526
3673.49293075 0.17568466 0.04158041
3674.51733650 0.16119637 0.03933980
3675.54174225 0.10848837 0.03661407
3676.56614800 0.16981809 0.04085998
3677.59055375 0.15347387 0.04055602
3678.61495950 0.18940730 0.04035790
3679.63936524 0.18808302 0.04018343
3680.66377099 0.18988188 0.03994150
3681.68817674 0.27353954 0.04550924
3682.71258249 0.21415165 0.04210041
3683.73698824 0.21338566 0.04014660
3684.76139399 0.21269540 0.04111207
3685.78579974 0.22113860 0.04226696
3686.81020549 0.22579224 0.04093603
3687.83461124 0.20178215 0.04009782
3688.85901699 0.20502016 0.04207115
3689.88342274 0.15166296 0.03762014
3690.90782848 0.19772652 0.04061987
3691.93223423 0.20891488 0.04175942
3692.95663998 0.18393400 0.03975601
3693.98104573 0.21949039 0.04114018
3695.00545148 0.29497138 0.04336931
3696.02985723 0.23993762 0.04017544
3697.05426298 0.18701836 0.04094559
3698.07866873 0.09159728 0.03747506
3699.10307448 0.13108474 0.03875563
3700.12748023 0.23905461 0.04401938
3701.15188598 0.21692173 0.04203520
3702.17629172 0.15287244 0.03873049
3703.20069747 0.16278134 0.03965035
3704.22510322 0.20376728 0.03959047
3705.24950897 0.19882491 0.04115384
3706.27391472 0.21437630 0.04088879
3707.29832047 0.20217481 0.03984070
3708.32272622 0.19596909 0.03933037
3709.34713197 0.27432334 0.04154304
3710.37153772 0.21888019 0.03864050
3711.39594347 0.23881419 0.04177000
3712.42034922 0.19743308 0.03728054
3713.44475496 0.19537272 0.03748451
3714.46916071 0.17493616 0.03635827
3715.49356646 0.19126542 0.03687485
3716.51797221 0.18601561 0.03482158
3717.54237796 0.18110254 0.03439404
3718.56678371 0.14987318 0.03349217
3719.59118946 0.19744818 0.03500994
3720.61559521 0.20694314 0.03416863
3721.64000096 0.21392868 0.03536696
3722.66440671 0.19981989 0.03448650
3723.68881245 0.17255786 0.03388451
3724.71321820 0.20302293 0.03502861
3725.73762395 0.19989973 0.03424582
3726.76202970 0.16423437 0.03346092
3727.78643545 0.17084420 0.03405839
3728.81084120 0.19851212 0.03507883
3729.83524695 0.18319307 0.03577364
3730.85965270 0.15847449 0.03478866
3731.88405845 0.15052629 0.03512159
3732.90846420 0.20114379 0.03668848
3733.93286995 0.22768860 0.03751793
3734.95727569 0.21349522 0.03739197
3735.98168144 0.25820401 0.03783875
3737.00608719 0.25160787 0.03867668
3738.03049294 0.17839085 0.03695522
3739.05489869 0.13663501 0.03478117
3740.07930444 0.22239935 0.03807103
3741.10371019 0.15515560 0.03546906
3742.12811594 0.13943273 0.03378529
3743.15252169 0.16633068 0.03409643
3744.17692744 0.22430266 0.03637245
3745.20133319 0.17270869 0.03359020
3746.22573893 0.16860285 0.03301215
3747.25014468 0.15621357 0.03266777
3748.27455043 0.21085060 0.03530145
3749.29895618 0.15977958 0.03220117
3750.32336193 0.16506360 0.03305449
3751.34776768 0.15617983 0.03151468
3752.37217343 0.18918654 0.03209897
3753.39657918 0.15558544 0.03245247
3754.42098493 0.17824090 0.03356866
3755.44539068 0.19715013 0.03366065
3756.46979642 0.17064545 0.03144131
3757.49420217 0.15760821 0.03072320
3758.51860792 0.15485072 0.03088912
3759.54301367 0.20655230 0.03429688
3760.56741942 0.17919564 0.03162329
3761.59182517 0.17962879 0.03191370
3762.61623092 0.17633268 0.03236562
3763.64063667 0.21529961 0.03160579
3764.66504242 0.19165300 0.03046982
3765.68944817 0.25051749 0.03313196
3766.71385392 0.16242321 0.02951186
3767.73825966 0.18422139 0.02930751
3768.76266541 0.17708546 0.03077271
3769.78707116 0.16080561 0.03038536
3770.81147691 0.15172121 0.03012438
3771.83588266 0.11912409 0.02910579
3772.86028841 0.15629640 0.03019468
3773.88469416 0.22364274 0.03312339
3774.90909991 0.18827066 0.03185141
3775.93350566 0.15911128 0.03052638
3776.95791141 0.10392879 0.02792837
3777.98231716 0.16310857 0.02951549
3779.00672290 0.23350710 0.03313763
3780.03112865 0.14826344 0.02990165
3781.05553440 0.19582818 0.03209008
3782.07994015 0.15859726 0.03046942
3783.10434590 0.17527239 0.03049080
3784.12875165 0.17235653 0.03025605
3785.15315740 0.12632489 0.02790174
3786.17756315 0.16841666 0.02973296
3787.20196890 0.16830082 0.02949207
3788.22637465 0.18455890 0.03114226
3789.25078040 0.16173311 0.03082600
3790.27518614 0.18226913 0.03163579
3791.29959189 0.21742772 0.03348332
3792.32399764 0.19747399 0.03140375
3793.34840339 0.18834460 0.03120517
3794.37280914 0.18644787 0.03185592
3795.39721489 0.15273434 0.02931618
3796.42162064 0.15593433 0.02874954
3797.44602639 0.13956116 0.02859856
3798.47043214 0.19092983 0.03015223
3799.49483789 0.16970593 0.03006723
3800.51924363 0.15694645 0.02953394
3801.54364938 0.16399451 0.03036212
3802.56805513 0.17913544 0.03133596
3803.59246088 0.21696919 0.03238371
3804.61686663 0.21174578 0.03193246
3805.64127238 0.20614696 0.03150960
3806.66567813 0.20704311 0.03192002
3807.69008388 0.17632766 0.03090584
3808.71448963 0.19821677 0.03105957
3809.73889538 0.24392770 0.03289036
3810.76330113 0.22274368 0.03252444
3811.78770687 0.22236475 0.03269438
