@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.850
@SPECTRUM spectrum_06D4ce_1296.dat
@SN-NAME 06D4ce
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.260
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.400            0.00308        0.00661
       4274.400            0.00898        0.00580
       4289.400            0.01104        0.00497
       4304.400           -0.00068        0.00433
       4319.400           -0.00505        0.00418
       4334.400           -0.00506        0.00369
       4349.400           -0.00139        0.00342
       4364.400           -0.00178        0.00331
       4379.400            0.00289        0.00309
       4394.400           -0.00031        0.00293
       4409.400           -0.00233        0.00295
       4424.400           -0.00025        0.00290
       4439.400            0.00056        0.00277
       4454.400            0.00105        0.00268
       4469.400            0.00290        0.00260
       4484.400           -0.00205        0.00260
       4499.400            0.00365        0.00253
       4514.400            0.00530        0.00253
       4529.400            0.00286        0.00249
       4544.400           -0.00048        0.00248
       4559.400           -0.00063        0.00242
       4574.400            0.00166        0.00241
       4589.400            0.00421        0.00237
       4604.400            0.00229        0.00235
       4619.400            0.00366        0.00230
       4634.400            0.00386        0.00228
       4649.400           -0.00069        0.00225
       4664.400           -0.00339        0.00224
       4679.400            0.00429        0.00219
       4694.400            0.00513        0.00238
       4709.400            0.00085        0.00215
       4724.400           -0.00065        0.00218
       4739.400            0.00155        0.00211
       4754.400           -0.00123        0.00211
       4769.400           -0.00198        0.00209
       4784.400            0.00254        0.00211
       4799.400            0.00589        0.00209
       4814.400            0.00067        0.00210
       4829.400           -0.00176        0.00210
       4844.400           -0.00060        0.00229
       4859.400            0.00163        0.00196
       4874.400            0.00263        0.00197
       4889.400            0.00449        0.00199
       4904.400            0.00405        0.00199
       4919.400            0.00282        0.00195
       4934.400            0.00149        0.00197
       4949.400            0.00146        0.00197
       4964.400           -0.00001        0.00213
       4979.400            0.00060        0.00193
       4994.400            0.00259        0.00192
       5009.400            0.00188        0.00186
       5024.400           -0.00019        0.00186
       5039.400           -0.00155        0.00183
       5054.400            0.00187        0.00201
       5069.400            0.00126        0.00183
       5084.400            0.00132        0.00181
       5099.400            0.00470        0.00182
       5114.400           -0.00025        0.00181
       5129.400           -0.00029        0.00195
       5144.400            0.00305        0.00179
       5159.400            0.00496        0.00177
       5174.400            0.00413        0.00171
       5189.400            0.00452        0.00176
       5204.400            0.00326        0.00197
       5219.400            0.00256        0.00179
       5234.400            0.00320        0.00178
       5249.400            0.00360        0.00180
       5264.400            0.00358        0.00175
       5279.400            0.00418        0.00193
       5294.400            0.00515        0.00177
       5309.400            0.00466        0.00179
       5324.400            0.00177        0.00177
       5339.400            0.00549        0.00191
       5354.400            0.00487        0.00175
       5369.400            0.00334        0.00174
       5384.400            0.00164        0.00173
       5399.400            0.00626        0.00187
       5414.400            0.00381        0.00170
       5429.400            0.00299        0.00170
       5444.400            0.00553        0.00173
       5459.400            0.00422        0.00189
       5474.400            0.00285        0.00169
       5489.400            0.00468        0.00172
       5504.400            0.00596        0.00174
       5519.400            0.00436        0.00189
       5534.400            0.00070        0.00173
       5549.400            0.00274        0.00176
       5564.400            0.00440        0.00194
       5579.400            0.00304        0.00439
       5594.400            0.00377        0.00176
       5609.400            0.00518        0.00177
       5624.400            0.00712        0.00190
       5639.400            0.00217        0.00173
       5654.400            0.00131        0.00174
       5669.400            0.00369        0.00173
       5684.400            0.00306        0.00189
       5699.400            0.00453        0.00173
       5714.400            0.00583        0.00173
       5729.400            0.00722        0.00189
       5744.400            0.00765        0.00173
       5759.400            0.00801        0.00173
       5774.400            0.00575        0.00189
       5789.400            0.00412        0.00171
       5804.400            0.00483        0.00173
       5819.400            0.00387        0.00190
       5834.400            0.00575        0.00175
       5849.400            0.00454        0.00172
       5864.400            0.00580        0.00204
       5879.400            0.00551        0.00195
       5894.400           -0.00151        0.00255
       5909.400            0.00488        0.00210
       5924.400            0.00421        0.00191
       5939.400            0.00280        0.00188
       5954.400            0.00422        0.00209
       5969.400            0.00465        0.00183
       5984.400            0.00446        0.00180
       5999.400            0.00417        0.00197
       6014.400            0.00130        0.00174
       6029.400            0.00393        0.00172
       6044.400            0.00403        0.00183
       6059.400            0.00441        0.00167
       6074.400            0.00226        0.00167
       6089.400            0.00194        0.00182
       6104.400            0.00418        0.00166
       6119.400            0.00302        0.00163
       6134.400            0.00306        0.00183
       6149.400            0.00593        0.00169
       6164.400            0.00447        0.00183
       6179.400            0.00569        0.00170
       6194.400            0.00482        0.00171
       6209.400            0.00642        0.00186
       6224.400            0.00282        0.00173
       6239.400            0.00293        0.00196
       6254.400            0.00330        0.00202
       6269.400            0.00661        0.00182
       6284.400            0.00567        0.00203
       6299.400            0.00908        0.00236
       6314.400            0.00092        0.00185
       6329.400            0.00658        0.00205
       6344.400            0.00707        0.00169
       6359.400            0.00649        0.00190
       6374.400            0.00395        0.00187
       6389.400            0.00486        0.00166
       6404.400            0.00402        0.00174
       6419.400            0.00786        0.00160
       6434.400            0.00688        0.00158
       6449.400            0.00555        0.00173
       6464.400            0.00855        0.00183
       6479.400            0.00647        0.00184
       6494.400            0.00955        0.00174
       6509.400            0.00790        0.00171
       6524.400            0.00847        0.00186
       6539.400            0.00796        0.00177
       6554.400            0.00879        0.00204
       6569.400            0.00895        0.00176
       6584.400            0.00852        0.00168
       6599.400            0.00860        0.00184
       6614.400            0.00916        0.00159
       6629.400            0.01051        0.00176
       6644.400            0.00703        0.00156
       6659.400            0.00871        0.00172
       6674.400            0.01134        0.00154
       6689.400            0.00923        0.00153
       6704.400            0.00512        0.00170
       6719.400            0.01146        0.00155
       6734.400            0.00807        0.00167
       6749.400            0.00640        0.00154
       6764.400            0.00684        0.00151
       6779.400            0.00896        0.00166
       6794.400            0.00346        0.00150
       6809.400            0.00694        0.00167
       6824.400            0.00430        0.00179
       6839.400            0.00821        0.00213
       6854.400            0.00959        0.00170
       6869.400            0.00662        0.00216
       6884.400            0.00571        0.00204
       6899.400            0.00600        0.00183
       6914.400            0.00257        0.00210
       6929.400            0.00434        0.00183
       6944.400            0.00780        0.00210
       6959.400            0.00767        0.00173
       6974.400            0.00535        0.00180
       6989.400            0.00354        0.00196
       7004.400            0.00768        0.00166
       7019.400            0.00571        0.00174
       7034.400            0.00765        0.00154
       7049.400            0.00711        0.00184
       7064.400            0.00522        0.00158
       7079.400            0.00783        0.00177
       7094.400            0.01144        0.00157
       7109.400            0.01256        0.00154
       7124.400            0.01214        0.00173
       7139.400            0.01036        0.00161
       7154.400            0.01002        0.00175
       7169.400            0.00919        0.00162
       7184.400            0.01113        0.00178
       7199.400            0.00999        0.00158
       7214.400            0.00898        0.00173
       7229.400            0.01198        0.00173
       7244.400            0.01427        0.00295
       7259.400            0.01319        0.00201
       7274.400            0.01495        0.00257
       7289.400            0.01158        0.00241
       7304.400            0.00576        0.00215
       7319.400            0.00797        0.00286
       7334.400            0.01207        0.00242
       7349.400            0.01157        0.00248
       7364.400            0.00758        0.00243
       7379.400            0.00968        0.00213
       7394.400            0.01032        0.00214
       7409.400            0.01088        0.00193
       7424.400            0.01250        0.00199
       7439.400            0.01289        0.00205
       7454.400            0.01211        0.00192
       7469.400            0.00843        0.00221
       7484.400            0.01206        0.00255
       7499.400            0.01331        0.00182
       7514.400            0.01310        0.00209
       7529.400            0.00983        0.00250
       7544.400            0.00997        0.00204
       7559.400            0.01049        0.00203
       7574.400            0.00771        0.00241
       7589.400            0.00865        0.00269
       7604.400            0.00308        0.00336
       7619.400            0.01541        0.00359
       7634.400            0.00710        0.00293
       7649.400            0.01121        0.00268
       7664.400            0.01049        0.00229
       7679.400            0.01028        0.00215
       7694.400            0.01286        0.00206
       7709.400            0.00382        0.00308
       7724.400            0.01196        0.00291
       7739.400            0.00918        0.00247
       7754.400            0.00868        0.00340
       7769.400            0.00466        0.00266
       7784.400            0.00340        0.00269
       7799.400            0.00737        0.00293
       7814.400            0.00385        0.00328
       7829.400            0.00890        0.00266
       7844.400            0.00820        0.00321
       7859.400            0.00931        0.00379
       7874.400            0.00210        0.00357
       7889.400            0.00607        0.00312
       7904.400            0.00058        0.00282
       7919.400            0.01128        0.00405
       7934.400            0.00284        0.00311
       7949.400            0.00348        0.00267
       7964.400            0.01088        0.00401
       7979.400            0.00817        0.00314
       7994.400            0.01081        0.00427
       8009.400            0.00919        0.00263
       8024.400            0.00630        0.00388
       8039.400            0.00384        0.00247
       8054.400            0.00494        0.00306
       8069.400            0.00658        0.00264
       8084.400            0.00407        0.00235
       8099.400            0.00791        0.00289
       8114.400            0.00625        0.00232
       8129.400            0.00837        0.00258
       8144.400            0.00968        0.00249
       8159.400            0.00282        0.00256
       8174.400            0.00471        0.00237
       8189.400            0.00883        0.00293
       8204.400            0.00935        0.00307
       8219.400            0.00641        0.00351
       8234.400            0.00200        0.00277
       8249.400            0.00477        0.00375
       8264.400            0.00327        0.00320
