# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL22B16
# OBJECT = 2022yfy
# RA = 20:42:26.617
# DEC = 7:34:43.70
# DATE-OBS = 2022-10-25T19:59:10.753
# MJD-OBS = 59877.832763
# EXPTIME-OBS = 1800.0s
# AIRMASS-OBS = 1.075785
# SEEING-OBS = 2.276327
# wl fl
# [A] [Normalised]
4020.000000 0.300441
4029.200000 0.442737
4038.400000 0.518043
4047.600000 0.367431
4056.800000 0.521546
4066.000000 0.404639
4075.200000 0.796071
4084.400000 0.791401
4093.600000 0.305837
4102.800000 0.600964
4112.000000 0.463004
4121.200000 0.75953
4130.400000 0.185685
4139.600000 0.539196
4148.800000 0.31504
4158.000000 0.137398
4167.200000 0.39788
4176.400000 0.502474
4185.600000 1.06998
4194.800000 0.987879
4204.000000 0.733356
4213.200000 1.05369
4222.400000 0.873157
4231.600000 0.934818
4240.800000 0.419101
4250.000000 0.981954
4259.200000 0.989401
4268.400000 1.23304
4277.600000 1.2287
4286.800000 1.48708
4296.000000 1.56278
4305.200000 1.05811
4314.400000 1.3045
4323.600000 1.29281
4332.800000 0.780161
4342.000000 1.08872
4351.200000 1.12703
4360.400000 1.32869
4369.600000 1.14874
4378.800000 1.18647
4388.000000 0.863335
4397.200000 1.37857
4406.400000 0.808909
4415.600000 0.762538
4424.800000 0.940423
4434.000000 0.94066
4443.200000 0.845552
4452.400000 0.87285
4461.600000 1.07468
4470.800000 0.884604
4480.000000 0.702854
4489.200000 1.03447
4498.400000 0.853206
4507.600000 0.802714
4516.800000 0.771751
4526.000000 0.551427
4535.200000 0.737471
4544.400000 0.72876
4553.600000 0.776454
4562.800000 0.8652
4572.000000 0.864456
4581.200000 1.06287
4590.400000 0.703432
4599.600000 1.06546
4608.800000 1.03208
4618.000000 0.96882
4627.200000 0.890649
4636.400000 0.904301
4645.600000 1.10178
4654.800000 0.923339
4664.000000 1.04976
4673.200000 1.03003
4682.400000 0.933622
4691.600000 1.20525
4700.800000 1.02542
4710.000000 0.949217
4719.200000 1.05443
4728.400000 0.949479
4737.600000 1.06056
4746.800000 1.21597
4756.000000 1.16833
4765.200000 1.1841
4774.400000 1.22768
4783.600000 1.22472
4792.800000 1.24925
4802.000000 1.15928
4811.200000 1.31973
4820.400000 1.58479
4829.600000 1.12187
4838.800000 1.12474
4848.000000 1.15496
4857.200000 1.20361
4866.400000 1.13156
4875.600000 1.11033
4884.800000 1.05054
4894.000000 1.12073
4903.200000 0.922467
4912.400000 0.858342
4921.600000 0.981375
4930.800000 0.880688
4940.000000 0.969075
4949.200000 1.06126
4958.400000 0.889178
4967.600000 1.0233
4976.800000 1.03537
4986.000000 0.968661
4995.200000 0.971765
5004.400000 0.988167
5013.600000 1.0162
5022.800000 0.862624
5032.000000 0.903768
5041.200000 0.962656
5050.400000 0.828399
5059.600000 0.919569
5068.800000 0.931477
5078.000000 0.821777
5087.200000 0.87045
5096.400000 0.834287
5105.600000 0.681466
5114.800000 0.732295
5124.000000 0.750958
5133.200000 0.701063
5142.400000 0.801725
5151.600000 0.91106
5160.800000 1.04717
5170.000000 0.929041
5179.200000 0.932963
5188.400000 0.934345
5197.600000 0.950366
5206.800000 1.14242
5216.000000 0.953016
5225.200000 0.936956
5234.400000 0.929037
5243.600000 0.931129
5252.800000 0.944978
5262.000000 0.971542
5271.200000 0.930305
5280.400000 1.06353
5289.600000 1.01273
5298.800000 0.932639
5308.000000 1.05687
5317.200000 1.17355
5326.400000 1.02323
5335.600000 0.960254
5344.800000 1.02992
5354.000000 1.08632
5363.200000 1.02222
5372.400000 1.04951
5381.600000 1.04158
5390.800000 1.20508
5400.000000 1.0531
5409.200000 1.09643
5418.400000 1.08534
5427.600000 0.966657
5436.800000 1.00383
5446.000000 0.810534
5455.200000 1.15326
5464.400000 1.21268
5473.600000 1.05006
5482.800000 1.2396
5492.000000 1.05423
5501.200000 0.994373
5510.400000 1.13112
5519.600000 0.979731
5528.800000 1.03001
5538.000000 1.01545
5547.200000 0.991682
5556.400000 0.967856
5565.600000 0.790675
5574.800000 1.08102
5584.000000 1.1504
5593.200000 1.04255
5602.400000 1.00874
5611.600000 0.994305
5620.800000 1.02798
5630.000000 1.11637
5639.200000 1.09707
5648.400000 0.93699
5657.600000 1.09842
5666.800000 1.0313
5676.000000 1.04353
5685.200000 1.04194
5694.400000 0.999725
5703.600000 0.960344
5712.800000 1.00194
5722.000000 0.953573
5731.200000 0.873858
5740.400000 1.03188
5749.600000 1.00847
5758.800000 0.936959
5768.000000 0.928068
5777.200000 1.01816
5786.400000 0.989282
5795.600000 1.04417
5804.800000 1.12126
5814.000000 0.936094
5823.200000 0.98234
5832.400000 1.24849
5841.600000 1.16915
5850.800000 1.14392
5860.000000 1.1948
5869.200000 1.18283
5878.400000 1.01111
5887.600000 1.20927
5896.800000 1.13287
5906.000000 1.17161
5915.200000 1.15698
5924.400000 1.20894
5933.600000 1.22596
5942.800000 0.583464
5952.000000 1.31479
5961.200000 1.07681
5970.400000 1.00997
5979.600000 1.0422
5988.800000 1.0505
5998.000000 0.938733
6007.200000 1.13815
6016.400000 1.14931
6025.600000 1.03815
6034.800000 0.909356
6044.000000 0.946918
6053.200000 0.951635
6062.400000 1.08795
6071.600000 1.02543
6080.800000 0.955798
6090.000000 1.08687
6099.200000 1.11408
6108.400000 1.25218
6117.600000 1.2719
6126.800000 1.22231
6136.000000 1.21283
6145.200000 1.20221
6154.400000 1.21366
6163.600000 1.16719
6172.800000 1.21534
6182.000000 1.10352
6191.200000 1.25889
6200.400000 1.16389
6209.600000 1.17418
6218.800000 1.61457
6228.000000 1.32635
6237.200000 1.17688
6246.400000 1.12937
6255.600000 1.37241
6264.800000 1.20801
6274.000000 1.03291
6283.200000 1.08783
6292.400000 1.21004
6301.600000 1.26619
6310.800000 0.951551
6320.000000 1.06328
6329.200000 1.02235
6338.400000 1.06432
6347.600000 1.12417
6356.800000 0.851624
6366.000000 1.09943
6375.200000 1.12822
6384.400000 0.821062
6393.600000 0.758769
6402.800000 1.03658
6412.000000 0.660797
6421.200000 0.865724
6430.400000 0.857621
6439.600000 0.90065
6448.800000 0.744808
6458.000000 0.92584
6467.200000 0.816556
6476.400000 0.952521
6485.600000 0.801035
6494.800000 1.07162
6504.000000 0.921216
6513.200000 0.786719
6522.400000 0.84845
6531.600000 0.863021
6540.800000 1.14379
6550.000000 1.02756
6559.200000 0.988669
6568.400000 1.09968
6577.600000 1.14984
6586.800000 1.01913
6596.000000 1.25542
6605.200000 1.25717
6614.400000 1.22557
6623.600000 1.10128
6632.800000 1.15427
6642.000000 1.22765
6651.200000 1.12867
6660.400000 1.01357
6669.600000 1.31721
6678.800000 1.14659
6688.000000 1.09124
6697.200000 1.19103
6706.400000 1.1971
6715.600000 1.1448
6724.800000 1.30913
6734.000000 1.15669
6743.200000 1.14352
6752.400000 1.12714
6761.600000 1.26338
6770.800000 1.2158
6780.000000 1.14068
6789.200000 1.31871
6798.400000 1.17555
6807.600000 1.28641
6816.800000 1.23578
6826.000000 1.04323
6835.200000 1.15109
6844.400000 1.28756
6853.600000 1.27693
6862.800000 1.17247
6872.000000 1.13941
6881.200000 1.12232
6890.400000 1.03313
6899.600000 1.00254
6908.800000 1.0231
6918.000000 1.09565
6927.200000 0.856796
6936.400000 1.03188
6945.600000 0.911207
6954.800000 1.0775
6964.000000 1.05758
6973.200000 0.996669
6982.400000 1.09389
6991.600000 1.22631
7000.800000 1.05331
7010.000000 1.25348
7019.200000 0.9569
7028.400000 0.985982
7037.600000 1.10404
7046.800000 0.939478
7056.000000 0.994031
7065.200000 0.992016
7074.400000 0.952874
7083.600000 0.975594
7092.800000 0.90207
7102.000000 0.954389
7111.200000 0.889427
7120.400000 1.04034
7129.600000 1.07443
7138.800000 0.917972
7148.000000 0.930841
7157.200000 1.0149
7166.400000 0.797827
7175.600000 1.08079
7184.800000 0.871236
7194.000000 0.918237
7203.200000 0.895003
7212.400000 1.27552
7221.600000 1.1383
7230.800000 0.616695
7240.000000 1.35742
7249.200000 1.18307
7258.400000 0.911395
7267.600000 0.963425
7276.800000 1.26712
7286.000000 0.931283
7295.200000 0.952987
7304.400000 0.916643
7313.600000 1.03801
7322.800000 1.07256
7332.000000 0.979209
7341.200000 1.08402
7350.400000 0.939832
7359.600000 1.20532
7368.800000 1.16517
7378.000000 1.05248
7387.200000 0.963661
7396.400000 1.0598
7405.600000 1.22986
7414.800000 0.993213
7424.000000 1.19808
7433.200000 0.959811
7442.400000 1.07097
7451.600000 1.1711
7460.800000 0.952318
7470.000000 0.775683
7479.200000 0.732607
7488.400000 0.972889
7497.600000 0.974887
7506.800000 0.680246
7516.000000 0.874209
7525.200000 0.68573
7534.400000 1.03835
7543.600000 1.14905
7552.800000 0.665586
7562.000000 0.818679
7571.200000 0.391282
7580.400000 1.0795
7589.600000 0.739556
7598.800000 0.43844
7608.000000 0.186777
7617.200000 0.245319
7626.400000 0.33885
7635.600000 0.452213
7644.800000 0.471093
7654.000000 0.61897
7663.200000 0.676271
7672.400000 0.974696
7681.600000 1.20918
7690.800000 0.609268
7700.000000 0.810621
7709.200000 0.726481
7718.400000 0.68639
7727.600000 1.02653
7736.800000 1.24634
7746.000000 0.613611
7755.200000 1.03152
7764.400000 0.869567
7773.600000 0.880409
7782.800000 0.39754
7792.000000 1.11856
7801.200000 0.68417
7810.400000 0.604292
7819.600000 0.192883
7828.800000 0.712172
7838.000000 1.03829
7847.200000 1.01322
7856.400000 0.653431
7865.600000 0.556114
7874.800000 1.27594
7884.000000 0.897008
7893.200000 1.02113
7902.400000 0.971733
7911.600000 0.541974
7920.800000 0.824461
7930.000000 0.441956
7939.200000 0.175308
7948.400000 1.43313
7957.600000 0.451836
7966.800000 0.687684
7976.000000 0.827147
7985.200000 0.0481656
7994.400000 -0.220304
