@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.211
@SPECTRUM spectrum_04D1dc_589.dat
@SN-NAME 04D1dc
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -0.409
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.320            0.13437        0.01361
       4274.320            0.17506        0.01183
       4289.320            0.17205        0.00978
       4304.320            0.16525        0.00839
       4319.320            0.17832        0.00769
       4334.320            0.18912        0.00699
       4349.320            0.17196        0.00626
       4364.320            0.16809        0.00574
       4379.320            0.16128        0.00521
       4394.320            0.16345        0.00501
       4409.320            0.17903        0.00486
       4424.320            0.17508        0.00469
       4439.320            0.16324        0.00443
       4454.320            0.13950        0.00414
       4469.320            0.10573        0.00401
       4484.320            0.08758        0.00391
       4499.320            0.08213        0.00388
       4514.320            0.07589        0.00385
       4529.320            0.07078        0.00374
       4544.320            0.06550        0.00377
       4559.320            0.06258        0.00363
       4574.320            0.06504        0.00358
       4589.320            0.06989        0.00353
       4604.320            0.07432        0.00351
       4619.320            0.07687        0.00344
       4634.320            0.10932        0.00339
       4649.320            0.13206        0.00334
       4664.320            0.15971        0.00335
       4679.320            0.19467        0.00339
       4694.320            0.22331        0.00371
       4709.320            0.23347        0.00334
       4724.320            0.24600        0.00336
       4739.320            0.24040        0.00330
       4754.320            0.25739        0.00336
       4769.320            0.24727        0.00333
       4784.320            0.22358        0.00330
       4799.320            0.19387        0.00321
       4814.320            0.19622        0.00319
       4829.320            0.17901        0.00325
       4844.320            0.18480        0.00347
       4859.320            0.18213        0.00308
       4874.320            0.18611        0.00308
       4889.320            0.20835        0.00311
       4904.320            0.21983        0.00313
       4919.320            0.26232        0.00311
       4934.320            0.24353        0.00305
       4949.320            0.24866        0.00300
       4964.320            0.24683        0.00322
       4979.320            0.25749        0.00296
       4994.320            0.24186        0.00292
       5009.320            0.23342        0.00288
       5024.320            0.22609        0.00288
       5039.320            0.22840        0.00285
       5054.320            0.21813        0.00313
       5069.320            0.21415        0.00281
       5084.320            0.19909        0.00273
       5099.320            0.19222        0.00271
       5114.320            0.19085        0.00272
       5129.320            0.18242        0.00295
       5144.320            0.17399        0.00273
       5159.320            0.15856        0.00268
       5174.320            0.13852        0.00256
       5189.320            0.11771        0.00270
       5204.320            0.11095        0.00311
       5219.320            0.12135        0.00265
       5234.320            0.11642        0.00265
       5249.320            0.13258        0.00265
       5264.320            0.13944        0.00261
       5279.320            0.15234        0.00290
       5294.320            0.14899        0.00266
       5309.320            0.15516        0.00263
       5324.320            0.15375        0.00263
       5339.320            0.15234        0.00286
       5354.320            0.15654        0.00261
       5369.320            0.16092        0.00257
       5384.320            0.16278        0.00258
       5399.320            0.17861        0.00278
       5414.320            0.19624        0.00254
       5429.320            0.20295        0.00254
       5444.320            0.20575        0.00254
       5459.320            0.20665        0.00281
       5474.320            0.21072        0.00256
       5489.320            0.20993        0.00256
       5504.320            0.20527        0.00256
       5519.320            0.20933        0.00282
       5534.320            0.20562        0.00258
       5549.320            0.21420        0.00261
       5564.320            0.21297        0.00280
       5579.320            0.20287        0.00652
       5594.320            0.19700        0.00263
       5609.320            0.19105        0.00260
       5624.320            0.17514        0.00286
       5639.320            0.15266        0.00259
       5654.320            0.15686        0.00256
       5669.320            0.15030        0.00281
       5684.320            0.15253        0.00259
       5699.320            0.15649        0.00262
       5714.320            0.13695        0.00258
       5729.320            0.12428        0.00288
       5744.320            0.12142        0.00258
       5759.320            0.11627        0.00257
       5774.320            0.11807        0.00283
       5789.320            0.12672        0.00257
       5804.320            0.13638        0.00259
       5819.320            0.12497        0.00285
       5834.320            0.10452        0.00263
       5849.320            0.08989        0.00260
       5864.320            0.09037        0.00305
       5879.320            0.07732        0.00289
       5894.320            0.08416        0.00357
       5909.320            0.08867        0.00312
       5924.320            0.09608        0.00284
       5939.320            0.11315        0.00279
       5954.320            0.10598        0.00306
       5969.320            0.11604        0.00271
       5984.320            0.11569        0.00266
       5999.320            0.09423        0.00291
       6014.320            0.09776        0.00258
       6029.320            0.10389        0.00259
       6044.320            0.10335        0.00283
       6059.320            0.10850        0.00256
       6074.320            0.10338        0.00255
       6089.320            0.11295        0.00278
       6104.320            0.11625        0.00255
       6119.320            0.12839        0.00256
       6134.320            0.11742        0.00281
       6149.320            0.13676        0.00262
       6164.320            0.13837        0.00286
       6179.320            0.13935        0.00260
       6194.320            0.14030        0.00253
       6209.320            0.13810        0.00278
       6224.320            0.13593        0.00259
       6239.320            0.13685        0.00281
       6254.320            0.13002        0.00300
       6269.320            0.14431        0.00272
       6284.320            0.15012        0.00307
       6299.320            0.13953        0.00479
       6314.320            0.14481        0.00284
       6329.320            0.13134        0.00304
       6344.320            0.11900        0.00258
       6359.320            0.10732        0.00359
       6374.320            0.09469        0.00288
       6389.320            0.09165        0.00252
       6404.320            0.09270        0.00263
       6419.320            0.09704        0.00246
       6434.320            0.09497        0.00244
       6449.320            0.09762        0.00266
       6464.320            0.09771        0.00264
       6479.320            0.10247        0.00279
       6494.320            0.10148        0.00259
       6509.320            0.10440        0.00258
       6524.320            0.10115        0.00280
       6539.320            0.09742        0.00262
       6554.320            0.09791        0.00306
       6569.320            0.08965        0.00268
       6584.320            0.08071        0.00276
       6599.320            0.07419        0.00248
       6614.320            0.07352        0.00241
       6629.320            0.07656        0.00265
       6644.320            0.07979        0.00239
       6659.320            0.09243        0.00261
       6674.320            0.10238        0.00238
       6689.320            0.10414        0.00236
       6704.320            0.11844        0.00265
       6719.320            0.11065        0.00239
       6734.320            0.11515        0.00259
       6749.320            0.11131        0.00237
       6764.320            0.11706        0.00258
       6779.320            0.11409        0.00237
       6794.320            0.11278        0.00239
       6809.320            0.11948        0.00261
       6824.320            0.11157        0.00273
       6839.320            0.11215        0.00317
       6854.320            0.11080        0.00265
       6869.320            0.10264        0.00358
       6884.320            0.11373        0.00344
       6899.320            0.10770        0.00297
       6914.320            0.08418        0.00316
       6929.320            0.08650        0.00277
       6944.320            0.07727        0.00308
       6959.320            0.07763        0.00263
       6974.320            0.07590        0.00292
       6989.320            0.07849        0.00277
       7004.320            0.08598        0.00251
       7019.320            0.08026        0.00267
       7034.320            0.08076        0.00238
       7049.320            0.09394        0.00280
       7064.320            0.09010        0.00248
       7079.320            0.08877        0.00274
       7094.320            0.10241        0.00248
       7109.320            0.09286        0.00243
       7124.320            0.10206        0.00270
       7139.320            0.10659        0.00251
       7154.320            0.10430        0.00277
       7169.320            0.10292        0.00309
       7184.320            0.10817        0.00456
       7199.320            0.10547        0.00393
       7214.320            0.09953        0.00308
       7229.320            0.10577        0.00308
       7244.320            0.09587        0.00535
       7259.320            0.09875        0.00353
       7274.320            0.09879        0.00430
       7289.320            0.10160        0.00430
       7304.320            0.07665        0.00361
       7319.320            0.05547        0.00426
       7334.320            0.05109        0.00362
       7349.320            0.03781        0.00372
       7364.320            0.03397        0.00351
       7379.320            0.01766        0.00327
       7394.320            0.02559        0.00321
       7409.320            0.02515        0.00337
       7424.320            0.01744        0.00283
       7439.320            0.02264        0.00305
       7454.320            0.02808        0.00302
       7469.320            0.04371        0.00321
       7484.320            0.04285        0.00368
       7499.320            0.04836        0.00293
       7514.320            0.06560        0.00348
       7529.320            0.06723        0.00365
       7544.320            0.07149        0.00311
       7559.320            0.07136        0.00301
       7574.320            0.07571        0.00384
       7589.320            0.07727        0.00383
       7604.320            0.04299        0.00973
       7619.320            0.08398        0.00723
       7634.320            0.09251        0.00645
       7649.320            0.07335        0.00496
       7664.320            0.08564        0.00378
       7679.320            0.08512        0.00361
       7694.320            0.08480        0.00334
       7709.320            0.07829        0.00450
       7724.320            0.07751        0.00423
       7739.320            0.07221        0.00373
       7754.320            0.08087        0.00476
       7769.320            0.07088        0.00397
       7784.320            0.07170        0.00389
       7799.320            0.07029        0.00466
       7814.320            0.06221        0.00418
       7829.320            0.06672        0.00434
       7844.320            0.06418        0.00409
       7859.320            0.06379        0.00511
       7874.320            0.05710        0.00488
       7889.320            0.05251        0.00438
       7904.320            0.05548        0.00423
       7919.320            0.04445        0.00543
       7934.320            0.04446        0.00443
       7949.320            0.04137        0.00394
       7964.320            0.05013        0.00552
       7979.320            0.04458        0.00438
       7994.320            0.05518        0.00582
       8009.320            0.04657        0.00391
       8024.320            0.03772        0.00538
       8039.320            0.03381        0.00380
       8054.320            0.04428        0.00449
       8069.320            0.03529        0.00392
       8084.320            0.04131        0.00399
       8099.320            0.03666        0.00387
       8114.320            0.03453        0.00403
       8129.320            0.03102        0.00385
       8144.320            0.02850        0.00466
       8159.320            0.03252        0.00436
       8174.320            0.03662        0.00447
       8189.320            0.03345        0.00473
       8204.320            0.03389        0.00408
       8219.320            0.02048        0.00463
       8234.320            0.02884        0.00447
       8249.320            0.02272        0.00454
       8264.320            0.02660        0.00421
       8279.320            0.02673        0.00661
       8294.320            0.03714        0.00721
       8309.320            0.02152        0.00621
       8324.320            0.01843        0.00456
       8339.320            0.01842        0.00674
       8354.320            0.02186        0.00695
       8369.320            0.03526        0.00536
       8384.320            0.03267        0.00546
       8399.320            0.02365        0.00785
       8414.320            0.02152        0.00574
       8429.320            0.03631        0.00811
       8444.320            0.02469        0.00525
       8459.320            0.02026        0.00687
       8474.320            0.02013        0.00550
       8489.320            0.02060        0.00548
       8504.320            0.01089        0.00597
       8519.320            0.01754        0.00526
