@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.927
@SPECTRUM spectrum_03D4cy_269.dat
@SN-NAME 03D4cy
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 4.570
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.190           -0.01197        0.00804
       4273.190            0.00733        0.00692
       4288.190           -0.00079        0.00584
       4303.190            0.00169        0.00499
       4318.190            0.00409        0.00463
       4333.190            0.00507        0.00414
       4348.190            0.00368        0.00388
       4363.190           -0.00052        0.00415
       4378.190           -0.00006        0.00352
       4393.190            0.00065        0.00329
       4408.190            0.00159        0.00321
       4423.190            0.00361        0.00313
       4438.190            0.00063        0.00303
       4453.190            0.00154        0.00296
       4468.190            0.00201        0.00293
       4483.190           -0.00162        0.00291
       4498.190           -0.00257        0.00288
       4513.190            0.00035        0.00282
       4528.190            0.00262        0.00279
       4543.190            0.00185        0.00276
       4558.190            0.00193        0.00273
       4573.190            0.00066        0.00270
       4588.190           -0.00027        0.00264
       4603.190           -0.00468        0.00287
       4618.190            0.00267        0.00261
       4633.190            0.00288        0.00256
       4648.190           -0.00154        0.00252
       4663.190           -0.00143        0.00254
       4678.190           -0.00193        0.00249
       4693.190           -0.00119        0.00246
       4708.190            0.00044        0.00243
       4723.190            0.00334        0.00268
       4738.190           -0.00094        0.00240
       4753.190            0.00187        0.00238
       4768.190            0.00087        0.00236
       4783.190            0.00022        0.00234
       4798.190           -0.00050        0.00233
       4813.190           -0.00487        0.00233
       4828.190            0.00016        0.00256
       4843.190            0.00304        0.00230
       4858.190            0.00058        0.00219
       4873.190            0.00193        0.00219
       4888.190            0.00167        0.00223
       4903.190            0.00224        0.00222
       4918.190           -0.00188        0.00239
       4933.190            0.00107        0.00218
       4948.190            0.00150        0.00220
       4963.190           -0.00040        0.00223
       4978.190           -0.00175        0.00220
       4993.190           -0.00079        0.00239
       5008.190            0.00118        0.00215
       5023.190           -0.00020        0.00213
       5038.190            0.00009        0.00212
       5053.190           -0.00440        0.00232
       5068.190           -0.00050        0.00210
       5083.190           -0.00055        0.00209
       5098.190           -0.00231        0.00209
       5113.190            0.00264        0.00209
       5128.190           -0.00064        0.00228
       5143.190            0.00123        0.00210
       5158.190           -0.00206        0.00207
       5173.190           -0.00216        0.00199
       5188.190            0.00163        0.00227
       5203.190            0.00190        0.00217
       5218.190           -0.00028        0.00208
       5233.190           -0.00125        0.00209
       5248.190            0.00307        0.00230
       5263.190            0.00027        0.00205
       5278.190            0.00113        0.00205
       5293.190           -0.00108        0.00209
       5308.190            0.00050        0.00229
       5323.190           -0.00300        0.00210
       5338.190           -0.00271        0.00209
       5353.190            0.00086        0.00227
       5368.190           -0.00048        0.00205
       5383.190           -0.00068        0.00206
       5398.190            0.00206        0.00206
       5413.190            0.00176        0.00221
       5428.190            0.00058        0.00205
       5443.190           -0.00344        0.00205
       5458.190            0.00126        0.00225
       5473.190            0.00120        0.00204
       5488.190            0.00017        0.00205
       5503.190            0.00117        0.00225
       5518.190           -0.00037        0.00206
       5533.190            0.00077        0.00207
       5548.190            0.00022        0.00212
       5563.190           -0.00561        0.00244
       5578.190            0.00276        0.00443
       5593.190            0.00432        0.00220
       5608.190            0.00100        0.00234
       5623.190            0.00309        0.00212
       5638.190            0.00446        0.00211
       5653.190            0.00208        0.00230
       5668.190           -0.00171        0.00211
       5683.190            0.00329        0.00214
       5698.190           -0.00153        0.00235
       5713.190            0.00045        0.00213
       5728.190           -0.00288        0.00215
       5743.190            0.00331        0.00233
       5758.190            0.00486        0.00212
       5773.190            0.00456        0.00213
       5788.190            0.00030        0.00232
       5803.190           -0.00235        0.00215
       5818.190           -0.00014        0.00238
       5833.190           -0.00178        0.00218
       5848.190           -0.00275        0.00217
       5863.190            0.00312        0.00252
       5878.190           -0.00098        0.00246
       5893.190            0.00427        0.00334
       5908.190            0.00234        0.00269
       5923.190           -0.00345        0.00238
       5938.190           -0.00285        0.00234
       5953.190            0.00384        0.00256
       5968.190            0.00066        0.00228
       5983.190            0.00005        0.00247
       5998.190            0.00139        0.00221
       6013.190            0.00316        0.00216
       6028.190           -0.00053        0.00235
       6043.190            0.00400        0.00214
       6058.190           -0.00158        0.00211
       6073.190            0.00462        0.00230
       6088.190            0.00214        0.00208
       6103.190            0.00198        0.00229
       6118.190            0.00057        0.00207
       6133.190            0.00096        0.00209
       6148.190            0.00250        0.00237
       6163.190           -0.00004        0.00217
       6178.190            0.00244        0.00233
       6193.190           -0.00162        0.00209
       6208.190            0.00316        0.00211
       6223.190            0.00083        0.00236
       6238.190           -0.00218        0.00237
       6253.190            0.00099        0.00228
       6268.190           -0.00043        0.00283
       6283.190           -0.00377        0.00230
       6298.190           -0.00263        0.00431
       6313.190           -0.00028        0.00257
       6328.190           -0.00209        0.00249
       6343.190            0.00001        0.00216
       6358.190           -0.00077        0.00261
       6373.190            0.00688        0.00265
       6388.190           -0.00016        0.00213
       6403.190            0.00578        0.00224
       6418.190            0.00248        0.00206
       6433.190            0.00130        0.00203
       6448.190            0.00284        0.00226
       6463.190            0.00208        0.00226
       6478.190            0.00158        0.00237
       6493.190            0.00034        0.00217
       6508.190            0.00246        0.00223
       6523.190            0.00297        0.00237
       6538.190            0.00373        0.00224
       6553.190            0.00144        0.00252
       6568.190            0.00152        0.00221
       6583.190            0.00341        0.00238
       6598.190            0.00332        0.00209
       6613.190            0.00393        0.00206
       6628.190            0.00302        0.00224
       6643.190           -0.00045        0.00202
       6658.190            0.00421        0.00222
       6673.190            0.00341        0.00201
       6688.190            0.00212        0.00223
       6703.190            0.00085        0.00204
       6718.190            0.00059        0.00204
       6733.190           -0.00018        0.00224
       6748.190            0.00458        0.00203
       6763.190           -0.00294        0.00218
       6778.190            0.00061        0.00201
       6793.190            0.00345        0.00220
       6808.190            0.00194        0.00200
       6823.190           -0.00052        0.00230
       6838.190            0.00205        0.00272
       6853.190            0.00225        0.00222
       6868.190            0.00447        0.00317
       6883.190            0.00428        0.00235
       6898.190            0.00459        0.00259
       6913.190            0.00400        0.00248
       6928.190            0.00126        0.00260
       6943.190            0.00521        0.00239
       6958.190            0.00454        0.00225
       6973.190            0.00411        0.00250
       6988.190            0.00062        0.00215
       7003.190            0.00382        0.00237
       7018.190           -0.00175        0.00209
       7033.190            0.00221        0.00220
       7048.190            0.00038        0.00214
       7063.190           -0.00084        0.00228
       7078.190           -0.00028        0.00209
       7093.190            0.00329        0.00208
       7108.190            0.00340        0.00224
       7123.190            0.00086        0.00207
       7138.190           -0.00229        0.00230
       7153.190            0.00133        0.00211
       7168.190            0.00289        0.00241
       7183.190            0.00264        0.00227
       7198.190           -0.00053        0.00243
       7213.190            0.00276        0.00214
       7228.190           -0.00253        0.00252
       7243.190            0.00942        0.00360
       7258.190            0.00577        0.00262
       7273.190           -0.00147        0.00366
       7288.190            0.00197        0.00299
       7303.190            0.00058        0.00300
       7318.190            0.00129        0.00318
       7333.190            0.00375        0.00326
       7348.190            0.00132        0.00295
       7363.190            0.00103        0.00321
       7378.190            0.00228        0.00265
       7393.190            0.00198        0.00289
       7408.190           -0.00184        0.00261
       7423.190            0.00128        0.00234
       7438.190           -0.00002        0.00282
       7453.190            0.00674        0.00235
       7468.190            0.00278        0.00295
       7483.190            0.00375        0.00284
       7498.190            0.00205        0.00262
       7513.190            0.00442        0.00251
       7528.190           -0.00299        0.00348
       7543.190            0.00313        0.00249
       7558.190            0.00454        0.00284
       7573.190            0.00244        0.00297
       7588.190            0.00481        0.00320
       7603.190            0.01067        0.00589
       7618.190            0.01190        0.00399
       7633.190            0.00874        0.00437
       7648.190            0.00913        0.00314
       7663.190           -0.00104        0.00318
       7678.190            0.00529        0.00255
       7693.190            0.00496        0.00285
       7708.190            0.00666        0.00338
       7723.190           -0.00273        0.00407
       7738.190           -0.00076        0.00297
       7753.190            0.00036        0.00448
       7768.190            0.00002        0.00370
       7783.190            0.00497        0.00405
       7798.190            0.00088        0.00365
       7813.190           -0.00135        0.00351
       7828.190            0.00434        0.00381
       7843.190            0.00547        0.00349
       7858.190            0.01437        0.00492
       7873.190            0.00153        0.00393
       7888.190            0.00159        0.00406
       7903.190            0.00258        0.00347
       7918.190           -0.00164        0.00531
       7933.190            0.00778        0.00358
       7948.190           -0.00209        0.00358
       7963.190            0.00435        0.00410
       7978.190           -0.00568        0.00418
       7993.190            0.00812        0.00438
       8008.190            0.00621        0.00373
       8023.190           -0.00105        0.00402
       8038.190           -0.00144        0.00321
       8053.190            0.00382        0.00373
       8068.190            0.00082        0.00331
       8083.190            0.00694        0.00324
       8098.190            0.00345        0.00322
       8113.190            0.00053        0.00336
       8128.190           -0.00008        0.00303
       8143.190            0.00381        0.00358
       8158.190           -0.00044        0.00320
