@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.702
@SPECTRUM spectrum_04D1si_716.dat
@SN-NAME 04D1si
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -1.718
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.487            0.00000        0.63873
       4151.962            0.00000        0.36783
       4154.437            0.00000        0.38567
       4156.912            0.00000        0.58091
       4159.387            0.00000        0.38673
       4161.863            0.00000        0.46274
       4164.340            0.00000        0.38461
       4166.816            0.00000        0.38260
       4169.294            0.00000        0.37243
       4171.771            0.00000        0.37656
       4174.250            0.00000        0.37223
       4176.729            0.00000        0.39134
       4179.208            0.00000        0.35971
       4181.687            0.00000        0.49545
       4184.167            0.19000        0.36256
       4186.647            0.14070        0.28950
       4189.127            0.13850        0.23643
       4191.608           -0.01340        0.17756
       4194.090            0.00100        0.15599
       4196.572            0.17420        0.14557
       4199.054            0.04710        0.11073
       4201.537            0.05780        0.09645
       4204.020           -0.02240        0.08485
       4206.504            0.09790        0.07821
       4208.988           -0.07730        0.06926
       4211.472            0.04370        0.05690
       4213.957           -0.01160        0.04945
       4216.442            0.01300        0.04517
       4218.928            0.04980        0.04273
       4221.414           -0.01720        0.03830
       4223.900            0.03770        0.03388
       4226.387            0.03790        0.03119
       4228.875            0.02700        0.02781
       4231.362           -0.01200        0.02645
       4233.851            0.01020        0.02331
       4236.339            0.02160        0.02337
       4238.828            0.02940        0.02226
       4241.317            0.04040        0.02098
       4243.807           -0.00120        0.01929
       4246.297           -0.00980        0.01881
       4248.788           -0.00810        0.01761
       4251.279            0.00950        0.01667
       4253.770            0.02850        0.01642
       4256.262            0.00680        0.01547
       4258.754            0.02120        0.01501
       4261.247            0.02970        0.01482
       4263.740            0.04110        0.01423
       4266.233            0.01360        0.01329
       4268.727            0.00990        0.01294
       4271.221            0.00610        0.01268
       4273.716           -0.01480        0.01218
       4276.211            0.01410        0.01192
       4278.706            0.00940        0.01160
       4281.202           -0.00430        0.01123
       4283.698            0.01590        0.01083
       4286.195            0.02070        0.01063
       4288.692            0.01420        0.01041
       4291.189            0.01210        0.01014
       4293.687            0.02370        0.00992
       4296.185            0.00900        0.00949
       4298.684            0.00670        0.00931
       4301.183            0.01980        0.00905
       4303.682            0.00990        0.00851
       4306.182            0.00390        0.00835
       4308.682            0.02430        0.00849
       4311.183            0.00190        0.00852
       4313.684            0.02060        0.00877
       4316.185            0.01710        0.00867
       4318.687            0.02380        0.00871
       4321.189           -0.00490        0.00842
       4323.691            0.00870        0.00827
       4326.194            0.00810        0.00823
       4328.698            0.01090        0.00813
       4331.202            0.00370        0.00795
       4333.706            0.00370        0.00774
       4336.210            0.01980        0.00769
       4338.715            0.00890        0.00761
       4341.220            0.02200        0.00747
       4343.726            0.00880        0.00739
       4346.232            0.01320        0.00738
       4348.738            0.01680        0.00727
       4351.245            0.01110        0.00732
       4353.752           -0.00710        0.00727
       4356.260            0.00820        0.00721
       4358.768            0.00450        0.00716
       4361.276            0.03230        0.00728
       4363.785            0.02320        0.00713
       4366.294           -0.00490        0.00707
       4368.804            0.00530        0.00694
       4371.313            0.00330        0.00686
       4373.824            0.02320        0.00689
       4376.334            0.02040        0.00666
       4378.846            0.00940        0.00652
       4381.357            0.00810        0.00642
       4383.869            0.00240        0.00645
       4386.381            0.00740        0.00637
       4388.894            0.00240        0.00625
       4391.406            0.01640        0.00627
       4393.920            0.01480        0.00631
       4396.434            0.01220        0.00632
       4398.948            0.00960        0.00629
       4401.462            0.00590        0.00622
       4403.977            0.02390        0.00634
       4406.492            0.00360        0.00631
       4409.007            0.00920        0.00632
       4411.523            0.00870        0.00633
       4414.040            0.00540        0.00632
       4416.557            0.01380        0.00636
       4419.074            0.00510        0.00635
       4421.591            0.01170        0.00626
       4424.109            0.01720        0.00631
       4426.627            0.00750        0.00620
       4429.146            0.01060        0.00612
       4431.665            0.00110        0.00610
       4434.184            0.00360        0.00610
       4436.704            0.00020        0.00605
       4439.224            0.00990        0.00600
       4441.744            0.01840        0.00603
       4444.265            0.00670        0.00601
       4446.786            0.00520        0.00596
       4449.307           -0.00090        0.00589
       4451.829            0.01520        0.00579
       4454.352            0.00290        0.00572
       4456.874            0.00690        0.00571
       4459.397            0.01970        0.00566
       4461.920            0.01550        0.00570
       4464.444            0.00980        0.00568
       4466.968            0.01690        0.00571
       4469.492            0.01910        0.00573
       4472.017            0.01000        0.00571
       4474.542            0.00720        0.00571
       4477.068            0.00760        0.00571
       4479.594            0.00510        0.00569
       4482.120            0.01510        0.00569
       4484.646            0.00390        0.00566
       4487.173            0.01880        0.00560
       4489.701            0.00540        0.00560
       4492.229            0.01470        0.00562
       4494.756            0.01520        0.00556
       4497.285           -0.00080        0.00560
       4499.813            0.01410        0.00563
       4502.343            0.01440        0.00561
       4504.872           -0.00050        0.00559
       4507.402            0.00480        0.00563
       4509.932            0.01140        0.00560
       4512.463            0.00880        0.00559
       4514.994            0.00590        0.00559
       4517.525            0.00990        0.00557
       4520.057            0.01050        0.00551
       4522.588            0.01040        0.00546
       4525.121            0.01030        0.00545
       4527.653            0.00710        0.00539
       4530.187            0.00760        0.00537
       4532.720            0.00560        0.00539
       4535.253            0.01060        0.00538
       4537.788            0.00580        0.00545
       4540.322            0.01390        0.00543
       4542.856            0.01150        0.00546
       4545.392            0.01290        0.00540
       4547.927            0.01970        0.00538
       4550.463            0.01840        0.00533
       4552.999            0.01620        0.00528
       4555.536            0.01330        0.00532
       4558.072            0.02620        0.00531
       4560.610            0.01140        0.00532
       4563.147            0.02050        0.00532
       4565.685            0.02020        0.00530
       4568.223            0.00870        0.00526
       4570.762            0.01370        0.00523
       4573.301            0.01250        0.00526
       4575.840            0.00740        0.00525
       4578.380            0.01140        0.00525
       4580.919            0.01010        0.00520
       4583.460            0.01250        0.00524
       4586.000            0.00500        0.00518
       4588.542            0.00490        0.00515
       4591.083            0.01100        0.00514
       4593.625            0.00800        0.00516
       4596.167            0.02210        0.00512
       4598.709            0.00420        0.00507
       4601.251            0.01280        0.00505
       4603.794            0.01110        0.00508
       4606.338            0.01320        0.00507
       4608.881            0.00910        0.00506
       4611.425            0.01280        0.00504
       4613.970            0.01280        0.00503
       4616.515            0.01700        0.00505
       4619.060            0.01090        0.00510
       4621.605            0.00890        0.00508
       4624.151            0.00980        0.00507
       4626.697            0.01310        0.00504
       4629.243            0.01830        0.00504
       4631.790            0.01630        0.00500
       4634.337            0.00390        0.00496
       4636.884            0.01320        0.00494
       4639.432            0.01740        0.00493
       4641.980            0.00820        0.00488
       4644.528            0.01360        0.00491
       4647.077            0.01650        0.00483
       4649.626            0.01390        0.00485
       4652.175            0.00690        0.00482
       4654.725            0.00810        0.00488
       4657.275            0.01480        0.00490
       4659.825            0.01070        0.00491
       4662.376            0.00740        0.00490
       4664.927            0.01600        0.00487
       4667.479            0.00750        0.00486
       4670.030            0.01230        0.00480
       4672.582            0.01090        0.00479
       4675.134            0.01290        0.00479
       4677.687            0.00900        0.00482
       4680.240            0.00650        0.00484
       4682.793            0.01640        0.00481
       4685.347            0.01110        0.00479
       4687.900            0.01460        0.00479
       4690.455            0.01230        0.00480
       4693.009            0.01720        0.00476
       4695.564            0.01630        0.00477
       4698.120            0.00260        0.00474
       4700.675            0.01970        0.00469
       4703.231            0.01140        0.00466
       4705.787            0.01090        0.00464
       4708.343            0.00410        0.00463
       4710.900            0.00500        0.00466
       4713.458            0.00760        0.00467
       4716.015            0.01320        0.00471
       4718.573            0.00670        0.00474
       4721.131            0.01700        0.00471
       4723.689            0.00950        0.00472
       4726.248            0.00780        0.00469
       4728.807            0.01790        0.00465
       4731.366            0.01210        0.00465
       4733.926            0.01590        0.00462
       4736.486            0.01210        0.00461
       4739.046            0.01240        0.00462
       4741.606            0.01300        0.00463
       4744.167            0.00620        0.00463
       4746.729            0.01250        0.00465
       4749.291            0.01660        0.00465
       4751.852            0.00970        0.00461
       4754.415            0.00600        0.00462
       4756.977            0.00950        0.00457
       4759.540            0.00010        0.00452
       4762.103            0.01290        0.00452
       4764.666            0.00780        0.00452
       4767.230            0.01490        0.00457
       4769.794            0.01060        0.00453
       4772.358            0.01010        0.00456
       4774.923            0.01690        0.00457
       4777.488            0.01260        0.00457
       4780.053            0.00730        0.00457
       4782.619            0.01780        0.00453
       4785.185            0.01250        0.00454
       4787.750            0.01600        0.00455
       4790.317            0.00300        0.00452
       4792.884            0.01330        0.00455
       4795.451            0.01030        0.00453
       4798.019            0.01020        0.00453
       4800.586            0.01660        0.00453
       4803.154            0.01440        0.00449
       4805.723            0.01300        0.00451
       4808.291            0.00810        0.00451
       4810.860            0.01340        0.00453
       4813.429            0.01460        0.00456
       4815.999            0.00870        0.00456
       4818.568            0.00540        0.00458
       4821.139            0.01770        0.00457
       4823.709            0.01090        0.00460
       4826.280            0.02350        0.00459
       4828.851            0.00870        0.00454
       4831.422            0.01160        0.00455
       4833.994            0.01050        0.00454
       4836.565            0.01230        0.00451
       4839.138            0.00580        0.00450
       4841.710            0.01230        0.00451
       4844.283            0.00720        0.00447
       4846.856            0.01630        0.00444
       4849.430            0.01210        0.00441
       4852.003            0.00960        0.00436
       4854.577            0.00910        0.00431
       4857.151            0.00600        0.00426
       4859.726            0.00810        0.00416
       4862.301            0.01870        0.00418
       4864.876            0.01600        0.00412
