@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.436
@SPECTRUM spectrum_04D1rh_710.dat
@SN-NAME 04D1rh
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 0.047
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.250            0.02305        0.01136
       4274.250            0.02573        0.00950
       4289.250            0.03756        0.00801
       4304.250            0.03159        0.00686
       4319.250            0.02845        0.00626
       4334.250            0.02154        0.00550
       4349.250            0.03228        0.00566
       4364.250            0.02122        0.00484
       4379.250            0.02118        0.00455
       4394.250            0.03090        0.00431
       4409.250            0.03068        0.00444
       4424.250            0.02710        0.00432
       4439.250            0.02579        0.00408
       4454.250            0.03028        0.00383
       4469.250            0.02901        0.00370
       4484.250            0.02860        0.00363
       4499.250            0.03633        0.00357
       4514.250            0.02415        0.00355
       4529.250            0.03665        0.00357
       4544.250            0.03381        0.00355
       4559.250            0.03627        0.00347
       4574.250            0.02918        0.00334
       4589.250            0.02669        0.00362
       4604.250            0.02578        0.00319
       4619.250            0.02758        0.00316
       4634.250            0.02475        0.00309
       4649.250            0.01936        0.00304
       4664.250            0.02845        0.00312
       4679.250            0.01509        0.00309
       4694.250            0.02355        0.00301
       4709.250            0.02494        0.00296
       4724.250            0.02041        0.00321
       4739.250            0.02650        0.00287
       4754.250            0.02556        0.00284
       4769.250            0.02843        0.00282
       4784.250            0.02890        0.00280
       4799.250            0.02724        0.00281
       4814.250            0.02995        0.00315
       4829.250            0.02626        0.00296
       4844.250            0.03218        0.00288
       4859.250            0.03185        0.00271
       4874.250            0.03072        0.00270
       4889.250            0.03499        0.00275
       4904.250            0.03813        0.00299
       4919.250            0.03013        0.00265
       4934.250            0.03245        0.00265
       4949.250            0.03487        0.00272
       4964.250            0.03599        0.00266
       4979.250            0.02970        0.00285
       4994.250            0.03016        0.00258
       5009.250            0.03693        0.00253
       5024.250            0.03331        0.00247
       5039.250            0.02984        0.00245
       5054.250            0.03396        0.00267
       5069.250            0.02983        0.00241
       5084.250            0.03195        0.00241
       5099.250            0.03519        0.00241
       5114.250            0.03124        0.00263
       5129.250            0.03576        0.00240
       5144.250            0.03312        0.00246
       5159.250            0.03928        0.00242
       5174.250            0.04047        0.00254
       5189.250            0.03752        0.00245
       5204.250            0.03686        0.00249
       5219.250            0.03669        0.00245
       5234.250            0.03037        0.00272
       5249.250            0.03366        0.00246
       5264.250            0.03134        0.00240
       5279.250            0.02771        0.00238
       5294.250            0.02221        0.00261
       5309.250            0.02185        0.00240
       5324.250            0.02237        0.00243
       5339.250            0.02208        0.00237
       5354.250            0.03192        0.00257
       5369.250            0.02617        0.00232
       5384.250            0.02252        0.00228
       5399.250            0.02038        0.00246
       5414.250            0.02069        0.00224
       5429.250            0.02041        0.00225
       5444.250            0.02100        0.00247
       5459.250            0.02098        0.00225
       5474.250            0.02364        0.00226
       5489.250            0.02440        0.00227
       5504.250            0.02653        0.00251
       5519.250            0.03043        0.00229
       5534.250            0.03294        0.00233
       5549.250            0.04056        0.00269
       5564.250            0.03886        0.00275
       5579.250            0.03538        0.00777
       5594.250            0.04120        0.00279
       5609.250            0.03730        0.00246
       5624.250            0.04232        0.00243
       5639.250            0.03976        0.00260
       5654.250            0.04370        0.00232
       5669.250            0.04420        0.00234
       5684.250            0.04011        0.00256
       5699.250            0.03684        0.00238
       5714.250            0.04328        0.00235
       5729.250            0.04051        0.00269
       5744.250            0.03891        0.00230
       5759.250            0.03784        0.00231
       5774.250            0.04538        0.00253
       5789.250            0.04123        0.00230
       5804.250            0.04129        0.00232
       5819.250            0.04246        0.00254
       5834.250            0.04027        0.00235
       5849.250            0.04122        0.00233
       5864.250            0.03881        0.00313
       5879.250            0.03487        0.00308
       5894.250            0.03246        0.00468
       5909.250            0.03443        0.00295
       5924.250            0.03665        0.00292
       5939.250            0.03680        0.00308
       5954.250            0.03535        0.00283
       5969.250            0.03968        0.00263
       5984.250            0.03631        0.00277
       5999.250            0.03131        0.00248
       6014.250            0.03425        0.00258
       6029.250            0.02982        0.00235
       6044.250            0.02770        0.00230
       6059.250            0.02891        0.00249
       6074.250            0.02468        0.00225
       6089.250            0.02790        0.00222
       6104.250            0.02243        0.00246
       6119.250            0.02077        0.00220
       6134.250            0.02220        0.00258
       6149.250            0.02382        0.00242
       6164.250            0.01965        0.00234
       6179.250            0.02009        0.00262
       6194.250            0.02626        0.00231
       6209.250            0.02436        0.00262
       6224.250            0.02328        0.00256
       6239.250            0.02609        0.00352
       6254.250            0.02400        0.00324
       6269.250            0.02864        0.00286
       6284.250            0.02068        0.00309
       6299.250            0.02545        0.00352
       6314.250            0.02175        0.00287
       6329.250            0.03340        0.00323
       6344.250            0.02382        0.00252
       6359.250            0.02404        0.00311
       6374.250            0.02526        0.00240
       6389.250            0.02753        0.00240
       6404.250            0.02447        0.00233
       6419.250            0.02768        0.00224
       6434.250            0.02532        0.00230
       6449.250            0.02386        0.00217
       6464.250            0.02823        0.00291
       6479.250            0.02619        0.00270
       6494.250            0.02405        0.00265
       6509.250            0.02335        0.00292
       6524.250            0.02287        0.00253
       6539.250            0.02491        0.00304
       6554.250            0.02377        0.00296
       6569.250            0.01666        0.00272
       6584.250            0.01999        0.00273
       6599.250            0.02880        0.00242
       6614.250            0.01782        0.00240
       6629.250            0.02415        0.00223
       6644.250            0.02300        0.00232
       6659.250            0.01674        0.00209
       6674.250            0.02218        0.00208
       6689.250            0.02347        0.00223
       6704.250            0.01806        0.00211
       6719.250            0.02106        0.00222
       6734.250            0.02106        0.00204
       6749.250            0.01896        0.00225
       6764.250            0.01911        0.00204
       6779.250            0.01965        0.00202
       6794.250            0.02283        0.00224
       6809.250            0.01500        0.00205
       6824.250            0.01566        0.00322
       6839.250            0.02163        0.00346
       6854.250            0.01468        0.00283
       6869.250            0.01465        0.00398
       6884.250            0.01644        0.00328
       6899.250            0.01099        0.00295
       6914.250            0.01587        0.00328
       6929.250            0.01196        0.00337
       6944.250            0.00905        0.00325
       6959.250            0.01473        0.00302
       6974.250            0.01372        0.00298
       6989.250            0.00990        0.00271
       7004.250            0.01310        0.00252
       7019.250            0.00824        0.00258
       7034.250            0.01410        0.00211
       7049.250            0.01352        0.00257
       7064.250            0.00788        0.00253
       7079.250            0.01146        0.00237
       7094.250            0.01217        0.00249
       7109.250            0.01126        0.00209
       7124.250            0.00818        0.00237
       7139.250            0.00697        0.00234
       7154.250            0.00602        0.00258
       7169.250            0.00485        0.00246
       7184.250            0.00871        0.00252
       7199.250            0.01264        0.00262
       7214.250            0.00756        0.00227
       7229.250            0.01116        0.00309
       7244.250            0.00290        0.00629
       7259.250            0.01024        0.00376
       7274.250            0.00565        0.00497
       7289.250            0.00771        0.00516
       7304.250            0.01922        0.00409
       7319.250            0.00413        0.00576
       7334.250           -0.00166        0.00471
       7349.250            0.01148        0.00446
       7364.250            0.01566        0.00518
       7379.250            0.01442        0.00352
       7394.250            0.00171        0.00437
       7409.250            0.01240        0.00342
       7424.250            0.00572        0.00314
       7439.250            0.01094        0.00363
       7454.250            0.01552        0.00296
       7469.250            0.00131        0.00383
       7484.250            0.00111        0.00463
       7499.250            0.00226        0.00287
       7514.250            0.00920        0.00328
       7529.250            0.01604        0.00463
       7544.250            0.00396        0.00290
       7559.250            0.00346        0.00357
       7574.250            0.00077        0.00417
       7589.250            0.00971        0.00419
       7604.250            0.00874        0.00740
       7619.250            0.01322        0.00646
       7634.250            0.01044        0.00523
       7649.250            0.01101        0.00442
       7664.250            0.01396        0.00390
       7679.250            0.00548        0.00324
       7694.250            0.00500        0.00322
       7709.250            0.00605        0.00573
       7724.250            0.00265        0.00597
       7739.250           -0.00619        0.00417
       7754.250            0.00999        0.00745
       7769.250            0.00475        0.00459
       7784.250            0.01007        0.00553
       7799.250            0.00469        0.00568
       7814.250            0.00619        0.00612
       7829.250           -0.00074        0.00530
       7844.250            0.00933        0.00597
       7859.250           -0.00351        0.00770
       7874.250           -0.00294        0.00705
       7889.250            0.00741        0.00604
       7904.250           -0.00190        0.00545
       7919.250            0.01160        0.00806
       7934.250            0.00406        0.00608
       7949.250           -0.00055        0.00481
       7964.250            0.01283        0.00671
       7979.250            0.00278        0.00657
       7994.250            0.00385        0.00717
       8009.250           -0.00098        0.00530
       8024.250           -0.00598        0.00661
       8039.250            0.00764        0.00463
       8054.250           -0.00299        0.00492
       8069.250            0.00247        0.00514
       8084.250            0.00296        0.00372
       8099.250            0.00428        0.00495
       8114.250            0.00093        0.00378
       8129.250            0.00326        0.00400
