# SNID ztf25aaaalin
# OBSERVER = Rich/Hinds/Wise
# RA 346.9913333333333
# OBS_DATE 2025-01-24 02:23:55.56
# MJD 60699.09994861
# DEC 25.06163888888889
# INSTRUMENT KAST
#wavelength flux flux_err
3464.91801519 0.07745986 0.13006900
3465.92928157 -0.18018982 0.13060376
3466.94054796 0.03979518 0.12860686
3467.95181434 0.05568287 0.12705851
3468.96308072 -0.01419793 0.12286762
3469.97434711 0.20438333 0.12081363
3470.98561349 0.37233722 0.13019598
3471.99687987 0.36714923 0.13014603
3473.00814626 0.11194268 0.11413204
3474.01941264 0.24982956 0.11175988
3475.03067902 0.05597823 0.10721158
3476.04194541 0.23542476 0.12013968
3477.05321179 0.53405386 0.13062601
3478.06447817 0.36932537 0.12944330
3479.07574456 0.32258689 0.12835951
3480.08701094 0.14378373 0.11915701
3481.09827732 -0.22634798 0.12502915
3482.10954371 -0.22915044 0.12939452
3483.12081009 0.09526528 0.11673448
3484.13207647 0.03171290 0.11822682
3485.14334286 0.02650248 0.12367842
3486.15460924 0.08498263 0.12590225
3487.16587562 0.07608940 0.11792360
3488.17714200 0.02852078 0.11652327
3489.18840839 0.01621390 0.11385136
3490.19967477 0.23468347 0.11917679
3491.21094115 0.25421003 0.12075181
3492.22220754 0.09356508 0.11280341
3493.23347392 0.08478194 0.11796367
3494.24474030 -0.08938389 0.11676431
3495.25600669 -0.18973634 0.11573265
3496.26727307 0.16751677 0.11820921
3497.27853945 -0.02909371 0.11733837
3498.28980584 0.07100912 0.12536077
3499.30107222 0.30582261 0.12851521
3500.31233860 0.45627916 0.13089889
3501.32360499 0.39551276 0.12960057
3502.33487137 0.55071652 0.12865084
3503.34613775 0.29139650 0.11675917
3504.35740414 0.31127629 0.12382466
3505.36867052 0.10221270 0.11822029
3506.37993690 0.20760149 0.11900254
3507.39120329 0.07486232 0.12014467
3508.40246967 0.20444481 0.12474547
3509.41373605 0.10811755 0.11984929
3510.42500243 -0.15224643 0.11309073
3511.43626882 0.08147360 0.11778275
3512.44753520 0.15069559 0.11792332
3513.45880158 0.19331087 0.11142284
3514.47006797 0.08842219 0.11754335
3515.48133435 -0.07220709 0.12619747
3516.49260073 0.37670603 0.13694289
3517.50386712 0.26139304 0.13063540
3518.51513350 0.09697209 0.11701626
3519.52639988 0.02850649 0.11277001
3520.53766627 0.15273586 0.12442379
3521.54893265 -0.17850688 0.11854878
3522.56019903 0.32405961 0.12041631
3523.57146542 0.16943026 0.11717680
3524.58273180 0.08205036 0.11319237
3525.59399818 -0.00750544 0.11208273
3526.60526457 0.19040594 0.12867799
3527.61653095 0.32447162 0.12294822
3528.62779733 0.28279561 0.12352376
3529.63906372 0.27122009 0.12735873
3530.65033010 0.29934719 0.13292411
3531.66159648 0.18601729 0.12870640
