@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.634
@SPECTRUM spectrum_03D4at_186.dat
@SN-NAME 03D4at
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 5.480
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4259.610            0.01339        0.00976
       4274.610            0.00604        0.00838
       4289.610            0.01211        0.00705
       4304.610            0.01500        0.00597
       4319.610            0.01139        0.00551
       4334.610            0.00433        0.00489
       4349.610            0.00339        0.00453
       4364.610            0.00362        0.00436
       4379.610            0.01274        0.00402
       4394.610            0.01303        0.00383
       4409.610            0.00652        0.00374
       4424.610            0.00123        0.00360
       4439.610            0.00925        0.00347
       4454.610            0.00903        0.00343
       4469.610            0.00268        0.00333
       4484.610            0.01257        0.00331
       4499.610            0.00363        0.00323
       4514.610            0.00671        0.00318
       4529.610            0.00853        0.00315
       4544.610            0.00533        0.00315
       4559.610            0.00896        0.00304
       4574.610            0.00991        0.00300
       4589.610            0.01124        0.00292
       4604.610            0.01108        0.00291
       4619.610            0.00529        0.00287
       4634.610            0.01047        0.00283
       4649.610            0.01202        0.00276
       4664.610            0.01134        0.00281
       4679.610            0.00827        0.00278
       4694.610            0.00924        0.00298
       4709.610            0.01416        0.00266
       4724.610            0.00761        0.00265
       4739.610            0.01032        0.00260
       4754.610            0.00548        0.00257
       4769.610            0.00291        0.00255
       4784.610            0.00522        0.00254
       4799.610            0.00270        0.00252
       4814.610            0.00933        0.00253
       4829.610            0.00717        0.00256
       4844.610            0.00795        0.00274
       4859.610            0.00423        0.00239
       4874.610            0.00854        0.00239
       4889.610            0.00763        0.00243
       4904.610            0.00654        0.00241
       4919.610            0.00830        0.00235
       4934.610            0.00299        0.00236
       4949.610            0.00682        0.00237
       4964.610            0.00564        0.00261
       4979.610            0.00374        0.00236
       4994.610            0.00659        0.00233
       5009.610            0.00274        0.00230
       5024.610            0.00482        0.00228
       5039.610            0.00303        0.00226
       5054.610            0.00757        0.00247
       5069.610            0.00474        0.00224
       5084.610            0.00590        0.00221
       5099.610            0.00634        0.00222
       5114.610            0.00445        0.00221
       5129.610            0.00882        0.00242
       5144.610            0.00599        0.00221
       5159.610            0.00883        0.00219
       5174.610            0.00354        0.00212
       5189.610            0.00437        0.00218
       5204.610            0.00937        0.00246
       5219.610            0.01121        0.00218
       5234.610            0.00462        0.00220
       5249.610            0.00884        0.00220
       5264.610            0.00525        0.00212
       5279.610            0.00237        0.00234
       5294.610            0.00632        0.00216
       5309.610            0.00861        0.00216
       5324.610            0.00767        0.00213
       5339.610            0.00199        0.00232
       5354.610            0.00895        0.00213
       5369.610            0.00653        0.00210
       5384.610            0.00623        0.00210
       5399.610            0.00095        0.00224
       5414.610            0.00566        0.00207
       5429.610            0.00325        0.00207
       5444.610            0.00948        0.00206
       5459.610            0.00293        0.00227
       5474.610            0.00534        0.00206
       5489.610            0.00574        0.00205
       5504.610            0.00699        0.00207
       5519.610            0.00489        0.00228
       5534.610            0.00946        0.00208
       5549.610            0.00592        0.00213
       5564.610            0.00826        0.00241
       5579.610            0.00729        0.00493
       5594.610            0.00549        0.00213
       5609.610            0.00242        0.00210
       5624.610            0.00797        0.00229
       5639.610            0.00686        0.00206
       5654.610            0.00678        0.00204
       5669.610            0.00613        0.00227
       5684.610            0.00735        0.00207
       5699.610            0.00824        0.00207
       5714.610            0.00807        0.00226
       5729.610            0.01348        0.00212
       5744.610            0.00775        0.00206
       5759.610            0.01021        0.00205
       5774.610            0.01133        0.00226
       5789.610            0.00876        0.00204
       5804.610            0.01240        0.00206
       5819.610            0.00931        0.00227
       5834.610            0.01283        0.00209
       5849.610            0.01315        0.00208
       5864.610            0.01143        0.00247
       5879.610            0.00820        0.00235
       5894.610            0.00775        0.00305
       5909.610            0.01142        0.00249
       5924.610            0.01600        0.00228
       5939.610            0.00930        0.00223
       5954.610            0.01178        0.00248
       5969.610            0.00928        0.00216
       5984.610            0.01200        0.00212
       5999.610            0.00972        0.00230
       6014.610            0.01120        0.00204
       6029.610            0.00430        0.00203
       6044.610            0.00584        0.00222
       6059.610            0.00576        0.00199
       6074.610            0.00288        0.00218
       6089.610            0.03106        0.00201
       6104.610           -0.00836        0.00198
       6119.610            0.00270        0.00215
       6134.610            0.00801        0.00198
       6149.610            0.00932        0.00200
       6164.610            0.00289        0.00215
       6179.610            0.00540        0.00201
       6194.610            0.00599        0.00197
       6209.610            0.01106        0.00219
       6224.610            0.00861        0.00206
       6239.610            0.01498        0.00256
       6254.610            0.01082        0.00220
       6269.610            0.00872        0.00218
       6284.610            0.01214        0.00241
       6299.610            0.01297        0.00319
       6314.610            0.01944        0.00224
       6329.610            0.02346        0.00247
       6344.610            0.01452        0.00205
       6359.610            0.01902        0.00263
       6374.610            0.02467        0.00216
       6389.610            0.01870        0.00202
       6404.610            0.02659        0.00214
       6419.610            0.02289        0.00198
       6434.610            0.01911        0.00211
       6449.610            0.02479        0.00196
       6464.610            0.02172        0.00221
       6479.610            0.01261        0.00221
       6494.610            0.01939        0.00214
       6509.610            0.01744        0.00231
       6524.610            0.01549        0.00207
       6539.610            0.01742        0.00216
       6554.610            0.01384        0.00249
       6569.610            0.01794        0.00214
       6584.610            0.01783        0.00228
       6599.610            0.01611        0.00202
       6614.610            0.01839        0.00195
       6629.610            0.01832        0.00217
       6644.610            0.01802        0.00193
       6659.610            0.01752        0.00210
       6674.610            0.01579        0.00190
       6689.610            0.01306        0.00205
       6704.610            0.01877        0.00196
       6719.610            0.01582        0.00194
       6734.610            0.01562        0.00211
       6749.610            0.01750        0.00191
       6764.610            0.01400        0.00204
       6779.610            0.01840        0.00190
       6794.610            0.01561        0.00206
       6809.610            0.01682        0.00188
       6824.610            0.01741        0.00224
       6839.610            0.01619        0.00261
       6854.610            0.01969        0.00212
       6869.610            0.01710        0.00315
       6884.610            0.01728        0.00231
       6899.610            0.01587        0.00251
       6914.610            0.01182        0.00232
       6929.610            0.01025        0.00224
       6944.610            0.00814        0.00256
       6959.610            0.01283        0.00212
       6974.610            0.01221        0.00243
       6989.610            0.01316        0.00203
       7004.610            0.01352        0.00223
       7019.610            0.01149        0.00217
       7034.610            0.01243        0.00192
       7049.610            0.01421        0.00229
       7064.610            0.01075        0.00198
       7079.610            0.01030        0.00218
       7094.610            0.01123        0.00196
       7109.610            0.00646        0.00212
       7124.610            0.00762        0.00191
       7139.610            0.00934        0.00218
       7154.610            0.00953        0.00200
       7169.610            0.01031        0.00230
       7184.610            0.00999        0.00213
       7199.610            0.01311        0.00209
       7214.610            0.00974        0.00223
       7229.610            0.01325        0.00230
       7244.610            0.01722        0.00419
       7259.610            0.00958        0.00245
       7274.610            0.01035        0.00352
       7289.610            0.01248        0.00287
       7304.610            0.01707        0.00294
       7319.610            0.01319        0.00323
       7334.610            0.01392        0.00304
       7349.610            0.01581        0.00305
       7364.610            0.01755        0.00303
       7379.610            0.01193        0.00265
       7394.610            0.01297        0.00267
       7409.610            0.01243        0.00271
       7424.610            0.01440        0.00226
       7439.610            0.01072        0.00282
       7454.610            0.01499        0.00222
       7469.610            0.01286        0.00291
       7484.610            0.01199        0.00281
       7499.610            0.01834        0.00254
       7514.610            0.01387        0.00239
       7529.610            0.01461        0.00305
       7544.610            0.01031        0.00252
       7559.610            0.01621        0.00257
       7574.610            0.01730        0.00332
       7589.610            0.01134        0.00308
       7604.610            0.00907        0.00845
       7619.610            0.01074        0.00400
       7634.610            0.00563        0.00429
       7649.610            0.00700        0.00299
       7664.610            0.01324        0.00320
       7679.610            0.01031        0.00245
       7694.610            0.00719        0.00280
       7709.610            0.01210        0.00330
       7724.610            0.00881        0.00397
       7739.610            0.00671        0.00276
       7754.610            0.00773        0.00408
       7769.610            0.00802        0.00328
       7784.610            0.00687        0.00331
       7799.610            0.00138        0.00393
       7814.610            0.01053        0.00361
       7829.610            0.00108        0.00352
       7844.610            0.01128        0.00354
       7859.610            0.00512        0.00494
       7874.610            0.00459        0.00388
       7889.610            0.00628        0.00420
       7904.610            0.00634        0.00327
       7919.610            0.01012        0.00537
       7934.610            0.01433        0.00355
       7949.610            0.01148        0.00370
       7964.610           -0.00189        0.00414
       7979.610            0.00458        0.00404
       7994.610           -0.00238        0.00448
       8009.610            0.00659        0.00345
       8024.610            0.00702        0.00411
       8039.610            0.00700        0.00302
       8054.610            0.00258        0.00369
       8069.610            0.01105        0.00323
       8084.610            0.01400        0.00327
       8099.610            0.01660        0.00337
       8114.610           -0.00026        0.00313
       8129.610            0.00737        0.00299
       8144.610            0.00477        0.00348
       8159.610            0.00256        0.00303
       8174.610            0.03158        0.00387
       8189.610            0.01433        0.00341
       8204.610           -0.00497        0.00332
       8219.610            0.00503        0.00313
       8234.610            0.01176        0.00354
       8249.610            0.00577        0.00310
       8264.610            0.00586        0.00341
       8279.610            0.00366        0.00455
       8294.610           -0.00047        0.00633
       8309.610            0.00603        0.00448
       8324.610            0.00592        0.00370
       8339.610            0.00415        0.00454
       8354.610            0.00593        0.00639
       8369.610            0.01675        0.00401
       8384.610            0.00969        0.00484
       8399.610            0.00520        0.00554
       8414.610            0.00499        0.00455
       8429.610            0.00753        0.00696
       8444.610            0.00910        0.00414
       8459.610            0.00933        0.00573
       8474.610            0.00937        0.00422
       8489.610            0.00728        0.00430
       8504.610            0.01678        0.00499
