# SIMPLE  =                    T / conforms to FITS standard                      
# BITPIX  =                    8 / array data type                                
# NAXIS   =                    0 / number of array dimensions                     
# EXTEND  =                    T                                                  
# VERSPYT = '3.11.7  '           / Python version                                 
# VERSNPY = '1.26.4  '           / Numpy version                                  
# VERSSCI = '1.12.0  '           / Scipy version                                  
# VERSAST = '6.0.0   '           / Astropy version                                
# VERSSKL = '1.4.1.post1'        / Scikit-learn version                           
# VERSPYP = '1.17.0  '           / PypeIt version                                 
# DATE    = '2025-02-10'         / UTC date created                               
# RA      =   213.53695833333327                                                  
# DEC     =   3.2247583333333334                                                  
# TARGET  = 'GOTO25aeu'                                                           
# DISPNAME= 'blue    '                                                            
# DECKER  = 'slit    '                                                            
# BINNING = '1,1     '                                                            
# MJD     =         60715.239463                                                  
# DATETIME= '2025-02-09T05:44:49.603' / Date and time of the observation in ISOT f
# AIRMASS =             1.115016                                                  
# EXPTIME =                900.0                                                  
# FILENAME= 'v_e_20250208_128_1_0_9.fits.gz'                                      
# INSTRUME= 'SPRAT   '                                                            
# DETECTOR= 'E2V CCD30-11 10333-02-26'                                            
# DATE-OBS= '2025-02-09T05:44:49.602'                                             
# CONFNAME= 'user_def_config'                                                     
# FOVTYPE = 'slit    '                                                            
# CCDXBIN =                    1                                                  
# CCDYBIN =                    1                                                  
# PYPELINE= 'MultiSlit'                                                           
# PYP_SPEC= 'lt_sprat'                                                            
# TELESCOP= 'LT      '                                                            
# LON-OBS =  -17.879999999999995                                                  
# LAT-OBS =   28.758333333333336                                                  
# ALT-OBS =    2326.999999998442                                                  
# CLBS_DIR= '/home/mpursiai/onedrive-work/work/GOTO_classifications/GOTO-FAST/py&'
# CONTINUE  'peit/20250208/reduced/Calibrations'                                  
# CLBS_ARC= 'Arc_A_0_DET01.fits'                                                  
# HIERARCH CLBS_WAVECALIB = 'WaveCalib_A_0_DET01.fits'                            
# HIERARCH CLBS_BIAS = 'Bias_A_0_DET01.fits'                                      
# HIERARCH CLBS_FLAT = 'Flat_A_0_DET01.fits'                                      
# HIERARCH CLBS_EDGES = 'Edges_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_SLITS = 'Slits_A_0_DET01.fits.gz'                                 
# HIERARCH CLBS_TILTIMG = 'Tiltimg_A_0_DET01.fits'                                
# HIERARCH CLBS_TILTS = 'Tilts_A_0_DET01.fits'                                    
# DMODCLS = 'SpecObjs'           / Datamodel class                                
# DMODVER = '1.0.0   '           / Datamodel version                              
# EXT0000 = 'SPAT0126-SLIT0113-DET01'                                             
# NSPEC   =                    1                                                  
# 
#      Lam       Flux        STD
  4002.102 -1.468e-16  2.413e-16
  4006.335  4.940e-17  2.250e-16
  4010.569  5.591e-16  2.161e-16
  4014.805  2.848e-16  2.095e-16
  4019.043  1.129e-15  2.632e-16
  4023.284  9.617e-16  2.654e-16
  4027.526 -7.566e-16  2.379e-16
  4031.769 -2.867e-16  2.548e-16
  4036.016  5.497e-16  2.867e-16
  4040.264 -3.699e-17  2.739e-16
  4044.520  5.496e-17  2.514e-16
  4048.762  1.279e-15  2.583e-16
  4053.015  3.078e-16  2.332e-16
  4057.270 -5.415e-16  2.140e-16
  4061.527  6.716e-16  2.357e-16
  4065.786  2.497e-16  2.215e-16
  4070.047  3.312e-16  2.061e-16
  4074.309  4.829e-17  1.902e-16
  4078.574  1.249e-16  1.865e-16
  4082.840  8.575e-16  1.898e-16
  4087.108  3.707e-16  1.743e-16
  4091.378  2.164e-17  1.530e-16
  4095.650  4.228e-16  1.630e-16
  4099.923  3.294e-16  1.608e-16
  4104.199 -1.188e-16  1.461e-16
  4108.476  7.172e-16  1.599e-16
  4112.755  4.268e-16  1.523e-16
  4117.036  1.235e-16  1.447e-16
  4121.319  4.874e-16  1.498e-16
  4125.603  7.227e-16  1.515e-16
  4129.890  1.576e-16  1.388e-16
  4134.178  3.702e-16  1.370e-16
  4138.468  7.583e-16  1.410e-16
  4142.760  4.623e-16  1.332e-16
  4147.054  7.575e-16  1.371e-16
  4151.349  3.102e-16  1.312e-16
  4155.646  9.528e-16  1.338e-16
  4159.945  6.761e-16  1.262e-16
  4164.246  5.024e-16  1.230e-16
  4168.549  4.392e-16  1.188e-16
  4172.853  4.594e-16  1.184e-16
  4177.159  4.797e-16  1.156e-16
  4181.466  1.659e-16  1.070e-16
  4185.777  2.759e-16  1.050e-16
  4190.089  4.342e-16  1.075e-16
  4194.402  5.870e-16  1.052e-16
  4198.717  5.745e-16  1.061e-16
  4203.034  4.929e-16  1.018e-16
  4207.352  6.513e-16  1.053e-16
  4211.672  2.973e-16  9.800e-17
  4215.995  5.907e-16  1.019e-16
  4220.319  4.270e-16  9.701e-17
  4224.644  4.864e-16  9.681e-17
  4228.971  3.873e-16  9.385e-17
  4233.300  2.857e-16  9.155e-17
  4237.631  5.283e-16  9.585e-17
  4241.964  3.381e-16  9.078e-17
  4246.298  4.422e-16  9.285e-17
  4250.634  5.863e-16  9.303e-17
  4254.972  4.096e-16  9.052e-17
  4259.311  4.868e-16  9.034e-17
  4263.652  3.697e-16  8.719e-17
  4267.995  3.778e-16  9.000e-17
  4272.340  6.354e-16  9.069e-17
  4276.686  4.004e-16  8.783e-17
