@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.998
@SPECTRUM spectrum_04D1iv_630.dat
@SN-NAME 04D1iv
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 3.010
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.580            0.00622        0.00623
       4273.580            0.00762        0.00518
       4288.580           -0.00254        0.00427
       4303.580            0.00098        0.00366
       4318.580           -0.00080        0.00336
       4333.580            0.00086        0.00302
       4348.580            0.00415        0.00309
       4363.580            0.00097        0.00268
       4378.580            0.00013        0.00249
       4393.580            0.00079        0.00236
       4408.580           -0.00291        0.00237
       4423.580            0.00366        0.00233
       4438.580           -0.00029        0.00220
       4453.580            0.00226        0.00210
       4468.580           -0.00171        0.00204
       4483.580           -0.00299        0.00200
       4498.580            0.00125        0.00199
       4513.580           -0.00089        0.00197
       4528.580            0.00094        0.00195
       4543.580           -0.00111        0.00195
       4558.580            0.00048        0.00189
       4573.580            0.00110        0.00186
       4588.580           -0.00068        0.00184
       4603.580            0.00411        0.00197
       4618.580           -0.00011        0.00178
       4633.580           -0.00038        0.00176
       4648.580           -0.00091        0.00172
       4663.580            0.00266        0.00175
       4678.580            0.00009        0.00173
       4693.580            0.00054        0.00170
       4708.580           -0.00124        0.00167
       4723.580           -0.00126        0.00183
       4738.580           -0.00133        0.00164
       4753.580            0.00042        0.00163
       4768.580           -0.00069        0.00162
       4783.580            0.00070        0.00162
       4798.580           -0.00167        0.00162
       4813.580            0.00082        0.00163
       4828.580            0.00057        0.00182
       4843.580           -0.00206        0.00162
       4858.580           -0.00093        0.00156
       4873.580            0.00191        0.00155
       4888.580            0.00141        0.00158
       4903.580           -0.00219        0.00170
       4918.580           -0.00199        0.00152
       4933.580           -0.00129        0.00152
       4948.580           -0.00125        0.00152
       4963.580           -0.00145        0.00152
       4978.580           -0.00082        0.00164
       4993.580           -0.00002        0.00148
       5008.580            0.00115        0.00147
       5023.580            0.00204        0.00145
       5038.580            0.00136        0.00145
       5053.580            0.00092        0.00158
       5068.580           -0.00059        0.00143
       5083.580            0.00068        0.00141
       5098.580           -0.00227        0.00142
       5113.580           -0.00049        0.00155
       5128.580            0.00067        0.00141
       5143.580           -0.00150        0.00143
       5158.580           -0.00174        0.00141
       5173.580           -0.00019        0.00149
       5188.580            0.00070        0.00146
       5203.580           -0.00058        0.00165
       5218.580            0.00027        0.00141
       5233.580            0.00245        0.00154
       5248.580           -0.00001        0.00141
       5263.580            0.00086        0.00138
       5278.580           -0.00088        0.00138
       5293.580            0.00096        0.00153
       5308.580           -0.00017        0.00141
       5323.580           -0.00009        0.00141
       5338.580           -0.00105        0.00140
       5353.580            0.00020        0.00152
       5368.580            0.00166        0.00138
       5383.580            0.00066        0.00138
       5398.580           -0.00087        0.00148
       5413.580            0.00155        0.00135
       5428.580            0.00089        0.00137
       5443.580           -0.00148        0.00136
       5458.580            0.00213        0.00150
       5473.580            0.00168        0.00136
       5488.580            0.00215        0.00137
       5503.580           -0.00072        0.00152
       5518.580            0.00246        0.00138
       5533.580            0.00213        0.00139
       5548.580           -0.00054        0.00155
       5563.580            0.00255        0.00154
       5578.580            0.00343        0.00498
       5593.580            0.00060        0.00164
       5608.580           -0.00130        0.00142
       5623.580            0.00335        0.00141
       5638.580           -0.00028        0.00153
       5653.580            0.00159        0.00139
       5668.580           -0.00238        0.00140
       5683.580           -0.00119        0.00154
       5698.580           -0.00069        0.00142
       5713.580            0.00253        0.00143
       5728.580            0.00016        0.00157
       5743.580            0.00370        0.00141
       5758.580            0.00125        0.00141
       5773.580            0.00386        0.00154
       5788.580            0.00210        0.00142
       5803.580            0.00098        0.00141
       5818.580            0.00024        0.00155
       5833.580            0.00539        0.00142
       5848.580            0.00208        0.00141
       5863.580            0.00308        0.00165
       5878.580            0.00458        0.00166
       5893.580           -0.00307        0.00241
       5908.580            0.00200        0.00177
       5923.580            0.00228        0.00156
       5938.580           -0.00017        0.00168
       5953.580            0.00185        0.00153
       5968.580            0.00086        0.00149
       5983.580            0.00138        0.00161
       5998.580            0.00298        0.00144
       6013.580            0.00126        0.00140
       6028.580            0.00224        0.00154
       6043.580            0.00260        0.00138
       6058.580            0.00172        0.00150
       6073.580            0.00073        0.00136
       6088.580            0.00013        0.00136
       6103.580            0.00184        0.00149
       6118.580            0.00213        0.00134
       6133.580           -0.00073        0.00136
       6148.580            0.00465        0.00151
       6163.580            0.00290        0.00137
       6178.580            0.00128        0.00150
       6193.580            0.00123        0.00135
       6208.580            0.00397        0.00136
       6223.580            0.00352        0.00153
       6238.580            0.00382        0.00170
       6253.580            0.00320        0.00162
       6268.580            0.00243        0.00149
       6283.580            0.00287        0.00156
       6298.580            0.00255        0.00634
       6313.580            0.00010        0.00186
       6328.580            0.00671        0.00165
       6343.580            0.00226        0.00142
       6358.580            0.00458        0.00241
       6373.580            0.00460        0.00202
       6388.580            0.00163        0.00138
       6403.580            0.00100        0.00143
       6418.580            0.00254        0.00132
       6433.580            0.00023        0.00142
       6448.580            0.00197        0.00130
       6463.580            0.00080        0.00143
       6478.580            0.00078        0.00150
       6493.580            0.00176        0.00138
       6508.580            0.00255        0.00154
       6523.580            0.00270        0.00136
       6538.580            0.00335        0.00141
       6553.580            0.00363        0.00160
       6568.580            0.00204        0.00141
       6583.580            0.00050        0.00148
       6598.580            0.00001        0.00132
       6613.580            0.00111        0.00141
       6628.580            0.00274        0.00128
       6643.580            0.00294        0.00127
       6658.580           -0.00036        0.00138
       6673.580            0.00265        0.00126
       6688.580            0.00069        0.00137
       6703.580            0.00157        0.00126
       6718.580            0.00426        0.00138
       6733.580           -0.00070        0.00125
       6748.580            0.00087        0.00126
       6763.580            0.00002        0.00136
       6778.580            0.00275        0.00124
       6793.580            0.00401        0.00136
       6808.580            0.00139        0.00125
       6823.580            0.00401        0.00157
       6838.580            0.00044        0.00158
       6853.580            0.00147        0.00150
       6868.580           -0.00097        0.00179
       6883.580            0.00672        0.00154
       6898.580            0.00223        0.00167
       6913.580            0.00399        0.00155
       6928.580            0.00504        0.00165
       6943.580            0.00268        0.00152
       6958.580            0.00249        0.00158
       6973.580            0.00611        0.00144
       6988.580            0.00480        0.00149
       7003.580            0.00505        0.00135
       7018.580            0.00494        0.00131
       7033.580            0.00698        0.00140
       7048.580            0.00552        0.00137
       7063.580            0.00472        0.00145
       7078.580            0.00512        0.00133
       7093.580            0.00238        0.00145
       7108.580            0.00658        0.00129
       7123.580            0.00484        0.00142
       7138.580            0.00601        0.00134
       7153.580            0.00702        0.00137
       7168.580            0.00551        0.00157
       7183.580            0.00611        0.00151
       7198.580            0.00428        0.00160
       7213.580            0.00553        0.00137
       7228.580            0.00526        0.00166
       7243.580            0.00540        0.00246
       7258.580            0.00840        0.00190
       7273.580            0.00193        0.00212
       7288.580            0.00215        0.00227
       7303.580            0.00202        0.00182
       7318.580            0.00340        0.00212
       7333.580            0.00316        0.00217
       7348.580            0.00194        0.00193
       7363.580            0.00470        0.00216
       7378.580            0.00674        0.00173
       7393.580            0.00300        0.00192
       7408.580            0.00368        0.00168
       7423.580            0.00097        0.00165
       7438.580            0.00477        0.00168
       7453.580            0.00769        0.00163
       7468.580            0.00194        0.00170
       7483.580            0.00395        0.00180
       7498.580            0.00571        0.00165
       7513.580            0.00239        0.00162
       7528.580            0.00252        0.00215
       7543.580            0.00308        0.00154
       7558.580            0.00341        0.00174
       7573.580            0.00223        0.00185
       7588.580            0.00614        0.00202
       7603.580            0.01095        0.00382
       7618.580            0.00689        0.00319
       7633.580           -0.00210        0.00275
       7648.580            0.00387        0.00238
       7663.580            0.00579        0.00192
       7678.580            0.00399        0.00191
       7693.580            0.00619        0.00189
       7708.580            0.00568        0.00235
       7723.580            0.00977        0.00270
       7738.580            0.00559        0.00203
       7753.580            0.00955        0.00301
       7768.580            0.00656        0.00226
       7783.580            0.01182        0.00254
       7798.580            0.00670        0.00240
       7813.580            0.00397        0.00254
       7828.580            0.00458        0.00229
       7843.580            0.00709        0.00245
       7858.580            0.00683        0.00285
       7873.580            0.00486        0.00275
       7888.580            0.00592        0.00245
       7903.580            0.00397        0.00228
       7918.580            0.01128        0.00336
       7933.580            0.00584        0.00228
       7948.580            0.00541        0.00230
       7963.580            0.00616        0.00262
       7978.580            0.00737        0.00264
       7993.580            0.00414        0.00279
       8008.580            0.00624        0.00236
       8023.580            0.00159        0.00257
       8038.580            0.00389        0.00225
       8053.580            0.00523        0.00214
       8068.580            0.00565        0.00233
       8083.580            0.00937        0.00192
       8098.580            0.00255        0.00227
       8113.580            0.00856        0.00198
       8128.580            0.00565        0.00200
