@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.703
@SPECTRUM spectrum_03D1bf_269.dat
@SN-NAME 03D1bf
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -2.681
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4151.645            0.00000        1.55317
       4154.119            0.00000        0.99088
       4156.595            0.00000        1.08338
       4159.070            0.00000        1.89522
       4161.546            0.00000        1.40787
       4164.022            0.00000        1.02992
       4166.500            0.00000        1.04830
       4168.977            0.00000        1.18185
       4171.455            0.00000        1.15493
       4173.933           -0.11560        0.86987
       4176.412            0.63410        0.77331
       4178.891            0.25910        0.59015
       4181.370           -0.55610        0.56505
       4183.850           -0.11170        0.45559
       4186.330           -0.01570        0.40051
       4188.811            0.45810        0.36447
       4191.292           -0.04140        0.30030
       4193.773           -0.15580        0.26769
       4196.255            0.23950        0.23564
       4198.738           -0.22960        0.20935
       4201.220            0.12360        0.18421
       4203.704            0.01560        0.15459
       4206.187            0.17600        0.14764
       4208.671           -0.04760        0.13036
       4211.156           -0.23940        0.10918
       4213.641           -0.02980        0.10524
       4216.126           -0.06190        0.09402
       4218.611           -0.02030        0.08225
       4221.098           -0.03650        0.07705
       4223.584           -0.06460        0.06973
       4226.071           -0.05080        0.06442
       4228.558           -0.06780        0.06167
       4231.046            0.01780        0.05691
       4233.534           -0.02340        0.05362
       4236.022            0.07090        0.05029
       4238.511           -0.02780        0.04593
       4241.001            0.04100        0.04420
       4243.491            0.02490        0.04084
       4245.981            0.02700        0.03941
       4248.471           -0.02640        0.03937
       4250.962            0.02650        0.03647
       4253.454            0.01260        0.03498
       4255.945            0.02470        0.03366
       4258.438            0.01660        0.03166
       4260.930           -0.01420        0.03108
       4263.423            0.04360        0.02998
       4265.917            0.01080        0.02853
       4268.410           -0.01280        0.02731
       4270.904           -0.03070        0.02695
       4273.399            0.06190        0.02596
       4275.894            0.04260        0.02500
       4278.390           -0.02080        0.02412
       4280.885           -0.00110        0.02315
       4283.381           -0.03490        0.02316
       4285.878           -0.00170        0.02259
       4288.375           -0.02310        0.02169
       4290.873           -0.01840        0.02142
       4293.370           -0.03220        0.02055
       4295.868           -0.04820        0.01946
       4298.367            0.01210        0.01902
       4300.866           -0.01840        0.01882
       4303.365            0.00790        0.01861
       4305.865           -0.00260        0.01822
       4308.365            0.01730        0.01809
       4310.866           -0.00660        0.01796
       4313.367           -0.00690        0.01818
       4315.868            0.00090        0.01738
       4318.370           -0.01390        0.01683
       4320.872            0.01810        0.01679
       4323.374           -0.00760        0.01621
       4325.877           -0.00450        0.01625
       4328.380            0.02630        0.01568
       4330.884           -0.01180        0.01687
       4333.388            0.01610        0.01538
       4335.893            0.00630        0.01460
       4338.397            0.01310        0.01443
       4340.902            0.00950        0.01452
       4343.408           -0.02300        0.01449
       4345.914            0.02480        0.01406
       4348.420           -0.03970        0.01423
       4350.927            0.00380        0.01389
       4353.435           -0.00890        0.01349
       4355.942           -0.00700        0.01364
       4358.450           -0.00330        0.01375
       4360.958           -0.00690        0.01359
       4363.467            0.01110        0.01378
       4365.976           -0.01000        0.01297
       4368.485           -0.02420        0.01328
       4370.995            0.00910        0.01283
       4373.505           -0.01040        0.01284
       4376.016            0.01210        0.01265
       4378.527           -0.01690        0.01244
       4381.038           -0.00920        0.01230
       4383.550           -0.01400        0.01212
       4386.062            0.00330        0.01185
       4388.575           -0.00350        0.01194
       4391.087           -0.00160        0.01182
       4393.601            0.01520        0.01165
       4396.114            0.01070        0.01177
       4398.628           -0.00240        0.01167
       4401.143            0.00530        0.01181
       4403.657            0.00180        0.01183
       4406.172           -0.00160        0.01162
       4408.688           -0.01270        0.01155
       4411.204           -0.00860        0.01166
       4413.720            0.01270        0.01142
       4416.237            0.00720        0.01153
       4418.753            0.01090        0.01155
       4421.271           -0.01790        0.01117
       4423.789            0.00790        0.01112
       4426.307           -0.00080        0.01114
       4428.825           -0.01330        0.01117
       4431.344           -0.00840        0.01094
       4433.863           -0.00090        0.01107
       4436.383            0.02260        0.01082
       4438.903           -0.01660        0.01078
       4441.423            0.00520        0.01062
       4443.944            0.00640        0.01071
       4446.465            0.00280        0.01071
       4448.986            0.01160        0.01052
       4451.508           -0.00060        0.01052
       4454.030            0.01200        0.01034
       4456.553            0.01160        0.01035
       4459.076           -0.01700        0.01023
       4461.599           -0.00690        0.01033
       4464.122            0.00140        0.01021
       4466.646           -0.00150        0.01012
       4469.170           -0.01600        0.01040
       4471.695            0.00470        0.01013
       4474.220            0.00370        0.01027
       4476.746            0.01280        0.01012
       4479.271           -0.00600        0.00993
       4481.797            0.01260        0.01020
       4484.324            0.00520        0.01020
       4486.851            0.02230        0.01054
       4489.378            0.00210        0.01048
       4491.906            0.00270        0.01009
       4494.434            0.02960        0.01012
       4496.962            0.00830        0.01001
       4499.491            0.00340        0.01000
       4502.020            0.00120        0.01001
       4504.549            0.01190        0.00986
       4507.079           -0.00170        0.00984
       4509.608           -0.00510        0.00987
       4512.139           -0.00270        0.00975
       4514.670           -0.00650        0.00974
       4517.201            0.00320        0.00963
       4519.732            0.00780        0.00988
       4522.264           -0.00690        0.00980
       4524.796           -0.00300        0.00964
       4527.329           -0.00270        0.00989
       4529.862           -0.00730        0.00982
       4532.395            0.00540        0.00993
       4534.929            0.00560        0.00987
       4537.462           -0.00080        0.00978
       4539.997           -0.01010        0.00989
       4542.531           -0.00790        0.00974
       4545.066           -0.00010        0.00969
       4547.602           -0.00270        0.00958
       4550.137           -0.00680        0.00954
       4552.673            0.00020        0.00964
       4555.210            0.00290        0.00965
       4557.747            0.00890        0.00950
       4560.284            0.00680        0.00932
       4562.821           -0.01160        0.00948
       4565.359            0.01270        0.00941
       4567.897           -0.00020        0.00943
       4570.435            0.00440        0.00925
       4572.974            0.01780        0.00943
       4575.513           -0.00340        0.00934
       4578.053            0.00040        0.00926
       4580.592            0.01050        0.00951
       4583.133           -0.00310        0.00939
       4585.673           -0.01860        0.00945
       4588.214            0.00560        0.00922
       4590.755           -0.00280        0.00898
       4593.296           -0.00590        0.00909
       4595.838           -0.00280        0.00894
       4598.381            0.00500        0.00909
       4600.923           -0.00340        0.00896
       4603.466           -0.00010        0.00911
       4606.009           -0.00540        0.00889
       4608.553            0.00230        0.00903
       4611.097            0.00500        0.00901
       4613.641            0.00540        0.00892
       4616.186            0.01310        0.00907
       4618.730           -0.00130        0.00894
       4621.275            0.00140        0.00884
       4623.821           -0.00190        0.00910
       4626.367            0.00670        0.00889
       4628.913           -0.00650        0.00876
       4631.460            0.01240        0.00880
       4634.007            0.00320        0.00870
       4636.554           -0.00380        0.00877
       4639.102            0.00810        0.00858
       4641.649           -0.00130        0.00865
       4644.197            0.00780        0.00860
       4646.746           -0.00530        0.00869
       4649.295            0.01200        0.00861
       4651.844           -0.00290        0.00854
       4654.394            0.00440        0.00855
       4656.943            0.00590        0.00882
       4659.494           -0.00470        0.00876
       4662.044           -0.00600        0.00874
       4664.595            0.01150        0.00869
       4667.146           -0.00490        0.00946
       4669.698            0.00060        0.00865
       4672.250            0.00470        0.00854
       4674.802           -0.00170        0.00857
       4677.354            0.00910        0.00862
       4679.907           -0.00280        0.00848
       4682.460           -0.00370        0.00859
       4685.014           -0.00820        0.00859
       4687.567           -0.00270        0.00841
       4690.121            0.00150        0.00844
       4692.676            0.02300        0.00868
       4695.230            0.00200        0.00831
       4697.786           -0.00500        0.00833
       4700.341           -0.00920        0.00830
       4702.896           -0.00040        0.00813
       4705.453           -0.00180        0.00828
       4708.009            0.01150        0.00830
       4710.565            0.00620        0.00821
       4713.123            0.00720        0.00828
       4715.680            0.00650        0.00836
       4718.237           -0.00820        0.00829
       4720.795           -0.00350        0.00826
       4723.354            0.00530        0.00823
       4725.912           -0.00650        0.00821
       4728.471            0.01040        0.00819
       4731.030            0.01590        0.00826
       4733.590           -0.00160        0.00823
       4736.149            0.00270        0.00801
       4738.709           -0.00860        0.00805
       4741.270            0.01100        0.00795
       4743.831            0.00220        0.00819
       4746.392           -0.00200        0.00800
       4748.953            0.00650        0.00791
       4751.515            0.00170        0.00798
       4754.077           -0.00840        0.00811
       4756.639            0.00300        0.00807
       4759.202           -0.00130        0.00804
       4761.765            0.00210        0.00800
       4764.328            0.00370        0.00785
       4766.892            0.01050        0.00801
       4769.456            0.00910        0.00790
       4772.020           -0.00410        0.00801
       4774.584            0.00560        0.00782
       4777.149           -0.00820        0.00799
       4779.714           -0.00000        0.00788
       4782.279           -0.00590        0.00794
       4784.845           -0.00140        0.00784
       4787.411           -0.00820        0.00788
       4789.978            0.00320        0.00789
       4792.544            0.00710        0.00788
       4795.111           -0.00750        0.00776
       4797.678           -0.00330        0.00786
       4800.246            0.00230        0.00785
       4802.814            0.00610        0.00783
       4805.382           -0.00220        0.00779
       4807.950            0.00610        0.00780
       4810.519            0.01600        0.00792
       4813.088            0.00560        0.00785
       4815.657           -0.00330        0.00789
       4818.227           -0.00440        0.00798
       4820.797            0.01360        0.00795
       4823.367           -0.00050        0.00814
       4825.938           -0.00730        0.00796
       4828.509           -0.00650        0.00817
       4831.080            0.01470        0.00808
       4833.651           -0.00360        0.00796
       4836.223           -0.00100        0.00793
       4838.795           -0.01660        0.00795
       4841.367           -0.00010        0.00793
       4843.940            0.00260        0.00790
       4846.513           -0.00250        0.00774
