# wavelength(um) flux(mJy)
4.423092582843130005e-01 7.208583681152268274e-02
4.424060571927830310e-01 7.129822404408900360e-02
4.425028561012520623e-01 7.480865307956233168e-02
4.425996550097210380e-01 7.880413667769965713e-02
4.426964539181910685e-01 7.879321367573478840e-02
4.427932528266599888e-01 7.496198385228380889e-02
4.428900517351299637e-01 7.102766704825710931e-02
4.429868506435989950e-01 7.076752887006911019e-02
4.430836495520680263e-01 7.200025819227567903e-02
4.431804484605380012e-01 7.106887695156466345e-02
4.432772473690070325e-01 7.197229348309620856e-02
4.433740462774760083e-01 7.216635062743152751e-02
4.434708451859460387e-01 7.058783814349033070e-02
4.435676440944150700e-01 7.225719498355692716e-02
4.436644430028850450e-01 7.296866315746702858e-02
4.437612419113540763e-01 7.060115038318291736e-02
4.438580408198229965e-01 7.195981645650126324e-02
4.439548397282929715e-01 7.729093601973609229e-02
4.440516386367620028e-01 7.662387800715442232e-02
4.441484375452310340e-01 7.248823458666286967e-02
4.442452364537010090e-01 7.332045676984731697e-02
4.443420353621700403e-01 7.519578888957108298e-02
4.444388342706400152e-01 7.449386540291449976e-02
4.445356331791090465e-01 7.360240067482716475e-02
4.446324320875780778e-01 7.326114672192550470e-02
4.447292309960480527e-01 7.433755968222498234e-02
4.448260299045169730e-01 7.481765360125354480e-02
4.449228288129860043e-01 7.422020559908361348e-02
4.450196277214559792e-01 6.983168446367511717e-02
4.451164266299250105e-01 6.629488282560859480e-02
4.452132255383950410e-01 6.833382386162693833e-02
4.453100244468640168e-01 7.200329071161522265e-02
4.454068233553330480e-01 7.202480141585154705e-02
4.455036222638030230e-01 7.226351543518858001e-02
4.456004211722720543e-01 7.386893666731453312e-02
4.456972200807410855e-01 7.152255316752940961e-02
4.457940189892110050e-01 6.974828551997230841e-02
4.458908178976799808e-01 6.993662135658838819e-02
4.459876168061500112e-01 7.153590444984031516e-02
4.460844157146189870e-01 7.351808625840088041e-02
4.461812146230880183e-01 7.383494612271247759e-02
4.462780135315580488e-01 7.238825233020046435e-02
4.463748124400270245e-01 6.836467036424133392e-02
4.464716113484960558e-01 6.589371571535221350e-02
4.465684102569660308e-01 6.677947541871719073e-02
4.466652091654350620e-01 7.126951667401755508e-02
4.467620080739049815e-01 7.290929281845030807e-02
4.468588069823740128e-01 6.920705467188015270e-02
4.469556058908429885e-01 6.741232566432386886e-02
4.470524047993130190e-01 6.605884883011953201e-02
4.471492037077819948e-01 6.535818663576713206e-02
4.472460026162520252e-01 6.575198770428603012e-02
4.473428015247210565e-01 6.359446003064908592e-02
4.474396004331900323e-01 6.071097780557842966e-02
4.475363993416600628e-01 6.016216645051886830e-02
4.476331982501290385e-01 6.288827753056937253e-02
4.477299971585979588e-01 6.871555683112604007e-02
4.478267960670679892e-01 6.976648191443741986e-02
4.479235949755370205e-01 6.444645944381169334e-02
4.480203938840069955e-01 6.422364537860120182e-02
4.481171927924760268e-01 6.959792813238004083e-02
4.482139917009450025e-01 7.187166616643789196e-02
4.483107906094150330e-01 7.097402067033872775e-02
4.484075895178840643e-01 6.693877040273094048e-02
4.485043884263530400e-01 6.607472658117398423e-02
4.486011873348230705e-01 6.677430452798603644e-02
4.486979862432919908e-01 6.512226021327129077e-02
4.487947851517619657e-01 6.200900382983814962e-02
4.488915840602309970e-01 6.123468900040180546e-02
4.489883829687000283e-01 6.609906326340860006e-02
4.490851818771700033e-01 6.856684746780111750e-02
4.491819807856390345e-01 6.847693627373223346e-02
4.492787796941090650e-01 7.024254525151898965e-02
4.493755786025780408e-01 6.859446716967126934e-02
4.494723775110470720e-01 6.765006839137041594e-02
4.495691764195170470e-01 6.953773935243988402e-02
4.496659753279859673e-01 7.089353150487387456e-02
4.497627742364549985e-01 7.117226170634957660e-02
4.498595731449250290e-01 7.059987639611180199e-02
4.499563720533940048e-01 7.013433293853478523e-02
4.500531709618630360e-01 6.825451105103232108e-02
4.501499698703330110e-01 6.769989558603675683e-02
4.502467687788020423e-01 6.784966794185441630e-02
4.503435676872720728e-01 6.758970437380704133e-02
4.504403665957410485e-01 7.210571404097823600e-02
4.505371655042100798e-01 6.642464911200375577e-02
4.506339644126799993e-01 6.159080351243493429e-02
4.507307633211489750e-01 7.043321837668703456e-02
4.508275622296190055e-01 7.804806093968554015e-02
4.509243611380880368e-01 7.040883656893250075e-02
4.510211600465570125e-01 6.371302157494430907e-02
4.511179589550270430e-01 6.553657687534823750e-02
4.512147578634960188e-01 7.253313402789453301e-02
4.513115567719650500e-01 7.533264189193598914e-02
4.514083556804350805e-01 6.859316247791120980e-02
4.515051545889040563e-01 6.911543072219578088e-02
4.516019534973729765e-01 7.280174992538658574e-02
4.516987524058430070e-01 7.339578298593568695e-02
4.517955513143119828e-01 7.041154931578712250e-02
4.518923502227820133e-01 6.841885307078353351e-02
4.519891491312510445e-01 7.169052304627802907e-02
4.520859480397200203e-01 7.251854693818551856e-02
4.521827469481900508e-01 6.693429370276096635e-02
4.522795458566590265e-01 6.512799432871796412e-02
4.523763447651290570e-01 7.196702823812727023e-02
4.524731436735980883e-01 8.008798904384069328e-02
4.525699425820670085e-01 8.274091649894110834e-02
4.526667414905369835e-01 8.710842820145546506e-02
4.527635403990060148e-01 8.706007516268599034e-02
4.528603393074749905e-01 8.494998359457407722e-02
4.529571382159450210e-01 8.538459408965566599e-02
4.530539371244140523e-01 8.222296733256435897e-02
4.531507360328840273e-01 8.056655573074113230e-02
4.532475349413530585e-01 8.389661160614686475e-02
4.533443338498220343e-01 8.289632905133192953e-02
4.534411327582920648e-01 8.052503505710698062e-02
4.535379316667609850e-01 8.449014087252594563e-02
4.536347305752300163e-01 8.634941649990036938e-02
4.537315294836999913e-01 8.491426208176164336e-02
4.538283283921690225e-01 8.609667819569410963e-02
4.539251273006389975e-01 8.736186549281858837e-02
4.540219262091080288e-01 8.658185388955760842e-02
4.541187251175770601e-01 8.673839603751336280e-02
4.542155240260470350e-01 8.611299775386919986e-02
4.543123229345160663e-01 8.673672980160106183e-02
4.544091218429850421e-01 8.866045143276071738e-02
4.545059207514549615e-01 8.698196305036171028e-02
4.546027196599239928e-01 8.140038145850392315e-02
4.546995185683940233e-01 8.297612609316414034e-02
4.547963174768629990e-01 9.390966940124378937e-02
4.548931163853320303e-01 9.649032357236587976e-02
4.549899152938020053e-01 9.340474449489137576e-02
4.550867142022710365e-01 9.216215234011689017e-02
4.551835131107410670e-01 8.829860253624062516e-02
4.552803120192100428e-01 8.793001400840881610e-02
4.553771109276790741e-01 9.110235606986263890e-02
4.554739098361489935e-01 9.121440537891398193e-02
4.555707087446179693e-01 9.180928512934301289e-02
4.556675076530870006e-01 9.153587886397802909e-02
4.557643065615570310e-01 8.934997474943416618e-02
4.558611054700260068e-01 8.787121094844138613e-02
4.559579043784960373e-01 8.384928590767555534e-02
4.560547032869650130e-01 8.360321798265007986e-02
4.561515021954340443e-01 8.576988591189171895e-02
4.562483011039040748e-01 8.723795789653399080e-02
4.563451000123730505e-01 9.063213870983244380e-02
4.564418989208419708e-01 9.056342268686784491e-02
4.565386978293120013e-01 8.943776728947805399e-02
4.566354967377809770e-01 9.052179984815468539e-02
4.567322956462510075e-01 9.002374472051657972e-02
4.568290945547200388e-01 8.510568665453165094e-02
4.569258934631890146e-01 8.902387942265561904e-02
4.570226923716590450e-01 9.447587978344167137e-02
4.571194912801280208e-01 9.427888144253311620e-02
4.572162901885980513e-01 8.994530837061666395e-02
4.573130890970670825e-01 8.586698808243668768e-02
4.574098880055360028e-01 8.779027229293083490e-02
4.575066869140059778e-01 9.176156752707105568e-02
4.576034858224750090e-01 8.812516451855334498e-02
4.577002847309439848e-01 8.623122110721703759e-02
4.577970836394140153e-01 8.867840036979894591e-02
4.578938825478830466e-01 9.024466600871980382e-02
4.579906814563520223e-01 9.126899212969666331e-02
4.580874803648220528e-01 9.103648550024741326e-02
4.581842792732910286e-01 9.230658026712212916e-02
4.582810781817610590e-01 9.067235376321507168e-02
4.583778770902299793e-01 8.716188835147825609e-02
4.584746759986990106e-01 8.480459982003955843e-02
4.585714749071689855e-01 8.569951257820344892e-02
4.586682738156380168e-01 8.752981133513659806e-02
4.587650727241069926e-01 8.863432162751383458e-02
4.588618716325770230e-01 8.706433871050976714e-02
4.589586705410460543e-01 8.484737126369930327e-02
4.590554694495160293e-01 8.761465349548937243e-02
4.591522683579850606e-01 9.014298018459496187e-02
4.592490672664540363e-01 9.084021084129027812e-02
4.593458661749239558e-01 9.098669235066990379e-02
4.594426650833929870e-01 9.142998528216436660e-02
4.595394639918620183e-01 9.086719662605316494e-02
4.596362629003319933e-01 8.915431848970616080e-02
4.597330618088010246e-01 8.895147962836094657e-02
4.598298607172709995e-01 8.864016526458000367e-02
4.599266596257400308e-01 9.203551720040348272e-02
4.600234585342090621e-01 9.621324551270525605e-02
4.601202574426790370e-01 9.345440394508928994e-02
4.602170563511480683e-01 8.942285662926863221e-02
4.603138552596179878e-01 8.946801727341294197e-02
4.604106541680869635e-01 8.968441838248797371e-02
4.605074530765559948e-01 9.032505249009495363e-02
4.606042519850260253e-01 9.211459846570588250e-02
4.607010508934950010e-01 9.498207483869945678e-02
4.607978498019640323e-01 9.384344932684135498e-02
4.608946487104340073e-01 8.837349150148994525e-02
4.609914476189030386e-01 8.871968994159003252e-02
4.610882465273730690e-01 9.121317746929905046e-02
4.611850454358420448e-01 8.970982790394857465e-02
4.612818443443109651e-01 9.000517595602577914e-02
4.613786432527809955e-01 9.231240638146982758e-02
4.614754421612499713e-01 9.276945541720288402e-02
4.615722410697190026e-01 9.047036506449561422e-02
4.616690399781890330e-01 9.074627842734940553e-02
4.617658388866580088e-01 9.371874383399721176e-02
4.618626377951270401e-01 9.279924835677981487e-02
4.619594367035970706e-01 8.894325685318980879e-02
4.620562356120660463e-01 9.041746856266061338e-02
4.621530345205360768e-01 9.327268401233247686e-02
4.622498334290049971e-01 9.406082180542719995e-02
4.623466323374739728e-01 9.676491464619448035e-02
4.624434312459440033e-01 9.351413380688630705e-02
4.625402301544129791e-01 8.909948374585324737e-02
4.626370290628830095e-01 8.949331519560749237e-02
4.627338279713520408e-01 9.142762236038785850e-02
4.628306268798210166e-01 9.322338454096654181e-02
4.629274257882910470e-01 9.159687528643169208e-02
4.630242246967600783e-01 8.959946001198217103e-02
4.631210236052300533e-01 9.473559313370498447e-02
4.632178225136989735e-01 9.807860542059280984e-02
4.633146214221680048e-01 9.759879638095259047e-02
4.634114203306379798e-01 9.367003302735350811e-02
4.635082192391070111e-01 9.026566933201242426e-02
4.636050181475760423e-01 8.907399313758548876e-02
4.637018170560460173e-01 8.941481836059675392e-02
4.637986159645150486e-01 8.910027416901632191e-02
4.638954148729840243e-01 8.851443688120468056e-02
4.639922137814540548e-01 8.636296352051875402e-02
4.640890126899230861e-01 9.002491968248120535e-02
4.641858115983930055e-01 9.288362180795044221e-02
4.642826105068619813e-01 9.451827290314075702e-02
4.643794094153310126e-01 9.306044948950553675e-02
4.644762083238009875e-01 9.041132323696453310e-02
4.645730072322700188e-01 9.169060268034107120e-02
4.646698061407400493e-01 9.276902549823361210e-02
4.647666050492090251e-01 9.364282082253397310e-02
4.648634039576780563e-01 9.521672921310624094e-02
4.649602028661480313e-01 9.436983420963199198e-02
4.650570017746170626e-01 9.558746820846270031e-02
4.651538006830859828e-01 9.188511918131454792e-02
4.652505995915560133e-01 8.569940881031647140e-02
4.653473985000249891e-01 9.196842725153585307e-02
4.654441974084950195e-01 9.449762869569812429e-02
4.655409963169639953e-01 9.018014906069295178e-02
4.656377952254330266e-01 8.894624462648997865e-02
4.657345941339030571e-01 8.626885400560144190e-02
4.658313930423720328e-01 8.491615272586516827e-02
4.659281919508410641e-01 8.881780011151153842e-02
4.660249908593110391e-01 9.043143815058789226e-02
4.661217897677799593e-01 9.001882001879700501e-02
4.662185886762499898e-01 8.985758971353791091e-02
4.663153875847190211e-01 8.994743679174391215e-02
4.664121864931879968e-01 9.240989538814614601e-02
4.665089854016580273e-01 9.456385414960678804e-02
4.666057843101270031e-01 8.777387874857595085e-02
4.667025832185970335e-01 8.060445356549415796e-02
4.667993821270660648e-01 8.540516135101501594e-02
4.668961810355350406e-01 8.931061524224111203e-02
4.669929799440050711e-01 8.613322930611724826e-02
4.670897788524739913e-01 8.309805514792503733e-02
4.671865777609429671e-01 8.369275528383071650e-02
4.672833766694129976e-01 8.579120769393805412e-02
4.673801755778820288e-01 8.725610389311561077e-02
4.674769744863510046e-01 8.956381126389229008e-02
4.675737733948210351e-01 8.832882383494604361e-02
4.676705723032900108e-01 8.520453949220101186e-02
4.677673712117600413e-01 8.666723408457614741e-02
4.678641701202290726e-01 8.619837718206449506e-02
4.679609690286980483e-01 8.540377571629195752e-02
4.680577679371679678e-01 8.803754271296995726e-02
4.681545668456369991e-01 8.867673139704104757e-02
4.682513657541069740e-01 8.831694867898765011e-02
4.683481646625760053e-01 8.478064110085643812e-02
4.684449635710450366e-01 8.541630252685640523e-02
4.685417624795150116e-01 8.866065625439047138e-02
4.686385613879840428e-01 8.718386553541676576e-02
4.687353602964530186e-01 8.535095156548710982e-02
4.688321592049230491e-01 8.510302583406070820e-02
4.689289581133920803e-01 8.586848717280608223e-02
4.690257570218619998e-01 8.538945736863072511e-02
4.691225559303309756e-01 8.490557005935780999e-02
4.692193548388000068e-01 8.570842751277965577e-02
4.693161537472699818e-01 8.858958443730481636e-02
4.694129526557390131e-01 8.838167546153857801e-02
4.695097515642080443e-01 8.628079499425500565e-02
4.696065504726780193e-01 8.937824881918945974e-02
4.697033493811470506e-01 8.863200546580683736e-02
4.698001482896170256e-01 8.783060784956371603e-02
4.698969471980860568e-01 9.359228920453509237e-02
4.699937461065550881e-01 9.469003281820122242e-02
4.700905450150250076e-01 9.263212084809933911e-02
4.701873439234939833e-01 9.510650830788400234e-02
4.702841428319630146e-01 9.354787955464194393e-02
4.703809417404329896e-01 8.943591612864273954e-02
4.704777406489020208e-01 8.679154284113836659e-02
4.705745395573720513e-01 8.499162139329077825e-02
4.706713384658410271e-01 8.809165601279422830e-02
4.707681373743100584e-01 8.729927245285909465e-02
4.708649362827800333e-01 8.529209621884605019e-02
4.709617351912490646e-01 8.818029868689820916e-02
4.710585340997189840e-01 8.856212457965068063e-02
4.711553330081880153e-01 8.598858913364330891e-02
4.712521319166569911e-01 8.527009075859229292e-02
4.713489308251270216e-01 8.708313618104142340e-02
4.714457297335959973e-01 8.779979056058601072e-02
4.715425286420650286e-01 8.477235494017087980e-02
4.716393275505350591e-01 8.464074021962170180e-02
4.717361264590040348e-01 8.383720629368557331e-02
4.718329253674730661e-01 8.371086530839481898e-02
4.719297242759430411e-01 8.771602233692996076e-02
4.720265231844119613e-01 8.878724223119266457e-02
4.721233220928819918e-01 8.681272680904916772e-02
4.722201210013510231e-01 8.578999820266898502e-02
4.723169199098199988e-01 8.587538070164953130e-02
4.724137188182900293e-01 8.605573016175571688e-02
4.725105177267590051e-01 8.670866713077703125e-02
4.726073166352290356e-01 8.514641571479021620e-02
4.727041155436980668e-01 8.482454610961499830e-02
4.728009144521670426e-01 8.806245508126078758e-02
4.728977133606370731e-01 9.049641829342632005e-02
4.729945122691059933e-01 8.908678054703375593e-02
4.730913111775749691e-01 8.883469051990977583e-02
4.731881100860449996e-01 8.881466423698695933e-02
4.732849089945140308e-01 8.977249582739174616e-02
4.733817079029830066e-01 9.113475771964774097e-02
4.734785068114530371e-01 8.869060703660824885e-02
4.735753057199220128e-01 8.574952467461920136e-02
4.736721046283920433e-01 8.533271580893701802e-02
4.737689035368610746e-01 8.721892695781882643e-02
4.738657024453310496e-01 8.840827941187295869e-02
4.739625013537999698e-01 8.530052176994279423e-02
4.740593002622690011e-01 8.224070190093667188e-02
4.741560991707389761e-01 8.281669709907835131e-02
4.742528980792080073e-01 8.366472895596475945e-02
4.743496969876770386e-01 8.470483876030823756e-02
4.744464958961470136e-01 8.939635154047441412e-02
4.745432948046160448e-01 8.831439636059805476e-02
4.746400937130860753e-01 8.454282821872209641e-02
4.747368926215550511e-01 8.869389242847920685e-02
4.748336915300240824e-01 9.044144755618903353e-02
4.749304904384940018e-01 8.766108886135065559e-02
4.750272893469629776e-01 8.594157127924126338e-02
4.751240882554320089e-01 8.550461843482831670e-02
4.752208871639020393e-01 8.632785191036444761e-02
4.753176860723710151e-01 8.499760912804965596e-02
4.754144849808400464e-01 8.461716659598765566e-02
4.755112838893100213e-01 8.559371707871700485e-02
4.756080827977790526e-01 8.353605110102833853e-02
4.757048817062490831e-01 8.342402121701245066e-02
4.758016806147180588e-01 8.354746457546813332e-02
4.758984795231869791e-01 8.273957154224714783e-02
4.759952784316570096e-01 8.185970316287340121e-02
4.760920773401259853e-01 8.080035261183295126e-02
4.761888762485960158e-01 8.276182590195849120e-02
4.762856751570650471e-01 8.340761060602921995e-02
4.763824740655340229e-01 8.410095764649649919e-02
4.764792729740040533e-01 8.462170430641255403e-02
4.765760718824730291e-01 8.560284466371723133e-02
4.766728707909420604e-01 8.890417937693242956e-02
4.767696696994120908e-01 8.838985176856754833e-02
4.768664686078810111e-01 8.676061787551163362e-02
4.769632675163509861e-01 8.411151412626975687e-02
4.770600664248200173e-01 7.964578123740354010e-02
4.771568653332889931e-01 7.930271018504966851e-02
4.772536642417590236e-01 8.130897996430389019e-02
4.773504631502280549e-01 8.177889857252955419e-02
4.774472620586970306e-01 8.297944859594212630e-02
4.775440609671670611e-01 8.083679306210259097e-02
4.776408598756360369e-01 8.015817382612822062e-02
4.777376587841060673e-01 8.096231026558317612e-02
4.778344576925749876e-01 7.857248847513596812e-02
4.779312566010440189e-01 7.717867780318558857e-02
4.780280555095139938e-01 7.708408077580682083e-02
4.781248544179830251e-01 7.669335606122369697e-02
4.782216533264520009e-01 7.545457829390202209e-02
4.783184522349220313e-01 7.680310951290904298e-02
4.784152511433910626e-01 7.971137006561039573e-02
4.785120500518610376e-01 8.006290570916932414e-02
4.786088489603300689e-01 7.861618760904411085e-02
4.787056478687990446e-01 7.376462345877268789e-02
4.788024467772689641e-01 6.843030824620593977e-02
4.788992456857379953e-01 7.138314592016439808e-02
4.789960445942080258e-01 7.608005400169587373e-02
4.790928435026770016e-01 7.647012366647520931e-02
4.791896424111460329e-01 7.552616656398432327e-02
4.792864413196150086e-01 7.984666975215995444e-02
4.793832402280850391e-01 7.893557391488234543e-02
4.794800391365540704e-01 7.259630660214574926e-02
4.795768380450240453e-01 7.237107309978524361e-02
4.796736369534930766e-01 7.420844135522727814e-02
4.797704358619619969e-01 7.541355062163383749e-02
4.798672347704319718e-01 7.598120688986745308e-02
4.799640336789010031e-01 7.516260537743525705e-02
4.800608325873710336e-01 7.165474089517326339e-02
4.801576314958400094e-01 7.273645446931001346e-02
4.802544304043090406e-01 7.430975492872557431e-02
4.803512293127790156e-01 7.278244356470565946e-02
4.804480282212480469e-01 7.336007633009292150e-02
4.805448271297180773e-01 7.464952651142907347e-02
4.806416260381870531e-01 7.299273796683311555e-02
4.807384249466559734e-01 7.253642442095453724e-02
4.808352238551260038e-01 7.368341725394006447e-02
4.809320227635949796e-01 7.306289861511945649e-02
4.810288216720650101e-01 7.087976710559468208e-02
4.811256205805340413e-01 6.890685243325142539e-02
4.812224194890030171e-01 7.235318405434565392e-02
4.813192183974730476e-01 7.622498160517635069e-02
4.814160173059420234e-01 7.535158080574125283e-02
4.815128162144110546e-01 7.735973547627753022e-02
4.816096151228810851e-01 7.999621667643590228e-02
4.817064140313500054e-01 7.817024456941594479e-02
4.818032129398189811e-01 7.586013014716569414e-02
4.819000118482890116e-01 7.296868026802082186e-02
4.819968107567579874e-01 7.138993787064512597e-02
4.820936096652280178e-01 7.216691814258233140e-02
4.821904085736970491e-01 7.305965212232763684e-02
4.822872074821660249e-01 7.503477445456407935e-02
4.823840063906360554e-01 7.494989968092249932e-02
4.824808052991050311e-01 7.374930515284429389e-02
4.825776042075740624e-01 7.391350909300094252e-02
4.826744031160439818e-01 7.446341506743736627e-02
4.827712020245130131e-01 7.516001588340184836e-02
4.828680009329829881e-01 7.295295228297585255e-02
4.829647998414520194e-01 7.218253375749882073e-02
4.830615987499209951e-01 7.411082346128454457e-02
4.831583976583910256e-01 7.298241664134953732e-02
4.832551965668600569e-01 7.078667193980038574e-02
4.833519954753290326e-01 7.288510190403982292e-02
4.834487943837990631e-01 7.273109939702647464e-02
4.835455932922680389e-01 7.161248599590121222e-02
4.836423922007379583e-01 7.483701681150953244e-02
4.837391911092069896e-01 7.545274787685411766e-02
4.838359900176760209e-01 7.103349673720472934e-02
4.839327889261459958e-01 6.739850120344190176e-02
4.840295878346150271e-01 6.965224714411789864e-02
4.841263867430850021e-01 7.324162514300228133e-02
4.842231856515540334e-01 7.547650430450809911e-02
4.843199845600230646e-01 7.755522900688845145e-02
4.844167834684930396e-01 7.696998927611700680e-02
4.845135823769620709e-01 7.406848083517827974e-02
4.846103812854309911e-01 7.332523530167352199e-02
4.847071801939009661e-01 7.281836578849544550e-02
4.848039791023699974e-01 7.099034293043963995e-02
4.849007780108400278e-01 7.353940475275902444e-02
4.849975769193090036e-01 7.538085600569349731e-02
4.850943758277780349e-01 7.292705247793528078e-02
4.851911747362480098e-01 7.247088665970904953e-02
4.852879736447170411e-01 7.178264199933960532e-02
4.853847725531860724e-01 6.674802318709903426e-02
4.854815714616560474e-01 6.635555305589010966e-02
4.855783703701249676e-01 6.801210086482276096e-02
4.856751692785949981e-01 6.863443766332923135e-02
4.857719681870639739e-01 7.058886408056778972e-02
4.858687670955330051e-01 7.115973918896660588e-02
4.859655660040030356e-01 7.265234132042197590e-02
4.860623649124720114e-01 7.248091686014049295e-02
4.861591638209410426e-01 7.059411753058826566e-02
4.862559627294110176e-01 6.968622524576664756e-02
4.863527616378800489e-01 6.802842047984833385e-02
4.864495605463500794e-01 6.869858528184356883e-02
4.865463594548189996e-01 7.204042544360961253e-02
4.866431583632879754e-01 7.297967014504068428e-02
4.867399572717580059e-01 7.202858008559201441e-02
4.868367561802269816e-01 7.083735364767002052e-02
4.869335550886960129e-01 7.232304932564836975e-02
4.870303539971660434e-01 7.209504920110899884e-02
4.871271529056350191e-01 6.643008287889395902e-02
4.872239518141040504e-01 6.922601870161071425e-02
4.873207507225740809e-01 7.275899907388767851e-02
4.874175496310430566e-01 7.186450793162130202e-02
4.875143485395129761e-01 7.107060344607610269e-02
4.876111474479820074e-01 7.058007888556676324e-02
4.877079463564519823e-01 6.733652988532592976e-02
4.878047452649210136e-01 7.048706033287688300e-02
4.879015441733899894e-01 7.402540116888602084e-02
4.879983430818600199e-01 7.308362767545020788e-02
4.880951419903290511e-01 7.292899026425832265e-02
4.881919408987990261e-01 7.282505317695892044e-02
4.882887398072680574e-01 7.442233022785779695e-02
4.883855387157370886e-01 7.184258840815940794e-02
4.884823376242070081e-01 6.982690183030916542e-02
4.885791365326759839e-01 6.987393753520844408e-02
4.886759354411450151e-01 7.072797641273126379e-02
4.887727343496149901e-01 7.119561966474238779e-02
4.888695332580840214e-01 7.218569693826656919e-02
4.889663321665530527e-01 7.101695522435008678e-02
4.890631310750230276e-01 6.872609907471144419e-02
4.891599299834920589e-01 6.855968122515911090e-02
4.892567288919620339e-01 6.825250928991724586e-02
4.893535278004310651e-01 7.092403156674836895e-02
4.894503267088999854e-01 7.110517926364118280e-02
4.895471256173700159e-01 6.832182214060111836e-02
4.896439245258389916e-01 6.787122898387931702e-02
4.897407234343090221e-01 6.880311397885520430e-02
4.898375223427779979e-01 6.702772510299019604e-02
4.899343212512470291e-01 6.628585453421909079e-02
4.900311201597170596e-01 6.889354261096593268e-02
4.901279190681860354e-01 7.293415475221470823e-02
4.902247179766550667e-01 7.305141128767601855e-02
4.903215168851250416e-01 6.772476153934006704e-02
4.904183157935939619e-01 6.708073271207017074e-02
4.905151147020629931e-01 7.045274926451257358e-02
4.906119136105330236e-01 7.095982426851607516e-02
4.907087125190019994e-01 7.026163237112097171e-02
4.908055114274720299e-01 6.935875367723570717e-02
4.909023103359410056e-01 6.982947330199668068e-02
4.909991092444100369e-01 6.921974829301703880e-02
4.910959081528800674e-01 6.827234772028763221e-02
4.911927070613490431e-01 6.717845260606856994e-02
4.912895059698180744e-01 6.635455847277911545e-02
4.913863048782879939e-01 6.831772879377881469e-02
4.914831037867569696e-01 6.704528100500266319e-02
4.915799026952270001e-01 6.342406040435617787e-02
4.916767016036960314e-01 6.217420557757768335e-02
4.917735005121650071e-01 6.601696099127171702e-02
4.918702994206350376e-01 7.091308655983748210e-02
4.919670983291040134e-01 7.365962092255651239e-02
4.920638972375740439e-01 7.071003945317026751e-02
4.921606961460430751e-01 6.649348220278411548e-02
4.922574950545120509e-01 6.823510522510776999e-02
4.923542939629819704e-01 7.306393449729325917e-02
4.924510928714510016e-01 7.445473847845891779e-02
4.925478917799199774e-01 7.070953740588477310e-02
4.926446906883900079e-01 6.716903550147482194e-02
4.927414895968590391e-01 6.867556483469239303e-02
4.928382885053290141e-01 7.159539732136684098e-02
4.929350874137980454e-01 7.235122929297016503e-02
4.930318863222670211e-01 7.226907840667601279e-02
4.931286852307370516e-01 7.076196249649037429e-02
4.932254841392060829e-01 6.892101219241668353e-02
4.933222830476750032e-01 7.054138449153150858e-02
4.934190819561449781e-01 7.150413841127299663e-02
4.935158808646140094e-01 7.179894526622868089e-02
4.936126797730829852e-01 7.221089579986676721e-02
4.937094786815530156e-01 6.938996711014877583e-02
4.938062775900220469e-01 6.598310559825630583e-02
4.939030764984920219e-01 6.603482839627974887e-02
4.939998754069610531e-01 6.951588853139353819e-02
4.940966743154300289e-01 6.874461936630997527e-02
4.941934732239000594e-01 6.777775598467170037e-02
4.942902721323689796e-01 7.040446264613266225e-02
4.943870710408390101e-01 7.230835638560384471e-02
4.944838699493079859e-01 7.403766632382062507e-02
4.945806688577770172e-01 7.236650458854358703e-02
4.946774677662469921e-01 7.050803315112234848e-02
4.947742666747160234e-01 7.375539145502990612e-02
4.948710655831860539e-01 7.542012262529368405e-02
4.949678644916550296e-01 7.458536613592529896e-02
4.950646634001240609e-01 7.391943309453133382e-02
4.951614623085940359e-01 7.480130621278738290e-02
4.952582612170629561e-01 7.523899010893479733e-02
4.953550601255319874e-01 7.527339794146256646e-02
4.954518590340020179e-01 7.456418081708367229e-02
4.955486579424709936e-01 7.379928696909261732e-02
4.956454568509400249e-01 7.628245778213833816e-02
4.957422557594099999e-01 7.592018643171533077e-02
4.958390546678790312e-01 7.529163186925652562e-02
4.959358535763490616e-01 7.483741575668835522e-02
4.960326524848180374e-01 7.527000821302134992e-02
4.961294513932870687e-01 7.545163348205530252e-02
4.962262503017570436e-01 7.508318256509841082e-02
4.963230492102259639e-01 7.599383036832577099e-02
4.964198481186959944e-01 7.330072700570457178e-02
4.965166470271650256e-01 7.384950237804600859e-02
4.966134459356340014e-01 7.776415118101603907e-02
4.967102448441040319e-01 7.694119904924458242e-02
4.968070437525730076e-01 7.251472054039936888e-02
4.969038426610420389e-01 7.425278175921938562e-02
4.970006415695120694e-01 7.816802743722676972e-02
4.970974404779810452e-01 7.606746095736077740e-02
4.971942393864500764e-01 7.458044975091980555e-02
4.972910382949199959e-01 7.286793150083217818e-02
4.973878372033889717e-01 7.415201824741329828e-02
4.974846361118590021e-01 7.606829631047248852e-02
4.975814350203280334e-01 7.632219998242953385e-02
4.976782339287970092e-01 7.644158248766522168e-02
4.977750328372670396e-01 7.511372429890156299e-02
4.978718317457360154e-01 7.284099111216975342e-02
4.979686306542060459e-01 7.611717034971450524e-02
4.980654295626750772e-01 7.767736505999303653e-02
4.981622284711440529e-01 7.555256957281344943e-02
4.982590273796139724e-01 7.558846612149382194e-02
4.983558262880830037e-01 7.657352615885006097e-02
4.984526251965529786e-01 7.847890096988893727e-02
4.985494241050220099e-01 8.061085591666948547e-02
