@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.526
@SPECTRUM spectrum_04D1ak_388.dat
@SN-NAME 04D1ak
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 11.810
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4260.490           -0.00470        0.00718
       4275.490            0.00184        0.00621
       4290.490           -0.00819        0.00519
       4305.490           -0.00411        0.00441
       4320.490            0.00399        0.00405
       4335.490            0.00535        0.00363
       4350.490            0.00128        0.00341
       4365.490            0.00525        0.00326
       4380.490            0.00056        0.00301
       4395.490            0.00089        0.00281
       4410.490            0.00128        0.00279
       4425.490           -0.00063        0.00267
       4440.490            0.00271        0.00258
       4455.490           -0.00028        0.00251
       4470.490           -0.00008        0.00246
       4485.490           -0.00684        0.00243
       4500.490            0.00031        0.00239
       4515.490           -0.00179        0.00235
       4530.490           -0.00052        0.00232
       4545.490            0.00507        0.00229
       4560.490           -0.00122        0.00224
       4575.490           -0.00193        0.00220
       4590.490           -0.00277        0.00216
       4605.490           -0.00037        0.00211
       4620.490           -0.00389        0.00211
       4635.490           -0.00255        0.00207
       4650.490            0.00148        0.00205
       4665.490            0.00126        0.00204
       4680.490            0.00099        0.00201
       4695.490           -0.00326        0.00197
       4710.490            0.00061        0.00213
       4725.490           -0.00043        0.00194
       4740.490           -0.00013        0.00190
       4755.490           -0.00091        0.00187
       4770.490           -0.00130        0.00186
       4785.490           -0.00002        0.00185
       4800.490            0.00049        0.00187
       4815.490           -0.00013        0.00184
       4830.490           -0.00210        0.00185
       4845.490           -0.00092        0.00179
       4860.490           -0.00219        0.00192
       4875.490            0.00003        0.00174
       4890.490           -0.00164        0.00176
       4905.490           -0.00034        0.00175
       4920.490           -0.00144        0.00170
       4935.490            0.00036        0.00171
       4950.490           -0.00089        0.00172
       4965.490           -0.00214        0.00190
       4980.490           -0.00087        0.00171
       4995.490           -0.00240        0.00169
       5010.490           -0.00301        0.00166
       5025.490           -0.00230        0.00164
       5040.490            0.00060        0.00161
       5055.490           -0.00106        0.00178
       5070.490            0.00140        0.00161
       5085.490            0.00064        0.00159
       5100.490            0.00193        0.00159
       5115.490           -0.00201        0.00159
       5130.490            0.00108        0.00158
       5145.490           -0.00311        0.00174
       5160.490           -0.00008        0.00157
       5175.490           -0.00183        0.00151
       5190.490            0.00184        0.00160
       5205.490            0.00218        0.00162
       5220.490           -0.00043        0.00172
       5235.490            0.00154        0.00157
       5250.490            0.00105        0.00157
       5265.490           -0.00035        0.00151
       5280.490           -0.00429        0.00168
       5295.490           -0.00088        0.00154
       5310.490            0.00082        0.00154
       5325.490           -0.00011        0.00156
       5340.490           -0.00192        0.00152
       5355.490           -0.00122        0.00166
       5370.490           -0.00275        0.00149
       5385.490            0.00100        0.00149
       5400.490            0.00091        0.00146
       5415.490           -0.00132        0.00160
       5430.490           -0.00139        0.00148
       5445.490            0.00092        0.00147
       5460.490           -0.00259        0.00147
       5475.490            0.00059        0.00161
       5490.490            0.00034        0.00145
       5505.490            0.00190        0.00147
       5520.490           -0.00125        0.00161
       5535.490            0.00115        0.00148
       5550.490           -0.00326        0.00150
       5565.490            0.00106        0.00172
       5580.490           -0.00002        0.00359
       5595.490           -0.00193        0.00149
       5610.490           -0.00177        0.00149
       5625.490            0.00226        0.00148
       5640.490            0.00036        0.00160
       5655.490           -0.00066        0.00144
       5670.490           -0.00218        0.00146
       5685.490           -0.00624        0.00160
       5700.490           -0.00031        0.00146
       5715.490            0.00120        0.00146
       5730.490           -0.00159        0.00160
       5745.490            0.00106        0.00144
       5760.490            0.00016        0.00144
       5775.490            0.00018        0.00158
       5790.490            0.00096        0.00143
       5805.490            0.00309        0.00144
       5820.490            0.00305        0.00145
       5835.490            0.00003        0.00160
       5850.490            0.00413        0.00145
       5865.490            0.00036        0.00165
       5880.490            0.00058        0.00182
       5895.490            0.00395        0.00205
       5910.490            0.00123        0.00161
       5925.490            0.00106        0.00180
       5940.490            0.00515        0.00159
       5955.490            0.00208        0.00159
       5970.490            0.00243        0.00168
       5985.490            0.00256        0.00149
       6000.490            0.00391        0.00162
       6015.490            0.00284        0.00143
       6030.490            0.00304        0.00143
       6045.490            0.00540        0.00154
       6060.490            0.00542        0.00141
       6075.490            0.00448        0.00139
       6090.490            0.00080        0.00151
       6105.490            0.00121        0.00138
       6120.490            0.00055        0.00136
       6135.490            0.00259        0.00155
       6150.490            0.00226        0.00147
       6165.490            0.00333        0.00147
       6180.490            0.00339        0.00155
       6195.490            0.00224        0.00141
       6210.490            0.00032        0.00156
       6225.490            0.00320        0.00151
       6240.490           -0.00042        0.00168
       6255.490           -0.00053        0.00178
       6270.490            0.00191        0.00156
       6285.490            0.00283        0.00164
       6300.490           -0.00264        0.00280
       6315.490           -0.00263        0.00155
       6330.490            0.00140        0.00178
       6345.490            0.00369        0.00143
       6360.490            0.00321        0.00175
       6375.490            0.00146        0.00158
       6390.490            0.00474        0.00141
       6405.490            0.00411        0.00146
       6420.490            0.00013        0.00139
       6435.490            0.00141        0.00132
       6450.490            0.00266        0.00150
       6465.490            0.00327        0.00161
       6480.490            0.00296        0.00156
       6495.490            0.00053        0.00154
       6510.490           -0.00139        0.00147
       6525.490            0.00304        0.00164
       6540.490            0.00082        0.00155
       6555.490            0.00231        0.00189
       6570.490            0.00081        0.00162
       6585.490            0.00197        0.00142
       6600.490            0.00206        0.00157
       6615.490           -0.00028        0.00133
       6630.490           -0.00207        0.00149
       6645.490            0.00293        0.00132
       6660.490            0.00011        0.00132
       6675.490            0.00014        0.00142
       6690.490            0.00044        0.00130
       6705.490            0.00132        0.00146
       6720.490           -0.00112        0.00132
       6735.490            0.00116        0.00132
       6750.490           -0.00106        0.00143
       6765.490           -0.00002        0.00128
       6780.490            0.00063        0.00141
       6795.490            0.00039        0.00128
       6810.490            0.00210        0.00140
       6825.490            0.00382        0.00162
       6840.490            0.00217        0.00165
       6855.490           -0.00018        0.00166
       6870.490            0.00232        0.00196
       6885.490            0.00229        0.00177
       6900.490            0.00363        0.00162
       6915.490            0.00205        0.00185
       6930.490            0.00301        0.00160
       6945.490            0.00413        0.00174
       6960.490            0.00732        0.00159
       6975.490            0.00535        0.00161
       6990.490            0.00451        0.00150
       7005.490            0.00316        0.00146
       7020.490            0.00672        0.00167
       7035.490            0.00180        0.00132
       7050.490            0.00284        0.00159
       7065.490            0.00470        0.00137
       7080.490            0.00347        0.00138
       7095.490            0.00469        0.00148
       7110.490            0.00195        0.00131
       7125.490            0.00321        0.00147
       7140.490           -0.00045        0.00139
       7155.490            0.00106        0.00151
       7170.490           -0.00196        0.00144
       7185.490           -0.00062        0.00161
       7200.490            0.00214        0.00141
       7215.490            0.00271        0.00140
       7230.490           -0.00122        0.00179
       7245.490            0.00550        0.00281
       7260.490            0.00304        0.00185
       7275.490           -0.00022        0.00255
       7290.490            0.00069        0.00219
       7305.490            0.00275        0.00204
       7320.490            0.00294        0.00267
       7335.490            0.00201        0.00230
       7350.490            0.00064        0.00221
       7365.490            0.00376        0.00224
       7380.490           -0.00102        0.00170
       7395.490            0.00703        0.00221
       7410.490            0.00079        0.00170
       7425.490            0.00103        0.00174
       7440.490            0.00368        0.00180
       7455.490            0.00205        0.00167
       7470.490            0.00044        0.00199
       7485.490            0.00041        0.00225
       7500.490            0.00374        0.00158
       7515.490            0.00337        0.00189
       7530.490            0.00218        0.00228
       7545.490            0.00187        0.00163
       7560.490            0.00129        0.00203
       7575.490           -0.00104        0.00217
       7590.490            0.00455        0.00250
       7605.490            0.00259        0.00416
       7620.490            0.00455        0.00316
       7635.490           -0.00206        0.00265
       7650.490           -0.00152        0.00234
       7665.490            0.00568        0.00204
       7680.490            0.00212        0.00188
       7695.490           -0.00104        0.00181
       7710.490            0.00189        0.00295
       7725.490           -0.00295        0.00260
       7740.490            0.00139        0.00222
       7755.490            0.00602        0.00317
       7770.490            0.00460        0.00280
       7785.490            0.00558        0.00291
       7800.490            0.00098        0.00269
       7815.490            0.00429        0.00312
       7830.490            0.00883        0.00246
       7845.490           -0.00064        0.00303
       7860.490            0.00097        0.00351
       7875.490            0.00224        0.00326
       7890.490            0.00409        0.00283
       7905.490            0.00221        0.00265
       7920.490            0.00359        0.00376
       7935.490            0.00028        0.00275
       7950.490           -0.00042        0.00248
       7965.490            0.00114        0.00384
       7980.490            0.00649        0.00293
       7995.490            0.00531        0.00397
       8010.490            0.00483        0.00242
       8025.490            0.00428        0.00328
       8040.490            0.00437        0.00233
       8055.490            0.00357        0.00261
       8070.490           -0.00122        0.00252
       8085.490            0.00523        0.00215
       8100.490            0.00130        0.00264
       8115.490            0.00279        0.00210
       8130.490            0.00088        0.00237
       8145.490            0.00321        0.00234
       8160.490            0.00190        0.00239
       8175.490            0.00901        0.00221
       8190.490            0.00065        0.00250
       8205.490            0.00366        0.00219
       8220.490            0.00695        0.00250
       8235.490            0.00437        0.00231
       8250.490            0.00229        0.00249
       8265.490           -0.00047        0.00230
       8280.490           -0.00240        0.00424
       8295.490            0.00182        0.00457
       8310.490           -0.00095        0.00360
       8325.490            0.00417        0.00244
       8340.490           -0.00010        0.00424
       8355.490           -0.00298        0.00435
       8370.490            0.00582        0.00301
       8385.490            0.00517        0.00374
       8400.490            0.00400        0.00453
       8415.490            0.00468        0.00396
       8430.490            0.01038        0.00490
