@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.732
@SPECTRUM spectrum_04D2gp_475.dat
@SN-NAME 04D2gp
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 2.730
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.762            0.00000        0.49331
       4152.209            0.00000        0.67404
       4154.657            0.00000        0.78608
       4157.105            0.00000        0.54115
       4159.554            0.00000        1.10813
       4162.003            0.00000        0.63336
       4164.453            0.00000        0.55532
       4166.903            0.00000        0.91384
       4169.353            0.00000        0.50067
       4171.804            0.00000        0.78417
       4174.255            0.55400        0.52518
       4176.707           -0.11240        0.33724
       4179.159            0.45030        0.35511
       4181.611           -0.17980        0.26481
       4184.064           -0.19160        0.22614
       4186.518            0.12250        0.19337
       4188.972           -0.03090        0.16872
       4191.426            0.04500        0.14784
       4193.880           -0.12330        0.13381
       4196.335           -0.05810        0.12036
       4198.791            0.06720        0.10489
       4201.247            0.19560        0.09711
       4203.703           -0.08080        0.07834
       4206.160            0.03990        0.07017
       4208.617            0.00540        0.06361
       4211.075            0.05030        0.05639
       4213.533           -0.03910        0.05110
       4215.991            0.01010        0.04551
       4218.450           -0.03480        0.04088
       4220.909           -0.03590        0.03795
       4223.369           -0.00210        0.03552
       4225.829            0.02100        0.03231
       4228.289            0.03800        0.03044
       4230.750           -0.02340        0.02708
       4233.211           -0.00000        0.02646
       4235.673           -0.00130        0.02514
       4238.135            0.03050        0.02408
       4240.598           -0.02580        0.02233
       4243.061           -0.02240        0.02128
       4245.524           -0.00280        0.02091
       4247.988            0.00010        0.01917
       4250.452            0.01040        0.01774
       4252.917           -0.00930        0.01698
       4255.382            0.00370        0.01671
       4257.847           -0.00110        0.01553
       4260.313           -0.00350        0.01556
       4262.779           -0.01370        0.01508
       4265.246            0.00690        0.01444
       4267.713            0.00690        0.01354
       4270.181           -0.00680        0.01405
       4272.648            0.03000        0.01254
       4275.117           -0.01370        0.01298
       4277.585           -0.00850        0.01240
       4280.055            0.00660        0.01164
       4282.524            0.01220        0.01139
       4284.994            0.01840        0.01114
       4287.464            0.01410        0.01104
       4289.935            0.00410        0.01065
       4292.406            0.00440        0.00999
       4294.878            0.00210        0.00968
       4297.350            0.00670        0.00965
       4299.822           -0.00520        0.00933
       4302.295            0.00330        0.00876
       4304.768            0.00090        0.00904
       4307.242            0.00530        0.00866
       4309.715            0.00010        0.00862
       4312.190            0.00100        0.00886
       4314.665            0.00130        0.00826
       4317.140            0.00120        0.00843
       4319.615            0.00030        0.00808
       4322.091            0.00150        0.00808
       4324.568           -0.00840        0.00792
       4327.044            0.00270        0.00771
       4329.521           -0.00630        0.00766
       4331.999           -0.01200        0.00751
       4334.477            0.00380        0.00730
       4336.956           -0.00340        0.00720
       4339.434           -0.00430        0.00702
       4341.913           -0.00290        0.00692
       4344.393            0.00630        0.00689
       4346.873           -0.00750        0.00663
       4349.353            0.00850        0.00673
       4351.833            0.00640        0.00673
       4354.315            0.00540        0.00655
       4356.796            0.00240        0.00654
       4359.278           -0.00580        0.00646
       4361.760           -0.00460        0.00646
       4364.243           -0.00180        0.00651
       4366.726            0.00240        0.00634
       4369.209           -0.00150        0.00628
       4371.693           -0.01090        0.00623
       4374.178           -0.00270        0.00624
       4376.662           -0.00420        0.00609
       4379.147            0.00080        0.00598
       4381.632           -0.00560        0.00609
       4384.118            0.00010        0.00586
       4386.604            0.00260        0.00585
       4389.091            0.00090        0.00584
       4391.578            0.00700        0.00568
       4394.065           -0.00480        0.00561
       4396.553           -0.00610        0.00561
       4399.041           -0.00730        0.00568
       4401.530           -0.00420        0.00566
       4404.019           -0.00600        0.00570
       4406.508            0.00360        0.00578
       4408.998            0.00110        0.00579
       4411.487           -0.00120        0.00575
       4413.978           -0.00140        0.00562
       4416.468           -0.00020        0.00563
       4418.959            0.00060        0.00560
       4421.451           -0.01490        0.00555
       4423.943            0.01580        0.00554
       4426.436           -0.01250        0.00543
       4428.928           -0.00040        0.00530
       4431.421           -0.00260        0.00536
       4433.915           -0.00260        0.00527
       4436.408            0.00250        0.00518
       4438.902            0.00220        0.00509
       4441.397            0.00340        0.00513
       4443.892           -0.01350        0.00515
       4446.387            0.00760        0.00508
       4448.883           -0.00490        0.00520
       4451.379           -0.00620        0.00506
       4453.875           -0.00010        0.00495
       4456.373            0.00500        0.00494
       4458.870            0.00340        0.00484
       4461.367            0.00470        0.00498
       4463.865           -0.00450        0.00482
       4466.363            0.00160        0.00488
       4468.862           -0.00200        0.00486
       4471.361            0.00410        0.00486
       4473.861           -0.00310        0.00484
       4476.360           -0.00780        0.00488
       4478.861           -0.00210        0.00479
       4481.361            0.00140        0.00483
       4483.862            0.00730        0.00486
       4486.363            0.00180        0.00483
       4488.865           -0.00730        0.00480
       4491.367           -0.00570        0.00473
       4493.870            0.00280        0.00471
       4496.372            0.00400        0.00470
       4498.875           -0.00030        0.00476
       4501.379           -0.00180        0.00480
       4503.883           -0.00690        0.00469
       4506.387            0.00400        0.00470
       4508.892            0.00390        0.00470
       4511.396           -0.00710        0.00475
       4513.902            0.00790        0.00468
       4516.408            0.00420        0.00463
       4518.914           -0.00020        0.00471
       4521.420            0.00920        0.00473
       4523.927            0.00070        0.00466
       4526.434            0.00050        0.00464
       4528.941            0.00570        0.00475
       4531.450           -0.00340        0.00472
       4533.958            0.00050        0.00473
       4536.466            0.00650        0.00474
       4538.975            0.00760        0.00493
       4541.485            0.00310        0.00488
       4543.994           -0.00290        0.00476
       4546.504            0.00620        0.00470
       4549.015            0.00140        0.00473
       4551.525           -0.00480        0.00464
       4554.037           -0.00630        0.00456
       4556.548           -0.00050        0.00456
       4559.060            0.00040        0.00457
       4561.572            0.00140        0.00449
       4564.084            0.00190        0.00434
       4566.598            0.00490        0.00439
       4569.111           -0.00530        0.00445
       4571.625            0.00410        0.00438
       4574.139           -0.01130        0.00447
       4576.653           -0.00850        0.00448
       4579.167           -0.00000        0.00435
       4581.683            0.00110        0.00452
       4584.198           -0.00110        0.00447
       4586.713            0.00380        0.00442
       4589.229           -0.00460        0.00438
       4591.746            0.00020        0.00438
       4594.263            0.00290        0.00435
       4596.780            0.00180        0.00430
       4599.297           -0.00290        0.00429
       4601.815            0.00400        0.00426
       4604.333            0.00780        0.00426
       4606.852           -0.00340        0.00428
       4609.371           -0.00360        0.00420
       4611.890           -0.00450        0.00429
       4614.410            0.00260        0.00420
       4616.930            0.00020        0.00420
       4619.450           -0.00050        0.00419
       4621.971           -0.00270        0.00423
       4624.492           -0.00470        0.00422
       4627.013           -0.01110        0.00419
       4629.535            0.00130        0.00412
       4632.057            0.00160        0.00419
       4634.579           -0.00040        0.00413
       4637.102            0.00130        0.00404
       4639.625            0.00170        0.00408
       4642.148            0.00180        0.00407
       4644.672           -0.00240        0.00406
       4647.196           -0.00350        0.00394
       4649.721            0.00950        0.00411
       4652.245           -0.00100        0.00417
       4654.771            0.01010        0.00409
       4657.296           -0.01050        0.00415
       4659.822            0.00270        0.00414
       4662.348            0.00080        0.00412
       4664.875            0.00480        0.00414
       4667.401           -0.00260        0.00411
       4669.928            0.00000        0.00410
       4672.456            0.00690        0.00413
       4674.983            0.00230        0.00406
       4677.512           -0.00530        0.00407
       4680.040           -0.00100        0.00409
       4682.569           -0.00030        0.00411
       4685.098           -0.00250        0.00415
       4687.628           -0.00270        0.00404
       4690.158           -0.00720        0.00407
       4692.688            0.00210        0.00403
       4695.218           -0.00010        0.00396
       4697.749           -0.00300        0.00397
       4700.280            0.00460        0.00395
       4702.812           -0.00350        0.00390
       4705.344            0.00020        0.00394
       4707.876           -0.00160        0.00388
       4710.409            0.00500        0.00393
       4712.941           -0.00170        0.00389
       4715.475           -0.00880        0.00400
       4718.008           -0.00470        0.00387
       4720.542           -0.00280        0.00390
       4723.076           -0.00510        0.00384
       4725.610           -0.00360        0.00392
       4728.146            0.00480        0.00388
       4730.681           -0.00460        0.00396
       4733.216            0.00200        0.00384
       4735.752            0.00130        0.00376
       4738.288            0.00020        0.00382
       4740.825           -0.00100        0.00382
       4743.361           -0.00570        0.00378
       4745.898           -0.00130        0.00382
       4748.436            0.00150        0.00376
       4750.974           -0.00810        0.00374
       4753.512           -0.00600        0.00374
       4756.050            0.00220        0.00378
       4758.589            0.00550        0.00375
       4761.128            0.00060        0.00368
       4763.667           -0.00080        0.00370
       4766.208            0.00070        0.00372
       4768.748            0.01210        0.00371
       4771.288            0.00420        0.00370
       4773.829            0.00260        0.00379
       4776.370            0.00090        0.00368
       4778.911            0.00250        0.00376
       4781.453            0.00240        0.00372
       4783.995            0.00430        0.00367
       4786.537            0.00490        0.00362
       4789.080            0.00560        0.00374
       4791.623            0.00450        0.00370
       4794.166            0.00420        0.00370
       4796.709            0.00830        0.00371
       4799.253            0.00160        0.00369
       4801.798           -0.00030        0.00375
       4804.342           -0.00490        0.00373
       4806.887           -0.00320        0.00366
       4809.432            0.00190        0.00366
       4811.978           -0.00700        0.00372
       4814.523            0.00590        0.00366
       4817.070            0.00310        0.00376
       4819.616            0.00500        0.00374
       4822.163           -0.00380        0.00384
       4824.710           -0.00120        0.00382
       4827.257            0.00130        0.00373
       4829.805            0.00160        0.00383
       4832.353           -0.00460        0.00376
       4834.901           -0.00130        0.00380
       4837.450           -0.00380        0.00380
       4839.999            0.00050        0.00379
