# SNID ztf24aaedpbn
# OBSERVER='Rich/Hinds/Wise/Bochenek'
# RA 150.488375
# OBS_DATE 2024-02-12 09:08:21.27
# DEC -25.838638888888887
# INSTRUMENT KAST
#wavelength flux flux_err
3591.56519411 0.16402562 0.07396851
3592.59077326 0.37811831 0.08321358
3593.61635241 0.29945165 0.08346596
3594.64193157 0.06885716 0.07154606
3595.66751072 0.19066265 0.07231186
3596.69308987 0.31487456 0.08283740
3597.71866903 0.33861062 0.08372346
3598.74424818 0.22619098 0.07445197
3599.76982733 0.21962979 0.07753929
3600.79540649 0.21410933 0.07049429
3601.82098564 0.16673814 0.07255532
3602.84656479 0.24400572 0.07660472
3603.87214394 0.08709906 0.06853597
3604.89772310 0.18594345 0.07918134
3605.92330225 0.20081888 0.08124817
3606.94888140 0.26231498 0.06588167
3607.97446056 0.20007129 0.06498902
3609.00003971 0.34628746 0.07669739
3610.02561886 0.25330421 0.07294981
3611.05119802 0.17326924 0.07704012
3612.07677717 0.13226813 0.07443537
3613.10235632 0.06920466 0.07412402
3614.12793547 0.25270858 0.08094466
3615.15351463 0.32182744 0.07884933
3616.17909378 0.25898561 0.08318390
3617.20467293 0.09732851 0.08237728
3618.23025209 0.23490669 0.08975907
3619.25583124 0.24464527 0.08498827
3620.28141039 0.22630268 0.08442642
3621.30698954 0.19925806 0.08070118
3622.33256870 0.25731266 0.07922740
3623.35814785 0.17940851 0.07474256
3624.38372700 0.15020825 0.07904499
3625.40930616 0.20722918 0.07732847
3626.43488531 0.32440090 0.08673423
3627.46046446 0.35277897 0.08442345
3628.48604362 0.21359649 0.07889812
3629.51162277 0.07558125 0.08665626
3630.53720192 0.33921292 0.09883297
3631.56278107 0.33188447 0.09317716
3632.58836023 0.38706210 0.09298027
3633.61393938 0.18323548 0.08328267
3634.63951853 0.28110191 0.08428484
3635.66509769 0.24488564 0.08910941
3636.69067684 0.28664237 0.09133609
3637.71625599 0.21388902 0.09120381
3638.74183514 0.22781835 0.08470923
3639.76741430 0.20028824 0.08205128
3640.79299345 0.24600415 0.08663113
3641.81857260 0.27644080 0.08735083
3642.84415176 0.23870380 0.08578361
3643.86973091 0.27910057 0.08596395
3644.89531006 0.20533299 0.08018279
3645.92088922 0.17755753 0.07801704
3646.94646837 0.23659456 0.08107601
3647.97204752 0.22553448 0.09096546
3648.99762667 0.15671079 0.10505265
3650.02320583 0.38759226 0.12865204
3651.04878498 0.33974072 0.12681341
3652.07436413 0.14059745 0.10732172
3653.09994329 0.20265418 0.09818051
3654.12552244 0.25044110 0.10003868
3655.15110159 0.20352851 0.10208678
3656.17668075 0.31215644 0.09989132
3657.20225990 0.23581481 0.08856267
3658.22783905 0.26133940 0.08380441
3659.25341820 0.17474785 0.07863529
3660.27899736 0.30792907 0.08719168
3661.30457651 0.24424356 0.08895882
3662.33015566 0.10850829 0.09709216
