# Wavelength(angstroms) flux flux_err
3465.80932617187 -3.96862695969997e-17 2.9236750366756986e-16 
3467.2810883521984 -4.374551617803832e-17 2.9239688512292775e-16 
3468.7528505325267 -4.751448522979739e-17 2.9079644283887035e-16 
3470.224612712855 3.631208539659912e-16 2.9032194556973033e-16 
3471.6963748931835 -4.2784960301772755e-16 2.949947087023771e-16 
3473.168137073512 -4.50221781327743e-16 2.87156715794739e-16 
3474.63989925384 1.274271336591245e-16 2.8387978354982855e-16 
3476.1116614341686 -2.8111905171182057e-17 2.806312269086511e-16 
3477.583423614497 8.775603852502597e-16 2.944899035355931e-16 
3479.0551857948253 5.786169412966811e-16 2.9945878409264406e-16 
3480.5269479751537 -1.8286149605975782e-16 2.865760747093962e-16 
3481.998710155482 9.092769516250458e-16 3.0505423080264677e-16 
3483.4704723358104 3.6832393913295797e-16 2.8932692008472294e-16 
3484.942234516139 3.596264724816528e-16 2.8898225708452925e-16 
3486.413996696467 5.700595791888077e-16 2.9253426327906056e-16 
3487.8857588767955 4.169499830524592e-16 2.8295979988999197e-16 
3489.357521057124 3.1863174543065957e-16 2.8110448009814983e-16 
3490.8292832374523 6.32045609087555e-16 2.8156807181809395e-16 
3492.3010454177806 -1.7624463349448483e-16 2.775071047013812e-16 
3493.772807598109 6.880082288796994e-16 2.7078608355337555e-16 
3495.2445697784374 7.498768917756928e-16 2.6873957254347036e-16 
3496.7163319587657 3.9879790817412195e-16 2.6251070400759905e-16 
3498.188094139094 3.595716800378773e-16 2.7002642734858646e-16 
3499.6598563194225 7.000027845130817e-17 2.5807473952326907e-16 
3501.131618499751 4.651646601271705e-16 2.6184914480601384e-16 
3502.603380680079 6.889952869610467e-16 2.623870636670795e-16 
3504.0751428604076 2.369819780103017e-16 2.539148813099644e-16 
3505.546905040736 3.7084428566751314e-16 2.491152220539071e-16 
3507.0186672210643 -9.072199982870877e-17 2.4559085030928e-16 
3508.4904294013927 -1.1545667876006953e-17 2.4100861382287102e-16 
3509.962191581721 3.556047071085302e-16 2.4104974786037206e-16 
3511.4339537620494 4.771492763583124e-17 2.4313535473474896e-16 
3512.905715942378 5.91169757816753e-16 2.5064586352915484e-16 
3514.377478122706 2.2358662840550776e-16 2.3906533495341245e-16 
3515.8492403030345 1.9466226643667612e-16 2.3615122397750243e-16 
3517.321002483363 -1.0483877004165715e-16 2.3317977945897515e-16 
3518.7927646636913 -2.8314997863898526e-17 2.3949136605610176e-16 
3520.2645268440197 1.7824340625687837e-16 2.2969987694407886e-16 
3521.736289024348 5.351198473089272e-17 2.251584303880361e-16 
3523.2080512046764 5.388907982854339e-17 2.273622248283346e-16 
3524.6798133850048 4.2422776954460697e-16 2.2240083521891094e-16 
3526.151575565333 8.382773264972102e-16 2.3220185345159045e-16 
3527.6233377456615 6.175566340687374e-16 2.314597731804569e-16 
3529.09509992599 2.2503844287710163e-16 2.1866905951621471e-16 
3530.5668621063182 -5.267549006464234e-17 2.1983314748353814e-16 
3532.0386242866466 -1.466215487535072e-16 2.1743829417407461e-16 
3533.510386466975 1.4554895357937704e-16 2.2120170126339487e-16 
3534.9821486473033 6.829138021579976e-16 2.2268025021238646e-16 
3536.4539108276317 -3.174701720923983e-16 2.1180127667520744e-16 
