@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.472
@SPECTRUM spectrum_04D4ju_650.dat
@SN-NAME 04D4ju
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE -2.180
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.730            0.01767        0.00834
       4273.730            0.00680        0.00700
       4288.730            0.01102        0.00578
       4303.730            0.01153        0.00495
       4318.730            0.00535        0.00453
       4333.730           -0.00066        0.00407
       4348.730            0.00517        0.00376
       4363.730            0.00491        0.00357
       4378.730            0.00986        0.00331
       4393.730            0.00850        0.00314
       4408.730            0.00254        0.00314
       4423.730            0.00596        0.00307
       4438.730            0.00152        0.00291
       4453.730            0.00575        0.00277
       4468.730            0.00313        0.00267
       4483.730            0.00141        0.00265
       4498.730            0.00710        0.00260
       4513.730            0.00477        0.00259
       4528.730            0.00278        0.00255
       4543.730            0.00769        0.00255
       4558.730            0.00513        0.00248
       4573.730            0.00852        0.00246
       4588.730            0.00664        0.00242
       4603.730            0.00578        0.00235
       4618.730            0.00755        0.00232
       4633.730            0.01205        0.00229
       4648.730            0.00874        0.00226
       4663.730            0.00288        0.00229
       4678.730            0.00440        0.00226
       4693.730            0.00294        0.00244
       4708.730            0.00215        0.00218
       4723.730            0.00397        0.00219
       4738.730            0.00830        0.00214
       4753.730            0.00688        0.00215
       4768.730            0.00469        0.00212
       4783.730            0.00389        0.00213
       4798.730            0.00399        0.00212
       4813.730            0.00611        0.00213
       4828.730           -0.00137        0.00215
       4843.730            0.00352        0.00232
       4858.730            0.00550        0.00202
       4873.730            0.00523        0.00201
       4888.730            0.00496        0.00204
       4903.730            0.00578        0.00203
       4918.730            0.01051        0.00197
       4933.730            0.00348        0.00199
       4948.730            0.00705        0.00198
       4963.730            0.00749        0.00219
       4978.730            0.00710        0.00197
       4993.730            0.00795        0.00194
       5008.730            0.00437        0.00192
       5023.730            0.00586        0.00190
       5038.730            0.00781        0.00189
       5053.730            0.00675        0.00206
       5068.730            0.00607        0.00187
       5083.730            0.00594        0.00185
       5098.730            0.00781        0.00185
       5113.730            0.00897        0.00185
       5128.730            0.01091        0.00200
       5143.730            0.01001        0.00186
       5158.730            0.00797        0.00184
       5173.730            0.01016        0.00179
       5188.730            0.01144        0.00187
       5203.730            0.01171        0.00215
       5218.730            0.01379        0.00185
       5233.730            0.01120        0.00186
       5248.730            0.01252        0.00186
       5263.730            0.01297        0.00181
       5278.730            0.00972        0.00202
       5293.730            0.01281        0.00184
       5308.730            0.01244        0.00187
       5323.730            0.01365        0.00191
       5338.730            0.01110        0.00203
       5353.730            0.01175        0.00184
       5368.730            0.01198        0.00182
       5383.730            0.00933        0.00181
       5398.730            0.01035        0.00197
       5413.730            0.00950        0.00179
       5428.730            0.00745        0.00181
       5443.730            0.00781        0.00182
       5458.730            0.00491        0.00200
       5473.730            0.00557        0.00182
       5488.730            0.01697        0.00183
       5503.730            0.00560        0.00186
       5518.730            0.00499        0.00204
       5533.730            0.00561        0.00186
       5548.730            0.00326        0.00192
       5563.730            0.00816        0.00209
       5578.730            0.00030        0.00580
       5593.730            0.00254        0.00195
       5608.730            0.00815        0.00192
       5623.730            0.00507        0.00210
       5638.730            0.00746        0.00190
       5653.730            0.00647        0.00189
       5668.730            0.00919        0.00209
       5683.730            0.01343        0.00193
       5698.730            0.00846        0.00196
       5713.730            0.01247        0.00195
       5728.730            0.01172        0.00214
       5743.730            0.01631        0.00193
       5758.730            0.01675        0.00194
       5773.730            0.01332        0.00212
       5788.730            0.01525        0.00192
       5803.730            0.01631        0.00195
       5818.730            0.01656        0.00215
       5833.730            0.01399        0.00198
       5848.730            0.01283        0.00196
       5863.730            0.01598        0.00235
       5878.730            0.01486        0.00230
       5893.730            0.02084        0.00358
       5908.730            0.00978        0.00247
       5923.730            0.01446        0.00223
       5938.730            0.01564        0.00219
       5953.730            0.01296        0.00243
       5968.730            0.01576        0.00212
       5983.730            0.01191        0.00208
       5998.730            0.01360        0.00224
       6013.730            0.01695        0.00197
       6028.730            0.01537        0.00196
       6043.730            0.01698        0.00211
       6058.730            0.01902        0.00190
       6073.730            0.01733        0.00188
       6088.730            0.01579        0.00205
       6103.730            0.01379        0.00189
       6118.730            0.01746        0.00203
       6133.730            0.01391        0.00187
       6148.730            0.01195        0.00196
       6163.730            0.01402        0.00214
       6178.730            0.00880        0.00191
       6193.730            0.00957        0.00186
       6208.730            0.00767        0.00206
       6223.730            0.01051        0.00195
       6238.730            0.00795        0.00222
       6253.730            0.00941        0.00230
       6268.730            0.00976        0.00210
       6283.730            0.01371        0.00231
       6298.730            0.00791        0.00359
       6313.730            0.01005        0.00220
       6328.730            0.00974        0.00236
       6343.730            0.00630        0.00195
       6358.730            0.01228        0.00276
       6373.730            0.01055        0.00217
       6388.730            0.00998        0.00190
       6403.730            0.00907        0.00196
       6418.730            0.01022        0.00181
       6433.730            0.00874        0.00193
       6448.730            0.01158        0.00180
       6463.730            0.01261        0.00206
       6478.730            0.00904        0.00207
       6493.730            0.00995        0.00193
       6508.730            0.01007        0.00215
       6523.730            0.00936        0.00188
       6538.730            0.00730        0.00198
       6553.730            0.00768        0.00232
       6568.730            0.01219        0.00196
       6583.730            0.01074        0.00207
       6598.730            0.00457        0.00185
       6613.730            0.01367        0.00175
       6628.730            0.01391        0.00195
       6643.730            0.00700        0.00174
       6658.730            0.00658        0.00190
       6673.730            0.01021        0.00173
       6688.730            0.01307        0.00171
       6703.730            0.00974        0.00190
       6718.730            0.01035        0.00171
       6733.730            0.01377        0.00191
       6748.730            0.01264        0.00171
       6763.730            0.01097        0.00184
       6778.730            0.00949        0.00169
       6793.730            0.01294        0.00170
       6808.730            0.01029        0.00186
       6823.730            0.00893        0.00205
       6838.730            0.01305        0.00253
       6853.730            0.00929        0.00192
       6868.730            0.01134        0.00294
       6883.730            0.00650        0.00225
       6898.730            0.00698        0.00223
       6913.730            0.01283        0.00246
       6928.730            0.00883        0.00214
       6943.730            0.01178        0.00244
       6958.730            0.00710        0.00199
       6973.730            0.01077        0.00227
       6988.730            0.00876        0.00208
       7003.730            0.00496        0.00192
       7018.730            0.00434        0.00196
       7033.730            0.00626        0.00174
       7048.730            0.00830        0.00215
       7063.730            0.00469        0.00183
       7078.730            0.00818        0.00202
       7093.730            0.00727        0.00182
       7108.730            0.00694        0.00192
       7123.730            0.00908        0.00178
       7138.730            0.00866        0.00185
       7153.730            0.01291        0.00204
       7168.730            0.00652        0.00196
       7183.730            0.00517        0.00228
       7198.730            0.00444        0.00202
       7213.730            0.00631        0.00206
       7228.730            0.00759        0.00209
       7243.730           -0.00025        0.00427
       7258.730            0.00817        0.00244
       7273.730            0.00978        0.00321
       7288.730            0.00489        0.00311
       7303.730            0.01053        0.00270
       7318.730            0.01063        0.00359
       7333.730            0.00665        0.00296
       7348.730            0.01136        0.00302
       7363.730            0.00658        0.00292
       7378.730            0.00739        0.00258
       7393.730            0.00758        0.00257
       7408.730            0.00691        0.00267
       7423.730            0.00841        0.00213
       7438.730            0.00763        0.00246
       7453.730            0.01017        0.00226
       7468.730            0.01047        0.00259
       7483.730            0.00900        0.00301
       7498.730            0.00784        0.00215
       7513.730            0.01110        0.00247
       7528.730            0.00880        0.00297
       7543.730            0.00532        0.00236
       7558.730            0.00844        0.00233
       7573.730            0.00875        0.00313
       7588.730            0.00948        0.00274
       7603.730            0.00740        0.00654
       7618.730            0.01074        0.00439
       7633.730            0.01014        0.00452
       7648.730            0.00875        0.00317
       7663.730            0.00651        0.00279
       7678.730            0.00752        0.00254
       7693.730            0.01260        0.00243
       7708.730            0.00243        0.00363
       7723.730            0.00789        0.00349
       7738.730            0.01191        0.00284
       7753.730           -0.00251        0.00406
       7768.730            0.00667        0.00392
       7783.730            0.00746        0.00355
       7798.730            0.00537        0.00395
       7813.730           -0.00103        0.00347
       7828.730            0.00506        0.00354
       7843.730            0.00442        0.00335
       7858.730            0.00175        0.00496
       7873.730            0.00938        0.00388
       7888.730            0.00824        0.00373
       7903.730            0.00810        0.00338
       7918.730           -0.00186        0.00478
       7933.730            0.00063        0.00366
       7948.730            0.00406        0.00336
       7963.730            0.00604        0.00468
       7978.730            0.00494        0.00370
       7993.730            0.00440        0.00504
       8008.730            0.01039        0.00313
       8023.730            0.00635        0.00456
       8038.730            0.01113        0.00291
       8053.730            0.00652        0.00356
       8068.730            0.00873        0.00309
       8083.730            0.00264        0.00298
       8098.730            0.00654        0.00303
       8113.730            0.00592        0.00304
       8128.730            0.01050        0.00283
       8143.730            0.00592        0.00348
       8158.730            0.00885        0.00317
       8173.730            0.01133        0.00346
       8188.730            0.00395        0.00314
       8203.730            0.00402        0.00298
       8218.730            0.01007        0.00339
       8233.730            0.00973        0.00328
       8248.730            0.00820        0.00338
       8263.730            0.00787        0.00307
       8278.730            0.00551        0.00544
       8293.730            0.01331        0.00629
       8308.730            0.01221        0.00508
       8323.730            0.00900        0.00343
       8338.730           -0.00257        0.00525
       8353.730            0.00001        0.00587
       8368.730            0.00483        0.00427
       8383.730            0.01203        0.00440
       8398.730            0.01136        0.00674
       8413.730            0.00217        0.00476
       8428.730           -0.00534        0.00692
       8443.730            0.01044        0.00463
       8458.730            0.00018        0.00584
       8473.730           -0.00130        0.00440
       8488.730            0.00736        0.00423
       8503.730            0.00945        0.00505
