# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL23A20
# OBJECT = 2023gfx
# RA = 12:20:19.307
# DEC = -10:26:6.36
# DATE-OBS = 2023-05-01T00:38:43.709
# MJD-OBS = 60065.026895
# EXPTIME-OBS = 1800.0s
# AIRMASS-OBS = 1.442925
# SEEING-OBS = 1.086781
# wl fl
# [A] [Normalised]
4020.000000 1.38348
4029.200000 1.67654
4038.400000 1.77305
4047.600000 1.70324
4056.800000 1.49947
4066.000000 1.54703
4075.200000 1.56129
4084.400000 1.04367
4093.600000 1.64539
4102.800000 1.56488
4112.000000 1.51914
4121.200000 1.48675
4130.400000 1.65866
4139.600000 1.45238
4148.800000 1.68943
4158.000000 1.73307
4167.200000 1.52767
4176.400000 1.53821
4185.600000 1.5598
4194.800000 1.7425
4204.000000 1.86149
4213.200000 1.61379
4222.400000 1.9164
4231.600000 1.58479
4240.800000 2.06363
4250.000000 1.77611
4259.200000 1.56412
4268.400000 1.7099
4277.600000 1.57813
4286.800000 1.64355
4296.000000 1.67109
4305.200000 1.56934
4314.400000 1.46576
4323.600000 1.5285
4332.800000 1.32511
4342.000000 1.45441
4351.200000 1.47053
4360.400000 1.22502
4369.600000 1.44751
4378.800000 1.37654
4388.000000 1.39943
4397.200000 1.05393
4406.400000 1.13698
4415.600000 1.32287
4424.800000 0.855919
4434.000000 1.24574
4443.200000 0.754769
4452.400000 1.01025
4461.600000 0.861847
4470.800000 0.9176
4480.000000 1.01489
4489.200000 1.02026
4498.400000 0.732681
4507.600000 1.07328
4516.800000 0.955731
4526.000000 1.17578
4535.200000 1.13334
4544.400000 1.12587
4553.600000 1.31753
4562.800000 1.43925
4572.000000 1.43902
4581.200000 1.27295
4590.400000 1.04417
4599.600000 1.08672
4608.800000 0.982174
4618.000000 1.00519
4627.200000 0.987635
4636.400000 1.01696
4645.600000 1.14115
4654.800000 1.34625
4664.000000 1.41792
4673.200000 1.10531
4682.400000 1.43351
4691.600000 1.34395
4700.800000 1.39923
4710.000000 1.42713
4719.200000 1.52103
4728.400000 1.499818
4737.600000 1.48388
4746.800000 1.37567
4756.000000 1.34901
4765.200000 1.48839
4774.400000 1.44615
4783.600000 1.52729
4792.800000 1.53776
4802.000000 1.43769
4811.200000 1.33571
4820.400000 1.43509
4829.600000 1.48607
4838.800000 1.39116
4848.000000 1.29592
4857.200000 1.21376
4866.400000 1.04482
4875.600000 1.24515
4884.800000 1.00682
4894.000000 1.15097
4903.200000 1.30615
4912.400000 1.24444
4921.600000 1.31488
4930.800000 1.2187
4940.000000 1.30213
4949.200000 1.32156
4958.400000 1.14394
4967.600000 1.11873
4976.800000 1.07997
4986.000000 1.30342
4995.200000 1.16473
5004.400000 1.16607
5013.600000 0.984833
5022.800000 1.05294
5032.000000 1.06868
5041.200000 1.0786
5050.400000 1.08916
5059.600000 0.93839
5068.800000 1.13908
5078.000000 1.01673
5087.200000 1.1193
5096.400000 1.0271
5105.600000 0.910903
5114.800000 0.898293
5124.000000 0.962878
5133.200000 0.914393
5142.400000 1.02253
5151.600000 0.92014
5160.800000 0.911502
5170.000000 0.844091
5179.200000 0.965951
5188.400000 0.986552
5197.600000 0.954768
5206.800000 0.869995
5216.000000 0.978009
5225.200000 0.907617
5234.400000 1.1252
5243.600000 1.19367
5252.800000 1.08555
5262.000000 1.06244
5271.200000 1.02255
5280.400000 1.03994
5289.600000 1.18011
5298.800000 1.09095
5308.000000 1.13051
5317.200000 0.990225
5326.400000 1.15127
5335.600000 1.22718
5344.800000 1.15582
5354.000000 1.07653
5363.200000 1.09995
5372.400000 1.18885
5381.600000 1.2811
5390.800000 1.18944
5400.000000 1.18128
5409.200000 1.24394
5418.400000 1.10032
5427.600000 1.13326
5436.800000 1.16586
5446.000000 1.26521
