@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.468
@SPECTRUM spectrum_03D4au_186.dat
@SN-NAME 03D4au
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 6.470
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4258.670            0.02412        0.01129
       4273.670            0.05058        0.00971
       4288.670            0.02495        0.00810
       4303.670            0.04682        0.00697
       4318.670            0.03763        0.00640
       4333.670            0.03346        0.00565
       4348.670            0.03288        0.00524
       4363.670            0.02458        0.00506
       4378.670            0.01991        0.00472
       4393.670            0.03491        0.00451
       4408.670            0.02063        0.00434
       4423.670            0.03183        0.00420
       4438.670            0.03440        0.00404
       4453.670            0.02073        0.00397
       4468.670            0.01890        0.00397
       4483.670            0.02189        0.00393
       4498.670            0.01989        0.00382
       4513.670            0.02144        0.00378
       4528.670            0.00990        0.00373
       4543.670            0.01642        0.00369
       4558.670            0.01430        0.00361
       4573.670            0.02253        0.00353
       4588.670            0.00969        0.00346
       4603.670            0.01368        0.00343
       4618.670            0.01959        0.00349
       4633.670            0.01879        0.00333
       4648.670            0.01557        0.00326
       4663.670            0.00850        0.00331
       4678.670            0.01313        0.00325
       4693.670            0.02643        0.00352
       4708.670           -0.01543        0.00313
       4723.670            0.00747        0.00309
       4738.670            0.00513        0.00303
       4753.670            0.00632        0.00298
       4768.670            0.02903        0.00295
       4783.670            0.01449        0.00294
       4798.670            0.01455        0.00292
       4813.670            0.00561        0.00295
       4828.670            0.01856        0.00293
       4843.670            0.01194        0.00316
       4858.670            0.00360        0.00276
       4873.670            0.01587        0.00275
       4888.670            0.01693        0.00278
       4903.670            0.02498        0.00288
       4918.670            0.02375        0.00270
       4933.670            0.01139        0.00271
       4948.670            0.00017        0.00272
       4963.670            0.01672        0.00300
       4978.670            0.01536        0.00273
       4993.670            0.01357        0.00271
       5008.670           -0.00019        0.00268
       5023.670           -0.00522        0.00264
       5038.670            0.00020        0.00263
       5053.670            0.01239        0.00288
       5068.670            0.00838        0.00260
       5083.670            0.02060        0.00257
       5098.670            0.00689        0.00257
       5113.670            0.02540        0.00256
       5128.670            0.01607        0.00282
       5143.670            0.01753        0.00260
       5158.670            0.01991        0.00255
       5173.670            0.01828        0.00246
       5188.670            0.03717        0.00252
       5203.670            0.02143        0.00283
       5218.670            0.01597        0.00252
       5233.670            0.01350        0.00252
       5248.670            0.02031        0.00251
       5263.670            0.01962        0.00243
       5278.670            0.02514        0.00267
       5293.670            0.02276        0.00246
       5308.670            0.01700        0.00248
       5323.670            0.02350        0.00244
       5338.670            0.01068        0.00266
       5353.670            0.01715        0.00244
       5368.670            0.01958        0.00240
       5383.670            0.01412        0.00240
       5398.670            0.01334        0.00257
       5413.670            0.00995        0.00236
       5428.670            0.00930        0.00236
       5443.670            0.00743        0.00236
       5458.670            0.01985        0.00259
       5473.670            0.16891        0.00236
       5488.670           -0.08283        0.00234
       5503.670            0.00191        0.00235
       5518.670            0.01693        0.00259
       5533.670            0.01527        0.00237
       5548.670            0.02842        0.00241
       5563.670            0.02020        0.00269
       5578.670            0.02264        0.00610
       5593.670            0.02535        0.00244
       5608.670            0.03104        0.00238
       5623.670            0.02035        0.00259
       5638.670            0.02494        0.00233
       5653.670            0.03758        0.00232
       5668.670            0.03576        0.00256
       5683.670            0.03497        0.00235
       5698.670            0.03690        0.00236
       5713.670            0.02928        0.00238
       5728.670            0.03618        0.00261
       5743.670            0.04903        0.00236
       5758.670            0.04245        0.00233
       5773.670            0.03332        0.00257
       5788.670            0.04632        0.00234
       5803.670            0.03934        0.00236
       5818.670            0.02428        0.00258
       5833.670            0.03362        0.00237
       5848.670            0.04217        0.00240
       5863.670            0.03690        0.00281
       5878.670            0.02729        0.00266
       5893.670            0.03607        0.00338
       5908.670            0.03132        0.00284
       5923.670            0.03895        0.00260
       5938.670            0.02754        0.00253
       5953.670            0.02744        0.00282
       5968.670            0.03850        0.00249
       5983.670            0.02855        0.00245
       5998.670            0.02766        0.00263
       6013.670            0.02279        0.00235
       6028.670            0.02509        0.00235
       6043.670            0.02435        0.00259
       6058.670            0.02774        0.00234
       6073.670            0.03008        0.00235
       6088.670            0.02508        0.00254
       6103.670            0.03261        0.00233
       6118.670            0.03032        0.00253
       6133.670            0.03201        0.00233
       6148.670            0.03620        0.00236
       6163.670            0.03263        0.00255
       6178.670            0.02824        0.00236
       6193.670            0.03242        0.00235
       6208.670            0.02139        0.00256
       6223.670            0.02739        0.00240
       6238.670            0.02741        0.00291
       6253.670            0.02645        0.00255
       6268.670            0.02690        0.00254
       6283.670            0.02350        0.00278
       6298.670            0.02607        0.00358
       6313.670            0.01679        0.00260
       6328.670            0.02609        0.00281
       6343.670            0.02035        0.00239
       6358.670            0.01692        0.00300
       6373.670            0.02746        0.00264
       6388.670           -0.00064        0.00239
       6403.670            0.02156        0.00256
       6418.670            0.01646        0.00238
       6433.670            0.01360        0.00255
       6448.670            0.01925        0.00235
       6463.670            0.02079        0.00258
       6478.670            0.02487        0.00275
       6493.670            0.02334        0.00258
       6508.670            0.02189        0.00286
       6523.670            0.02105        0.00253
       6538.670            0.02412        0.00264
       6553.670            0.02388        0.00303
       6568.670            0.02522        0.00268
       6583.670            0.02047        0.00286
       6598.670            0.02203        0.00258
       6613.670            0.02484        0.00254
       6628.670            0.01840        0.00276
       6643.670            0.01713        0.00247
       6658.670            0.02201        0.00271
       6673.670            0.02466        0.00249
       6688.670            0.02202        0.00271
       6703.670            0.02639        0.00256
       6718.670            0.02240        0.00257
       6733.670            0.02376        0.00284
       6748.670            0.01858        0.00249
       6763.670            0.01894        0.00273
       6778.670            0.02118        0.00251
       6793.670            0.01834        0.00249
       6808.670            0.01890        0.00275
       6823.670            0.01109        0.00269
       6838.670            0.01779        0.00322
       6853.670            0.01344        0.00266
       6868.670            0.01734        0.00379
       6883.670            0.01786        0.00290
       6898.670            0.01293        0.00281
       6913.670            0.01777        0.00315
       6928.670            0.01528        0.00282
       6943.670            0.01438        0.00318
       6958.670            0.01221        0.00270
       6973.670            0.01171        0.00301
       6988.670            0.01377        0.00265
       7003.670            0.01313        0.00285
       7018.670            0.01231        0.00284
       7033.670            0.00952        0.00253
       7048.670            0.01103        0.00295
       7063.670            0.00390        0.00255
       7078.670            0.00260        0.00281
       7093.670            0.00893        0.00261
       7108.670            0.00684        0.00281
       7123.670            0.00985        0.00257
       7138.670            0.05391        0.00415
       7153.670           -0.03464        0.00257
       7168.670            0.00213        0.00276
       7183.670            0.01148        0.00317
       7198.670            0.01214        0.00288
       7213.670            0.01125        0.00303
       7228.670            0.01461        0.00302
       7243.670            0.01147        0.00471
       7258.670            0.01121        0.00320
       7273.670            0.01531        0.00417
       7288.670            0.00210        0.00362
       7303.670           -0.00202        0.00327
       7318.670            0.01057        0.00415
       7333.670            0.00931        0.00355
       7348.670            0.08084        0.00550
       7363.670           -0.04092        0.00360
       7378.670           -0.00457        0.00344
       7393.670            0.00868        0.00322
       7408.670            0.00713        0.00340
       7423.670            0.01107        0.00293
       7438.670            0.01054        0.00351
       7453.670            0.00720        0.00291
       7468.670            0.01097        0.00358
       7483.670            0.01145        0.00346
       7498.670            0.00935        0.00297
       7513.670            0.01278        0.00346
       7528.670            0.01385        0.00374
       7543.670            0.00997        0.00330
       7558.670            0.01199        0.00324
       7573.670            0.01849        0.00412
       7588.670            0.01626        0.00388
       7603.670            0.00878        0.00895
       7618.670            0.01969        0.00514
       7633.670            0.01364        0.00541
       7648.670            0.01416        0.00397
       7663.670            0.01379        0.00404
       7678.670            0.01195        0.00329
       7693.670            0.00793        0.00363
       7708.670            0.00379        0.00388
       7723.670            0.00633        0.00418
       7738.670           -0.00073        0.00365
       7753.670            0.01568        0.00480
       7768.670            0.00228        0.00397
       7783.670            0.00485        0.00397
       7798.670            0.01070        0.00483
       7813.670           -0.00042        0.00416
       7828.670           -0.00255        0.00426
       7843.670            0.00214        0.00405
       7858.670            0.00765        0.00555
       7873.670            0.00671        0.00454
       7888.670            0.00752        0.00495
       7903.670            0.00083        0.00393
       7918.670            0.00313        0.00606
       7933.670            0.00425        0.00425
       7948.670            0.00882        0.00446
       7963.670            0.00490        0.00476
       7978.670           -0.00565        0.00425
       7993.670            0.00670        0.00583
       8008.670            0.00229        0.00395
       8023.670            0.00773        0.00534
       8038.670           -0.00448        0.00367
       8053.670            0.00154        0.00440
       8068.670            0.00232        0.00395
       8083.670            0.00507        0.00414
       8098.670            0.00434        0.00398
       8113.670            0.00634        0.00415
       8128.670            0.00546        0.00386
       8143.670            0.00878        0.00463
       8158.670            0.00082        0.00400
       8173.670           -0.00073        0.00432
       8188.670            0.00062        0.00404
       8203.670            0.00222        0.00432
       8218.670            0.00451        0.00401
       8233.670            0.00085        0.00446
       8248.670            0.01009        0.00411
       8263.670           -0.00110        0.00434
       8278.670            0.00874        0.00524
       8293.670           -0.00022        0.00687
       8308.670           -0.00007        0.00512
       8323.670           -0.00546        0.00404
       8338.670           -0.00622        0.00588
       8353.670           -0.00492        0.00625
       8368.670            0.00121        0.00510
       8383.670            0.00229        0.00500
       8398.670            0.00687        0.00723
       8413.670            0.00745        0.00537
       8428.670           -0.00504        0.00729
       8443.670            0.00492        0.00495
       8458.670           -0.00604        0.00617
       8473.670            0.00626        0.00519
       8488.670            0.00467        0.00515
