@TELESCOPE VLT
@REFERENCE Balland etal (2009)
@REDSHIFT 0.920
@SPECTRUM spectrum_05D2bw_764.dat
@SN-NAME 05D2bw
@UNITS 1.e-16 erg/s/cm2/A
@SURVEY SNLS
@PHASE 1.940
#
# XPIX :
# WAVE :
# SN_SPEC :
# SN_ERR :
#end
       4149.742            0.00000        0.54405
       4152.191            0.00000        0.40814
       4154.640            0.00000        0.49155
       4157.090            0.00000        0.40833
       4159.540            0.00000        0.46608
       4161.990            0.00000        0.55621
       4164.441            0.00000        0.37552
       4166.893            0.00000        0.41586
       4169.344            0.00000        0.45254
       4171.796            0.00000        0.41489
       4174.249            0.00000        0.47678
       4176.702            0.00000        0.38524
       4179.155            0.00000        0.52911
       4181.609            0.00000        0.39204
       4184.063           -0.00790        0.32488
       4186.518            0.01000        0.26238
       4188.973            0.44180        0.34878
       4191.429            0.04810        0.19893
       4193.885           -0.01960        0.15994
       4196.341           -0.06790        0.13861
       4198.798            0.05110        0.11216
       4201.255            0.24140        0.12990
       4203.713           -0.00700        0.08087
       4206.171           -0.00500        0.07380
       4208.629           -0.02430        0.06126
       4211.088           -0.02040        0.05764
       4213.547            0.03700        0.05032
       4216.007           -0.00270        0.04293
       4218.467            0.02930        0.03786
       4220.928           -0.02490        0.03496
       4223.389           -0.00480        0.03113
       4225.850           -0.02670        0.02865
       4228.312            0.01440        0.02684
       4230.774            0.00730        0.02430
       4233.237           -0.01540        0.02156
       4235.700           -0.00620        0.01965
       4238.164           -0.00820        0.01824
       4240.627           -0.03440        0.01823
       4243.091           -0.01050        0.01717
       4245.556           -0.01480        0.01616
       4248.021           -0.03070        0.01596
       4250.487           -0.01070        0.01457
       4252.953           -0.00230        0.01283
       4255.419            0.00760        0.01275
       4257.886            0.00010        0.01231
       4260.353            0.01480        0.01191
       4262.820            0.00420        0.01166
       4265.288            0.00600        0.01090
       4267.757           -0.00350        0.01015
       4270.226            0.01220        0.00995
       4272.695            0.00170        0.00952
       4275.164           -0.00980        0.00948
       4277.634            0.00620        0.00903
       4280.104            0.01720        0.00891
       4282.576            0.00760        0.00852
       4285.046            0.00010        0.00830
       4287.518            0.01030        0.00824
       4289.990            0.01460        0.00785
       4292.462           -0.01060        0.00773
       4294.936           -0.00500        0.00711
       4297.409            0.00190        0.00707
       4299.882           -0.00090        0.00686
       4302.356           -0.00570        0.00673
       4304.831            0.00550        0.00664
       4307.306            0.00700        0.00667
       4309.781            0.00890        0.00651
       4312.256            0.00170        0.00645
       4314.732            0.00330        0.00659
       4317.208            0.01120        0.00624
       4319.686            0.00060        0.00616
       4322.163            0.00320        0.00593
       4324.640            0.01450        0.00586
       4327.118            0.00870        0.00570
       4329.597            0.00320        0.00571
       4332.076           -0.00180        0.00560
       4334.555            0.00320        0.00557
       4337.034            0.00320        0.00530
       4339.514           -0.00540        0.00534
       4341.995            0.00010        0.00523
       4344.476            0.00560        0.00517
       4346.957            0.00520        0.00521
       4349.438            0.01000        0.00523
       4351.920            0.00040        0.00509
       4354.402            0.00340        0.00494
       4356.885           -0.00190        0.00501
       4359.368           -0.00310        0.00494
       4361.852            0.00290        0.00490
       4364.335            0.00560        0.00484
       4366.820            0.00620        0.00474
       4369.305            0.01140        0.00469
       4371.790            0.00030        0.00460
       4374.275            0.00490        0.00478
       4376.761            0.01630        0.00457
       4379.247            0.00370        0.00454
       4381.734            0.00250        0.00445
       4384.221            0.00080        0.00438
       4386.708            0.00150        0.00438
       4389.196           -0.00210        0.00431
       4391.684            0.00460        0.00439
       4394.172            0.01210        0.00442
       4396.662            0.00390        0.00425
       4399.151           -0.00390        0.00432
       4401.640           -0.00760        0.00436
       4404.130            0.00450        0.00436
       4406.621           -0.00750        0.00434
       4409.112            0.00080        0.00437
       4411.603            0.00300        0.00429
       4414.095            0.00240        0.00439
       4416.586            0.00350        0.00433
       4419.079           -0.00050        0.00426
       4421.572           -0.00630        0.00436
       4424.065            0.00450        0.00424
       4426.558            0.00450        0.00412
       4429.052           -0.00580        0.00419
       4431.546            0.00100        0.00409
       4434.041            0.01100        0.00404
       4436.536           -0.00750        0.00405
       4439.031           -0.00510        0.00399
       4441.527           -0.00230        0.00401
       4444.023            0.00030        0.00401
       4446.520            0.00350        0.00391
       4449.017            0.00540        0.00389
       4451.514            0.00020        0.00382
       4454.011           -0.00220        0.00385
       4456.509            0.00300        0.00377
       4459.008            0.00200        0.00373
       4461.506           -0.00230        0.00366
       4464.006           -0.00010        0.00371
       4466.505            0.00830        0.00371
       4469.005            0.00200        0.00369
       4471.505           -0.00280        0.00378
       4474.006           -0.00060        0.00365
       4476.507            0.00430        0.00370
       4479.008           -0.00020        0.00362
       4481.510            0.00270        0.00362
       4484.012            0.00310        0.00364
       4486.515            0.00120        0.00360
       4489.017            0.00140        0.00363
       4491.521           -0.00170        0.00364
       4494.024            0.00660        0.00359
       4496.528           -0.00960        0.00355
       4499.032            0.00220        0.00362
       4501.537           -0.00030        0.00365
       4504.042            0.00120        0.00357
       4506.547           -0.00020        0.00359
       4509.053            0.00010        0.00361
       4511.559            0.00480        0.00352
       4514.065           -0.00100        0.00361
       4516.572            0.00600        0.00358
       4519.080           -0.00120        0.00356
       4521.587            0.00450        0.00352
       4524.095           -0.00060        0.00356
       4526.604            0.00130        0.00355
       4529.112            0.00430        0.00354
       4531.621            0.00040        0.00357
       4534.130            0.00090        0.00360
       4536.640            0.00540        0.00359
       4539.150            0.00190        0.00356
       4541.661           -0.00250        0.00352
       4544.171            0.00000        0.00352
       4546.683           -0.00130        0.00346
       4549.194           -0.00220        0.00349
       4551.706            0.00130        0.00345
       4554.218            0.00150        0.00351
       4556.731            0.00370        0.00340
       4559.244           -0.00060        0.00342
       4561.757            0.00230        0.00341
       4564.271            0.00050        0.00333
       4566.785            0.00010        0.00339
       4569.299            0.00220        0.00337
       4571.814            0.00080        0.00335
       4574.329           -0.00110        0.00336
       4576.844           -0.00020        0.00333
       4579.360            0.00290        0.00333
       4581.876            0.00630        0.00337
       4584.393            0.00220        0.00338
       4586.910            0.00070        0.00338
       4589.427            0.00680        0.00332
       4591.944           -0.00020        0.00333
       4594.462           -0.00040        0.00329
       4596.980            0.00870        0.00324
       4599.499           -0.00160        0.00326
       4602.018            0.00340        0.00317
       4604.538           -0.00040        0.00325
       4607.057           -0.00010        0.00322
       4609.577            0.00120        0.00323
       4612.097           -0.00120        0.00321
       4614.618            0.00460        0.00326
       4617.139            0.00120        0.00326
       4619.660            0.00300        0.00324
       4622.182            0.00440        0.00317
       4624.704            0.00440        0.00319
       4627.227            0.00210        0.00320
       4629.750           -0.00220        0.00317
       4632.272           -0.00400        0.00321
       4634.796            0.00450        0.00318
       4637.320            0.00690        0.00319
       4639.844           -0.00050        0.00313
       4642.368           -0.00170        0.00311
       4644.893            0.00430        0.00310
       4647.418            0.00190        0.00313
       4649.944           -0.00020        0.00310
       4652.470            0.00140        0.00315
       4654.996            0.00270        0.00313
       4657.522           -0.00200        0.00316
       4660.049            0.00020        0.00320
       4662.576           -0.00400        0.00314
       4665.104           -0.00440        0.00314
       4667.632           -0.00050        0.00316
       4670.160            0.00160        0.00316
       4672.688            0.00370        0.00315
       4675.217            0.00050        0.00313
       4677.747           -0.00630        0.00311
       4680.276            0.00450        0.00308
       4682.806            0.00230        0.00306
       4685.336           -0.00280        0.00306
       4687.867           -0.00060        0.00306
       4690.397            0.00560        0.00311
       4692.929           -0.00010        0.00312
       4695.460            0.00450        0.00303
       4697.992            0.00700        0.00303
       4700.524            0.00010        0.00306
       4703.057            0.00080        0.00304
       4705.590            0.00130        0.00300
       4708.124            0.00230        0.00302
       4710.657           -0.00030        0.00303
       4713.191            0.00360        0.00302
       4715.725           -0.00400        0.00300
       4718.259           -0.00100        0.00303
       4720.794            0.00070        0.00309
       4723.330           -0.00190        0.00303
       4725.865           -0.00060        0.00299
       4728.401            0.00200        0.00296
       4730.937           -0.00010        0.00294
       4733.474            0.00040        0.00295
       4736.011            0.00250        0.00292
       4738.548            0.00110        0.00298
       4741.085            0.00740        0.00298
       4743.623            0.00050        0.00297
       4746.161            0.00220        0.00295
       4748.700           -0.00200        0.00298
       4751.239           -0.00390        0.00297
       4753.778            0.00290        0.00295
       4756.317            0.00690        0.00295
       4758.857           -0.00410        0.00291
       4761.397           -0.00460        0.00288
       4763.938            0.00320        0.00293
       4766.479            0.00350        0.00294
       4769.019            0.00150        0.00292
       4771.561            0.00250        0.00296
       4774.103            0.00300        0.00298
       4776.645            0.00320        0.00296
       4779.187            0.00170        0.00292
       4781.729            0.00450        0.00295
       4784.272           -0.00510        0.00288
       4786.816           -0.00250        0.00293
       4789.359           -0.00070        0.00289
       4791.903            0.00440        0.00289
       4794.448            0.00130        0.00291
       4796.992            0.00310        0.00290
       4799.537           -0.00110        0.00293
       4802.083            0.00060        0.00288
       4804.628            0.00090        0.00290
       4807.174            0.00320        0.00290
       4809.720            0.00050        0.00287
       4812.267           -0.00170        0.00295
       4814.813           -0.00020        0.00294
       4817.360           -0.00790        0.00293
       4819.908           -0.00190        0.00299
       4822.456            0.00560        0.00296
       4825.004            0.00230        0.00300
       4827.552            0.00330        0.00298
       4830.101           -0.00200        0.00292
       4832.650            0.00030        0.00298
       4835.199            0.00260        0.00295
       4837.749            0.00440        0.00297
       4840.299            0.00260        0.00294
       4842.849           -0.00100        0.00294
