BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                 1751  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = '                  '  /                                              
FILENAME= 'CSP15AAE_NOT_ALFOSC_GR4_26MAR2015'  /
FORMAT  = '5G14.7            '  /  Text line format                            
EXTEND  =                    F / File may contain extensions                    
ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator        
DATE    = '2024-04-28T19:37:51' / Date FITS file was generated                  
IRAF-TLM= '2024-04-28T19:37:51' / Time of last modification                     
WCSDIM  =                    2                                                  
CTYPE1  = 'MULTISPE'                                                            
CTYPE2  = 'MULTISPE'                                                            
CDELT1  =                   1.                                                  
CDELT2  =                   1.                                                  
CD1_1   =                   1.                                                  
CD2_2   =                   1.                                                  
LTM1_1  =                   1.                                                  
LTM2_2  =                   1.                                                  
WAXMAP01= '1 0 0 0 '                                                            
WAT0_001= 'system=multispec'                                                    
WAT1_001= 'wtype=multispec units_display=system'                                
WAT2_001= 'wtype=multispec spec1 = "1 1 2 9141.008 -3.1067291428571 1751 0. IND'
WAT2_002= 'EF INDEF 1. 0. 5 1751 9141.008 9137.608 9134.21 9130.812 9127.414 91'
WAT2_003= '24.017 9120.62 9117.224 9113.827 9110.432 9107.037 9103.642 9100.248'
WAT2_004= ' 9096.854 9093.461 9090.067 9086.675 9083.283 9079.892 9076.5 9073.1'
WAT2_005= '09 9069.719 9066.329 9062.939 9059.55 9056.161 9052.773 9049.386 904'
WAT2_006= '5.998 9042.61 9039.225 9035.838 9032.452 9029.066 9025.682 9022.297 '
WAT2_007= '9018.913 9015.529 9012.146 9008.763 9005.381 9001.999 8998.617 8995.'
WAT2_008= '235 8991.854 8988.475 8985.094 8981.715 8978.335 8974.956 8971.578 8'
WAT2_009= '968.2 8964.822 8961.445 8958.068 8954.691 8951.315 8947.94 8944.564 '
WAT2_010= '8941.189 8937.815 8934.441 8931.067 8927.694 8924.321 8920.949 8917.'
WAT2_011= '576 8914.205 8910.833 8907.463 8904.092 8900.722 8897.352 8893.982 8'
WAT2_012= '890.613 8887.244 8883.876 8880.509 8877.141 8873.773 8870.407 8867.0'
WAT2_013= '4 8863.675 8860.309 8856.94300000001 8853.578 8850.214 8846.85 8843.'
WAT2_014= '486 8840.123 8836.76 8833.396 8830.034 8826.673 8823.312 8819.95 881'
WAT2_015= '6.589 8813.229 8809.868 8806.509 8803.149 8799.79 8796.432 8793.073 '
WAT2_016= '8789.716 8786.357 8783.001 8779.644 8776.287 8772.931 8769.575 8766.'
WAT2_017= '22 8762.865 8759.51 8756.155 8752.802 8749.448 8746.095 8742.742 873'
WAT2_018= '9.389 8736.037 8732.685 8729.333 8725.982 8722.631 8719.28 8715.931 '
WAT2_019= '8712.581 8709.231 8705.882 8702.533 8699.185 8695.837 8692.489 8689.'
WAT2_020= '142 8685.794 8682.447 8679.102 8675.755 8672.409 8669.063 8665.719 8'
WAT2_021= '662.374 8659.029 8655.686 8652.342 8648.998 8645.655 8642.312 8638.9'
WAT2_022= '7 8635.628 8632.286 8628.945 8625.604 8622.263 8618.923 8615.582 861'
WAT2_023= '2.242 8608.903 8605.564 8602.226 8598.887 8595.549 8592.211 8588.873'
WAT2_024= ' 8585.536 8582.199 8578.862 8575.526 8572.19 8568.854 8565.52 8562.1'
WAT2_025= '85 8558.85 8555.516 8552.182 8548.848 8545.514 8542.181 8538.849 853'
WAT2_026= '5.516 8532.184 8528.852 8525.521 8522.189 8518.858 8515.527 8512.197'
WAT2_027= ' 8508.867 8505.537 8502.208 8498.879 8495.55 8492.222 8488.894 8485.'
WAT2_028= '565 8482.238 8478.911 8475.584 8472.257 8468.931 8465.604 8462.279 8'
WAT2_029= '458.953 8455.628 8452.304 8448.979 8445.654 8442.331 8439.007 8435.6'
WAT2_030= '84 8432.36 8429.037 8425.715 8422.393 8419.071 8415.749 8412.428 840'
WAT2_031= '9.106 8405.786 8402.466 8399.146 8395.825 8392.506 8389.187 8385.867'
WAT2_032= ' 8382.549 8379.23 8375.912 8372.595 8369.276 8365.959 8362.643 8359.'
WAT2_033= '325 8356.009 8352.692 8349.377 8346.062 8342.746 8339.431 8336.116 8'
WAT2_034= '332.802 8329.487 8326.174 8322.859 8319.546 8316.233 8312.92 8309.60'
WAT2_035= '7 8306.295 8302.983 8299.672 8296.36 8293.049 8289.738 8286.428 8283'
WAT2_036= '.117 8279.807 8276.497 8273.188 8269.878 8266.569 8263.261 8259.952 '
WAT2_037= '8256.644 8253.336 8250.028 8246.721 8243.413 8240.106 8236.8 8233.49'
WAT2_038= '3 8230.188 8226.882 8223.576 8220.271 8216.966 8213.66 8210.356 8207'
WAT2_039= '.052 8203.748 8200.444 8197.141 8193.837 8190.534 8187.231 8183.929 '
WAT2_040= '8180.627 8177.325 8174.023 8170.722 8167.421 8164.12 8160.819 8157.5'
WAT2_041= '19 8154.219 8150.919 8147.619 8144.32 8141.021 8137.722 8134.423 813'
WAT2_042= '1.125 8127.827 8124.529 8121.231 8117.934 8114.637 8111.34 8108.043 '
WAT2_043= '8104.747 8101.451 8098.155 8094.859 8091.563 8088.269 8084.974 8081.'
WAT2_044= '679 8078.385 8075.09 8071.796 8068.503 8065.209 8061.917 8058.624 80'
WAT2_045= '55.331 8052.038 8048.746 8045.454 8042.162 8038.871 8035.58 8032.289'
WAT2_046= ' 8028.998 8025.708 8022.417 8019.127 8015.837 8012.548 8009.258 8005'
WAT2_047= '.969 8002.68 7999.392 7996.104 7992.815 7989.527 7986.24 7982.952 79'
WAT2_048= '79.665 7976.378 7973.091 7969.805 7966.519 7963.232 7959.947 7956.66'
WAT2_049= '1 7953.376 7950.091 7946.806 7943.521 7940.237 7936.953 7933.669 793'
WAT2_050= '0.385 7927.102 7923.818 7920.536 7917.252 7913.97 7910.688 7907.406 '
WAT2_051= '7904.124 7900.842 7897.561 7894.28 7890.999 7887.718 7884.438 7881.1'
WAT2_052= '57 7877.877 7874.597 7871.317 7868.038 7864.759 7861.48 7858.201 785'
WAT2_053= '4.923 7851.645 7848.367 7845.089 7841.811 7838.534 7835.257 7831.98 '
WAT2_054= '7828.703 7825.427 7822.15 7818.875 7815.599 7812.323 7809.047 7805.7'
WAT2_055= '72 7802.498 7799.223 7795.948 7792.674 7789.4 7786.126 7782.853 7779'
WAT2_056= '.579 7776.306 7773.033 7769.76 7766.488 7763.215 7759.943 7756.671 7'
WAT2_057= '753.4 7750.128 7746.857 7743.586 7740.315 7737.045 7733.774 7730.504'
WAT2_058= ' 7727.234 7723.964 7720.695 7717.426 7714.157 7710.888 7707.619 7704'
WAT2_059= '.351 7701.083 7697.814 7694.547 7691.279 7688.012 7684.745 7681.478 '
WAT2_060= '7678.211 7674.944 7671.678 7668.412 7665.146 7661.88 7658.615 7655.3'
WAT2_061= '5 7652.084 7648.82 7645.555 7642.291 7639.026 7635.763 7632.499 7629'
WAT2_062= '.235 7625.972 7622.708 7619.446 7616.183 7612.92 7609.658 7606.396 7'
WAT2_063= '603.134 7599.873 7596.611 7593.35 7590.089 7586.828 7583.567 7580.30'
WAT2_064= '7 7577.046 7573.786 7570.526 7567.267 7564.007 7560.749 7557.489 755'
WAT2_065= '4.23 7550.972 7547.713 7544.456 7541.197 7537.939 7534.682 7531.425 '
WAT2_066= '7528.167 7524.911 7521.654 7518.397 7515.141 7511.885 7508.629 7505.'
WAT2_067= '373 7502.118 7498.862 7495.607 7492.353 7489.098 7485.843 7482.589 7'
WAT2_068= '479.335 7476.081 7472.827 7469.574 7466.321 7463.067 7459.814 7456.5'
WAT2_069= '62 7453.31 7450.057 7446.805 7443.553 7440.302 7437.05 7433.799 7430'
WAT2_070= '.548 7427.297 7424.046 7420.796 7417.546 7414.296 7411.046 7407.796 '
WAT2_071= '7404.547 7401.298 7398.049 7394.8 7391.551 7388.303 7385.055 7381.80'
WAT2_072= '7 7378.559 7375.312 7372.064 7368.817 7365.57 7362.323 7359.077 7355'
WAT2_073= '.83 7352.584 7349.338 7346.092 7342.847 7339.601 7336.356 7333.111 7'
WAT2_074= '329.866 7326.622 7323.377 7320.133 7316.889 7313.646 7310.402 7307.1'
WAT2_075= '59 7303.916 7300.672 7297.43 7294.187 7290.945 7287.703 7284.461 728'
WAT2_076= '1.219 7277.978 7274.736 7271.495 7268.254 7265.013 7261.772 7258.532'
WAT2_077= ' 7255.292 7252.052 7248.812 7245.573 7242.333 7239.095 7235.855 7232'
WAT2_078= '.617 7229.378 7226.14 7222.902 7219.664 7216.426 7213.189 7209.952 7'
WAT2_079= '206.714 7203.478 7200.241 7197.004 7193.768 7190.532 7187.296 7184.0'
WAT2_080= '61 7180.825 7177.589 7174.354 7171.12 7167.885 7164.65 7161.416 7158'
WAT2_081= '.182 7154.948 7151.714 7148.481 7145.248 7142.015 7138.782 7135.549 '
WAT2_082= '7132.317 7129.084 7125.853 7122.621 7119.389 7116.158 7112.926 7109.'
WAT2_083= '695 7106.465 7103.234 7100.003 7096.773 7093.543 7090.313 7087.084 7'
WAT2_084= '083.854 7080.625 7077.396 7074.168 7070.939 7067.711 7064.483 7061.2'
WAT2_085= '55 7058.027 7054.799 7051.572 7048.345 7045.118 7041.892 7038.665 70'
WAT2_086= '35.438 7032.212 7028.987 7025.761 7022.536 7019.311 7016.085 7012.86'
WAT2_087= ' 7009.636 7006.412 7003.187 6999.963 6996.739 6993.516 6990.292 6987'
WAT2_088= '.069 6983.846 6980.624 6977.401 6974.179 6970.957 6967.734 6964.513 '
WAT2_089= '6961.292 6958.07 6954.849 6951.628 6948.407 6945.187 6941.967 6938.7'
WAT2_090= '47 6935.527 6932.307 6929.088 6925.869 6922.65 6919.431 6916.212 691'
WAT2_091= '2.994 6909.776 6906.558 6903.34 6900.123 6896.906 6893.688 6890.472 '
WAT2_092= '6887.255 6884.039 6880.823 6877.606 6874.391 6871.175 6867.96 6864.7'
WAT2_093= '45 6861.53 6858.315 6855.101 6851.887 6848.672 6845.459 6842.245 683'
WAT2_094= '9.032 6835.818 6832.605 6829.393 6826.18 6822.968 6819.756 6816.544 '
WAT2_095= '6813.333 6810.121 6806.91 6803.699 6800.488 6797.278 6794.067 6790.8'
WAT2_096= '57 6787.647 6784.438 6781.229 6778.019 6774.81 6771.601 6768.393 676'
WAT2_097= '5.185 6761.977 6758.769 6755.561 6752.354 6749.146 6745.939 6742.732'
WAT2_098= ' 6739.526 6736.32 6733.114 6729.908 6726.702 6723.497 6720.292 6717.'
WAT2_099= '086 6713.882 6710.677 6707.473 6704.269 6701.065 6697.862 6694.658 6'
WAT2_100= '691.455 6688.252 6685.05 6681.847 6678.645 6675.443 6672.241 6669.04'
WAT2_101= ' 6665.838 6662.637 6659.437 6656.236 6653.036 6649.835 6646.636 6643'
WAT2_102= '.436 6640.237 6637.038 6633.838 6630.64 6627.441 6624.243 6621.045 6'
WAT2_103= '617.847 6614.65 6611.453 6608.255 6605.059 6601.862 6598.666 6595.47'
WAT2_104= ' 6592.274 6589.078 6585.883 6582.688 6579.493 6576.298 6573.104 6569'
WAT2_105= '.909 6566.715 6563.521 6560.328 6557.135 6553.942 6550.75 6547.557 6'
WAT2_106= '544.365 6541.173 6537.981 6534.79 6531.598 6528.407 6525.216 6522.02'
WAT2_107= '6 6518.835 6515.646 6512.456 6509.266 6506.077 6502.888 6499.699 649'
WAT2_108= '6.511 6493.322 6490.134 6486.946 6483.759 6480.572 6477.385 6474.198'
WAT2_109= ' 6471.011 6467.825 6464.639 6461.454 6458.268 6455.083 6451.897 6448'
WAT2_110= '.713 6445.528 6442.344 6439.16 6435.977 6432.793 6429.61 6426.427 64'
WAT2_111= '23.244 6420.062 6416.88 6413.698 6410.516 6407.335 6404.154 6400.973'
WAT2_112= ' 6397.792 6394.612 6391.432 6388.252 6385.073 6381.894 6378.714 6375'
WAT2_113= '.536 6372.357 6369.179 6366.001 6362.823 6359.646 6356.469 6353.292 '
WAT2_114= '6350.115 6346.939 6343.763 6340.587 6337.412 6334.236 6331.062 6327.'
WAT2_115= '887 6324.712 6321.538 6318.364 6315.191 6312.018 6308.844 6305.672 6'
WAT2_116= '302.499 6299.327 6296.155 6292.983 6289.812 6286.641 6283.47 6280.3 '
WAT2_117= '6277.129 6273.959 6270.79 6267.62 6264.451 6261.282 6258.114 6254.94'
WAT2_118= '5 6251.777 6248.61 6245.442 6242.275 6239.108 6235.941 6232.775 6229'
WAT2_119= '.609 6226.444 6223.278 6220.113 6216.948 6213.784 6210.62 6207.456 6'
WAT2_120= '204.292 6201.128 6197.965 6194.803 6191.64 6188.478 6185.316 6182.15'
WAT2_121= '4 6178.993 6175.832 6172.671 6169.511 6166.351 6163.191 6160.031 615'
WAT2_122= '6.872 6153.713 6150.555 6147.396 6144.238 6141.081 6137.923 6134.766'
WAT2_123= ' 6131.609 6128.453 6125.296 6122.141 6118.985 6115.83 6112.675 6109.'
