# Wavelength(angstroms) flux flux_err
3469.54516601563 -5.723833082004815e-17 2.79609466946246e-16 
3471.0153892040303 7.947940431169635e-16 2.784880747334201e-16 
3472.4856123924305 1.0454052841743993e-16 2.730422881572854e-16 
3473.955835580831 4.3567107878289416e-16 2.759533286387616e-16 
3475.426058769231 3.238627562151061e-16 2.7232421597625056e-16 
3476.8962819576313 2.868847652791112e-16 2.6604878709805986e-16 
3478.3665051460316 3.150865419694859e-16 2.753342799032167e-16 
3479.836728334432 3.7583307149882455e-16 2.7214189213435407e-16 
3481.306951522832 1.3745342295110426e-16 2.701066837203388e-16 
3482.7771747112324 4.261140854483627e-16 2.686732128060089e-16 
3484.2473978996327 -9.799402252634826e-17 2.72199913891241e-16 
3485.717621088033 5.771691105269173e-17 2.580471315431445e-16 
3487.187844276433 -2.9404576710365625e-16 2.55871315659885e-16 
3488.6580674648335 7.544561504118966e-17 2.50825884500226e-16 
3490.1282906532338 2.636081146001058e-16 2.540148841372996e-16 
3491.598513841634 6.479410293757292e-16 2.5211273930534207e-16 
3493.0687370300343 2.809060096906963e-16 2.4001708234877106e-16 
3494.5389602184346 2.0135063380282064e-17 2.3608568480320863e-16 
3496.009183406835 7.058371606886592e-16 2.408848411334535e-16 
3497.479406595235 3.7915283184713057e-16 2.365145217025357e-16 
3498.9496297836354 7.908569280990071e-17 2.2834113021756456e-16 
3500.4198529720356 1.974448887824147e-16 2.2714429913287383e-16 
3501.890076160436 -5.581374051677462e-17 2.2148623815922331e-16 
3503.360299348836 3.501435680602265e-16 2.2686030486752723e-16 
3504.8305225372364 6.326537258041244e-16 2.28426098210086e-16 
3506.3007457256367 2.5412348964300537e-16 2.1630522878844438e-16 
3507.770968914037 5.482042894999645e-17 2.143854947879415e-16 
3509.2411921024373 5.494592085159911e-16 2.1901925470034516e-16 
3510.7114152908375 6.649275869186446e-16 2.1085105129217593e-16 
3512.181638479238 -9.590195040830364e-17 2.0489760081306027e-16 
3513.651861667638 2.323396021846377e-16 2.0178161806301792e-16 
3515.1220848560383 2.2383292970470155e-16 2.0268991531516035e-16 
3516.5923080444386 5.298812066105104e-16 2.0176126280250421e-16 
3518.062531232839 4.254120010142073e-16 2.0545431321764316e-16 
3519.532754421239 1.3720266149404759e-16 1.9010648649497907e-16 
3521.0029776096394 3.06280999208067e-16 1.9717239563630504e-16 
3522.4732007980397 6.820722749249005e-16 1.991950044352299e-16 
3523.94342398644 1.554099390977442e-16 1.8735156477359366e-16 
3525.41364717484 -3.107655886775253e-16 1.9033260458722656e-16 
3526.8838703632405 3.429183505503677e-16 1.8665882417163765e-16 
3528.3540935516407 3.557170713229394e-16 1.8847979942444659e-16 
3529.824316740041 3.970081540263532e-16 1.8383054145608614e-16 
3531.2945399284413 2.3976707528043303e-16 1.8148001179256565e-16 
3532.7647631168416 3.7383608544655413e-16 1.8213638291734893e-16 
3534.234986305242 2.7239409619439904e-16 1.7828266094002768e-16 
3535.705209493642 3.7369288393890895e-16 1.7558402720496528e-16 
3537.1754326820424 -2.785578755422298e-16 2.1399450967344484e-16 
3538.6456558704426 6.228811890542963e-16 1.7648938631157192e-16 
3540.115879058843 8.334347597284186e-17 1.7619187922373865e-16 
3541.586102247243 4.607079433356328e-16 1.8493205486443115e-16 
3543.0563254356434 4.263468871599596e-16 1.8197122472752414e-16 
3544.5265486240437 -3.906203609337533e-17 1.7583965910146867e-16 
3545.996771812444 1.2929478836826104e-16 1.7565971753973633e-16 
3547.4669950008442 -1.351297601138795e-16 1.7385458445001901e-16 
3548.9372181892445 1.861527087507634e-16 1.6888052905105594e-16 
3550.407441377645 -2.1166743223465146e-16 1.6903001713135653e-16 
3551.877664566045 4.381017457041588e-16 1.7088253112656089e-16 
3553.3478877544453 5.101970079492678e-16 1.7002504261636391e-16 
3554.8181109428456 2.6763048877815926e-16 1.6857279139340662e-16 
3556.288334131246 3.0622547222790755e-17 1.6555794967122234e-16 
3557.758557319646 1.5274199707212996e-16 1.6159420605498664e-16 
