# TELESCOPE = Liverpool Telescope
# INSTRUMENT = SPRAT
# PROPOSAL = PL23A20
# OBJECT = 2023dpk
# RA = 16:5:10.51
# DEC = 13:44:6.80
# DATE-OBS = 2023-03-27T03:33:40.461
# MJD-OBS = 60030.148385
# EXPTIME-OBS = 2400.0s
# AIRMASS-OBS = 1.104831
# SEEING-OBS = 0.903766
# wl fl
# [A] [Normalised]
4020.000000 0.799541
4029.200000 0.410709
4038.400000 0.385832
4047.600000 0.435585
4056.800000 0.515021
4066.000000 0.568455
4075.200000 0.582679
4084.400000 0.562231
4093.600000 0.567993
4102.800000 0.398066
4112.000000 0.504114
4121.200000 0.487616
4130.400000 0.901456
4139.600000 0.710969
4148.800000 0.823565
4158.000000 0.835622
4167.200000 0.79503
4176.400000 0.817073
4185.600000 0.725886
4194.800000 0.802624
4204.000000 0.890881
4213.200000 0.74822
4222.400000 0.951131
4231.600000 0.983993
4240.800000 1.01324
4250.000000 0.950526
4259.200000 0.92299
4268.400000 0.976699
4277.600000 0.927694
4286.800000 1.13888
4296.000000 1.00595
4305.200000 0.968095
4314.400000 1.07006
4323.600000 0.935324
4332.800000 1.14363
4342.000000 1.18536
4351.200000 1.12825
4360.400000 0.98984
4369.600000 1.19067
4378.800000 1.0169
4388.000000 0.979085
4397.200000 0.979237
4406.400000 0.996588
4415.600000 0.872013
4424.800000 0.8974
4434.000000 1.01518
4443.200000 1.0022
4452.400000 0.865305
4461.600000 1.1633
4470.800000 1.02658
4480.000000 0.90238
4489.200000 0.906749
4498.400000 0.909841
4507.600000 0.837114
4516.800000 0.907027
4526.000000 0.919258
4535.200000 0.763762
4544.400000 0.832855
4553.600000 0.704727
4562.800000 0.783492
4572.000000 0.723194
4581.200000 0.767447
4590.400000 0.724887
4599.600000 0.723268
4608.800000 0.680794
4618.000000 0.683353
4627.200000 0.814285
4636.400000 0.809767
4645.600000 0.916854
4654.800000 0.920871
4664.000000 0.779416
4673.200000 0.930703
4682.400000 0.967789
4691.600000 0.896813
4700.800000 0.946854
4710.000000 0.884512
4719.200000 0.961767
4728.400000 0.969369
4737.600000 0.949637
4746.800000 0.927307
4756.000000 0.901212
4765.200000 1.02347
4774.400000 0.970133
4783.600000 0.949286
4792.800000 1.04369
4802.000000 1.03275
4811.200000 1.05544
4820.400000 0.963774
4829.600000 1.03917
4838.800000 1.08566
4848.000000 0.987901
4857.200000 1.033
4866.400000 0.929692
4875.600000 1.04587
4884.800000 0.966845
4894.000000 1.00598
4903.200000 1.06773
4912.400000 1.16219
4921.600000 1.07457
4930.800000 1.10177
4940.000000 1.11649
4949.200000 1.02989
4958.400000 1.12348
4967.600000 1.13794
4976.800000 1.08465
4986.000000 1.00916
4995.200000 0.991676
5004.400000 0.967884
5013.600000 1.0264
5022.800000 0.985556
5032.000000 0.95839
5041.200000 1.0138
5050.400000 1.01203
5059.600000 0.950376
5068.800000 0.959375
5078.000000 0.874182
5087.200000 0.93603
5096.400000 0.957734
5105.600000 1.04206
5114.800000 0.955064
5124.000000 1.0954
5133.200000 1.04099
5142.400000 0.997186
5151.600000 1.03053
5160.800000 0.972171
5170.000000 1.06183
5179.200000 0.951437
5188.400000 0.939779
5197.600000 1.00531
5206.800000 0.95322
5216.000000 0.91684
5225.200000 0.895421
5234.400000 0.951003
5243.600000 0.947108
5252.800000 0.937424
5262.000000 0.95959
5271.200000 0.916349
5280.400000 0.894906
5289.600000 0.937211
5298.800000 0.93292
5308.000000 0.925973
5317.200000 0.907847
5326.400000 0.867796
5335.600000 0.84195
5344.800000 0.863312
5354.000000 0.828527
5363.200000 0.916127
5372.400000 0.840531
5381.600000 0.858013
5390.800000 0.846509
5400.000000 0.883771
5409.200000 0.904647
5418.400000 1.02488
5427.600000 1.0171
5436.800000 1.02061
5446.000000 0.963274
5455.200000 0.998681
5464.400000 1.0712
5473.600000 1.01239
5482.800000 1.03103
5492.000000 1.02677
5501.200000 0.95096
5510.400000 1.05608
5519.600000 1.02103
5528.800000 1.02839
5538.000000 1.0002
5547.200000 0.964188
5556.400000 0.961626
5565.600000 0.97735
5574.800000 0.931445
5584.000000 1.03032
5593.200000 0.981311
5602.400000 0.953628
5611.600000 0.984257
5620.800000 0.974297
5630.000000 0.923279
5639.200000 0.942653
5648.400000 0.848178
5657.600000 0.890157
5666.800000 0.939943
5676.000000 0.925433
5685.200000 0.983624
5694.400000 0.930928
5703.600000 0.990454
5712.800000 1.019
5722.000000 1.06799
5731.200000 1.19455
5740.400000 1.06796
5749.600000 1.04879
5758.800000 1.04237
5768.000000 1.04181
5777.200000 1.07358
5786.400000 1.01274
5795.600000 0.986593
5804.800000 0.936714
5814.000000 0.973879
5823.200000 1.0203
5832.400000 1.00951
5841.600000 0.953833
5850.800000 0.992668
5860.000000 0.972664
5869.200000 0.963957
5878.400000 0.939171
5887.600000 1.02361
5896.800000 0.983075
5906.000000 1.02601
5915.200000 1.0251
5924.400000 1.01382
5933.600000 1.08864
5942.800000 0.875272
5952.000000 1.08441
5961.200000 1.17541
5970.400000 1.16711
5979.600000 1.12542
5988.800000 1.14521
5998.000000 1.14024
6007.200000 1.12044
6016.400000 1.08588
6025.600000 1.11043
6034.800000 1.06234
6044.000000 1.1273
6053.200000 1.13127
6062.400000 1.11258
6071.600000 1.0606
6080.800000 1.12765
6090.000000 1.11879
6099.200000 1.12444
6108.400000 1.12716
6117.600000 1.10072
6126.800000 1.03474
6136.000000 1.09487
6145.200000 1.10863
6154.400000 1.08894
6163.600000 1.13135
6172.800000 1.09631
6182.000000 1.0827
6191.200000 1.09892
6200.400000 1.10362
6209.600000 1.12898
6218.800000 1.0998
6228.000000 1.15032
6237.200000 1.12322
6246.400000 1.15747
6255.600000 1.13754
6264.800000 1.08642
6274.000000 1.11481
6283.200000 1.08222
6292.400000 1.01417
6301.600000 1.05794
6310.800000 1.03119
6320.000000 0.967677
6329.200000 1.01267
6338.400000 1.04967
6347.600000 1.17354
6356.800000 1.14775
6366.000000 1.09076
6375.200000 1.08927
6384.400000 1.05573
6393.600000 1.08849
6402.800000 1.11962
6412.000000 1.12716
6421.200000 1.07723
6430.400000 1.11103
6439.600000 1.15118
6448.800000 1.12634
6458.000000 1.07171
6467.200000 1.10612
6476.400000 1.12608
6485.600000 1.05807
6494.800000 1.07547
6504.000000 0.989698
6513.200000 1.09385
6522.400000 0.957159
6531.600000 0.858552
6540.800000 0.917691
6550.000000 0.863361
6559.200000 0.951074
6568.400000 0.896636
6577.600000 0.874183
6586.800000 0.898286
6596.000000 0.885207
6605.200000 0.914125
6614.400000 0.85831
6623.600000 0.977425
6632.800000 0.977652
6642.000000 0.981997
6651.200000 1.00398
6660.400000 1.01486
6669.600000 0.945129
6678.800000 0.953951
6688.000000 1.0264
6697.200000 0.999118
6706.400000 0.972456
6715.600000 1.0141
6724.800000 0.998254
6734.000000 1.02722
6743.200000 0.996881
6752.400000 1.03743
6761.600000 1.02269
6770.800000 0.946444
6780.000000 1.02204
6789.200000 1.04442
6798.400000 1.05304
6807.600000 0.971589
6816.800000 0.987611
6826.000000 1.04208
6835.200000 0.99105
6844.400000 1.08608
6853.600000 0.996454
6862.800000 1.02576
6872.000000 0.941984
6881.200000 0.846565
6890.400000 0.852504
6899.600000 0.925801
6908.800000 0.932421
6918.000000 1.01149
6927.200000 0.984668
6936.400000 1.00928
6945.600000 1.01817
6954.800000 0.992786
6964.000000 1.09007
6973.200000 0.963376
6982.400000 0.967398
6991.600000 0.980978
7000.800000 1.10963
