BITPIX  =                    8  /  8-bit ASCII characters                       
NAXIS   =                    1  /  Number of Image Dimensions                   
NAXIS1  =                  750  /  Length of axis                               
ORIGIN  = 'NOAO-IRAF: WTEXTIMAGE'  /
IRAF-MAX=                   0.  /  Max image pixel (out of date)                
IRAF-MIN=                   0.  /  Min image pixel (out of date)                
IRAF-B/P=                   32  /  Image bits per pixel                         
IRAFTYPE= 'REAL FLOATING     '  /  Image datatype                              
OBJECT  = 'SN IN MCG 03-44-003'  /
FILENAME= 'SN90O.BLUE.8069.80'  /  IRAF filename                               
FORMAT  = '5G14.7            '  /  Text line format                            
EXTEND  =                    F / File may contain extensions                    
ORIGIN  = 'NOAO-IRAF FITS Image Kernel July 2003' / FITS file originator        
IRAF-TLM= '2024-04-28T19:54:31' / Time of last modification                     
OBJECT  = 'SN IN MCG 03-44-003' /                                               
DATE    = '2024-04-28T19:54:31' /                                               
IRAF-MAX=           0.000000E0  /  DATA MAX                                     
IRAF-MIN=           0.000000E0  /  DATA MIN                                     
FILENAME= '27JUN90.IMH       '  /  IRAF filename                                
FILENAME= 'SN_MCG2           '  /  IRAF filename                                
OBSERVER= 'Pier/Foltz        '  /  observers                                    
DARKTIME=                1337.  /  total elapsed time                           
IMAGETYP= 'object            '  /  object, dark, bias, etc.                     
DATE-OBS= '27/06/90          '  /  date (dd/mm/yy) of obs.                      
EPOCH   = '1950.0            '  /  epoch of ra and dec                          
TELESCOP= 'mmt               '  /  telescope name                               
DETECTOR= 'mmtti             '  /  detector                                     
PREFLASH=                  100  /  preflash time                                
GAIN    =                    1  /  gain                                         
DWELL   =                   15  /  sample integration time                      
DELAY0  =                    0  /  time delay after each pixel                  
DELAY1  =                    0  /  time delay after each row                    
CAMTEMP =                 -136  /  camera temperature                           
DEWTEMP =                 -195  /  dewar temperature                            
DATASEC = '[1:798,1:225]     '  /  image portion of frame                       
BIASSEC = '[799:818,1:225]   '  /  overscan portion of frame                    
TRIMSEC = '[1:798,1:225]     '  /  region to be extracted                       
CCDSEC  = '[1:798,75:299]    '  /  orientation to full frame                    
ORIGSEC = '[1:800,1:400]     '  /  original size  full frame                    
CCDSUM  = '1 2               '  /  on chip summation                            
INSTRUME= 'none              '  /  instrument                                   
FILTERS = 'none              '  /  filter bolt positions                        
APERTURE= '1.5"x180"         '  /  aperture                                     
TVFILT  = 'none              '  /  tv filter                                    
COMPLAMP= 'HeNeAr            '  /  comparison lamp                              
DISPERSE= '150 gpm           '  /  disperser                                    
INSFOCUS= '7.3               '  /  instrument focus                             
DISPAXIS=                    1  /  dispersion along rows                        
                                                                                
ROTANGLE= '0.0               '  /  rotator position angle                       
CRPIX2  =                   1.                                                  
CRVAL2  =                   1.                                                  
CDELT2  =                   1.                                                  
CD2_2   =                   1.                                                  
DC-FLAG =                    0                                                  
APFORMAT= 'onedspec'                                                            
APNUM1  = '1 1 1 1 750'                                                         
BEAM-NUM=                    1                                                  
APCENTER= ' 119.19  375.00'                                                     
APLOW   = '  -5.00 -374.00'                                                     
APHIGH  = '   5.00  375.00'                                                     
EXPTIME =                1256.                                                  
OFLAG   =                    1                                                  
NP1     =                    1                                                  
NP2     =                  750                                                  
CRPIX1  =                   1.                                                  
CRVAL1  =      3105.8914858588                                                  
CDELT1  =      6.7384159908776                                                  
CD1_1   =      6.7384159908776                                                  
W0      =     3105.89148585879                                                  
WPC     =     6.73841599087762                                                  
AIRMASS =                1.048                                                  
UT      = ' 6:55:54.00'  /                                                      
ST      = '17:52:52.00'  /                                                      
RA      = '17:13:21.30'  /                                                      
DEC     = '16:22:41.70'  /                                                      
DF-FLAG =                   -1                                                  
SM-FLAG =                   -1                                                  
QF-FLAG =                   -1                                                  
QD-FLAG =                   -1                                                  
EX-FLAG =                    0                                                  
BS-FLAG =                   -1                                                  
CA-FLAG =                    0                                                  
CO-FLAG =                   -1                                                  
HISTORY   Dec 20 15:59  NEWREDSHIFT: oldz = 0.0303000, newz = 0.0000000         
HISTORY   input file to NEWREDSHIFT: sn90O.blue.8069.80.fits                    
END                                                                             
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
3105.8914858588  2.094070E-15
3112.62990184968  2.094070E-15
3119.36831784056  2.271621E-15
3126.10673383144  1.373765E-15
3132.84514982231  1.648534E-15
3139.58356581319  1.532958E-15
3146.32198180407  1.260806E-15
3153.06039779495  1.283877E-15
3159.79881378582  1.145862E-15
3166.5372297767  7.920136E-16
3173.27564576758  8.483296E-16
3180.01406175846  8.471075E-16
3186.75247774933  8.063210E-16
3193.49089374021  8.339544E-16
3200.22930973109  7.179656E-16
3206.96772572197  6.819865E-16
3213.70614171285  6.818108E-16
3220.44455770372  6.610972E-16
3227.1829736946  6.660216E-16
3233.92138968548  6.801308E-16
3240.65980567636  6.677886E-16
3247.39822166723  8.640943E-16
3254.13663765811  6.422066E-16
3260.87505364899  7.454301E-16
3267.61346963987  7.846821E-16
3274.35188563074  9.324345E-16
3281.09030162162  8.643726E-16
3287.8287176125  9.351199E-16
3294.56713360338  9.673240E-16
3301.30554959425  9.676896E-16
3308.04396558513  1.025866E-15
3314.78238157601  1.062816E-15
3321.52079756689  1.167316E-15
3328.25921355776  1.235347E-15
3334.99762954864  1.239380E-15
3341.73604553952  1.186971E-15
3348.4744615304  1.283781E-15
3355.21287752128  1.223299E-15
3361.95129351215  1.185071E-15
3368.68970950303  1.277813E-15
3375.42812549391  1.251405E-15
3382.16654148479  1.276711E-15
3388.90495747566  1.331680E-15
3395.64337346654  1.318750E-15
3402.38178945742  1.380702E-15
3409.1202054483  1.359584E-15
3415.85862143917  1.365362E-15
3422.59703743005  1.456036E-15
3429.33545342093  1.525867E-15
3436.07386941181  1.562547E-15
3442.81228540268  1.604341E-15
3449.55070139356  1.593912E-15
3456.28911738444  1.600982E-15
3463.02753337532  1.493675E-15
3469.76594936619  1.483249E-15
3476.50436535707  1.492767E-15
3483.24278134795  1.492889E-15
3489.98119733883  1.485436E-15
3496.7196133297  1.460639E-15
3503.45802932058  1.450175E-15
3510.19644531146  1.358228E-15
3516.93486130234  1.366301E-15
3523.67327729321  1.345845E-15
3530.41169328409  1.345469E-15
3537.15010927497  1.305062E-15
3543.88852526585  1.311197E-15
3550.62694125672  1.236289E-15
3557.3653572476  1.302169E-15
3564.10377323848  1.229746E-15
3570.84218922936  1.187211E-15
3577.58060522024  1.122791E-15
3584.31902121111  1.130890E-15
3591.05743720199  1.031115E-15
3597.79585319287  9.902769E-16
3604.53426918375  9.548882E-16
3611.27268517462  8.190886E-16
3618.0111011655  8.018548E-16
3624.74951715638  7.247256E-16
3631.48793314726  6.775959E-16
3638.22634913813  5.955541E-16
3644.96476512901  6.080900E-16
3651.70318111989  5.253631E-16
3658.44159711077  4.689153E-16
3665.18001310164  4.563699E-16
3671.91842909252  4.386235E-16
3678.6568450834  4.413573E-16
3685.39526107428  4.209365E-16
3692.13367706516  4.446559E-16
3698.87209305603  4.904606E-16
3705.61050904691  4.982228E-16
3712.34892503779  5.518343E-16
3719.08734102867  6.096865E-16
3725.82575701954  6.220140E-16
3732.56417301042  7.092240E-16
3739.3025890013  7.474299E-16
3746.04100499218  7.710893E-16
3752.77942098305  7.614520E-16
3759.51783697393  8.070780E-16
3766.25625296481  8.132496E-16
3772.99466895569  8.152536E-16
3779.73308494656  8.273523E-16
3786.47150093744  9.052530E-16
3793.20991692832  9.658948E-16
3799.9483329192  9.803880E-16
3806.68674891007  1.029784E-15
3813.42516490095  1.091413E-15
3820.16358089183  1.174546E-15
3826.90199688271  1.246642E-15
3833.64041287359  1.368553E-15
3840.37882886446  1.387465E-15
3847.11724485534  1.475929E-15
3853.85566084622  1.498913E-15
3860.5940768371  1.495803E-15
3867.33249282797  1.583580E-15
3874.07090881885  1.607543E-15
3880.80932480973  1.616084E-15
3887.54774080061  1.695746E-15
3894.28615679148  1.721875E-15
3901.02457278236  1.841387E-15
3907.76298877324  1.852101E-15
3914.50140476412  1.845019E-15
3921.23982075499  1.834870E-15
3927.97823674587  1.804716E-15
3934.71665273675  1.725502E-15
3941.45506872763  1.736681E-15
3948.1934847185  1.664185E-15
3954.93190070938  1.648721E-15
3961.67031670026  1.608401E-15
3968.40873269114  1.611050E-15
3975.14714868202  1.571968E-15
3981.88556467289  1.557250E-15
3988.62398066377  1.583346E-15
3995.36239665465  1.580297E-15
4002.10081264552  1.641010E-15
4008.8392286364  1.688218E-15
4015.57764462728  1.689105E-15
4022.31606061816  1.739044E-15
4029.05447660904  1.714739E-15
4035.79289259991  1.761500E-15
4042.53130859079  1.744168E-15
4049.26972458167  1.792438E-15
4056.00814057255  1.771435E-15
4062.74655656342  1.757295E-15
4069.4849725543  1.739769E-15
4076.22338854518  1.724489E-15
4082.96180453606  1.663286E-15
4089.70022052693  1.648174E-15
4096.43863651781  1.583099E-15
4103.17705250869  1.575671E-15
4109.91546849957  1.521416E-15
4116.65388449045  1.481551E-15
4123.39230048132  1.485196E-15
4130.1307164722  1.443084E-15
4136.86913246308  1.421456E-15
4143.60754845396  1.432139E-15
4150.34596444483  1.398705E-15
4157.08438043571  1.383023E-15
4163.82279642659  1.295940E-15
4170.56121241747  1.292415E-15
4177.29962840834  1.243539E-15
4184.03804439922  1.158970E-15
4190.7764603901  1.167039E-15
4197.51487638098  1.116624E-15
4204.25329237185  1.090817E-15
4210.99170836273  1.067572E-15
4217.73012435361  1.045566E-15
4224.46854034449  1.035223E-15
4231.20695633537  9.418498E-16
4237.94537232624  9.104203E-16
4244.68378831712  8.986980E-16
4251.422204308  8.756059E-16
4258.16062029887  8.593890E-16
4264.89903628975  8.519263E-16
4271.63745228063  8.870734E-16
4278.37586827151  9.081986E-16
4285.11428426238  8.957158E-16
4291.85270025326  9.446730E-16
4298.59111624414  9.657309E-16
4305.32953223502  1.011742E-15
4312.0679482259  1.057049E-15
4318.80636421677  1.099809E-15
4325.54478020765  1.094928E-15
4332.28319619853  1.136721E-15
4339.02161218941  1.136896E-15
4345.76002818028  1.153166E-15
4352.49844417116  1.137740E-15
4359.23686016204  1.138856E-15
4365.97527615292  1.098883E-15
4372.7136921438  1.057696E-15
4379.45210813467  1.010017E-15
4386.19052412555  1.015942E-15
4392.92894011643  1.033795E-15
4399.6673561073  9.913844E-16
4406.40577209818  9.837865E-16
4413.14418808906  1.024452E-15
4419.88260407994  1.006285E-15
4426.62102007081  1.041139E-15
4433.35943606169  1.105599E-15
4440.09785205257  1.133282E-15
4446.83626804345  1.143211E-15
4453.57468403433  1.169861E-15
4460.3131000252  1.191918E-15
4467.05151601608  1.220682E-15
4473.78993200696  1.250486E-15
4480.52834799783  1.227927E-15
4487.26676398871  1.240776E-15
4494.00517997959  1.306804E-15
4500.74359597047  1.375730E-15
4507.48201196135  1.264589E-15
4514.22042795222  1.236646E-15
4520.9588439431  1.237431E-15
4527.69725993398  1.230268E-15
4534.43567592486  1.237499E-15
4541.17409191573  1.233492E-15
4547.91250790661  1.269938E-15
4554.65092389749  1.198425E-15
4561.38933988837  1.212581E-15
4568.12775587924  1.254563E-15
4574.86617187012  1.207281E-15
4581.604587861  1.194912E-15
4588.34300385188  1.166639E-15
4595.08141984276  1.147410E-15
4601.81983583363  1.116797E-15
4608.55825182451  1.079054E-15
4615.29666781539  1.007943E-15
4622.03508380626  9.910233E-16
4628.77349979714  9.752518E-16
4635.51191578802  9.925148E-16
4642.2503317789  9.684703E-16
4648.98874776978  1.001695E-15
4655.72716376065  9.623252E-16
4662.46557975153  9.559239E-16
4669.20399574241  9.436418E-16
4675.94241173329  9.647045E-16
4682.68082772416  9.316537E-16
4689.41924371504  9.100551E-16
4696.15765970592  8.921077E-16
4702.8960756968  8.692452E-16
4709.63449168767  8.682174E-16
4716.37290767855  8.704535E-16
4723.11132366943  8.894442E-16
4729.84973966031  8.840333E-16
4736.58815565119  8.992845E-16
4743.32657164206  9.109071E-16
4750.06498763294  9.027166E-16
4756.80340362382  9.316296E-16
4763.54181961469  9.204540E-16
4770.28023560557  8.913979E-16
4777.01865159645  8.664212E-16
4783.75706758733  8.175572E-16
4790.49548357821  8.354192E-16
4797.23389956908  7.945797E-16
4803.97231555996  7.580192E-16
4810.71073155084  7.197305E-16
4817.44914754172  7.039608E-16
4824.18756353259  7.080448E-16
4830.92597952347  7.164546E-16
4837.66439551435  7.069287E-16
4844.40281150523  7.110799E-16
4851.1412274961  7.214082E-16
4857.87964348698  7.067503E-16
4864.61805947786  6.841016E-16
