# Wavelength(angstroms) flux flux_err
3467.70068359375 -7.0007001775327e-17 2.581623280239711e-16 
3469.171157002449 4.626950561601118e-17 2.530148823337271e-16 
3470.641630411148 1.6832249315749297e-16 2.549868279744943e-16 
3472.112103819847 7.375929155721455e-17 2.5558906839999213e-16 
3473.582577228546 -1.7469091037142443e-16 2.540286748924721e-16 
3475.053050637245 1.0297990329934838e-16 2.5512918244919225e-16 
3476.523524045944 5.676882045738509e-16 2.5925359762761025e-16 
3477.9939974546432 6.584148035267655e-16 2.572999426045478e-16 
3479.4644708633423 8.644835729731926e-16 2.58401111905758e-16 
3480.9349442720413 4.568033861465865e-16 2.4987387240707135e-16 
3482.4054176807404 -4.5721225490592654e-18 2.3944451454620676e-16 
3483.8758910894394 -1.1796095813840647e-16 2.405936470880552e-16 
3485.3463644981384 1.2422321830124532e-16 2.4316608614886653e-16 
3486.8168379068375 -1.0925307562882804e-16 2.3961590636912774e-16 
3488.2873113155365 1.6828357596403358e-17 2.327889266933765e-16 
3489.7577847242355 -3.919301650377841e-16 2.305101963070256e-16 
3491.2282581329346 -1.706207317714103e-16 2.3481465892629435e-16 
3492.6987315416336 9.331398682175594e-17 2.190697855096048e-16 
3494.1692049503326 7.097880399920084e-16 2.3818550594923165e-16 
3495.6396783590317 -2.218542475050257e-16 2.18551811627469e-16 
3497.1101517677307 2.7398850336870725e-16 2.2023730131338665e-16 
3498.5806251764297 5.325399371528233e-17 2.1542828499024016e-16 
3500.051098585129 3.5853504405933604e-16 2.1793517164186787e-16 
3501.521571993828 2.654408556699477e-16 2.1379161881279784e-16 
3502.992045402527 2.72955387870853e-16 2.116430535676383e-16 
3504.462518811226 4.546272526259718e-16 2.1694248873235523e-16 
3505.932992219925 1.0101045243530863e-16 2.0756985741274958e-16 
3507.403465628624 -1.328586530240539e-16 2.0397220408329515e-16 
3508.873939037323 -2.9768022666164684e-16 2.031524879485898e-16 
3510.344412446022 2.5808522155599135e-16 2.0967826800225335e-16 
3511.814885854721 2.2939142791110274e-17 1.9653330927760167e-16 
3513.28535926342 1.8393685732585635e-16 1.9889414892027701e-16 
3514.755832672119 1.2198318673267212e-16 1.9132966824526328e-16 
3516.226306080818 4.081162499757645e-16 2.0083783807131942e-16 
3517.696779489517 3.9949213770118055e-17 1.840328896862513e-16 
3519.1672528982162 1.0657594197224711e-16 1.9025181881988218e-16 
3520.6377263069153 6.163916461289075e-16 1.9671114649185567e-16 
3522.1081997156143 -5.506989338785264e-17 1.8266969603676392e-16 
3523.5786731243134 1.4121078169578553e-16 1.7930099306597436e-16 
3525.0491465330124 -3.453516776844823e-17 1.7646921633951543e-16 
3526.5196199417114 -6.4456080543336805e-18 1.7917632040405037e-16 
3527.9900933504105 1.4109070154062243e-16 1.782922694700231e-16 
3529.4605667591095 3.127623894413385e-16 1.80087727855296e-16 
3530.9310401678085 2.3110386052393247e-16 1.747140052541269e-16 
3532.4015135765076 -1.6475310955265315e-16 1.6994004815406287e-16 
3533.8719869852066 -5.910750754151178e-17 1.6950512320542738e-16 
3535.3424603939056 1.2641884681453667e-16 1.6691078040199567e-16 
3536.8129338026047 -4.6542141037186205e-17 1.660566006142489e-16 
3538.2834072113037 3.4785154984451555e-16 1.7049546353944527e-16 
3539.7538806200027 4.064810528710901e-16 1.6912671123624153e-16 
3541.224354028702 1.9605726352635495e-16 1.6538995921498018e-16 
3542.694827437401 1.4192737156916267e-16 1.7015993261321416e-16 
3544.1653008461 9.429034449469923e-17 1.6729240844940314e-16 
3545.6357742547993 -1.0325068914467374e-16 1.6804180761459658e-16 
3547.1062476634984 1.0587516779218199e-16 1.6769470939467953e-16 
3548.5767210721974 1.8419391859045823e-16 1.5908738557780794e-16 
3550.0471944808965 4.3805174429049118e-16 1.6695514375260811e-16 
3551.5176678895955 6.7035407537108845e-18 1.558875862706568e-16 
3552.9881412982945 1.0686259645044369e-16 1.617259593829541e-16 
3554.4586147069936 7.236839728337399e-17 1.5688831599316836e-16 
3555.9290881156926 9.800107010516721e-17 1.606265635569772e-16 
3557.3995615243916 1.5828761442203247e-16 1.5625007666741225e-16 
3558.8700349330907 -2.46817036379549e-16 1.5090560317270303e-16 
3560.3405083417897 4.684416717814198e-16 1.5949269084306912e-16 
3561.8109817504887 1.9659747202335618e-16 1.5517353749612144e-16 
